dataset,model,cal_size,test_size,n_classes,MS_brier,MS_logloss,MS_ece-15,MS_accuracy,MS_time
autoUniv-au7-1100,NeuralNetTorch,990,110,5,0.727992832660675,1.4149715900421143,0.09382842481136322,0.3909091055393219,0.054246654734015465
autoUniv-au7-1100,RandomForest,990,110,5,0.7090694904327393,1.391925573348999,0.057372380048036575,0.4272727370262146,0.06909673102200031
autoUniv-au7-1100,XGBoost,990,110,5,0.7162256836891174,1.383441686630249,0.12342454493045807,0.4000000059604645,0.06959448661655188
autoUniv-au7-700,CatBoost,630,70,3,0.567391574382782,0.9508553743362427,0.16658106446266174,0.4285714328289032,0.024108298122882843
autoUniv-au7-700,ExtraTrees,630,70,3,0.560009241104126,0.9331642389297485,0.11378910392522812,0.4571428596973419,0.016542915254831314
autoUniv-au7-700,LightGBM,630,70,3,0.5238953828811646,0.87701016664505,0.10032768547534943,0.5428571701049805,0.01993986126035452
autoUniv-au7-700,LinearModel,630,70,3,0.6706622242927551,1.102603554725647,0.09163708239793777,0.37142857909202576,0.015018435195088387
autoUniv-au7-700,NeuralNetFastAI,630,70,3,0.6234362721443176,1.0390211343765259,0.12928034365177155,0.5142857432365417,0.020978141576051712
autoUniv-au7-700,NeuralNetTorch,630,70,3,0.6253749132156372,1.0315266847610474,0.07586561143398285,0.4571428596973419,0.02447601966559887
autoUniv-au7-700,RandomForest,630,70,3,0.5336754322052002,0.8772843480110168,0.14132027328014374,0.5142857432365417,0.01742314826697111
autoUniv-au7-700,XGBoost,630,70,3,0.5335257649421692,0.9017394185066223,0.10462033748626709,0.5142857432365417,0.015474201180040836
