dataset,model,cal_size,test_size,n_classes,SMS_brier,SMS_logloss,SMS_ece-15,SMS_accuracy,SMS_time
fabert,NeuralNetFastAI,7413,824,7,0.3836416341427076,0.7713480892849686,0.044585924595594406,0.708737850189209,0.4084012070670724
fabert,NeuralNetTorch,7413,824,7,0.4162819628883818,0.8415762711213393,0.07893617451190948,0.6917475461959839,0.3916737949475646
fabert,RandomForest,7413,824,7,0.3803879980816149,0.7659212005538093,0.043956778943538666,0.7063106894493103,0.4732247041538358
fabert,XGBoost,7413,824,7,0.35460063732318864,0.7194766614440653,0.03416766598820686,0.731796145439148,0.3429994396865368
first-order-theorem-proving,CatBoost,5506,612,6,0.5044696816501658,1.0352696717633108,0.046803537756204605,0.6258170008659363,0.18683401960879564
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5108069832672223,1.0543952900619429,0.04432454705238342,0.5996732115745544,0.17849029321223497
first-order-theorem-proving,LightGBM,5506,612,6,0.5087945340100447,1.047277558663791,0.048663150519132614,0.6111111044883728,0.1876818723976612
first-order-theorem-proving,LinearModel,5506,612,6,0.6445275344298046,1.3700012222524924,0.043933574110269547,0.4869281053543091,0.17791689466685057
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5558073150509208,1.1535786036021358,0.051350317895412445,0.5718954205513,0.1761143645271659
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5401636877155549,1.1161531647853338,0.04808637127280235,0.5735294222831726,0.15944474004209042
first-order-theorem-proving,RandomForest,5506,612,6,0.5079540497564611,1.0495434157107488,0.03396949917078018,0.6160130500793457,0.1932710036635399
first-order-theorem-proving,XGBoost,5506,612,6,0.5032808536428248,1.0359516402837667,0.045780908316373825,0.6258170008659363,0.13171102851629257
har,CatBoost,9269,1030,6,0.004333404060017115,0.008620345188752652,0.006240644957870245,0.9970873594284058,0.22336306888610125
har,ExtraTrees,9269,1030,6,0.018466049597918414,0.03179793070547826,0.007415496278554201,0.9883494973182678,0.25314791966229677
har,LightGBM,9269,1030,6,0.001810364271435903,0.004577982988623284,0.00397215411067009,1.0,0.1961626810953021
har,LinearModel,9269,1030,6,0.015094621143123921,0.027654405299666295,0.007036694325506687,0.9893203973770142,0.25185343995690346
har,NeuralNetFastAI,9269,1030,6,0.007075287867793286,0.014497487342777421,0.00718586053699255,0.9961165189743042,0.21478342730551958
har,NeuralNetTorch,9269,1030,6,0.007331935013874621,0.013213689181409718,0.004763166885823011,0.9951456189155579,0.19086081348359585
har,RandomForest,9269,1030,6,0.02879398507908313,0.05148555212937681,0.007840046659111977,0.9805825352668762,0.24437582958489656
har,XGBoost,9269,1030,6,0.004470757561260394,0.00854063738405771,0.004965805448591709,0.9980582594871521,0.239624691195786
isolet,CatBoost,7017,780,26,0.06843969779491489,0.12680314137040297,0.018921254202723503,0.9474359154701233,2.098152929916978
isolet,ExtraTrees,7017,780,26,0.08135300548080063,0.16332647641940015,0.01671060360968113,0.9448717832565308,2.6691887313500047
isolet,LightGBM,7017,780,26,0.051160805889837166,0.10273419464299506,0.010619406588375568,0.964102566242218,1.66380977910012
isolet,LinearModel,7017,780,26,0.05872323234122277,0.12154784104641116,0.014738303609192371,0.9615384340286255,2.161755886860192
isolet,NeuralNetFastAI,7017,780,26,0.044095043178405464,0.08535031198497718,0.014429153874516487,0.9705128073692322,1.6541755245998502
isolet,NeuralNetTorch,7017,780,26,0.055731670824540676,0.11704172301966198,0.020179200917482376,0.971794843673706,1.6394189922139049
isolet,RandomForest,7017,780,26,0.10175245992344518,0.21469984721626237,0.022998405620455742,0.9217948913574219,2.5477431658655405
isolet,XGBoost,7017,780,26,0.06269724924424441,0.12893861270858265,0.01457120105624199,0.9551281929016113,1.6865850547328591
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.16378152535618193,0.24748221597305065,0.03972388431429863,0.8612226843833923,0.33144187182188034
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.18672335114936342,0.2877406568650512,0.056819673627614975,0.8282017111778259,0.3255265802145004
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.14270970256547194,0.21317661008130304,0.04670840501785278,0.8663542866706848,0.3062500078231096
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.42866001855156743,0.7211629861657008,0.019830159842967987,0.6829540133476257,0.34559305384755135
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.10389997996376732,0.15388906079827125,0.01695789396762848,0.9065149426460266,0.37949271593242884
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.024288195492639605,0.04255033710180377,0.014010995626449585,0.9848281741142273,0.2985823880881071
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.19036242848190277,0.29465556378646884,0.054200854152441025,0.8226238489151001,0.2674348382279277
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.13767609942649925,0.20566708242986761,0.03405539691448212,0.8804105520248413,0.29276957642287016
kr-vs-k,CatBoost,25250,2806,18,0.12011835587120498,0.23926470387469687,0.03255201876163483,0.9258731007575989,1.478408851660788
kr-vs-k,ExtraTrees,25250,2806,18,0.16578518825454214,0.3636669571855569,0.04714294895529747,0.8930862545967102,1.747775487601757
kr-vs-k,LightGBM,25250,2806,18,0.11450929981087997,0.22820929617682867,0.0414595827460289,0.9308624267578125,1.4013948794454336
kr-vs-k,LinearModel,25250,2806,18,0.7789955339492298,1.794809256252078,0.03041481412947178,0.3492515981197357,1.8973241848871112
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.15476337795975334,0.28258276225268353,0.04095899313688278,0.892017126083374,1.5961942188441753
kr-vs-k,NeuralNetTorch,25250,2806,18,0.114254854931854,0.21277955808421276,0.047964636236429214,0.9244475960731506,1.11677080206573
kr-vs-k,RandomForest,25250,2806,18,0.1669939253041964,0.38145458247249386,0.05312623083591461,0.8930862545967102,1.6619676006957889
kr-vs-k,XGBoost,25250,2806,18,0.10904620178907871,0.2134360170904164,0.033476632088422775,0.9333571195602417,1.303884357213974
led24,CatBoost,2880,320,10,0.3975538477722912,0.8198882082239954,0.08102525770664215,0.715624988079071,0.17399324383586645
led24,ExtraTrees,2880,320,10,0.39923511904722986,0.8136093631813758,0.0672207623720169,0.7124999761581421,0.23092505615204573
led24,LightGBM,2880,320,10,0.40038836225564955,0.8299164248190497,0.08035685867071152,0.71875,0.15359589271247387
led24,LinearModel,2880,320,10,0.3954791166773301,0.8117970849738916,0.04928111284971237,0.715624988079071,0.21621548105031252
led24,NeuralNetFastAI,2880,320,10,0.38457778745090043,0.7964888114497674,0.038202255964279175,0.721875011920929,0.1890079341828823
led24,NeuralNetTorch,2880,320,10,0.3863237777543026,0.7928703263703465,0.04573200270533562,0.7281249761581421,0.21141287218779325
led24,RandomForest,2880,320,10,0.39520363671434366,0.8047428564249994,0.06628560274839401,0.7124999761581421,0.21024164464324713
led24,XGBoost,2880,320,10,0.3979431182535775,0.8260625624258671,0.05477041006088257,0.71875,0.15975700225681067
letter,CatBoost,18000,2000,26,0.033036266367025266,0.06859572322533794,0.00935822818428278,0.9785000085830688,1.8511456698179245
letter,ExtraTrees,18000,2000,26,0.040714219441881395,0.08371885646515503,0.008308968506753445,0.9739999771118164,1.9990523755550385
letter,LightGBM,18000,2000,26,0.03367570587515685,0.07281867223157706,0.008110717870295048,0.9794999957084656,1.8141374066472054
letter,LinearModel,18000,2000,26,0.28643093242231155,0.7441979876176535,0.06363529711961746,0.8065000176429749,5.331271477974951
letter,NeuralNetFastAI,18000,2000,26,0.020690089798250547,0.04239569852387879,0.00787991750985384,0.9860000014305115,1.7672079838812351
letter,NeuralNetTorch,18000,2000,26,0.02133143998223251,0.0427620111908841,0.007448831107467413,0.9860000014305115,2.0163490204140544
letter,RandomForest,18000,2000,26,0.05220671359007264,0.11234425448002909,0.01467408612370491,0.968999981880188,2.263630550354719
letter,XGBoost,18000,2000,26,0.03704348440060528,0.07830420744279294,0.007842686027288437,0.9760000109672546,2.061154207214713
mfeat-factors,CatBoost,1800,200,10,0.04546266884612484,0.10295595577570714,0.020186081528663635,0.9750000238418579,0.09218572452664375
mfeat-factors,ExtraTrees,1800,200,10,0.04667212253557691,0.10740471238571747,0.032155830413103104,0.9700000286102295,0.11520641762763262
mfeat-factors,LightGBM,1800,200,10,0.041499580616883136,0.09654439382462629,0.022581512108445168,0.9800000190734863,0.08929930720478296
mfeat-factors,LinearModel,1800,200,10,0.030584142068880445,0.071251233722346,0.019431263208389282,0.9850000143051147,0.11756168864667416
mfeat-factors,NeuralNetFastAI,1800,200,10,0.028103070744620734,0.05015736914714739,0.02285665273666382,0.9750000238418579,0.09027953818440437
mfeat-factors,NeuralNetTorch,1800,200,10,0.030203921750048227,0.06470695636508654,0.013389036990702152,0.9850000143051147,0.07818314991891384
mfeat-factors,RandomForest,1800,200,10,0.05002779032364799,0.10453498365541389,0.024869456887245178,0.9750000238418579,0.12571474723517895
mfeat-factors,XGBoost,1800,200,10,0.04363803037239035,0.10254768159690102,0.022110197693109512,0.9800000190734863,0.09284149669110775
micro-mass,CatBoost,513,58,20,0.050313311417028314,0.1019794529319907,0.05118764191865921,0.9655172228813171,0.18090104777365923
micro-mass,ExtraTrees,513,58,20,0.08728699126389242,0.1613181196729274,0.07330194860696793,0.931034505367279,0.26187728717923164
micro-mass,LightGBM,513,58,20,0.09756356882842014,0.16610108028821777,0.05414934083819389,0.931034505367279,0.1758018396794796
micro-mass,LinearModel,513,58,20,0.08471582023063254,0.1585776199352713,0.07048904895782471,0.931034505367279,0.16444115713238716
micro-mass,NeuralNetFastAI,513,58,20,0.194664517161174,0.42626834783116796,0.12873931229114532,0.8793103694915771,0.19962726347148418
micro-mass,NeuralNetTorch,513,58,20,0.07452842747454551,0.1553644911266126,0.053998466581106186,0.9482758641242981,0.17401820421218872
micro-mass,RandomForest,513,58,20,0.09578245580910522,0.17053323274640822,0.10376361757516861,0.931034505367279,0.23158367536962032
micro-mass,XGBoost,513,58,20,0.11877698160625615,0.22750725757050916,0.03681519627571106,0.8965517282485962,0.19366860296577215
microaggregation2,CatBoost,18000,2000,5,0.4814977553909506,0.9068541376372936,0.01372621487826109,0.637499988079071,0.3267976064234972
microaggregation2,ExtraTrees,18000,2000,5,0.4909766957389365,0.9308566711308724,0.0203709714114666,0.6294999718666077,0.4693132545799017
microaggregation2,LightGBM,18000,2000,5,0.47735457270953024,0.894848888625118,0.02624593675136566,0.6359999775886536,0.360846740193665
microaggregation2,LinearModel,18000,2000,5,0.551752856307337,1.0415483333588464,0.016667593270540237,0.5809999704360962,0.3421012433245778
microaggregation2,NeuralNetFastAI,18000,2000,5,0.45745072108748364,0.8581693299549263,0.016441436484456062,0.6514999866485596,0.2961822720244527
microaggregation2,NeuralNetTorch,18000,2000,5,0.4657503150601357,0.8722641381964888,0.028563683852553368,0.6470000147819519,0.3367370320484042
microaggregation2,RandomForest,18000,2000,5,0.4939951744250825,0.934636880367855,0.027759410440921783,0.6320000290870667,0.40249896701425314
microaggregation2,XGBoost,18000,2000,5,0.4800120334091034,0.9011842693259863,0.01892886683344841,0.6309999823570251,0.3331856345757842
okcupid-stem,CatBoost,45710,5079,3,0.3359150370698923,0.5626259138852513,0.011256367899477482,0.7627485990524292,0.31644680444151163
okcupid-stem,ExtraTrees,45710,5079,3,0.35509354037514973,0.5902147910021224,0.011936115100979805,0.7468005418777466,0.39247770234942436
okcupid-stem,LightGBM,45710,5079,3,0.3391818242059659,0.5651905574985131,0.013485386036336422,0.7574325799942017,0.38252452202141285
okcupid-stem,LinearModel,45710,5079,3,0.34489210797873016,0.5755614493162416,0.015091628767549992,0.7560543417930603,0.3948658397421241
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.341786429140776,0.56947854477484,0.015954818576574326,0.7601889967918396,0.3852022048085928
okcupid-stem,NeuralNetTorch,45710,5079,3,0.3373966990397064,0.5636706294194781,0.013341480866074562,0.7635361552238464,0.4374459171667695
okcupid-stem,RandomForest,45710,5079,3,0.3544503293022352,0.5891417031979195,0.008041332475841045,0.7454223036766052,0.39346347004175186
okcupid-stem,XGBoost,45710,5079,3,0.33892924940826274,0.5653481175341426,0.012036718428134918,0.7613703608512878,0.39255994744598866
optdigits,CatBoost,5058,562,10,0.020823310482978637,0.04473187150986519,0.007229643873870373,0.9875444769859314,0.19989714492112398
optdigits,ExtraTrees,5058,562,10,0.021240836749769593,0.04619251786337691,0.0077605764381587505,0.9839857816696167,0.22779147140681744
optdigits,LightGBM,5058,562,10,0.018087319871563867,0.03944950359421755,0.0050928713753819466,0.9893238544464111,0.20724028628319502
optdigits,LinearModel,5058,562,10,0.050832426491833796,0.08939693146248151,0.015902332961559296,0.9679715037345886,0.29045604262501
optdigits,NeuralNetFastAI,5058,562,10,0.019576763368725242,0.03868275130036312,0.008018462918698788,0.9893238544464111,0.16860495414584875
optdigits,NeuralNetTorch,5058,562,10,0.013772791267341314,0.030730072805333193,0.010825777426362038,0.9928825497627258,0.17253534961491823
optdigits,RandomForest,5058,562,10,0.035009465328598124,0.07235017918936912,0.016046980395913124,0.9804270267486572,0.2312999302521348
optdigits,XGBoost,5058,562,10,0.030443178714998832,0.05635876757405215,0.009063360281288624,0.9786477088928223,0.20727617759257555
page-blocks,CatBoost,4925,548,5,0.043034559456234495,0.08715873046743351,0.008718840777873993,0.970802903175354,0.1440316503867507
page-blocks,ExtraTrees,4925,548,5,0.0435984306258982,0.09749465871708453,0.012571308761835098,0.9762773513793945,0.19427204970270395
page-blocks,LightGBM,4925,548,5,0.04183047174988003,0.08589342286378912,0.012402665801346302,0.970802903175354,0.1444602133706212
page-blocks,LinearModel,4925,548,5,0.047474405596761186,0.1010429850686133,0.012778463773429394,0.9689781069755554,0.19447802752256393
page-blocks,NeuralNetFastAI,4925,548,5,0.0497929228226281,0.10099327225793146,0.010898075997829437,0.9689781069755554,0.1515493607148528
page-blocks,NeuralNetTorch,4925,548,5,0.03767575748463154,0.08412135988966996,0.01591876521706581,0.9781022071838379,0.15528129879385233
page-blocks,RandomForest,4925,548,5,0.04174067813366222,0.09381839992573532,0.011555105447769165,0.970802903175354,0.1368278358131647
page-blocks,XGBoost,4925,548,5,0.04136970064744302,0.08418033159571105,0.012752518989145756,0.974452555179596,0.1482603419572115
pendigits,CatBoost,9892,1100,10,0.004853996332607864,0.009956942667418735,0.004431341774761677,0.996363639831543,0.39017382822930813
pendigits,ExtraTrees,9892,1100,10,0.008430844947845767,0.016935694096446605,0.0031233306508511305,0.9945454597473145,0.48843564186245203
pendigits,LightGBM,9892,1100,10,0.007889156012953107,0.015735678511070692,0.005112864542752504,0.9945454597473145,0.3899032836779952
pendigits,LinearModel,9892,1100,10,0.06310545728188231,0.13066090958272467,0.013431292027235031,0.9627272486686707,0.7051216680556536
pendigits,NeuralNetFastAI,9892,1100,10,0.004811313809639331,0.010964151308324866,0.004078815225511789,0.9981818199157715,0.2640881361439824
pendigits,NeuralNetTorch,9892,1100,10,0.0036925147301776055,0.00817963068436998,0.005819770507514477,0.9972727298736572,0.2912800218909979
pendigits,RandomForest,9892,1100,10,0.01577700663608674,0.027841859240420232,0.00630117068067193,0.9881818294525146,0.47643148340284824
pendigits,XGBoost,9892,1100,10,0.010302328201299902,0.020617515700146322,0.004543148912489414,0.9954545497894287,0.3764885701239109
robert,CatBoost,9000,1000,10,0.5910759564508319,1.3010172743146922,0.04396851360797882,0.5519999861717224,0.4766307380050421
robert,ExtraTrees,9000,1000,10,0.6597794921058707,1.5022320658458463,0.05056316778063774,0.47999998927116394,0.4685423094779253
robert,LightGBM,9000,1000,10,0.5688284473156313,1.2440400196649881,0.04517451673746109,0.5649999976158142,0.5156069742515683
robert,LinearModel,9000,1000,10,0.7604262874678179,1.7524906882925866,0.07627785205841064,0.375,0.3216190794482827
robert,NeuralNetFastAI,9000,1000,10,0.6583336167423289,1.480570620971386,0.05025853216648102,0.4790000021457672,0.5213814340531826
robert,NeuralNetTorch,9000,1000,10,0.6467315718919068,1.459464236394575,0.04063600301742554,0.48500001430511475,0.500960148870945
robert,RandomForest,9000,1000,10,0.6641553909810672,1.5202675414733742,0.05737621709704399,0.4819999933242798,0.4938223948702216
robert,XGBoost,9000,1000,10,0.6032726498382287,1.3301729325510017,0.04807474464178085,0.5170000195503235,0.47878348641097546
satimage,CatBoost,5787,643,6,0.11524859656950481,0.20077069407684314,0.01829533278942108,0.917573869228363,0.2565148426219821
satimage,ExtraTrees,5787,643,6,0.11343411921366636,0.20303880653678705,0.018427034839987755,0.9191290736198425,0.3182455701753497
satimage,LightGBM,5787,643,6,0.11734424960672857,0.20607046552465924,0.022040603682398796,0.920684278011322,0.2893005236983299
satimage,LinearModel,5787,643,6,0.18585440684308377,0.3256715657980878,0.029516655951738358,0.864696741104126,0.26223422959446907
satimage,NeuralNetFastAI,5787,643,6,0.10848950942395305,0.18507566303452722,0.02230077050626278,0.923794686794281,0.24332152027636766
satimage,NeuralNetTorch,5787,643,6,0.11239893745997293,0.19318891336443095,0.017369616776704788,0.923794686794281,0.1994874645024538
satimage,RandomForest,5787,643,6,0.1197566382810752,0.21611317585375883,0.020976193249225616,0.9222394824028015,0.31450253911316395
satimage,XGBoost,5787,643,6,0.11486938524476278,0.21149097607441236,0.017477350309491158,0.9222394824028015,0.23573489300906658
segment,CatBoost,2079,231,7,0.031198053194679082,0.08001206637759092,0.021983884274959564,0.9870129823684692,0.10272297263145447
segment,ExtraTrees,2079,231,7,0.02805076097920403,0.08411844156002972,0.0188495684415102,0.9783549904823303,0.11964322533458471
segment,LightGBM,2079,231,7,0.036963186025174226,0.0908199814171816,0.018253890797495842,0.9783549904823303,0.09744783397763968
segment,LinearModel,2079,231,7,0.047033259617755806,0.10078164347988051,0.0275504719465971,0.9783549904823303,0.1533880401402712
segment,NeuralNetFastAI,2079,231,7,0.03391943957283037,0.06900234329958169,0.025553222745656967,0.9826839566230774,0.12261317204684019
segment,NeuralNetTorch,2079,231,7,0.03076938850030187,0.06565004304898345,0.030659418553113937,0.9913420081138611,0.11931710969656706
segment,RandomForest,2079,231,7,0.03146574440747452,0.091474679834172,0.010987122543156147,0.9783549904823303,0.13405778910964727
segment,XGBoost,2079,231,7,0.04065528961724014,0.09583130258165343,0.019353259354829788,0.9696969985961914,0.10470667853951454
semeion,CatBoost,1433,160,10,0.09660188917122745,0.1963243910173395,0.03374611958861351,0.9375,0.09351560287177563
semeion,ExtraTrees,1433,160,10,0.15040847793173073,0.37034686704070785,0.04664919525384903,0.8999999761581421,0.11877438426017761
semeion,LightGBM,1433,160,10,0.12591647206857398,0.26606030586229734,0.045132339000701904,0.9125000238418579,0.08356312476098537
semeion,LinearModel,1433,160,10,0.13301550641133425,0.2684050164947081,0.045818038284778595,0.9125000238418579,0.12233417388051748
semeion,NeuralNetFastAI,1433,160,10,0.09852237125529956,0.18529601620067787,0.049450233578681946,0.925000011920929,0.0865971241146326
semeion,NeuralNetTorch,1433,160,10,0.106357007193381,0.20734185808896868,0.05407998338341713,0.925000011920929,0.08853642363101244
semeion,RandomForest,1433,160,10,0.15323702451885385,0.3705197729236038,0.05296456813812256,0.90625,0.12112615257501602
semeion,XGBoost,1433,160,10,0.12806900865233858,0.27209635765888784,0.047414492815732956,0.90625,0.10359110403805971
soybean,CatBoost,614,69,19,0.095204856619961,0.1650540490092727,0.08012465387582779,0.95652174949646,0.2572498060762882
soybean,ExtraTrees,614,69,19,0.09141556994951713,0.15084436091355075,0.03766736388206482,0.9420289993286133,0.18291402328759432
soybean,LightGBM,614,69,19,0.06656295933261305,0.11838927760292639,0.043563034385442734,0.95652174949646,0.25430064275860786
soybean,LinearModel,614,69,19,0.11892389233152487,0.23715496474943168,0.05529049038887024,0.9275362491607666,0.24164627864956856
soybean,NeuralNetFastAI,614,69,19,0.09808359675772177,0.15824270329163254,0.050032489001750946,0.9275362491607666,0.1987003143876791
soybean,NeuralNetTorch,614,69,19,0.11704603950131111,0.192108339262421,0.07442062348127365,0.9275362491607666,0.15342597011476755
soybean,RandomForest,614,69,19,0.10312584123379098,0.16969008656842646,0.045903220772743225,0.9420289993286133,0.2453190227970481
soybean,XGBoost,614,69,19,0.09654351707094,0.18060604743644898,0.05809025466442108,0.9420289993286133,0.19655693415552378
splice,CatBoost,2871,319,3,0.05764405256188186,0.1086326006501528,0.021229565143585205,0.9592476487159729,0.05348730552941561
splice,ExtraTrees,2871,319,3,0.08367991102760061,0.14872385894634546,0.02953456901013851,0.9404388666152954,0.07128827087581158
splice,LightGBM,2871,319,3,0.061923909130028446,0.11872395388865592,0.01963411457836628,0.962382435798645,0.05105189047753811
splice,LinearModel,2871,319,3,0.09288820967069912,0.1848108771018563,0.03448127955198288,0.9435736536979675,0.05211861617863178
splice,NeuralNetFastAI,2871,319,3,0.05562180046484882,0.10729028622171169,0.014828035607933998,0.9592476487159729,0.042333037592470646
splice,NeuralNetTorch,2871,319,3,0.06516964285436559,0.12473592619887228,0.01780298911035061,0.9561128616333008,0.052603443153202534
splice,RandomForest,2871,319,3,0.08245056714316379,0.14342446146813365,0.027737217023968697,0.9373040795326233,0.061083500273525715
splice,XGBoost,2871,319,3,0.05360490122204511,0.10043116420603067,0.013573363423347473,0.9655172228813171,0.040466612204909325
steel-plates-fault,CatBoost,1746,195,7,0.23772262660787669,0.4634804739009533,0.04783354327082634,0.8205128312110901,0.1170008946210146
steel-plates-fault,ExtraTrees,1746,195,7,0.25806420152287396,0.48574100587270513,0.07800877094268799,0.8102564215660095,0.15786236338317394
steel-plates-fault,LightGBM,1746,195,7,0.24324086838760056,0.47899548138313625,0.03800932690501213,0.8256410360336304,0.14038042072206736
steel-plates-fault,LinearModel,1746,195,7,0.35154977975633217,0.6733301814279329,0.09004185348749161,0.7538461685180664,0.16431474592536688
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.30390672063879365,0.5715244394059672,0.07339876145124435,0.7794871926307678,0.12262195721268654
steel-plates-fault,NeuralNetTorch,1746,195,7,0.33060734380112533,0.6067106645273634,0.06586030125617981,0.7384615540504456,0.12546376883983612
steel-plates-fault,RandomForest,1746,195,7,0.250829695612462,0.48737299273896584,0.08426697552204132,0.8153846263885498,0.13497602753341198
steel-plates-fault,XGBoost,1746,195,7,0.24055855878580606,0.4806774474602815,0.08978410065174103,0.8153846263885498,0.15559465438127518
synthetic_control,CatBoost,540,60,6,0.001010016576323831,0.00820921073407506,0.007868057116866112,1.0,0.043846096843481064
synthetic_control,ExtraTrees,540,60,6,0.002499738841676167,0.009836443193621914,0.009081914089620113,1.0,0.041594889014959335
synthetic_control,LightGBM,540,60,6,4.781422337749356e-05,0.0020666961736360485,0.002053678035736084,1.0,0.036680640652775764
synthetic_control,LinearModel,540,60,6,0.00038204683873697547,0.006628186328671624,0.006518959999084473,1.0,0.04457127023488283
synthetic_control,NeuralNetFastAI,540,60,6,2.8738035629006918e-05,0.001768769326538303,0.0017601847648620605,1.0,0.03209640271961689
synthetic_control,NeuralNetTorch,540,60,6,0.006026970812963,0.01538947449612963,0.013461040332913399,1.0,0.02690186258405447
synthetic_control,RandomForest,540,60,6,0.0015167509565737712,0.012618359901475163,0.01218585204333067,1.0,0.053079244680702686
synthetic_control,XGBoost,540,60,6,0.007412540905152095,0.021830778749891002,0.018800906836986542,1.0,0.047628932632505894
texture,CatBoost,4950,550,11,0.01169602069420462,0.02224779959330414,0.005665357690304518,0.9927272796630859,0.20753299538046122
texture,ExtraTrees,4950,550,11,0.02084177017077662,0.03678405133690619,0.009310130029916763,0.9854545593261719,0.21608271822333336
texture,LightGBM,4950,550,11,0.006524140912094716,0.014978663792606454,0.004973769653588533,0.996363639831543,0.19183974713087082
texture,LinearModel,4950,550,11,0.007010463070928454,0.011382632291723453,0.004449756816029549,0.996363639831543,0.1499010967090726
texture,NeuralNetFastAI,4950,550,11,0.007313008421551863,0.018060431867943757,0.004160682205110788,0.996363639831543,0.08760780468583107
texture,NeuralNetTorch,4950,550,11,0.003635848750092765,0.020553272722868846,0.0016905665397644043,0.9981818199157715,0.06279597152024508
texture,RandomForest,4950,550,11,0.02497804146816697,0.04575785825925225,0.014975917525589466,0.9872727394104004,0.27872706577181816
texture,XGBoost,4950,550,11,0.01444364960839414,0.028227811804841112,0.007016946095973253,0.9890909194946289,0.2519003562629223
vehicle,CatBoost,761,85,4,0.2698894722768582,0.43171999788586635,0.08163232356309891,0.7764706015586853,0.061355751007795334
vehicle,ExtraTrees,761,85,4,0.2608210201904262,0.4345886404407684,0.059597767889499664,0.7764706015586853,0.06445947103202343
vehicle,LightGBM,761,85,4,0.2630886031846059,0.4195186573428159,0.06510037183761597,0.800000011920929,0.06327289063483477
vehicle,LinearModel,761,85,4,0.20563998586462792,0.32545105300047666,0.09394144266843796,0.8352941274642944,0.058512148447334766
vehicle,NeuralNetFastAI,761,85,4,0.1787890265942575,0.2991716530785157,0.06503601372241974,0.8823529481887817,0.05181010812520981
vehicle,NeuralNetTorch,761,85,4,0.17859457055522024,0.2979304365459551,0.06175241991877556,0.8588235378265381,0.07087959907948971
vehicle,RandomForest,761,85,4,0.2669572485393786,0.4385055011165881,0.05817374587059021,0.7882353067398071,0.06267313193529844
vehicle,XGBoost,761,85,4,0.27211692732226167,0.45119397619758966,0.0647834911942482,0.8117647171020508,0.07812804821878672
volcanoes-a2,CatBoost,1460,163,5,0.10975755156495454,0.2324201175705142,0.05824241787195206,0.907975435256958,0.061504009179770947
volcanoes-a2,ExtraTrees,1460,163,5,0.11253172315135923,0.24278767193714532,0.056169066578149796,0.9263803958892822,0.04535956494510174
volcanoes-a2,LightGBM,1460,163,5,0.10710319241600323,0.22884054065378823,0.05237777531147003,0.9202454090118408,0.05509202182292938
volcanoes-a2,LinearModel,1460,163,5,0.10998675555089982,0.2363966498963222,0.03918632119894028,0.9202454090118408,0.07246255036443472
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.10887761174423936,0.23403076144358462,0.04380154237151146,0.9202454090118408,0.06435955595225096
volcanoes-a2,NeuralNetTorch,1460,163,5,0.10948418075387789,0.23397365800382477,0.03560694307088852,0.9202454090118408,0.04525693692266941
volcanoes-a2,RandomForest,1460,163,5,0.11381600200690324,0.24280082467527886,0.056139227002859116,0.9202454090118408,0.06667780689895153
volcanoes-a2,XGBoost,1460,163,5,0.10609005326140938,0.23148196871918408,0.0564667284488678,0.9325153231620789,0.06894928403198719
volcanoes-a3,CatBoost,1368,153,5,0.13949265124903856,0.29869560225231245,0.071393683552742,0.9084967374801636,0.06408336013555527
volcanoes-a3,ExtraTrees,1368,153,5,0.13774444496820415,0.29195120034484634,0.042828746140003204,0.8954248428344727,0.06675959285348654
volcanoes-a3,LightGBM,1368,153,5,0.1394097793241851,0.294299365489507,0.05206065997481346,0.9019607901573181,0.05526566877961159
volcanoes-a3,LinearModel,1368,153,5,0.14264539027785603,0.311339841672579,0.050960030406713486,0.8888888955116272,0.05603198613971472
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.14259694092557398,0.3131354049426092,0.04146119952201843,0.8888888955116272,0.06592771969735622
volcanoes-a3,NeuralNetTorch,1368,153,5,0.13992529724684866,0.3010094878503943,0.048027876764535904,0.8888888955116272,0.0662345215678215
volcanoes-a3,RandomForest,1368,153,5,0.1391365375262097,0.2983624826871304,0.05180758237838745,0.8888888955116272,0.0668021822348237
volcanoes-a3,XGBoost,1368,153,5,0.14583223289497538,0.30752253614994585,0.06310213357210159,0.8823529481887817,0.06825189106166363
volcanoes-a4,CatBoost,1363,152,5,0.13084133022703545,0.30583886107149044,0.044126734137535095,0.9144737124443054,0.07138041406869888
volcanoes-a4,ExtraTrees,1363,152,5,0.13160928285273013,0.29785424063054233,0.06557948142290115,0.9144737124443054,0.07067108899354935
