dataset,model,cal_size,test_size,n_classes,SMS_brier,SMS_logloss,SMS_ece-15,SMS_accuracy,SMS_time
collins,ExtraTrees,900,100,30,0.836470963958441,2.1952012978676807,0.07639652490615845,0.25,2.8283346202224493
collins,LightGBM,900,100,30,0.8083205026772516,2.1394077531737468,0.07678195834159851,0.28999999165534973,2.233545795083046
collins,LinearModel,900,100,30,0.8102853057676319,2.133317832752858,0.08670773357152939,0.3499999940395355,2.6747299637645483
collins,NeuralNetFastAI,900,100,30,0.799308922037842,2.0740009307802008,0.0919533297419548,0.36000001430511475,2.3206793004646897
collins,NeuralNetTorch,900,100,30,0.780183836408057,2.008867312769244,0.03650638833642006,0.33000001311302185,2.160901702940464
collins,RandomForest,900,100,30,0.8330742885061346,2.2117565529238115,0.07628095895051956,0.25,2.5616634907200933
collins,XGBoost,900,100,30,0.8301129727858658,2.2842972748473356,0.1043906882405281,0.27000001072883606,2.1061547743156552
connect-4,CatBoost,60801,6756,3,0.17560216641369436,0.3134707734171553,0.012185164727270603,0.8781823515892029,0.4156238278374076
connect-4,ExtraTrees,60801,6756,3,0.24919394998660957,0.447389204973123,0.009245581924915314,0.8232682347297668,0.4531405232846737
connect-4,LightGBM,60801,6756,3,0.17571183005361407,0.3141254624040601,0.010814672335982323,0.8755180835723877,0.3771388875320554
connect-4,LinearModel,60801,6756,3,0.33408686326890863,0.5908767697619675,0.009766057133674622,0.7587329745292664,0.5195979122072458
connect-4,NeuralNetFastAI,60801,6756,3,0.1667688616382819,0.29825233747174446,0.018726199865341187,0.8843990564346313,0.44338980689644814
connect-4,NeuralNetTorch,60801,6756,3,0.1751481910562651,0.31351144845531886,0.02377104014158249,0.8787744045257568,0.4555423092097044
connect-4,RandomForest,60801,6756,3,0.2595159046490084,0.4670557531647465,0.00544511154294014,0.815423309803009,0.4434316689148545
connect-4,XGBoost,60801,6756,3,0.1765950198266677,0.31496997872145155,0.012354842387139797,0.8725576996803284,0.42540902364999056
dilbert,CatBoost,9000,1000,5,0.02343815615756351,0.043110794485777634,0.0087385643273592,0.984000027179718,0.21412754338234663
dilbert,ExtraTrees,9000,1000,5,0.034388078200403696,0.07016500840350136,0.009477928280830383,0.9760000109672546,0.292823426425457
dilbert,LightGBM,9000,1000,5,0.011532164999283412,0.025556266929302674,0.005997213535010815,0.9929999709129333,0.20889013726264238
dilbert,LinearModel,9000,1000,5,0.08991970044845063,0.16379255571215068,0.022266600281000137,0.9430000185966492,0.26843072939664125
dilbert,NeuralNetFastAI,9000,1000,5,0.01852691189419007,0.0358999671766324,0.00938944797962904,0.9879999756813049,0.2089472897350788
dilbert,NeuralNetTorch,9000,1000,5,0.013429485864710844,0.028889281025271857,0.01263828668743372,0.9929999709129333,0.20129510667175055
dilbert,RandomForest,9000,1000,5,0.05604933436546258,0.11183805099510019,0.011945405043661594,0.9660000205039978,0.33410733472555876
dilbert,XGBoost,9000,1000,5,0.01782788133080512,0.03702158783722051,0.005787682719528675,0.9879999756813049,0.23303517047315836
dna,CatBoost,2867,319,3,0.0639375060238579,0.12128197850048629,0.023435525596141815,0.9592476487159729,0.053273350931704044
dna,ExtraTrees,2867,319,3,0.08014807654232092,0.15018221058637168,0.029327625408768654,0.9435736536979675,0.05196420941501856
dna,LightGBM,2867,319,3,0.06350728484446688,0.11986830980776202,0.02087455801665783,0.9592476487159729,0.0501807127147913
dna,LinearModel,2867,319,3,0.12480152604149648,0.22969216363267309,0.036795467138290405,0.92476487159729,0.0640448471531272
dna,NeuralNetFastAI,2867,319,3,0.08211676286791939,0.15543613512857463,0.024718567728996277,0.9435736536979675,0.05570071190595627
dna,NeuralNetTorch,2867,319,3,0.08045456652654608,0.15722899048129663,0.018356870859861374,0.9467084407806396,0.0565427066758275
dna,RandomForest,2867,319,3,0.08983440384730824,0.16429335896617644,0.01953214593231678,0.9404388666152954,0.058817530050873756
dna,XGBoost,2867,319,3,0.0625253124121796,0.1215655305812284,0.022648071870207787,0.9592476487159729,0.052091228775680065
eucalyptus,CatBoost,662,74,5,0.4024196089398862,0.6667294781285162,0.05258125066757202,0.6891891956329346,0.07578776963055134
eucalyptus,ExtraTrees,662,74,5,0.3543964835437967,0.599192945956033,0.0720427855849266,0.7297297120094299,0.09301731642335653
eucalyptus,LightGBM,662,74,5,0.3545536377578963,0.6059155408807402,0.12107529491186142,0.7297297120094299,0.07069799676537514
eucalyptus,LinearModel,662,74,5,0.4430464907867698,0.7338549426415134,0.10601581633090973,0.6216216087341309,0.07785593811422586
eucalyptus,NeuralNetFastAI,662,74,5,0.3977854541784041,0.6392442880835528,0.08676116168498993,0.6756756901741028,0.06808668468147516
eucalyptus,NeuralNetTorch,662,74,5,0.4257560332088409,0.6726345351080344,0.08003843575716019,0.662162184715271,0.06447391677647829
eucalyptus,RandomForest,662,74,5,0.38114274350299865,0.6503851535835519,0.07110975682735443,0.7297297120094299,0.07951187342405319
eucalyptus,XGBoost,662,74,5,0.39520595775546835,0.6750749162211872,0.04709942638874054,0.7162162065505981,0.07871482148766518
eye_movements,CatBoost,9842,1094,3,0.3514636677661977,0.5943975066381246,0.0419306680560112,0.7394881248474121,0.12740553636103868
eye_movements,ExtraTrees,9842,1094,3,0.31821243869699034,0.5473409313972499,0.03519122675061226,0.7842778563499451,0.11047208867967129
eye_movements,LightGBM,9842,1094,3,0.2779876985442087,0.4855261794648385,0.031548403203487396,0.8107861280441284,0.12042588274925947
eye_movements,LinearModel,9842,1094,3,0.5638152072611105,0.9178371480314523,0.03197672218084335,0.5127970576286316,0.10257625672966242
eye_movements,NeuralNetFastAI,9842,1094,3,0.43251441226809423,0.7193354849864884,0.04426650330424309,0.6700182557106018,0.10176734160631895
eye_movements,NeuralNetTorch,9842,1094,3,0.4167699847776256,0.6940879692953791,0.06530497223138809,0.690127968788147,0.11724298447370529
eye_movements,RandomForest,9842,1094,3,0.381829015951014,0.6490814939951116,0.03590405359864235,0.7166361808776855,0.11145985405892134
eye_movements,XGBoost,9842,1094,3,0.3178120892323594,0.5454173252033563,0.03328964114189148,0.7687385678291321,0.13178922608494759
fabert,CatBoost,7413,824,7,0.35203957882476966,0.7025426023728182,0.03968431055545807,0.7330096960067749,0.3230056697502732
fabert,ExtraTrees,7413,824,7,0.37036616502618785,0.7353232357714233,0.045641250908374786,0.708737850189209,0.46820854395627975
fabert,LightGBM,7413,824,7,0.3533920398626214,0.6925669304952172,0.0563880056142807,0.7208737730979919,0.35209287889301777
fabert,LinearModel,7413,824,7,0.4784468351645136,0.9783652323842439,0.06848595291376114,0.6359223127365112,0.3280349522829056
