dataset,model,cal_size,test_size,n_classes,XGBoost_brier,XGBoost_logloss,XGBoost_ece-15,XGBoost_accuracy,XGBoost_time
artificial-characters,ExtraTrees,9196,1022,10,0.08246948570013046,0.24101965129375458,0.04876681789755821,0.9549902081489563,0.2993508353829384
artificial-characters,LightGBM,9196,1022,10,0.07828100025653839,0.2154059112071991,0.09963442385196686,0.9637964963912964,0.35912949964404106
artificial-characters,LinearModel,9196,1022,10,0.6130944490432739,1.3299143314361572,0.11380758881568909,0.5039138793945312,0.409465990960598
artificial-characters,NeuralNetFastAI,9196,1022,10,0.3709099590778351,0.7009596228599548,0.08709114789962769,0.7191780805587769,0.3728281743824482
artificial-characters,NeuralNetTorch,9196,1022,10,0.35841289162635803,0.6852834820747375,0.07439158856868744,0.709393322467804,0.35500795394182205
artificial-characters,RandomForest,9196,1022,10,0.07974465936422348,0.2292843461036682,0.05538254231214523,0.9549902081489563,0.29699327796697617
artificial-characters,XGBoost,9196,1022,10,0.08910925686359406,0.24073426425457,0.09299099445343018,0.9500978589057922,0.3810143545269966
autoUniv-au6-750,CatBoost,675,75,8,0.8409334421157837,1.9442775249481201,0.10812084376811981,0.20000000298023224,0.12760255858302116
autoUniv-au6-750,ExtraTrees,675,75,8,0.8541674017906189,2.0281941890716553,0.15633472800254822,0.2133333384990692,0.12842046096920967
autoUniv-au6-750,LightGBM,675,75,8,0.8052257299423218,1.8756239414215088,0.08404979854822159,0.3333333432674408,0.1280457228422165
