dataset,model,cal_size,test_size,n_classes,XGBoost_brier,XGBoost_logloss,XGBoost_ece-15,XGBoost_accuracy,XGBoost_time
autoUniv-au6-750,LinearModel,675,75,8,0.8368678092956543,1.929011583328247,0.08362478017807007,0.23999999463558197,0.12662336602807045
autoUniv-au6-750,NeuralNetFastAI,675,75,8,0.8527109622955322,2.002156972885132,0.055949434638023376,0.2133333384990692,0.12427350506186485
autoUniv-au6-750,NeuralNetTorch,675,75,8,0.8548149466514587,1.991447925567627,0.04843400418758392,0.23999999463558197,0.12138043716549873
autoUniv-au6-750,RandomForest,675,75,8,0.7787216305732727,1.829776644706726,0.09469272196292877,0.4000000059604645,0.12412440776824951
autoUniv-au6-750,XGBoost,675,75,8,0.8260822296142578,1.9704903364181519,0.09142390638589859,0.3199999928474426,0.1297347992658615
autoUniv-au7-1100,CatBoost,990,110,5,0.7271623015403748,1.3934253454208374,0.10656581073999405,0.3545454442501068,0.07120849937200546
autoUniv-au7-1100,ExtraTrees,990,110,5,0.7335110902786255,1.4207611083984375,0.0951981171965599,0.3909091055393219,0.07254726439714432
autoUniv-au7-1100,LightGBM,990,110,5,0.7250538468360901,1.4046916961669922,0.09425029158592224,0.37272727489471436,0.07220395654439926
autoUniv-au7-1100,LinearModel,990,110,5,0.7613314986228943,1.5071040391921997,0.10987889766693115,0.34545454382896423,0.07197441533207893
autoUniv-au7-1100,NeuralNetFastAI,990,110,5,0.742943286895752,1.456473469734192,0.09071948379278183,0.37272727489471436,0.07013324648141861
autoUniv-au7-1100,NeuralNetTorch,990,110,5,0.7345321774482727,1.4376527070999146,0.12072070688009262,0.40909090638160706,0.07102713733911514
autoUniv-au7-1100,RandomForest,990,110,5,0.6952489018440247,1.363110065460205,0.08755906671285629,0.4727272689342499,0.0714905895292759
autoUniv-au7-1100,XGBoost,990,110,5,0.7143558859825134,1.382559895515442,0.10218289494514465,0.3909091055393219,0.07215936109423637
autoUniv-au7-700,CatBoost,630,70,3,0.5310936570167542,0.9072495102882385,0.08753079175949097,0.6000000238418579,0.036210644990205765
autoUniv-au7-700,ExtraTrees,630,70,3,0.5319321155548096,0.8988723754882812,0.12215136736631393,0.5714285969734192,0.035624466836452484
autoUniv-au7-700,LightGBM,630,70,3,0.5115054249763489,0.8565385341644287,0.1292601078748703,0.5714285969734192,0.03595936670899391
autoUniv-au7-700,LinearModel,630,70,3,0.6726441979408264,1.1110363006591797,0.12831014394760132,0.4285714328289032,0.03510170429944992
autoUniv-au7-700,NeuralNetFastAI,630,70,3,0.6131284832954407,1.0222152471542358,0.1459159553050995,0.5142857432365417,0.03486495092511177
autoUniv-au7-700,NeuralNetTorch,630,70,3,0.6605680584907532,1.0904161930084229,0.15217731893062592,0.41428571939468384,0.035667695105075836
autoUniv-au7-700,RandomForest,630,70,3,0.5427345037460327,0.9031125903129578,0.0959198996424675,0.5,0.03593399003148079
autoUniv-au7-700,XGBoost,630,70,3,0.5280725359916687,0.8882098197937012,0.13804595172405243,0.4714285731315613,0.034904561936855316
balance-scale,CatBoost,562,63,3,0.015159236267209053,0.054249852895736694,0.0459919273853302,0.9841269850730896,0.03280263394117355
balance-scale,ExtraTrees,562,63,3,0.0400097481906414,0.09480878710746765,0.07383247464895248,0.9682539701461792,0.03347300738096237
balance-scale,LightGBM,562,63,3,0.0410594679415226,0.10272867232561111,0.06444398313760757,0.9841269850730896,0.032273534685373306
balance-scale,LinearModel,562,63,3,0.07981429249048233,0.16872510313987732,0.0637987032532692,0.920634925365448,0.03279142826795578
balance-scale,NeuralNetFastAI,562,63,3,0.006759841460734606,0.04416555538773537,0.041683707386255264,1.0,0.029414154589176178
balance-scale,NeuralNetTorch,562,63,3,0.0020583593286573887,0.03301900252699852,0.0323534719645977,1.0,0.024744737893342972
balance-scale,RandomForest,562,63,3,0.04730293154716492,0.11675607413053513,0.06557342410087585,0.9682539701461792,0.033698830753564835
balance-scale,XGBoost,562,63,3,0.019613532349467278,0.0621156245470047,0.04718351364135742,0.9841269850730896,0.033373650163412094
baseball,CatBoost,1206,134,3,0.08296128362417221,0.15184813737869263,0.05241871997714043,0.9552238583564758,0.03671377897262573
baseball,ExtraTrees,1206,134,3,0.08254048228263855,0.15522870421409607,0.05100598931312561,0.9402984976768494,0.03601554036140442
baseball,LightGBM,1206,134,3,0.07058481872081757,0.1402582824230194,0.03657395392656326,0.9402984976768494,0.03641323372721672
baseball,LinearModel,1206,134,3,0.07622211426496506,0.15014733374118805,0.051653966307640076,0.9477611780166626,0.03709535300731659
baseball,NeuralNetFastAI,1206,134,3,0.07151354104280472,0.1283193677663803,0.034473586827516556,0.9477611780166626,0.036803193390369415
baseball,NeuralNetTorch,1206,134,3,0.09215220808982849,0.1675489991903305,0.06161727011203766,0.9402984976768494,0.03751441836357117
baseball,RandomForest,1206,134,3,0.08505009114742279,0.15851855278015137,0.04295792058110237,0.9328358173370361,0.037208929657936096
baseball,XGBoost,1206,134,3,0.07945474982261658,0.14557813107967377,0.05279702693223953,0.9552238583564758,0.03534511849284172
car,CatBoost,1555,173,4,0.0014463308034464717,0.024612704291939735,0.02413429692387581,1.0,0.04605036973953247
car,ExtraTrees,1555,173,4,0.010639014653861523,0.04203669726848602,0.03139548748731613,0.9942196607589722,0.04331636056303978
car,LightGBM,1555,173,4,0.0009549660026095808,0.022673651576042175,0.022371351718902588,1.0,0.03956768661737442
car,LinearModel,1555,173,4,0.06613380461931229,0.1305702030658722,0.03963412716984749,0.9595375657081604,0.04953319579362869
car,NeuralNetFastAI,1555,173,4,0.011416320689022541,0.03839745745062828,0.028629647567868233,0.9942196607589722,0.04407063499093056
car,NeuralNetTorch,1555,173,4,0.024998607113957405,0.06385770440101624,0.034209687262773514,0.9768785834312439,0.03462257608771324
car,RandomForest,1555,173,4,0.03275854513049126,0.08166284114122391,0.026494119316339493,0.9826589822769165,0.03998805955052376
car,XGBoost,1555,173,4,0.0009766238508746028,0.022862059995532036,0.022551000118255615,1.0,0.043080031871795654
cardiotocography,CatBoost,1913,213,10,0.004001097287982702,0.05411231890320778,0.05217280238866806,1.0,0.14305013045668602
cardiotocography,ExtraTrees,1913,213,10,0.00300603942014277,0.051720838993787766,0.05039018392562866,1.0,0.05900038406252861
cardiotocography,LightGBM,1913,213,10,0.012277789413928986,0.07171276211738586,0.05438559502363205,0.9906103014945984,0.10718448832631111
cardiotocography,LinearModel,1913,213,10,0.0071854498237371445,0.05973999574780464,0.0531473308801651,0.9953051805496216,0.11931892856955528
cardiotocography,NeuralNetFastAI,1913,213,10,0.018145954236388206,0.08461316674947739,0.04940030351281166,0.98591548204422,0.0612872950732708
cardiotocography,NeuralNetTorch,1913,213,10,0.00300603942014277,0.051720838993787766,0.05039018392562866,1.0,0.05908641964197159
cardiotocography,RandomForest,1913,213,10,0.00300603942014277,0.051720838993787766,0.05039018392562866,1.0,0.059633832424879074
cardiotocography,XGBoost,1913,213,10,0.003249257570132613,0.05323205515742302,0.05179585516452789,1.0,0.13049782440066338
cmc,CatBoost,1325,148,3,0.5079531073570251,0.8547779321670532,0.07781966775655746,0.5675675868988037,0.04108510538935661
cmc,ExtraTrees,1325,148,3,0.5082501173019409,0.8561155796051025,0.06031250208616257,0.587837815284729,0.041128333657979965
cmc,LightGBM,1325,148,3,0.5236002206802368,0.8784849643707275,0.0616193562746048,0.5405405163764954,0.042078569531440735
cmc,LinearModel,1325,148,3,0.5306184887886047,0.8862622976303101,0.1445106863975525,0.6283783912658691,0.041645292192697525
cmc,NeuralNetFastAI,1325,148,3,0.5189688205718994,0.8714613914489746,0.06273481994867325,0.5743243098258972,0.041784707456827164
cmc,NeuralNetTorch,1325,148,3,0.5071980953216553,0.8545435667037964,0.08640384674072266,0.587837815284729,0.04164612665772438
cmc,RandomForest,1325,148,3,0.5062183141708374,0.8508371114730835,0.07237272709608078,0.587837815284729,0.04164517670869827
cmc,XGBoost,1325,148,3,0.5099507570266724,0.8630765676498413,0.10762660950422287,0.5945945978164673,0.04158662632107735
cnae-9,CatBoost,972,108,9,0.08141134679317474,0.25021129846572876,0.08013338595628738,0.9537037014961243,0.13988617062568665
cnae-9,ExtraTrees,972,108,9,0.055754002183675766,0.1854136437177658,0.1062069684267044,0.9722222089767456,0.10926252231001854
cnae-9,LightGBM,972,108,9,0.06851369142532349,0.21170635521411896,0.08552558720111847,0.9629629850387573,0.13661200180649757
cnae-9,LinearModel,972,108,9,0.07836794853210449,0.21061475574970245,0.07760248333215714,0.9537037014961243,0.13181253150105476
cnae-9,NeuralNetFastAI,972,108,9,0.05625150352716446,0.1803482174873352,0.08147624135017395,0.9629629850387573,0.1365041472017765
cnae-9,NeuralNetTorch,972,108,9,0.07515506446361542,0.21914109587669373,0.07978624105453491,0.9444444179534912,0.10841453820466995
cnae-9,RandomForest,972,108,9,0.07597656548023224,0.21352916955947876,0.09536169469356537,0.9444444179534912,0.11087964475154877
cnae-9,XGBoost,972,108,9,0.09310782700777054,0.2621641457080841,0.07968822121620178,0.9351851940155029,0.13428868353366852
collins,CatBoost,900,100,30,0.8337655663490295,2.294753074645996,0.06706660985946655,0.28999999165534973,1.0022917464375496
collins,ExtraTrees,900,100,30,0.8555324077606201,2.381762981414795,0.061219654977321625,0.25999999046325684,1.0122266225516796
collins,LightGBM,900,100,30,0.828902006149292,2.2452127933502197,0.10073814541101456,0.3199999928474426,1.0718264803290367
collins,LinearModel,900,100,30,0.8452995419502258,2.3191068172454834,0.06580737233161926,0.2800000011920929,1.088200606405735
collins,NeuralNetFastAI,900,100,30,0.8513467907905579,2.3515326976776123,0.12973271310329437,0.1899999976158142,1.085709523409605
collins,NeuralNetTorch,900,100,30,0.8206730484962463,2.321420192718506,0.1282227337360382,0.2800000011920929,1.1356120146811008
collins,RandomForest,900,100,30,0.8546439409255981,2.3767714500427246,0.09186825156211853,0.23000000417232513,1.0233856923878193
collins,XGBoost,900,100,30,0.8738787770271301,2.4619462490081787,0.09511280804872513,0.25,1.0806828662753105
connect-4,CatBoost,60801,6756,3,0.17844173312187195,0.33059677481651306,0.03192565217614174,0.874925971031189,0.5062304548919201
connect-4,ExtraTrees,60801,6756,3,0.2505907416343689,0.45657235383987427,0.0182889923453331,0.8228241801261902,0.5137965008616447
connect-4,LightGBM,60801,6756,3,0.17797943949699402,0.3295755684375763,0.026975611224770546,0.873741865158081,0.4953167475759983
connect-4,LinearModel,60801,6756,3,0.33439937233924866,0.594257116317749,0.018384672701358795,0.758436918258667,0.5221655108034611
connect-4,NeuralNetFastAI,60801,6756,3,0.16977640986442566,0.316780686378479,0.03715469688177109,0.8817347288131714,0.49526261910796165
connect-4,NeuralNetTorch,60801,6756,3,0.17797288298606873,0.3312603533267975,0.040030479431152344,0.8768501877784729,0.5004770904779434
connect-4,RandomForest,60801,6756,3,0.2612984776496887,0.47608137130737305,0.017404407262802124,0.8161634206771851,0.5129266530275345
connect-4,XGBoost,60801,6756,3,0.17872413992881775,0.3309580683708191,0.03155212476849556,0.874333918094635,0.49730371311306953
dilbert,CatBoost,9000,1000,5,0.024950720369815826,0.09074665606021881,0.052202675491571426,0.9869999885559082,0.14961738884449005
dilbert,ExtraTrees,9000,1000,5,0.039857037365436554,0.1193874254822731,0.054494667798280716,0.9760000109672546,0.1500266268849373
dilbert,LightGBM,9000,1000,5,0.013985445722937584,0.07083691656589508,0.05086081475019455,0.9929999709129333,0.13674990832805634
dilbert,LinearModel,9000,1000,5,0.0951710119843483,0.21825240552425385,0.07126866281032562,0.9399999976158142,0.14940771088004112
dilbert,NeuralNetFastAI,9000,1000,5,0.022817149758338928,0.08831046521663666,0.06026377156376839,0.9890000224113464,0.1428426057100296
dilbert,NeuralNetTorch,9000,1000,5,0.018472647294402122,0.08137764036655426,0.06152566522359848,0.9909999966621399,0.14614898711442947
dilbert,RandomForest,9000,1000,5,0.060734689235687256,0.15668754279613495,0.053043708205223083,0.9639999866485596,0.15171360597014427
dilbert,XGBoost,9000,1000,5,0.019233977422118187,0.0818193331360817,0.05154005438089371,0.9900000095367432,0.14803027734160423
dna,CatBoost,2867,319,3,0.0679907351732254,0.1489766240119934,0.045385703444480896,0.9592476487159729,0.051360778510570526
dna,ExtraTrees,2867,319,3,0.08283812552690506,0.18411651253700256,0.054930999875068665,0.9435736536979675,0.050130557268857956
dna,LightGBM,2867,319,3,0.0761905238032341,0.16684482991695404,0.027173029258847237,0.9529780745506287,0.0507001057267189
dna,LinearModel,2867,319,3,0.1269579976797104,0.2516824007034302,0.061407070606946945,0.931034505367279,0.051908254623413086
dna,NeuralNetFastAI,2867,319,3,0.0811447724699974,0.1767708957195282,0.05026593804359436,0.9404388666152954,0.051908720284700394
dna,NeuralNetTorch,2867,319,3,0.08692878484725952,0.18101000785827637,0.046984925866127014,0.9373040795326233,0.0512302927672863
dna,RandomForest,2867,319,3,0.09549843519926071,0.19438976049423218,0.037542980164289474,0.9404388666152954,0.050583790987730026
dna,XGBoost,2867,319,3,0.07145511358976364,0.15980307757854462,0.04293196648359299,0.9561128616333008,0.05098652467131615
eucalyptus,CatBoost,662,74,5,0.42397114634513855,0.7481261491775513,0.11902202665805817,0.662162184715271,0.06160816550254822
eucalyptus,ExtraTrees,662,74,5,0.3866882622241974,0.6770282983779907,0.09840093553066254,0.7027027010917664,0.06008308753371239
eucalyptus,LightGBM,662,74,5,0.39141932129859924,0.6910499334335327,0.16739125549793243,0.7432432174682617,0.061204615980386734
eucalyptus,LinearModel,662,74,5,0.4510905146598816,0.8025575876235962,0.1041451096534729,0.662162184715271,0.061676256358623505
eucalyptus,NeuralNetFastAI,662,74,5,0.4184024930000305,0.7426385879516602,0.16398246586322784,0.7297297120094299,0.06031534820795059
eucalyptus,NeuralNetTorch,662,74,5,0.41979512572288513,0.7161871194839478,0.0961172804236412,0.7027027010917664,0.05911850556731224
eucalyptus,RandomForest,662,74,5,0.3883930444717407,0.687690794467926,0.10318095982074738,0.7027027010917664,0.059466827660799026
eucalyptus,XGBoost,662,74,5,0.4051220118999481,0.7470983266830444,0.1155623123049736,0.7297297120094299,0.0611533522605896
eye_movements,CatBoost,9842,1094,3,0.3545919954776764,0.6087165474891663,0.04300983250141144,0.7385740280151367,0.10872088000178337
eye_movements,ExtraTrees,9842,1094,3,0.31837454438209534,0.5525450110435486,0.044983167201280594,0.7742230296134949,0.10884547978639603
eye_movements,LightGBM,9842,1094,3,0.2816183567047119,0.4985227584838867,0.05573677271604538,0.808043897151947,0.10872375220060349
eye_movements,LinearModel,9842,1094,3,0.5667814016342163,0.9249830842018127,0.01124123390763998,0.5127970576286316,0.10731059685349464
eye_movements,NeuralNetFastAI,9842,1094,3,0.43531864881515503,0.7290582656860352,0.0630660429596901,0.6736745834350586,0.10892879217863083
eye_movements,NeuralNetTorch,9842,1094,3,0.41988155245780945,0.70846027135849,0.07556082308292389,0.6864716410636902,0.10924096405506134
eye_movements,RandomForest,9842,1094,3,0.3816657066345215,0.6523983478546143,0.03222312778234482,0.7184643745422363,0.10974207893013954
eye_movements,XGBoost,9842,1094,3,0.32109013199806213,0.5587717294692993,0.04836423695087433,0.7659963369369507,0.108954519033432
fabert,CatBoost,7413,824,7,0.3520866930484772,0.7334561347961426,0.068416528403759,0.7402912378311157,0.2259693555533886
fabert,ExtraTrees,7413,824,7,0.3712608516216278,0.7619785666465759,0.0651094987988472,0.7063106894493103,0.22634026035666466
fabert,LightGBM,7413,824,7,0.35658568143844604,0.7386650443077087,0.05542987212538719,0.7208737730979919,0.2282286360859871
fabert,LinearModel,7413,824,7,0.48541325330734253,1.0237473249435425,0.09614003449678421,0.6347087621688843,0.23042325675487518
fabert,NeuralNetFastAI,7413,824,7,0.389528751373291,0.8171869516372681,0.07182294130325317,0.7160193920135498,0.22554104775190353
fabert,NeuralNetTorch,7413,824,7,0.4244743287563324,0.8875595331192017,0.10287997871637344,0.6868932247161865,0.2262762412428856
fabert,RandomForest,7413,824,7,0.3833942711353302,0.7896764278411865,0.06393827497959137,0.7123786211013794,0.2270875945687294
fabert,XGBoost,7413,824,7,0.36074113845825195,0.7639244794845581,0.06905851513147354,0.731796145439148,0.22590533643960953
first-order-theorem-proving,CatBoost,5506,612,6,0.5064566731452942,1.0578317642211914,0.05398146063089371,0.6209150552749634,0.16451003402471542
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5104276537895203,1.0632351636886597,0.034733012318611145,0.6029411554336548,0.16497381776571274
first-order-theorem-proving,LightGBM,5506,612,6,0.511883556842804,1.0711712837219238,0.043499656021595,0.6176470518112183,0.16532034799456596
first-order-theorem-proving,LinearModel,5506,612,6,0.6337427496910095,1.3465468883514404,0.0488024577498436,0.5016340017318726,0.1660878099501133
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5601531267166138,1.1761611700057983,0.05303091183304787,0.5653594732284546,0.16326599940657616
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.551251232624054,1.153672218322754,0.039732858538627625,0.563725471496582,0.1645759977400303
first-order-theorem-proving,RandomForest,5506,612,6,0.5103750824928284,1.0580284595489502,0.04002958536148071,0.6062091588973999,0.16451214253902435
first-order-theorem-proving,XGBoost,5506,612,6,0.5028285384178162,1.0525612831115723,0.0495101660490036,0.6241829991340637,0.1646042950451374
har,CatBoost,9269,1030,6,0.008355718106031418,0.06254267692565918,0.05639151111245155,0.9970873594284058,0.17181452363729477
har,ExtraTrees,9269,1030,6,0.022759849205613136,0.08736895024776459,0.05563649907708168,0.9873786568641663,0.15836190432310104
har,LightGBM,9269,1030,6,0.006063112057745457,0.058668073266744614,0.05446293205022812,0.9990290999412537,0.1545167826116085
har,LinearModel,9269,1030,6,0.018955053761601448,0.08129793405532837,0.057173196226358414,0.9893203973770142,0.167375136166811
har,NeuralNetFastAI,9269,1030,6,0.010526951402425766,0.06830224394798279,0.05922163650393486,0.9970873594284058,0.1611454039812088
har,NeuralNetTorch,9269,1030,6,0.010842793621122837,0.06716039031744003,0.056445274502038956,0.9961165189743042,0.16441374644637108
har,RandomForest,9269,1030,6,0.03363192826509476,0.10839365422725677,0.054260313510894775,0.9815533757209778,0.15600650385022163
har,XGBoost,9269,1030,6,0.009212424047291279,0.06447302550077438,0.05655180290341377,0.9970873594284058,0.17661863937973976
isolet,CatBoost,7017,780,26,0.07412484288215637,0.18304936587810516,0.03845175355672836,0.9512820243835449,1.2266182005405426
isolet,ExtraTrees,7017,780,26,0.08038723468780518,0.20784160494804382,0.03923889994621277,0.9461538195610046,1.100323710590601
isolet,LightGBM,7017,780,26,0.0589023195207119,0.16041600704193115,0.044597309082746506,0.9628205299377441,1.317207656800747
isolet,LinearModel,7017,780,26,0.06233067065477371,0.16604724526405334,0.03757983818650246,0.9602563977241516,1.1610563658177853
isolet,NeuralNetFastAI,7017,780,26,0.045985300093889236,0.12566858530044556,0.04037470370531082,0.9705128073692322,0.9649904146790504
isolet,NeuralNetTorch,7017,780,26,0.06271931529045105,0.16756249964237213,0.04027176275849342,0.9615384340286255,1.2536969557404518
isolet,RandomForest,7017,780,26,0.10730616003274918,0.27218368649482727,0.0454639196395874,0.928205132484436,1.1233955100178719
isolet,XGBoost,7017,780,26,0.06908459961414337,0.17955973744392395,0.039153795689344406,0.9512820243835449,1.3628983050584793
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.15179842710494995,0.253478080034256,0.03080156072974205,0.875278890132904,0.31777608022093773
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.16497176885604858,0.2821124792098999,0.04082181677222252,0.8770638108253479,0.31477171182632446
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.130436509847641,0.2214020937681198,0.04105670377612114,0.8962516784667969,0.31405559927225113
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.41185832023620605,0.6920005679130554,0.03380541503429413,0.6854082942008972,0.3486395440995693
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.10236646234989166,0.17847789824008942,0.03945449739694595,0.9094154238700867,0.315420538187027
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.025684062391519547,0.06977187842130661,0.039006587117910385,0.984605073928833,0.2797163836658001
