dataset,model,cal_size,test_size,n_classes,ETS_brier,ETS_logloss,ETS_ece-15,ETS_accuracy,ETS_time
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5122892138934216,1.0597364719197,0.034153372049331665,0.5980392098426819,0.028696615248918533
first-order-theorem-proving,LightGBM,5506,612,6,0.5130917043019985,1.0633892042633213,0.06156366318464279,0.6160130500793457,0.01381392776966095
first-order-theorem-proving,LinearModel,5506,612,6,0.6475285866647864,1.3762563970214052,0.07281762361526489,0.48366013169288635,0.04125996679067612
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5588894671668589,1.1572241984343905,0.05254964157938957,0.5718954205513,0.03981410339474678
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5421803456603139,1.1197591637108775,0.03517899289727211,0.5686274766921997,0.03798944875597954
first-order-theorem-proving,RandomForest,5506,612,6,0.5092260842488908,1.053025186253783,0.036708418279886246,0.6094771027565002,0.02332032471895218
first-order-theorem-proving,XGBoost,5506,612,6,0.5060431930325265,1.0471061975499036,0.03745127469301224,0.6127451062202454,0.015567291527986526
har,CatBoost,9269,1030,6,0.0044692544935727675,0.009114845573833515,0.0072677042335271835,0.9961165189743042,0.018320098519325256
har,ExtraTrees,9269,1030,6,0.018475325941941016,0.03228023886894285,0.0059498874470591545,0.9873786568641663,0.03259384632110596
har,LightGBM,9269,1030,6,0.0021279798559145796,0.00588918856975193,0.005193348973989487,1.0,0.02507295086979866
har,LinearModel,9269,1030,6,0.014863878397646453,0.02755825589201895,0.006382614374160767,0.9902912378311157,0.02075204625725746
har,NeuralNetFastAI,9269,1030,6,0.00783135136832593,0.015721127869765945,0.005988873075693846,0.9941747784614563,0.02418961375951767
har,NeuralNetTorch,9269,1030,6,0.0070874936574151955,0.013429457917386705,0.005788811482489109,0.9961165189743042,0.020802166312932968
har,RandomForest,9269,1030,6,0.02884603217879072,0.05165967516919883,0.006169527769088745,0.9815533757209778,0.05815552920103073
har,XGBoost,9269,1030,6,0.004157866879120166,0.008430818332595229,0.004963166080415249,0.9980582594871521,0.021098222583532333
isolet,CatBoost,7017,780,26,0.06825078571272675,0.12845804258276264,0.012978736311197281,0.949999988079071,0.05607745796442032
isolet,ExtraTrees,7017,780,26,0.08462105354535508,0.1744130977808305,0.0223012026399374,0.9397435784339905,0.12936528027057648
isolet,LightGBM,7017,780,26,0.05272180969734254,0.10686557590608138,0.016084711998701096,0.9628205299377441,0.08277840912342072
isolet,LinearModel,7017,780,26,0.057904689733219133,0.12223321794443953,0.01312957052141428,0.9653846025466919,0.0966055728495121
isolet,NeuralNetFastAI,7017,780,26,0.04551949135492781,0.08872975962088876,0.011549913324415684,0.9679487347602844,0.0567031092941761
isolet,NeuralNetTorch,7017,780,26,0.05572377474664307,0.11834176977808396,0.015027761459350586,0.9666666388511658,0.042210742831230164
isolet,RandomForest,7017,780,26,0.10562111200836946,0.231450202741805,0.016799814999103546,0.928205132484436,0.1290614977478981
isolet,XGBoost,7017,780,26,0.06171996708636015,0.13114748076443924,0.01575271040201187,0.9564102292060852,0.06795929744839668
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.16207351506590775,0.25353105580544,0.041571252048015594,0.8616688847541809,0.07845991104841232
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.18531125443128982,0.29308872114707557,0.06268176436424255,0.8255243301391602,0.0604633130133152
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.14273164766149626,0.2233513913752695,0.053681742399930954,0.8661311864852905,0.0869397409260273
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.4320628015893076,0.7308515921525204,0.019951002672314644,0.677599310874939,0.06051782891154289
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.103901999094087,0.15566430987249424,0.021602949127554893,0.9027220010757446,0.08633318915963173
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.02381925277762552,0.04155515896506713,0.013315646909177303,0.9857206344604492,0.11007384955883026
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.18909229141801678,0.2988799232289972,0.05695783346891403,0.8212851285934448,0.07812723144888878
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.1379087190743756,0.21422525756008431,0.035669855773448944,0.8781793713569641,0.0873430036008358
kr-vs-k,CatBoost,25250,2806,18,0.13000961724083945,0.2613904279525629,0.0258793942630291,0.9187455177307129,0.19770916178822517
kr-vs-k,ExtraTrees,25250,2806,18,0.17726506235445366,0.38943567216632563,0.020826883614063263,0.8791874647140503,0.2700140103697777
kr-vs-k,LightGBM,25250,2806,18,0.11741133328647065,0.24413998564639908,0.037481218576431274,0.928011417388916,0.19316061958670616
kr-vs-k,LinearModel,25250,2806,18,0.79270409213828,1.860143243893611,0.03625887259840965,0.3328581750392914,0.24003100022673607
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.15843724343700905,0.2925742973033197,0.04522581771016121,0.8941553831100464,0.15233219414949417
kr-vs-k,NeuralNetTorch,25250,2806,18,0.11606218858685352,0.21664817096850716,0.04777355119585991,0.9230220913887024,0.12012359127402306
kr-vs-k,RandomForest,25250,2806,18,0.16322108643484587,0.3696891038342869,0.024115800857543945,0.8895224332809448,0.3867116682231426
kr-vs-k,XGBoost,25250,2806,18,0.11610259565304351,0.2300603872611511,0.028750570490956306,0.927655041217804,0.17622046172618866
led24,CatBoost,2880,320,10,0.3985502302376671,0.8347755091998594,0.05726131796836853,0.71875,0.009739693254232407
led24,ExtraTrees,2880,320,10,0.40067260395572707,0.8319914594391813,0.06071551889181137,0.7093750238418579,0.015717804431915283
led24,LightGBM,2880,320,10,0.40100286064964336,0.8447220387221559,0.05148566886782646,0.715624988079071,0.015866413712501526
led24,LinearModel,2880,320,10,0.39718836495403315,0.8255059530223452,0.04964185133576393,0.7124999761581421,0.029643535614013672
led24,NeuralNetFastAI,2880,320,10,0.38384449151751854,0.8123486533530654,0.0556812584400177,0.7406250238418579,0.0132676400244236
led24,NeuralNetTorch,2880,320,10,0.3862074124462088,0.8020656120269972,0.06416057050228119,0.737500011920929,0.010811123996973038
led24,RandomForest,2880,320,10,0.3975483187626268,0.824575970438099,0.054081954061985016,0.7124999761581421,0.015909787267446518
led24,XGBoost,2880,320,10,0.40053811147031515,0.8488326394486903,0.04463962838053703,0.715624988079071,0.015716582536697388
letter,CatBoost,18000,2000,26,0.033952302587479166,0.07252144146416373,0.005646390840411186,0.9779999852180481,0.1281249076128006
letter,ExtraTrees,18000,2000,26,0.042235798234086325,0.08962661680137442,0.005617867223918438,0.9735000133514404,0.40998997911810875
letter,LightGBM,18000,2000,26,0.03522561835649766,0.0794502658791107,0.008277238346636295,0.9775000214576721,0.2532205879688263
letter,LinearModel,18000,2000,26,0.30229730699381957,0.8041119986694136,0.0274135023355484,0.7950000166893005,0.2535880468785763
letter,NeuralNetFastAI,18000,2000,26,0.02067474018741903,0.04330032886720221,0.0072600157000124454,0.9860000014305115,0.1218530535697937
letter,NeuralNetTorch,18000,2000,26,0.021764500717444867,0.044111917233165356,0.006734549533575773,0.984499990940094,0.20502370595932007
letter,RandomForest,18000,2000,26,0.05347261317439185,0.11818424140334002,0.014214984141290188,0.9674999713897705,0.4050430469214916
letter,XGBoost,18000,2000,26,0.03801288290284251,0.08260667388638875,0.008781342767179012,0.9750000238418579,0.1153579093515873
mfeat-factors,CatBoost,1800,200,10,0.04222274524930437,0.1070838859981067,0.02420791983604431,0.9800000190734863,0.007151301950216293
mfeat-factors,ExtraTrees,1800,200,10,0.04738440217107733,0.10945805325019314,0.01855778694152832,0.9700000286102295,0.012972824275493622
mfeat-factors,LightGBM,1800,200,10,0.04093484559657731,0.09967984629939355,0.018174272030591965,0.9800000190734863,0.006823360919952393
mfeat-factors,LinearModel,1800,200,10,0.03239521981369152,0.0709225164539099,0.016631241887807846,0.9850000143051147,0.006844427436590195
mfeat-factors,NeuralNetFastAI,1800,200,10,0.026931626886220944,0.05073127681862943,0.019603867083787918,0.9850000143051147,0.010504323989152908
mfeat-factors,NeuralNetTorch,1800,200,10,0.02923965003525984,0.060942987149946067,0.013213643804192543,0.9850000143051147,0.007615145295858383
mfeat-factors,RandomForest,1800,200,10,0.05155177613401705,0.10645926586879309,0.033691514283418655,0.9700000286102295,0.02802707627415657
mfeat-factors,XGBoost,1800,200,10,0.043681189234113384,0.10650869090286993,0.01955072581768036,0.9800000190734863,0.01063469797372818
micro-mass,CatBoost,513,58,20,0.05675901608678853,0.11326630362840986,0.06276163458824158,0.9655172228813171,0.00760674849152565
micro-mass,ExtraTrees,513,58,20,0.09493512461077427,0.1754006521022762,0.08706913888454437,0.9655172228813171,0.006892949342727661
micro-mass,LightGBM,513,58,20,0.09980218819572086,0.17041790358857206,0.0355110801756382,0.931034505367279,0.006617557257413864
micro-mass,LinearModel,513,58,20,0.08846428255031115,0.1691803325644128,0.036517176777124405,0.9482758641242981,0.0077775754034519196
micro-mass,NeuralNetFastAI,513,58,20,0.20214398147613058,0.4381868784042524,0.08374728262424469,0.8620689511299133,0.021392636001110077
micro-mass,NeuralNetTorch,513,58,20,0.06999952502766593,0.157507949261116,0.05556230992078781,0.9482758641242981,0.0070377252995967865
micro-mass,RandomForest,513,58,20,0.11473499840460233,0.19078505161528436,0.06790901720523834,0.9137930870056152,0.00924316793680191
micro-mass,XGBoost,513,58,20,0.1201403830720665,0.24172965997938584,0.06598277390003204,0.9137930870056152,0.007422536611557007
microaggregation2,CatBoost,18000,2000,5,0.4819991009648261,0.9069852976138798,0.019612185657024384,0.6370000243186951,0.03519786521792412
microaggregation2,ExtraTrees,18000,2000,5,0.4953154968303692,0.9379328039723372,0.02009301260113716,0.6244999766349792,0.04520149156451225
microaggregation2,LightGBM,18000,2000,5,0.4774666851488755,0.8949811264550996,0.02310081385076046,0.640500009059906,0.034901391714811325
microaggregation2,LinearModel,18000,2000,5,0.5537227113296693,1.0447162039232274,0.022541917860507965,0.5809999704360962,0.03522339463233948
microaggregation2,NeuralNetFastAI,18000,2000,5,0.4580513480384058,0.8583024275541611,0.02199462242424488,0.6514999866485596,0.0550416074693203
microaggregation2,NeuralNetTorch,18000,2000,5,0.46589808801179033,0.8731185810210566,0.03122510015964508,0.6460000276565552,0.04998615011572838
microaggregation2,RandomForest,18000,2000,5,0.4953342886467145,0.9376901945032737,0.01572350226342678,0.6269999742507935,0.039719242602586746
microaggregation2,XGBoost,18000,2000,5,0.48051102609316,0.9013460295409248,0.022016450762748718,0.6315000057220459,0.03514569252729416
okcupid-stem,CatBoost,45710,5079,3,0.3358640004553104,0.5625615893133185,0.009950472041964531,0.761961042881012,0.06676487624645233
okcupid-stem,ExtraTrees,45710,5079,3,0.3554663504339219,0.5906892234436392,0.01346247736364603,0.7454223036766052,0.10046754777431488
okcupid-stem,LightGBM,45710,5079,3,0.3389098758579095,0.5653958147069819,0.013022711500525475,0.7597952485084534,0.0850849337875843
okcupid-stem,LinearModel,45710,5079,3,0.3450844123383805,0.5766631431504743,0.013644571416079998,0.7556605339050293,0.16616582870483398
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.3419247909740072,0.5698245392667323,0.013624675571918488,0.7594014406204224,0.06578195095062256
okcupid-stem,NeuralNetTorch,45710,5079,3,0.3378065169042771,0.564190353529631,0.010773814283311367,0.761961042881012,0.09058211371302605
okcupid-stem,RandomForest,45710,5079,3,0.354437078793996,0.5892547630851882,0.010879484005272388,0.7452254295349121,0.10044253244996071
okcupid-stem,XGBoost,45710,5079,3,0.3389832262143551,0.5657688696850107,0.012087044306099415,0.7607796788215637,0.05650391802191734
optdigits,CatBoost,5058,562,10,0.0222182029435837,0.048131689252748966,0.010017952881753445,0.9857650995254517,0.01651136577129364
optdigits,ExtraTrees,5058,562,10,0.02408427667534131,0.05345187132478608,0.006189323030412197,0.9857650995254517,0.04135841503739357
optdigits,LightGBM,5058,562,10,0.018028995877248093,0.04218296084541985,0.007156591862440109,0.9893238544464111,0.018611375242471695
optdigits,LinearModel,5058,562,10,0.05263578215205334,0.09841016476758022,0.011390333995223045,0.9679715037345886,0.03011487051844597
optdigits,NeuralNetFastAI,5058,562,10,0.019427729438497902,0.03971494705005704,0.009396682493388653,0.9911032319068909,0.014461137354373932
optdigits,NeuralNetTorch,5058,562,10,0.014276510301584722,0.03414982865383417,0.013581116683781147,0.9928825497627258,0.016821391880512238
optdigits,RandomForest,5058,562,10,0.042686281866038595,0.08437323135653085,0.01746675930917263,0.9697508811950684,0.025545652955770493
optdigits,XGBoost,5058,562,10,0.028536666068709464,0.05654543743467318,0.007619526237249374,0.9786477088928223,0.016973018646240234
page-blocks,CatBoost,4925,548,5,0.043146685435404175,0.0879720006112247,0.010486395098268986,0.970802903175354,0.0117642842233181
page-blocks,ExtraTrees,4925,548,5,0.04237942250416528,0.09309840878276603,0.012339659966528416,0.9762773513793945,0.030400123447179794
page-blocks,LightGBM,4925,548,5,0.04154962009553316,0.08425602766095855,0.012901396490633488,0.9726277589797974,0.010134518146514893
page-blocks,LinearModel,4925,548,5,0.04641641351297485,0.10258508067130764,0.017438575625419617,0.9671533107757568,0.016647040843963623
page-blocks,NeuralNetFastAI,4925,548,5,0.04838152248931901,0.1010312661210754,0.012995248660445213,0.9671533107757568,0.011571723967790604
page-blocks,NeuralNetTorch,4925,548,5,0.03685349666051993,0.08121348885410319,0.010606927797198296,0.9762773513793945,0.015371590852737427
page-blocks,RandomForest,4925,548,5,0.04114784881465909,0.0881788162968602,0.008742611855268478,0.974452555179596,0.020643845200538635
page-blocks,XGBoost,4925,548,5,0.03992121692648307,0.0848648161261113,0.010925504378974438,0.974452555179596,0.02885492518544197
pendigits,CatBoost,9892,1100,10,0.005518688052189349,0.010899475181550948,0.004603625275194645,0.9972727298736572,0.0262642540037632
pendigits,ExtraTrees,9892,1100,10,0.00931110771464963,0.018214722586927024,0.003968065604567528,0.9945454597473145,0.07311810925602913
pendigits,LightGBM,9892,1100,10,0.00752924601740147,0.015575980238554582,0.003947130870074034,0.9954545497894287,0.029735170304775238
pendigits,LinearModel,9892,1100,10,0.06972965896354442,0.14975506247161743,0.01688496023416519,0.9581817984580994,0.06777559593319893
pendigits,NeuralNetFastAI,9892,1100,10,0.004724203396400133,0.010943812893035695,0.003859521821141243,0.9981818199157715,0.029410522431135178
pendigits,NeuralNetTorch,9892,1100,10,0.0039053954896715185,0.0074444345752114885,0.00484980084002018,0.996363639831543,0.03951968252658844
pendigits,RandomForest,9892,1100,10,0.01551224291368299,0.028957464103354723,0.008201739750802517,0.9909090995788574,0.06988011300563812
pendigits,XGBoost,9892,1100,10,0.010839850469695655,0.020718993291682464,0.004075344651937485,0.9927272796630859,0.03928222879767418
robert,CatBoost,9000,1000,10,0.5933094165448506,1.3102236660714557,0.051299601793289185,0.5519999861717224,0.050451137125492096
robert,ExtraTrees,9000,1000,10,0.6680731342118006,1.5343530081220877,0.04585708677768707,0.47600001096725464,0.06665492802858353
robert,LightGBM,9000,1000,10,0.5709359529374267,1.2581473142097779,0.03765631467103958,0.5590000152587891,0.030705753713846207
robert,LinearModel,9000,1000,10,0.7822999608116917,1.8529750792640192,0.0960240438580513,0.37400001287460327,0.0404202900826931
robert,NeuralNetFastAI,9000,1000,10,0.6581149378691951,1.48256266321715,0.05051977187395096,0.4749999940395355,0.0759015679359436
robert,NeuralNetTorch,9000,1000,10,0.6489413531131645,1.46826745616252,0.04767405241727829,0.5,0.047071464359760284
robert,RandomForest,9000,1000,10,0.6728164342472909,1.5512843710653919,0.04427470266819,0.48100000619888306,0.0666591115295887
robert,XGBoost,9000,1000,10,0.6061822462561224,1.3465795050255014,0.04064561426639557,0.5199999809265137,0.03396744653582573
satimage,CatBoost,5787,643,6,0.11685517510382565,0.20731677095955411,0.02623828873038292,0.9160186648368835,0.016261044889688492
satimage,ExtraTrees,5787,643,6,0.12030361148537565,0.2177311602409047,0.023077405989170074,0.917573869228363,0.0382094532251358
satimage,LightGBM,5787,643,6,0.11980705624061022,0.21382358765145273,0.019572259858250618,0.917573869228363,0.03856920078396797
satimage,LinearModel,5787,643,6,0.18869825482983046,0.3370277259875908,0.033508557826280594,0.8569206595420837,0.014214608818292618
satimage,NeuralNetFastAI,5787,643,6,0.10978004166730428,0.18814007684284928,0.018011528998613358,0.920684278011322,0.017920881509780884
satimage,NeuralNetTorch,5787,643,6,0.1138658441873331,0.19446021134455557,0.027258560061454773,0.917573869228363,0.01572747528553009
satimage,RandomForest,5787,643,6,0.123434476689343,0.22781747678951672,0.01252373680472374,0.9191290736198425,0.03856632485985756
satimage,XGBoost,5787,643,6,0.11577779760953132,0.2167475811388767,0.0199204683303833,0.9269051551818848,0.01579609140753746
segment,CatBoost,2079,231,7,0.03156205269700841,0.07632326820227214,0.01828749105334282,0.9870129823684692,0.007133815437555313
segment,ExtraTrees,2079,231,7,0.027526353857902558,0.07420746502268327,0.013848507776856422,0.9826839566230774,0.020417995750904083
segment,LightGBM,2079,231,7,0.03648559118703162,0.08570216529682397,0.02145967073738575,0.9783549904823303,0.006190348416566849
segment,LinearModel,2079,231,7,0.04437888369871607,0.09533372669120532,0.03220564126968384,0.9783549904823303,0.010558046400547028
segment,NeuralNetFastAI,2079,231,7,0.0317049312744024,0.06767105446546676,0.025216493755578995,0.9826839566230774,0.010406766086816788
segment,NeuralNetTorch,2079,231,7,0.031762978766016296,0.0644061943974751,0.03409260883927345,0.9913420081138611,0.007160156965255737
segment,RandomForest,2079,231,7,0.031452390593311244,0.08299593889295802,0.013257418759167194,0.9783549904823303,0.020510315895080566
segment,XGBoost,2079,231,7,0.04006810453017377,0.09101013016544197,0.017638003453612328,0.9696969985961914,0.007960859686136246
semeion,CatBoost,1433,160,10,0.09638367206029377,0.19816684286696956,0.03911878913640976,0.9375,0.009413737803697586
semeion,ExtraTrees,1433,160,10,0.16274744919216627,0.3879215721800324,0.06050544232130051,0.8812500238418579,0.018121283501386642
semeion,LightGBM,1433,160,10,0.12745164824894734,0.26805345797723884,0.05652797594666481,0.90625,0.017933439463377
semeion,LinearModel,1433,160,10,0.1346943681783388,0.26931342888976434,0.058369796723127365,0.9125000238418579,0.007486235350370407
semeion,NeuralNetFastAI,1433,160,10,0.10234001598441447,0.1923088188733256,0.05938819423317909,0.918749988079071,0.009248681366443634
semeion,NeuralNetTorch,1433,160,10,0.10188573723485787,0.20554209486686487,0.07085675001144409,0.918749988079071,0.006625611335039139
semeion,RandomForest,1433,160,10,0.1696973256076794,0.3999138920724303,0.050678402185440063,0.8812500238418579,0.019129298627376556
semeion,XGBoost,1433,160,10,0.13303499215752368,0.2768063348423727,0.05388374254107475,0.8999999761581421,0.00600418820977211
soybean,CatBoost,614,69,19,0.1003004611047591,0.18958432961163746,0.0973445251584053,0.95652174949646,0.005340460687875748
soybean,ExtraTrees,614,69,19,0.1007308676001286,0.16735838603929512,0.042269881814718246,0.9420289993286133,0.005778394639492035
soybean,LightGBM,614,69,19,0.07407601145282817,0.13165098984485174,0.05321985483169556,0.95652174949646,0.004672996699810028
soybean,LinearModel,614,69,19,0.12436789858844688,0.25625421001602106,0.04846186190843582,0.9275362491607666,0.005760014057159424
soybean,NeuralNetFastAI,614,69,19,0.10194926378779305,0.16996517513325662,0.05663729086518288,0.9420289993286133,0.0052841342985630035
soybean,NeuralNetTorch,614,69,19,0.11027457803552262,0.18160534510777476,0.07273808866739273,0.9275362491607666,0.005844134837388992
soybean,RandomForest,614,69,19,0.11227990583937329,0.19070641130366456,0.059572286903858185,0.9275362491607666,0.0058687590062618256
soybean,XGBoost,614,69,19,0.09703227348375446,0.1892182365674558,0.05329092592000961,0.9420289993286133,0.00474027544260025
splice,CatBoost,2871,319,3,0.060695288794238765,0.11439836734604343,0.01545344665646553,0.9561128616333008,0.007570628076791763
splice,ExtraTrees,2871,319,3,0.0911234460319434,0.16106697850761298,0.029429195448756218,0.9341692924499512,0.01597171276807785
splice,LightGBM,2871,319,3,0.06545888442197531,0.12319090586372629,0.0185707975178957,0.9592476487159729,0.008946161717176437
splice,LinearModel,2871,319,3,0.09274338323396243,0.1822476276890405,0.02896924503147602,0.9435736536979675,0.010843325406312943
splice,NeuralNetFastAI,2871,319,3,0.054599638115608466,0.10808841538176642,0.023818988353013992,0.9592476487159729,0.008474033325910568
splice,NeuralNetTorch,2871,319,3,0.06716075299614113,0.1275776887166626,0.01649489253759384,0.9592476487159729,0.009558267891407013
splice,RandomForest,2871,319,3,0.09066193033425987,0.15502122860814474,0.020417138934135437,0.9341692924499512,0.00966397300362587
splice,XGBoost,2871,319,3,0.05323378881533886,0.10011244535619292,0.01643471047282219,0.9655172228813171,0.008040003478527069
steel-plates-fault,CatBoost,1746,195,7,0.24115577844609865,0.47220294246496897,0.06252577900886536,0.8256410360336304,0.007199149578809738
steel-plates-fault,ExtraTrees,1746,195,7,0.25801847768396935,0.48629587238415106,0.07551155984401703,0.8205128312110901,0.008822504431009293
steel-plates-fault,LightGBM,1746,195,7,0.2454535440116562,0.4857780279103039,0.05084913223981857,0.8205128312110901,0.007116649299860001
steel-plates-fault,LinearModel,1746,195,7,0.3496082749405281,0.6746548367864539,0.05395795777440071,0.7487179636955261,0.010319344699382782
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.30479831522686707,0.5846240518160916,0.07717818766832352,0.7743589878082275,0.010168936103582382
steel-plates-fault,NeuralNetTorch,1746,195,7,0.3325798438958744,0.6112845867288588,0.05990112945437431,0.7333333492279053,0.007178977131843567
steel-plates-fault,RandomForest,1746,195,7,0.2531582425472073,0.5458203990521479,0.040329061448574066,0.8205128312110901,0.007976844906806946
steel-plates-fault,XGBoost,1746,195,7,0.2442081938806905,0.4853597814793204,0.0820905864238739,0.8256410360336304,0.007222175598144531
synthetic_control,CatBoost,540,60,6,0.005161192764970525,0.01574092296599431,0.013602969236671925,1.0,0.0036493614315986633
synthetic_control,ExtraTrees,540,60,6,0.0031367138467516755,0.01234169195329499,0.011407651007175446,1.0,0.005780227482318878
synthetic_control,LightGBM,540,60,6,0.00024951772489692356,0.0032718556175509515,0.003199756145477295,1.0,0.0034189745783805847
synthetic_control,LinearModel,540,60,6,0.00047089268677269746,0.006685368803860642,0.006523934192955494,1.0,0.011369388550519943
synthetic_control,NeuralNetFastAI,540,60,6,0.0008182288531993603,0.00488368298936601,0.0046099950559437275,1.0,0.004023030400276184
synthetic_control,NeuralNetTorch,540,60,6,0.015161383843950431,0.02884257671070824,0.023606808856129646,1.0,0.003637392073869705
synthetic_control,RandomForest,540,60,6,0.006428792740275916,0.01960118071110733,0.01750938594341278,1.0,0.0075588710606098175
synthetic_control,XGBoost,540,60,6,0.018373059156850138,0.04246988748404858,0.030706651508808136,0.9833333492279053,0.003679472953081131
texture,CatBoost,4950,550,11,0.01083478762495613,0.021719676541378484,0.007218827027827501,0.9927272796630859,0.014992989599704742
texture,ExtraTrees,4950,550,11,0.020876014273605647,0.036739056738967074,0.007627884391695261,0.9872727394104004,0.019090868532657623
texture,LightGBM,4950,550,11,0.005955705985478758,0.01528740944813779,0.0038540686946362257,0.996363639831543,0.022779960185289383
texture,LinearModel,4950,550,11,0.007777638650969774,0.014267527771000026,0.003652432467788458,0.9945454597473145,0.022376317530870438
texture,NeuralNetFastAI,4950,550,11,0.006520110329835666,0.012762998591923622,0.003082381095737219,0.996363639831543,0.04769128933548927
texture,NeuralNetTorch,4950,550,11,0.0037877944081446653,0.035380861853440165,0.0021891198121011257,0.9981818199157715,0.039609286934137344
texture,RandomForest,4950,550,11,0.027620544088386465,0.048628937019008805,0.016061391681432724,0.9818181991577148,0.020542532205581665
texture,XGBoost,4950,550,11,0.013780667570100099,0.029133897214998566,0.007471602875739336,0.9909090995788574,0.03496778756380081
vehicle,CatBoost,761,85,4,0.2736593996892708,0.4730162162107006,0.08788640797138214,0.7764706015586853,0.005419466644525528
vehicle,ExtraTrees,761,85,4,0.26610326696278674,0.4655312327825064,0.07877480983734131,0.7882353067398071,0.004944555461406708
vehicle,LightGBM,761,85,4,0.2652213294290208,0.44790827303472625,0.09526339918375015,0.8352941274642944,0.004529308527708054
vehicle,LinearModel,761,85,4,0.21437030112621763,0.3434587947396316,0.08200588822364807,0.8352941274642944,0.004924379289150238
vehicle,NeuralNetFastAI,761,85,4,0.17602618963171363,0.31318013904367714,0.07509790360927582,0.8941176533699036,0.004671722650527954
vehicle,NeuralNetTorch,761,85,4,0.17663685203315269,0.3025659079585319,0.06890615820884705,0.8588235378265381,0.00384516641497612
vehicle,RandomForest,761,85,4,0.2687722410180013,0.4609807791522521,0.07827109843492508,0.7647058963775635,0.004245299845933914
vehicle,XGBoost,761,85,4,0.272321079119566,0.4816708701483822,0.0933910384774208,0.8117647171020508,0.004635799676179886
volcanoes-a2,CatBoost,1460,163,5,0.11199523778832524,0.24023201065460523,0.05072901397943497,0.9018405079841614,0.005224104970693588
volcanoes-a2,ExtraTrees,1460,163,5,0.1137125484533262,0.2488387749529952,0.04920988902449608,0.907975435256958,0.0051877982914447784
volcanoes-a2,LightGBM,1460,163,5,0.1095393357627728,0.23449907050797145,0.045266855508089066,0.9141104221343994,0.00771799311041832
volcanoes-a2,LinearModel,1460,163,5,0.10964357987618277,0.23553707901518248,0.053343869745731354,0.9263803958892822,0.007826626300811768
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.10928715354348185,0.2385635457082764,0.050348736345767975,0.9141104221343994,0.005225576460361481
volcanoes-a2,NeuralNetTorch,1460,163,5,0.1096495872536919,0.23559530438149176,0.033869318664073944,0.9202454090118408,0.007224906235933304
volcanoes-a2,RandomForest,1460,163,5,0.11374454624613212,0.24345246218946098,0.05254241079092026,0.9202454090118408,0.007907502353191376
volcanoes-a2,XGBoost,1460,163,5,0.11013331534171598,0.24828048857132423,0.053538933396339417,0.9263803958892822,0.0051557756960392
volcanoes-a3,CatBoost,1368,153,5,0.1409959836802944,0.30243077962420317,0.07977714389562607,0.9084967374801636,0.005022313445806503
volcanoes-a3,ExtraTrees,1368,153,5,0.13840137775278258,0.2945710162147764,0.06524026393890381,0.9019607901573181,0.006679251790046692
volcanoes-a3,LightGBM,1368,153,5,0.14129640890481204,0.29793060466401233,0.044129714369773865,0.8954248428344727,0.007466573268175125
volcanoes-a3,LinearModel,1368,153,5,0.1425589954661362,0.31364084017471994,0.03816519305109978,0.8888888955116272,0.005016222596168518
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.1427109954252447,0.3142409596600749,0.041635170578956604,0.8954248428344727,0.005243416875600815
volcanoes-a3,NeuralNetTorch,1368,153,5,0.14061635507515788,0.30370951398585466,0.045241836458444595,0.9019607901573181,0.004418611526489258
volcanoes-a3,RandomForest,1368,153,5,0.139822852896757,0.30314081618326866,0.05832107365131378,0.8954248428344727,0.006902709603309631
volcanoes-a3,XGBoost,1368,153,5,0.14529893422225756,0.312635212904711,0.062161751091480255,0.8888888955116272,0.004962857812643051
volcanoes-a4,CatBoost,1363,152,5,0.13155982168253405,0.308871142261767,0.04125242307782173,0.9078947305679321,0.0049639008939266205
volcanoes-a4,ExtraTrees,1363,152,5,0.134766936079797,0.3069194710449613,0.04537727311253548,0.9078947305679321,0.004370357841253281
volcanoes-a4,LightGBM,1363,152,5,0.13126081640736828,0.29847041042059635,0.049175575375556946,0.9144737124443054,0.00492517277598381
volcanoes-a4,LinearModel,1363,152,5,0.13087846320244828,0.3023880162151107,0.036999039351940155,0.9013158082962036,0.005647134035825729
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.13029925167747072,0.2981342743450232,0.0521850511431694,0.9013158082962036,0.009939584881067276
volcanoes-a4,NeuralNetTorch,1363,152,5,0.13029866542971474,0.29547352721688175,0.04343552887439728,0.9144737124443054,0.007003627717494965
