dataset,model,cal_size,test_size,n_classes,Base-model_brier,Base-model_logloss,Base-model_ece-15,Base-model_accuracy,Base-model_time
autoUniv-au7-1100,ExtraTrees,990,110,5,0.7502890229225159,1.4632881879806519,0.09837153553962708,0.38181817531585693,0
autoUniv-au7-1100,LightGBM,990,110,5,0.7181916236877441,1.3909823894500732,0.12119229882955551,0.4000000059604645,0
autoUniv-au7-1100,LinearModel,990,110,5,0.7835187315940857,1.5523451566696167,0.12740200757980347,0.37272727489471436,0
autoUniv-au7-1100,NeuralNetFastAI,990,110,5,0.7446281909942627,1.4461994171142578,0.05831759423017502,0.3636363744735718,0
autoUniv-au7-1100,NeuralNetTorch,990,110,5,0.7281663417816162,1.4221488237380981,0.10361340641975403,0.37272727489471436,0
autoUniv-au7-1100,RandomForest,990,110,5,0.7170682549476624,1.4012126922607422,0.14334501326084137,0.3909091055393219,0
autoUniv-au7-1100,XGBoost,990,110,5,0.7074692249298096,1.3680261373519897,0.10828375071287155,0.3909091055393219,0
autoUniv-au7-700,CatBoost,630,70,3,0.5899319052696228,0.9723302721977234,0.2343548834323883,0.5142857432365417,0
autoUniv-au7-700,ExtraTrees,630,70,3,0.5808621048927307,0.960728645324707,0.15505188703536987,0.44285714626312256,0
autoUniv-au7-700,LightGBM,630,70,3,0.5594968795776367,0.9296267032623291,0.10343857854604721,0.48571428656578064,0
autoUniv-au7-700,LinearModel,630,70,3,0.6920639872550964,1.138877511024475,0.12607142329216003,0.3571428656578064,0
autoUniv-au7-700,NeuralNetFastAI,630,70,3,0.6178831458091736,1.0263395309448242,0.09567511081695557,0.4714285731315613,0
autoUniv-au7-700,NeuralNetTorch,630,70,3,0.6283168792724609,1.038663387298584,0.09168070554733276,0.4285714328289032,0
autoUniv-au7-700,RandomForest,630,70,3,0.5476855039596558,0.8925941586494446,0.14499571919441223,0.5285714268684387,0
autoUniv-au7-700,XGBoost,630,70,3,0.5654414296150208,0.9372288584709167,0.16673657298088074,0.5,0
balance-scale,CatBoost,562,63,3,0.05226738005876541,0.11221086978912354,0.04518957436084747,0.9682539701461792,0
balance-scale,ExtraTrees,562,63,3,0.1595274955034256,0.33924242854118347,0.1539868414402008,0.8888888955116272,0
balance-scale,LightGBM,562,63,3,0.05365702882409096,0.10555942356586456,0.049222130328416824,0.9682539701461792,0
balance-scale,LinearModel,562,63,3,0.09642971307039261,0.17761285603046417,0.05775250121951103,0.8888888955116272,0
balance-scale,NeuralNetFastAI,562,63,3,0.022808300331234932,0.046470992267131805,0.028903529047966003,0.9841269850730896,0
balance-scale,NeuralNetTorch,562,63,3,0.0013155099004507065,0.006439717020839453,0.005968144163489342,1.0,0
balance-scale,RandomForest,562,63,3,0.15249982476234436,0.3202977776527405,0.15371116995811462,0.9047619104385376,0
balance-scale,XGBoost,562,63,3,0.04759075865149498,0.09072067588567734,0.042115822434425354,0.9523809552192688,0
baseball,CatBoost,1206,134,3,0.06875795871019363,0.13525190949440002,0.024128319695591927,0.9626865386962891,0
baseball,ExtraTrees,1206,134,3,0.0728374794125557,0.14014841616153717,0.03231361508369446,0.9626865386962891,0
baseball,LightGBM,1206,134,3,0.07168269157409668,0.13822895288467407,0.04284130781888962,0.9552238583564758,0
baseball,LinearModel,1206,134,3,0.06600325554609299,0.12868934869766235,0.04064852371811867,0.9552238583564758,0
baseball,NeuralNetFastAI,1206,134,3,0.0736478939652443,0.13550619781017303,0.03959408774971962,0.9477611780166626,0
baseball,NeuralNetTorch,1206,134,3,0.07557254284620285,0.14365944266319275,0.04899115860462189,0.9402984976768494,0
baseball,RandomForest,1206,134,3,0.07518614828586578,0.14638085663318634,0.04172511398792267,0.9626865386962891,0
baseball,XGBoost,1206,134,3,0.06998299062252045,0.13985644280910492,0.03652864694595337,0.9626865386962891,0
car,CatBoost,1555,173,4,0.0017145799938589334,0.00704239634796977,0.006500737741589546,1.0,0
car,ExtraTrees,1555,173,4,0.022207453846931458,0.05261645093560219,0.03119485452771187,0.9942196607589722,0
car,LightGBM,1555,173,4,0.00016060940106399357,0.0018820413388311863,0.0018391588237136602,1.0,0
car,LinearModel,1555,173,4,0.08471492677927017,0.13145820796489716,0.0524090901017189,0.913294792175293,0
car,NeuralNetFastAI,1555,173,4,0.0003060968592762947,0.0021706882398575544,0.0020734667778015137,1.0,0
car,NeuralNetTorch,1555,173,4,0.00016958492051344365,0.0010274910600855947,0.0009810165502130985,1.0,0
car,RandomForest,1555,173,4,0.028104174882173538,0.05439116805791855,0.02693650871515274,0.9826589822769165,0
car,XGBoost,1555,173,4,0.0007117628701962531,0.0066972412168979645,0.006493331864476204,1.0,0
cardiotocography,CatBoost,1913,213,10,3.052504693457081e-09,3.1030569516588e-05,3.057718276977539e-05,1.0,0
cardiotocography,ExtraTrees,1913,213,10,8.893603084883517e-13,1.0213937002845341e-06,5.960464477539063e-08,1.0,0
cardiotocography,LightGBM,1913,213,10,1.922267726939264e-11,3.664138148451457e-06,2.1457672119140625e-06,1.0,0
cardiotocography,LinearModel,1913,213,10,3.4888689159906505e-10,6.598357231268892e-06,5.424022674560547e-06,1.0,0
cardiotocography,NeuralNetFastAI,1913,213,10,0.00013339772704057395,0.0006055942503735423,0.0005684078205376863,1.0,0
cardiotocography,NeuralNetTorch,1913,213,10,9.994948662120362e-13,1.0213937002845341e-06,5.960464477539063e-08,1.0,0
cardiotocography,RandomForest,1913,213,10,5.217210627961322e-07,4.809901292901486e-05,4.7087669372558594e-05,1.0,0
cardiotocography,XGBoost,1913,213,10,3.924068096239353e-06,0.0014171382645145059,0.0014150738716125488,1.0,0
cmc,CatBoost,1325,148,3,0.49741312861442566,0.8408952951431274,0.06316769123077393,0.5945945978164673,0
cmc,ExtraTrees,1325,148,3,0.5104956030845642,0.8649296164512634,0.10001240670681,0.5810810923576355,0
cmc,LightGBM,1325,148,3,0.5235092639923096,0.8835522532463074,0.08325017988681793,0.5405405163764954,0
cmc,LinearModel,1325,148,3,0.5217847228050232,0.8693525195121765,0.105162613093853,0.6013513803482056,0
cmc,NeuralNetFastAI,1325,148,3,0.4956143796443939,0.8329775929450989,0.09495250880718231,0.5945945978164673,0
cmc,NeuralNetTorch,1325,148,3,0.503409206867218,0.8492560386657715,0.07639775425195694,0.6216216087341309,0
cmc,RandomForest,1325,148,3,0.5036492347717285,0.8462483286857605,0.059765711426734924,0.587837815284729,0
cmc,XGBoost,1325,148,3,0.5000494122505188,0.8469589948654175,0.1006486788392067,0.5810810923576355,0
cnae-9,CatBoost,972,108,9,0.07391008734703064,0.1735089123249054,0.060393817722797394,0.9537037014961243,0
cnae-9,ExtraTrees,972,108,9,0.10379736870527267,0.26034510135650635,0.14024731516838074,0.9629629850387573,0
cnae-9,LightGBM,972,108,9,0.05060349032282829,0.12073274701833725,0.04622957110404968,0.9629629850387573,0
cnae-9,LinearModel,972,108,9,0.07241757214069366,0.15279579162597656,0.03774513676762581,0.9444444179534912,0
cnae-9,NeuralNetFastAI,972,108,9,0.05284108594059944,0.11894039064645767,0.04491632059216499,0.9537037014961243,0
cnae-9,NeuralNetTorch,972,108,9,0.05736367031931877,0.13040141761302948,0.03569547459483147,0.9629629850387573,0
cnae-9,RandomForest,972,108,9,0.10833460092544556,0.273297518491745,0.13111142814159393,0.9537037014961243,0
cnae-9,XGBoost,972,108,9,0.08124994486570358,0.18438418209552765,0.048328086733818054,0.9351851940155029,0
collins,CatBoost,900,100,30,0.8061947822570801,2.1083333492279053,0.04808924347162247,0.2800000011920929,0
collins,ExtraTrees,900,100,30,0.8512731790542603,2.287327527999878,0.05850241705775261,0.2199999988079071,0
collins,LightGBM,900,100,30,0.8142391443252563,2.1728971004486084,0.08665946871042252,0.28999999165534973,0
collins,LinearModel,900,100,30,0.8221675157546997,2.1549158096313477,0.09975055605173111,0.3400000035762787,0
collins,NeuralNetFastAI,900,100,30,0.8004544973373413,2.0838027000427246,0.11284884810447693,0.36000001430511475,0
collins,NeuralNetTorch,900,100,30,0.781982421875,2.0108590126037598,0.08716406673192978,0.3499999940395355,0
collins,RandomForest,900,100,30,0.8437624573707581,2.267353057861328,0.04055006057024002,0.25999999046325684,0
collins,XGBoost,900,100,30,0.8372644186019897,2.306272029876709,0.1043262705206871,0.25,0
connect-4,CatBoost,60801,6756,3,0.17806878685951233,0.3213234543800354,0.014996365644037724,0.8735938668251038,0
connect-4,ExtraTrees,60801,6756,3,0.2609744668006897,0.4775623679161072,0.05535479635000229,0.8213440179824829,0
connect-4,LightGBM,60801,6756,3,0.1783035844564438,0.32267653942108154,0.010842809453606606,0.873741865158081,0
connect-4,LinearModel,60801,6756,3,0.3349124491214752,0.5963780283927917,0.014958073385059834,0.7588809728622437,0
connect-4,NeuralNetFastAI,60801,6756,3,0.1669987291097641,0.3000022768974304,0.016340525820851326,0.884251058101654,0
connect-4,NeuralNetTorch,60801,6756,3,0.17412491142749786,0.3105281591415405,0.015221912413835526,0.8784784078598022,0
connect-4,RandomForest,60801,6756,3,0.2689266800880432,0.4942694306373596,0.043331146240234375,0.8126109838485718,0
connect-4,XGBoost,60801,6756,3,0.1791468858718872,0.3228156268596649,0.008291984908282757,0.8725576996803284,0
dilbert,CatBoost,9000,1000,5,0.027355138212442398,0.06003924086689949,0.027216874063014984,0.9800000190734863,0
dilbert,ExtraTrees,9000,1000,5,0.12363043427467346,0.3007403016090393,0.20690008997917175,0.9739999771118164,0
dilbert,LightGBM,9000,1000,5,0.013416413217782974,0.027405399829149246,0.004320682492107153,0.9909999966621399,0
dilbert,LinearModel,9000,1000,5,0.08983204513788223,0.17546521127223969,0.021244823932647705,0.9380000233650208,0
dilbert,NeuralNetFastAI,9000,1000,5,0.018353348597884178,0.03495612367987633,0.009942845441401005,0.9879999756813049,0
dilbert,NeuralNetTorch,9000,1000,5,0.012596191838383675,0.02643534541130066,0.009088207967579365,0.9929999709129333,0
dilbert,RandomForest,9000,1000,5,0.1371995359659195,0.31696954369544983,0.18730007112026215,0.9520000219345093,0
dilbert,XGBoost,9000,1000,5,0.02295549213886261,0.045741524547338486,0.005646680481731892,0.9850000143051147,0
dna,CatBoost,2867,319,3,0.058983661234378815,0.10946732014417648,0.03037194535136223,0.962382435798645,0
dna,ExtraTrees,2867,319,3,0.09057919681072235,0.18136374652385712,0.06130533292889595,0.9498432874679565,0
dna,LightGBM,2867,319,3,0.060919005423784256,0.11093698441982269,0.02039945125579834,0.962382435798645,0
dna,LinearModel,2867,319,3,0.11997201293706894,0.27548080682754517,0.03517497703433037,0.9278996586799622,0
dna,NeuralNetFastAI,2867,319,3,0.07891298085451126,0.14482110738754272,0.02195689082145691,0.9467084407806396,0
dna,NeuralNetTorch,2867,319,3,0.0797225683927536,0.15160007774829865,0.022684376686811447,0.9467084407806396,0
dna,RandomForest,2867,319,3,0.09274906665086746,0.17809665203094482,0.04456179589033127,0.9404388666152954,0
dna,XGBoost,2867,319,3,0.058700334280729294,0.11151564121246338,0.021378789097070694,0.9655172228813171,0
eucalyptus,CatBoost,662,74,5,0.40523988008499146,0.687866747379303,0.07859927415847778,0.6891891956329346,0
eucalyptus,ExtraTrees,662,74,5,0.3749462366104126,0.6522708535194397,0.11909916251897812,0.662162184715271,0
eucalyptus,LightGBM,662,74,5,0.3590502142906189,0.6275143027305603,0.16037723422050476,0.662162184715271,0
eucalyptus,LinearModel,662,74,5,0.4430850148200989,0.7435302734375,0.07583562284708023,0.6351351141929626,0
eucalyptus,NeuralNetFastAI,662,74,5,0.40711912512779236,0.6570689678192139,0.11043518036603928,0.7027027010917664,0
eucalyptus,NeuralNetTorch,662,74,5,0.42303502559661865,0.6760037541389465,0.06828092038631439,0.6486486196517944,0
eucalyptus,RandomForest,662,74,5,0.39831775426864624,0.6949467658996582,0.0978379026055336,0.6756756901741028,0
eucalyptus,XGBoost,662,74,5,0.4031442105770111,0.7137045860290527,0.08843693882226944,0.6756756901741028,0
eye_movements,CatBoost,9842,1094,3,0.35251960158348083,0.595659077167511,0.034086987376213074,0.7394881248474121,0
eye_movements,ExtraTrees,9842,1094,3,0.36993661522865295,0.6409964561462402,0.16450637578964233,0.7687385678291321,0
eye_movements,LightGBM,9842,1094,3,0.28067547082901,0.4929758310317993,0.011495346203446388,0.8034734725952148,0
eye_movements,LinearModel,9842,1094,3,0.5646575689315796,0.9188205003738403,0.03593430295586586,0.5054844617843628,0
eye_movements,NeuralNetFastAI,9842,1094,3,0.4307698607444763,0.7161446213722229,0.03547772765159607,0.664533793926239,0
eye_movements,NeuralNetTorch,9842,1094,3,0.4128241240978241,0.686790406703949,0.03731655329465866,0.690127968788147,0
eye_movements,RandomForest,9842,1094,3,0.4076416790485382,0.7030330300331116,0.11234305053949356,0.7148080468177795,0
eye_movements,XGBoost,9842,1094,3,0.31926655769348145,0.548282265663147,0.04533073306083679,0.7714807987213135,0
fabert,CatBoost,7413,824,7,0.35475677251815796,0.7351666688919067,0.050287049263715744,0.737864077091217,0
fabert,ExtraTrees,7413,824,7,0.3736015856266022,0.748826265335083,0.04528520628809929,0.7123786211013794,0
fabert,LightGBM,7413,824,7,0.3593734800815582,0.725311279296875,0.052474070340394974,0.7135922312736511,0
fabert,LinearModel,7413,824,7,0.5199903845787048,1.3676884174346924,0.16019868850708008,0.6359223127365112,0
fabert,NeuralNetFastAI,7413,824,7,0.3855706751346588,0.7795562148094177,0.039851658046245575,0.7099514603614807,0
fabert,NeuralNetTorch,7413,824,7,0.409002423286438,0.8269176483154297,0.0363035686314106,0.7026699185371399,0
fabert,RandomForest,7413,824,7,0.3826144337654114,0.7768825888633728,0.03815488517284393,0.7050970792770386,0
fabert,XGBoost,7413,824,7,0.35831496119499207,0.7448061108589172,0.036623213440179825,0.7245145440101624,0
first-order-theorem-proving,CatBoost,5506,612,6,0.5074889063835144,1.044641137123108,0.051542554050683975,0.6160130500793457,0
first-order-theorem-proving,ExtraTrees,5506,612,6,0.513756275177002,1.0673737525939941,0.03855014219880104,0.5980392098426819,0
first-order-theorem-proving,LightGBM,5506,612,6,0.5131340622901917,1.0635641813278198,0.05585575848817825,0.6160130500793457,0
first-order-theorem-proving,LinearModel,5506,612,6,0.6477957963943481,1.3818222284317017,0.062413930892944336,0.48366013169288635,0
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.558753490447998,1.156387209892273,0.06400515139102936,0.5718954205513,0
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5420823693275452,1.117556095123291,0.033932581543922424,0.5686274766921997,0
first-order-theorem-proving,RandomForest,5506,612,6,0.5097014307975769,1.060768961906433,0.04528570547699928,0.6094771027565002,0
first-order-theorem-proving,XGBoost,5506,612,6,0.5063486099243164,1.0463900566101074,0.039494071155786514,0.6127451062202454,0
har,CatBoost,9269,1030,6,0.004511714447289705,0.009375540539622307,0.007523149251937866,0.9961165189743042,0
har,ExtraTrees,9269,1030,6,0.03448736295104027,0.08833719044923782,0.05983859300613403,0.9873786568641663,0
har,LightGBM,9269,1030,6,0.0014558235416188836,0.0036164275370538235,0.0031351735815405846,1.0,0
har,LinearModel,9269,1030,6,0.01477073971182108,0.02689511328935623,0.006526486948132515,0.9902912378311157,0
har,NeuralNetFastAI,9269,1030,6,0.007350430358201265,0.012834061868488789,0.004634384531527758,0.9941747784614563,0
har,NeuralNetTorch,9269,1030,6,0.007018514443188906,0.013030152767896652,0.004600747488439083,0.9961165189743042,0
har,RandomForest,9269,1030,6,0.03934228792786598,0.08792054653167725,0.04700358211994171,0.9815533757209778,0
har,XGBoost,9269,1030,6,0.004366888664662838,0.009179404005408287,0.006430841516703367,0.9980582594871521,0
isolet,CatBoost,7017,780,26,0.06878739595413208,0.1385495364665985,0.01968088187277317,0.949999988079071,0
isolet,ExtraTrees,7017,780,26,0.13464371860027313,0.3351285457611084,0.158133864402771,0.9397435784339905,0
isolet,LightGBM,7017,780,26,0.05257341265678406,0.10540548712015152,0.013917735777795315,0.9628205299377441,0
isolet,LinearModel,7017,780,26,0.05759448930621147,0.12117301672697067,0.0115511454641819,0.9653846025466919,0
isolet,NeuralNetFastAI,7017,780,26,0.04497594013810158,0.08581837266683578,0.007524398621171713,0.9679487347602844,0
isolet,NeuralNetTorch,7017,780,26,0.055841509252786636,0.1186920553445816,0.015780678018927574,0.9666666388511658,0
isolet,RandomForest,7017,780,26,0.14597174525260925,0.3469909131526947,0.13848434388637543,0.928205132484436,0
isolet,XGBoost,7017,780,26,0.06171458214521408,0.13007478415966034,0.014811983332037926,0.9564102292060852,0
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.1651633232831955,0.2486439347267151,0.04197808727622032,0.8616688847541809,0
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.18530066311359406,0.29390913248062134,0.062420155853033066,0.8255243301391602,0
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.14469125866889954,0.21599207818508148,0.046484556049108505,0.8661311864852905,0
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.4321751296520233,0.7307809591293335,0.021526915952563286,0.677599310874939,0
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.10604597628116608,0.1657697856426239,0.030301185324788094,0.9027220010757446,0
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.027954842895269394,0.05177754908800125,0.02394123747944832,0.9857206344604492,0
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.18970045447349548,0.2953975796699524,0.054164525121450424,0.8212851285934448,0
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.14031043648719788,0.20782579481601715,0.033917136490345,0.8781793713569641,0
kr-vs-k,CatBoost,25250,2806,18,0.13130532205104828,0.26352691650390625,0.03299495205283165,0.9187455177307129,0
kr-vs-k,ExtraTrees,25250,2806,18,0.2241005152463913,0.4915924072265625,0.1580265760421753,0.8791874647140503,0
kr-vs-k,LightGBM,25250,2806,18,0.1192430779337883,0.24285584688186646,0.04053850844502449,0.928011417388916,0
