dataset,model,cal_size,test_size,n_classes,Hist-quantile_brier,Hist-quantile_logloss,Hist-quantile_ece-15,Hist-quantile_accuracy,Hist-quantile_time
balance-scale,XGBoost,562,63,3,0.04728096848266265,0.09407510341889523,0.05456127971410751,0.9523809552192688,0.0016370601952075958
baseball,CatBoost,1206,134,3,0.09958056655327922,0.1718367905553475,0.04083924740552902,0.9179104566574097,0.002008417621254921
baseball,ExtraTrees,1206,134,3,0.09733441061968146,0.17149079634941755,0.03337618336081505,0.9253731369972229,0.0018719462677836418
baseball,LightGBM,1206,134,3,0.10378863718870972,0.18450813035270405,0.029244258999824524,0.9104477763175964,0.001973944716155529
baseball,LinearModel,1206,134,3,0.09907673605884487,0.1844134340775616,0.043707381933927536,0.9179104566574097,0.0019683558493852615
baseball,NeuralNetFastAI,1206,134,3,0.09230118217552909,0.16009285602912948,0.047846801578998566,0.9253731369972229,0.0019853226840496063
baseball,NeuralNetTorch,1206,134,3,0.10422033837341264,0.1922302945188102,0.04094832390546799,0.9029850959777832,0.0019290754571557045
baseball,RandomForest,1206,134,3,0.1002625478115531,0.17369273178441888,0.02716268226504326,0.9253731369972229,0.001991461031138897
baseball,XGBoost,1206,134,3,0.09508834411789883,0.17381446816929932,0.02712777629494667,0.9328358173370361,0.0020178910344839096
car,CatBoost,1555,173,4,0.06807178649579024,0.11190075127571009,0.03950871527194977,0.9421965479850769,0.0026418445631861687
car,ExtraTrees,1555,173,4,0.056334909700715474,0.10008678995742101,0.03666124492883682,0.9595375657081604,0.002450813539326191
car,LightGBM,1555,173,4,0.05722003533992715,0.09345706362833857,0.039805591106414795,0.9595375657081604,0.002539769746363163
car,LinearModel,1555,173,4,0.12581912956957686,0.19194548695547242,0.03884649649262428,0.8959537744522095,0.0026972945779561996
car,NeuralNetFastAI,1555,173,4,0.07045541808062838,0.13005023261694965,0.03631210699677467,0.9421965479850769,0.0026889583095908165
car,NeuralNetTorch,1555,173,4,0.0869586934694433,0.15028899604121554,0.05740971118211746,0.9364162087440491,0.002444101497530937
car,RandomForest,1555,173,4,0.08305747190591758,0.1627027942062082,0.0695725530385971,0.9248554706573486,0.0023719733580946922
car,XGBoost,1555,173,4,0.055534929504694075,0.09118983284251023,0.04962071776390076,0.9537572264671326,0.002638782374560833
cardiotocography,CatBoost,1913,213,10,0.09417956272488785,0.19849788747300393,0.03733142092823982,0.9154929518699646,0.006656522862613201
cardiotocography,ExtraTrees,1913,213,10,0.8391942925083188,2.0172530315151733,4.622340202331543e-05,0.27230048179626465,0.0058272648602724075
cardiotocography,LightGBM,1913,213,10,0.06950851142548005,0.14916880369417487,0.03544085472822189,0.9436619877815247,0.006346284411847591
cardiotocography,LinearModel,1913,213,10,0.0930022363141312,0.16571828416370124,0.04949657618999481,0.9483568072319031,0.006519978865981102
cardiotocography,NeuralNetFastAI,1913,213,10,0.8391942925083188,2.0172530315151733,4.622340202331543e-05,0.27230048179626465,0.005695998668670654
cardiotocography,NeuralNetTorch,1913,213,10,0.8391942925083188,2.0172530315151733,4.622340202331543e-05,0.27230048179626465,0.005629414692521095
cardiotocography,RandomForest,1913,213,10,0.7681632512206493,1.7782257231926222,0.04595518112182617,0.3661971688270569,0.005767057649791241
cardiotocography,XGBoost,1913,213,10,0.08317378995049386,0.17509046746498433,0.022162102162837982,0.9061033129692078,0.006578800268471241
cmc,CatBoost,1325,148,3,0.5040867306249699,0.8496751008762986,0.058738771826028824,0.6013513803482056,0.001979159191250801
cmc,ExtraTrees,1325,148,3,0.5086205730115965,0.8616660496151476,0.06497553735971451,0.5945945978164673,0.002018885686993599
cmc,LightGBM,1325,148,3,0.5172384163380199,0.8666799086152068,0.09994778037071228,0.5337837934494019,0.0020851902663707733
cmc,LinearModel,1325,148,3,0.5253611681057564,0.8723692426657615,0.06622368097305298,0.587837815284729,0.002057288773357868
cmc,NeuralNetFastAI,1325,148,3,0.49970657332915347,0.8441633261096889,0.12414804846048355,0.6013513803482056,0.002034049481153488
cmc,NeuralNetTorch,1325,148,3,0.4947223352201794,0.8336772338901657,0.07069763541221619,0.6283783912658691,0.002013556659221649
cmc,RandomForest,1325,148,3,0.5050847799147652,0.8522882556597958,0.0648004561662674,0.6081081032752991,0.0020139887928962708
cmc,XGBoost,1325,148,3,0.5073833622557619,0.8608944549693323,0.10108189284801483,0.5608108043670654,0.0020045991986989975
cnae-9,CatBoost,972,108,9,0.11063131537321233,0.2438266570776143,0.04889693856239319,0.9074074029922485,0.004995997995138168
cnae-9,ExtraTrees,972,108,9,0.08365173483442025,0.19421575478233707,0.08920308947563171,0.9351851940155029,0.004917910322546959
cnae-9,LightGBM,972,108,9,0.09788260608455858,0.21089193137722642,0.05736534669995308,0.9259259104728699,0.005064090713858604
cnae-9,LinearModel,972,108,9,0.12036572511690237,0.26282156020112396,0.04637080058455467,0.8796296119689941,0.0050076087936758995
cnae-9,NeuralNetFastAI,972,108,9,0.12026824694112809,0.27461334184674546,0.05305889621376991,0.9074074029922485,0.004876657389104366
cnae-9,NeuralNetTorch,972,108,9,0.11622240707640287,0.2556327189767591,0.06571930646896362,0.9074074029922485,0.005062894895672798
cnae-9,RandomForest,972,108,9,0.10617095362514897,0.8472018958749318,0.070536307990551,0.9166666865348816,0.004955333657562733
cnae-9,XGBoost,972,108,9,0.09333608149531479,0.21818678968046054,0.031154613941907883,0.9166666865348816,0.005037141032516956
collins,CatBoost,900,100,30,0.8315419940172594,2.803013265357139,0.05718499422073364,0.25999999046325684,0.022386782802641392
collins,ExtraTrees,900,100,30,0.8645604356819081,2.2384145111282354,0.06511690467596054,0.2199999988079071,0.01566658541560173
collins,LightGBM,900,100,30,0.8375996468165716,2.813499856027488,0.09463943541049957,0.25,0.015813429839909077
collins,LinearModel,900,100,30,0.827773362799852,2.8311345288837226,0.13387832045555115,0.25999999046325684,0.01593033317476511
collins,NeuralNetFastAI,900,100,30,0.8362428419449317,2.164776470493251,0.10314461588859558,0.23999999463558197,0.015656759031116962
collins,NeuralNetTorch,900,100,30,0.8155133626954699,2.1104003357638117,0.12528221309185028,0.2199999988079071,0.015521724708378315
collins,RandomForest,900,100,30,0.8524893086432459,3.4973804206811927,0.05755050480365753,0.23000000417232513,0.015423494391143322
collins,XGBoost,900,100,30,0.8500218284106381,2.866786706459194,0.05710669979453087,0.23000000417232513,0.015360088087618351
connect-4,CatBoost,60801,6756,3,0.18295289790418734,0.3272917559371564,0.015463383868336678,0.8701894879341125,0.01935170218348503
connect-4,ExtraTrees,60801,6756,3,0.25351537721710865,0.4579031804432402,0.01614397019147873,0.8235642313957214,0.018456454388797283
connect-4,LightGBM,60801,6756,3,0.1824821957566169,0.32827568794691175,0.01278421189635992,0.8688573241233826,0.018302387557923794
connect-4,LinearModel,60801,6756,3,0.33649061812688386,0.5979017428974082,0.014102352783083916,0.759177029132843,0.01875942572951317
connect-4,NeuralNetFastAI,60801,6756,3,0.17191505248246333,0.30900544356528525,0.023933183401823044,0.8771462440490723,0.018471512012183666
connect-4,NeuralNetTorch,60801,6756,3,0.1798646135964488,0.32133623698236635,0.02429911121726036,0.8722617030143738,0.018445865251123905
connect-4,RandomForest,60801,6756,3,0.26330464240679397,0.4770169665413741,0.01705637015402317,0.8143872022628784,0.018504101783037186
connect-4,XGBoost,60801,6756,3,0.1829199334126665,0.3285643899527146,0.015209545381367207,0.8679692149162292,0.018559115007519722
dilbert,CatBoost,9000,1000,5,0.03201299512119709,0.06884718944261901,0.009400071576237679,0.9810000061988831,0.007265238091349602
dilbert,ExtraTrees,9000,1000,5,0.04857653019257241,0.09902815800146954,0.01668824441730976,0.9729999899864197,0.006982266902923584
dilbert,LightGBM,9000,1000,5,0.01814178060882216,0.04197158204319057,0.0115855373442173,0.9890000224113464,0.006907706148922443
dilbert,LinearModel,9000,1000,5,0.10404123133797029,0.20376380558572668,0.02079380489885807,0.9369999766349792,0.006809971295297146
dilbert,NeuralNetFastAI,9000,1000,5,0.03582199683627543,0.0769870727061977,0.027297593653202057,0.9819999933242798,0.007080401293933392
dilbert,NeuralNetTorch,9000,1000,5,0.03163114615601167,0.07169484499478081,0.02358979359269142,0.9879999756813049,0.007110861130058765
dilbert,RandomForest,9000,1000,5,0.07942713512261657,0.21687959455340083,0.016066307201981544,0.9559999704360962,0.007071753963828087
dilbert,XGBoost,9000,1000,5,0.02895092328634581,0.06281495571831223,0.0070679220370948315,0.9829999804496765,0.007294970564544201
dna,CatBoost,2867,319,3,0.08635049214532743,0.14817130353104455,0.029523972421884537,0.9341692924499512,0.002594512887299061
dna,ExtraTrees,2867,319,3,0.10897793225161662,0.18993037379836306,0.03946099057793617,0.92476487159729,0.0024779178202152252
dna,LightGBM,2867,319,3,0.08620197651584789,0.15220872434885022,0.03250186890363693,0.9341692924499512,0.002512650564312935
dna,LinearModel,2867,319,3,0.14290987008832137,0.2579695594428629,0.04697036370635033,0.9059560894966125,0.002366906963288784
dna,NeuralNetFastAI,2867,319,3,0.1003245583193873,0.37945144493582,0.035905107855796814,0.9341692924499512,0.00246382225304842
dna,NeuralNetTorch,2867,319,3,0.10173191065751419,0.3797636689732926,0.030398834496736526,0.931034505367279,0.0024573225528001785
dna,RandomForest,2867,319,3,0.10885947220400354,0.1973025856322353,0.032854318618774414,0.9184952974319458,0.002392832189798355
dna,XGBoost,2867,319,3,0.0893950297294371,0.15423530530641022,0.030429795384407043,0.9341692924499512,0.0025077154859900475
eucalyptus,CatBoost,662,74,5,0.40481857412091626,0.6677574963255437,0.11563940346240997,0.7027027010917664,0.0027234936133027077
eucalyptus,ExtraTrees,662,74,5,0.37679399096841115,0.6439439857289277,0.11880431324243546,0.7297297120094299,0.0027981363236904144
eucalyptus,LightGBM,662,74,5,0.3792930713418686,0.6527225292734129,0.12441036850214005,0.6756756901741028,0.0027149710804224014
eucalyptus,LinearModel,662,74,5,0.42325436631838204,0.7132788062446583,0.06876379251480103,0.6486486196517944,0.0026098396629095078
eucalyptus,NeuralNetFastAI,662,74,5,0.4075890398446977,0.6638591557643014,0.11383006721735,0.7027027010917664,0.00272931344807148
eucalyptus,NeuralNetTorch,662,74,5,0.40094164540915,0.643478990946332,0.0545007586479187,0.6756756901741028,0.002795594744384289
eucalyptus,RandomForest,662,74,5,0.395439823756677,0.682353120076354,0.11080658435821533,0.7027027010917664,0.0027008699253201485
eucalyptus,XGBoost,662,74,5,0.42275916326490914,1.5991384747823887,0.1345738172531128,0.6891891956329346,0.002717789262533188
eye_movements,CatBoost,9842,1094,3,0.35582821612718396,0.5997177594323554,0.017675450071692467,0.7340036630630493,0.004959664307534695
eye_movements,ExtraTrees,9842,1094,3,0.3170043859458049,0.5431300872679771,0.02939910814166069,0.7733089327812195,0.0047494592145085335
eye_movements,LightGBM,9842,1094,3,0.2844446572309857,0.490375079365116,0.0470178946852684,0.809872031211853,0.004772876389324665
eye_movements,LinearModel,9842,1094,3,0.5646310672690805,0.9215114350537487,0.02835206687450409,0.515539288520813,0.004953464493155479
eye_movements,NeuralNetFastAI,9842,1094,3,0.4333992070751799,0.7202769742959668,0.037520624697208405,0.6672760248184204,0.004858207888901234
eye_movements,NeuralNetTorch,9842,1094,3,0.4154948755415859,0.6916970611971934,0.06082289665937424,0.6864716410636902,0.004779462702572346
eye_movements,RandomForest,9842,1094,3,0.37842917631011586,0.6386006090623657,0.03805387392640114,0.7138939499855042,0.004752707667648792
eye_movements,XGBoost,9842,1094,3,0.3207547497731816,0.5499180826476078,0.03588173910975456,0.7723948955535889,0.004924457520246506
fabert,CatBoost,7413,824,7,0.3563481220492327,0.9449150664111751,0.05126388743519783,0.7293689250946045,0.009020304307341576
fabert,ExtraTrees,7413,824,7,0.3783746585889404,0.8156297129422346,0.06371226906776428,0.6929611563682556,0.008890648372471333
fabert,LightGBM,7413,824,7,0.36165558469844655,0.7927394332827202,0.04290452599525452,0.7245145440101624,0.008761350996792316
fabert,LinearModel,7413,824,7,0.485352978969239,1.0115258491186216,0.07794912904500961,0.6310679316520691,0.008884741924703121
fabert,NeuralNetFastAI,7413,824,7,0.39167250147340493,0.7892753473262932,0.033700790256261826,0.6953883767127991,0.008927044458687305
fabert,NeuralNetTorch,7413,824,7,0.4190816018825648,0.8434011301898664,0.061391592025756836,0.6856796145439148,0.00892878882586956
fabert,RandomForest,7413,824,7,0.3912404481651151,0.7703345907091977,0.0381886251270771,0.6905339956283569,0.008767914958298206
