dataset,model,cal_size,test_size,n_classes,Hist-quantile_brier,Hist-quantile_logloss,Hist-quantile_ece-15,Hist-quantile_accuracy,Hist-quantile_time
fabert,XGBoost,7413,824,7,0.369294859997502,0.8288879334741334,0.061619341373443604,0.719660222530365,0.00878339633345604
first-order-theorem-proving,CatBoost,5506,612,6,0.5077743797715438,1.1479099803707036,0.07098724693059921,0.6094771027565002,0.006442159414291382
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5155442190542323,1.056311559623661,0.0675930306315422,0.5947712659835815,0.0064924368634819984
first-order-theorem-proving,LightGBM,5506,612,6,0.5143433929283397,1.0563352602450875,0.05155231058597565,0.601307213306427,0.006471870467066765
first-order-theorem-proving,LinearModel,5506,612,6,0.6448816832659574,1.3708165981598808,0.045023754239082336,0.49346405267715454,0.006522961892187595
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5584198148275932,1.160458521074204,0.063060462474823,0.5735294222831726,0.006539512425661087
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5513160076269812,1.2458048770726147,0.046174436807632446,0.5604575276374817,0.006575462408363819
first-order-theorem-proving,RandomForest,5506,612,6,0.5063858770637926,1.0381490031874807,0.038853105157613754,0.6062091588973999,0.006540192291140556
first-order-theorem-proving,XGBoost,5506,612,6,0.5064477336275193,1.0385916514426343,0.037583209574222565,0.6094771027565002,0.006498642265796661
har,CatBoost,9269,1030,6,0.08568557248391732,0.12786841878260238,0.004711471498012543,0.9233009815216064,0.008330819196999073
har,ExtraTrees,9269,1030,6,0.09512758456572155,0.14605371954452506,0.011523352935910225,0.9135922193527222,0.007435942068696022
har,LightGBM,9269,1030,6,0.09241992665621454,0.13709238696419976,0.008553418330848217,0.9184466004371643,0.008155825547873974
har,LinearModel,9269,1030,6,0.0829526260935276,0.12671016277519193,0.013095730915665627,0.9320388436317444,0.008066859096288681
har,NeuralNetFastAI,9269,1030,6,0.09168282220560273,0.15174844441512392,0.016262676566839218,0.9252427220344543,0.00787168089300394
har,NeuralNetTorch,9269,1030,6,0.11209515553070527,0.17145009061554614,0.018326984718441963,0.8970873951911926,0.008203080855309963
har,RandomForest,9269,1030,6,0.1383437016766493,0.23661260290300054,0.08424587547779083,0.9339805841445923,0.007413879968225956
har,XGBoost,9269,1030,6,0.07799528607005526,0.11733897668367589,0.006067390087991953,0.9320388436317444,0.008767678402364254
isolet,CatBoost,7017,780,26,0.43658507021920684,0.7615980224000589,0.07473026216030121,0.5653846263885498,0.030840937979519367
isolet,ExtraTrees,7017,780,26,0.42312315857856864,0.7500176363101687,0.0338069349527359,0.5525640845298767,0.030415745452046394
isolet,LightGBM,7017,780,26,0.2807864468001706,0.5473320202469882,0.018158771097660065,0.721794843673706,0.031517140567302704
isolet,LinearModel,7017,780,26,0.4196215795411549,0.74888127916088,0.021565083414316177,0.5641025900840759,0.030882181599736214
isolet,NeuralNetFastAI,7017,780,26,0.37214987085474344,0.7066204767516034,0.02033383771777153,0.6320512890815735,0.03130157571285963
isolet,NeuralNetTorch,7017,780,26,0.41246488601711107,0.7636084395983933,0.026584181934595108,0.5653846263885498,0.031228660605847836
isolet,RandomForest,7017,780,26,0.40469768998201705,0.7560990168096022,0.02917584590613842,0.5692307949066162,0.03019358217716217
isolet,XGBoost,7017,780,26,0.2552695167255398,0.4960288051611957,0.018887637183070183,0.7474358677864075,0.031613726168870926
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.16269396991895715,0.24600347513891813,0.02342585287988186,0.8609995245933533,0.013215581886470318
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.17434868289651542,0.27727753299349217,0.01896579936146736,0.8498438000679016,0.012945488095283508
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.1444573292683077,0.21546359997513342,0.02621431276202202,0.872378408908844,0.012894752435386181
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.42702376249734153,0.7166072422937263,0.02807999961078167,0.6827309131622314,0.013585645705461502
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.12021956551322363,0.17907504537568716,0.015934957191348076,0.906068742275238,0.014058944769203663
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.04007858224044545,0.07690409663512796,0.015123717486858368,0.9761267304420471,0.012268656864762306
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.18104160785766504,0.2882314089358277,0.01827099174261093,0.845381498336792,0.01228466909378767
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.1453651106925143,0.21612697140524326,0.021691424772143364,0.8777331709861755,0.012783149257302284
kr-vs-k,CatBoost,25250,2806,18,0.23707283886714783,0.48075832393481277,0.035599127411842346,0.8157519698143005,0.0543266199529171
kr-vs-k,ExtraTrees,25250,2806,18,0.2678880482808318,0.598792653103869,0.07496210932731628,0.8139700889587402,0.051944478414952755
kr-vs-k,LightGBM,25250,2806,18,0.23643039126977694,0.4551923332424003,0.058062124997377396,0.8168210983276367,0.05283606890588999
kr-vs-k,LinearModel,25250,2806,18,0.8002889892537423,1.8665821045284439,0.019685126841068268,0.3143264353275299,0.05475365277379751
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.25451721162551555,0.49412148359251445,0.07029794901609421,0.8054169416427612,0.05542977526783943
kr-vs-k,NeuralNetTorch,25250,2806,18,0.23949499421587736,0.44785482729802384,0.07144571840763092,0.8203848600387573,0.052663073875010014
kr-vs-k,RandomForest,25250,2806,18,0.2556107127199922,0.5663891927644329,0.06270915269851685,0.825730562210083,0.05059725604951382
kr-vs-k,XGBoost,25250,2806,18,0.22528441631306775,0.43361858834031636,0.04961179941892624,0.825374186038971,0.054108754731714725
led24,CatBoost,2880,320,10,0.4243541226311784,0.8934387388324245,0.06305982917547226,0.6968749761581421,0.007816940546035767
led24,ExtraTrees,2880,320,10,0.4060833040468216,1.242908136756936,0.05950600653886795,0.7093750238418579,0.007675858214497566
led24,LightGBM,2880,320,10,0.4248498531480857,1.0905102782689566,0.06907018274068832,0.690625011920929,0.007736450992524624
led24,LinearModel,2880,320,10,0.42551776069014535,0.8767572526440051,0.07574176788330078,0.690625011920929,0.007687397301197052
led24,NeuralNetFastAI,2880,320,10,0.3950355109463195,0.8326897814032834,0.05768835172057152,0.7281249761581421,0.007654665037989616
led24,NeuralNetTorch,2880,320,10,0.3994055579499095,0.8308597061855778,0.055264510214328766,0.7093750238418579,0.007741021923720837
led24,RandomForest,2880,320,10,0.40102862434016806,1.0339946437705247,0.07891374081373215,0.699999988079071,0.007793480530381203
led24,XGBoost,2880,320,10,0.4180476794719302,1.086995091829801,0.06909765303134918,0.6937500238418579,0.007684129290282726
letter,CatBoost,18000,2000,26,0.3011938326222624,0.605433960321652,0.013454076834022999,0.7014999985694885,0.06246339716017246
letter,ExtraTrees,18000,2000,26,0.3131376931913556,0.5949267393304459,0.014794297516345978,0.690500020980835,0.058179267682135105
letter,LightGBM,18000,2000,26,0.22260375932328605,0.472533621141619,0.007151310332119465,0.7789999842643738,0.06189163960516453
letter,LinearModel,18000,2000,26,0.5037620294400793,1.1389404215129426,0.052127256989479065,0.5235000252723694,0.060718193650245667
letter,NeuralNetFastAI,18000,2000,26,0.3798569278732172,0.7088074335003205,0.012772955931723118,0.6184999942779541,0.0589486388489604
letter,NeuralNetTorch,18000,2000,26,0.43991676245543204,0.8155566340946723,0.03256611526012421,0.5580000281333923,0.05997089296579361
letter,RandomForest,18000,2000,26,0.299662603318858,0.5764773377384285,0.010927592404186726,0.7020000219345093,0.05609527137130499
letter,XGBoost,18000,2000,26,0.27458975207426833,0.5387790442573221,0.01039197389036417,0.7264999747276306,0.062179459258913994
mfeat-factors,CatBoost,1800,200,10,0.05418479592224133,0.14488794280005496,0.0245404914021492,0.9599999785423279,0.006450941786170006
mfeat-factors,ExtraTrees,1800,200,10,0.05059669114117486,0.1281271714327617,0.02487531676888466,0.9700000286102295,0.006373072974383831
mfeat-factors,LightGBM,1800,200,10,0.04298342392018625,0.12811141926085243,0.028874477371573448,0.9750000238418579,0.006486809812486172
mfeat-factors,LinearModel,1800,200,10,0.039077704786681176,0.10252747478071514,0.018825257197022438,0.9800000190734863,0.006447222083806992
mfeat-factors,NeuralNetFastAI,1800,200,10,0.038490096676086535,0.10701209932746952,0.02032000944018364,0.9750000238418579,0.0065954020246863365
mfeat-factors,NeuralNetTorch,1800,200,10,0.030280262412039224,0.08968566722825896,0.01352162566035986,0.9800000190734863,0.006572345271706581
mfeat-factors,RandomForest,1800,200,10,0.04791737420627478,0.12365206221854956,0.031229600310325623,0.9649999737739563,0.006802065297961235
mfeat-factors,XGBoost,1800,200,10,0.05269301753966124,0.13991651823902646,0.03307279199361801,0.9599999785423279,0.006415831856429577
micro-mass,CatBoost,513,58,20,0.21512661591694482,0.3635256704814398,0.09115028381347656,0.8103448152542114,0.009728381410241127
micro-mass,ExtraTrees,513,58,20,0.3514174631739533,0.5436372881467965,0.07896669954061508,0.7241379022598267,0.009517700411379337
micro-mass,LightGBM,513,58,20,0.16798529049457256,0.3014577792045602,0.1092350035905838,0.8620689511299133,0.009520310908555984
micro-mass,LinearModel,513,58,20,0.22244529628704865,0.3552009917260488,0.1159648522734642,0.7586206793785095,0.009766771458089352
micro-mass,NeuralNetFastAI,513,58,20,0.32259679119813417,0.6087287345403977,0.10905223339796066,0.6551724076271057,0.009740925393998623
micro-mass,NeuralNetTorch,513,58,20,0.25031165270670536,0.4018033470237037,0.08000189810991287,0.7586206793785095,0.009869019500911236
micro-mass,RandomForest,513,58,20,0.3118333352450628,0.49198949460595154,0.062414661049842834,0.7586206793785095,0.009749474003911018
micro-mass,XGBoost,513,58,20,0.21338175109980576,0.4252320615686039,0.10281698405742645,0.7931034564971924,0.009693917818367481
microaggregation2,CatBoost,18000,2000,5,0.4862940611911186,0.9152752282970257,0.023192577064037323,0.6324999928474426,0.01376437023282051
microaggregation2,ExtraTrees,18000,2000,5,0.49763434206931106,0.9425738010242556,0.03258868306875229,0.6225000023841858,0.012207530438899994
microaggregation2,LightGBM,18000,2000,5,0.4842318340556307,0.9083446661088659,0.03781379014253616,0.6355000138282776,0.012091826647520065
microaggregation2,LinearModel,18000,2000,5,0.552467636106451,1.0429408666584026,0.03257265314459801,0.578000009059906,0.012349291704595089
microaggregation2,NeuralNetFastAI,18000,2000,5,0.46252090082775604,0.8728674664753122,0.02364177070558071,0.6539999842643738,0.012434887699782848
microaggregation2,NeuralNetTorch,18000,2000,5,0.47261839031606856,0.887330715853769,0.03412671387195587,0.6395000219345093,0.012187009677290916
microaggregation2,RandomForest,18000,2000,5,0.4990286605816037,0.9459976887461607,0.023154843598604202,0.6240000128746033,0.012193669565021992
microaggregation2,XGBoost,18000,2000,5,0.4859409873790939,0.9141883045159528,0.026166219264268875,0.6299999952316284,0.012385153211653233
okcupid-stem,CatBoost,45710,5079,3,0.3378407971904141,0.5662275232033616,0.014743643812835217,0.7637330293655396,0.01520672719925642
okcupid-stem,ExtraTrees,45710,5079,3,0.35679195180337997,0.5927603733366343,0.013024107553064823,0.7456192374229431,0.01504574529826641
okcupid-stem,LightGBM,45710,5079,3,0.3419862463837333,0.569635615665245,0.01623503863811493,0.7554636597633362,0.014817417599260807
okcupid-stem,LinearModel,45710,5079,3,0.34722973244681554,0.5797676973160123,0.026150336489081383,0.7517227530479431,0.014794568531215191
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.34518916300218255,0.5750750371825656,0.02047578990459442,0.7554636597633362,0.015210822224617004
okcupid-stem,NeuralNetTorch,45710,5079,3,0.3391401094585704,0.5676119886439955,0.013987699523568153,0.7621579170227051,0.014998077414929867
okcupid-stem,RandomForest,45710,5079,3,0.3574440887926857,0.5932960449315361,0.008239559829235077,0.7426658868789673,0.015168001875281334
okcupid-stem,XGBoost,45710,5079,3,0.34048369426013353,0.5694021411273625,0.014804108999669552,0.7605828046798706,0.015012575313448906
optdigits,CatBoost,5058,562,10,0.023893735700911276,0.06624532653385679,0.0059161679819226265,0.9875444769859314,0.010186512023210526
optdigits,ExtraTrees,5058,562,10,0.02920750279812951,0.07285173419929165,0.011609826236963272,0.9804270267486572,0.009699520654976368
optdigits,LightGBM,5058,562,10,0.02360286066727122,0.06795769112432425,0.01004886906594038,0.9893238544464111,0.009901360608637333
optdigits,LinearModel,5058,562,10,0.06412834885843474,0.14438954783408983,0.005688713863492012,0.9626334309577942,0.010291771031916142
optdigits,NeuralNetFastAI,5058,562,10,0.0292711011459284,0.0814994246920542,0.009983948431909084,0.9839857816696167,0.01017063856124878
optdigits,NeuralNetTorch,5058,562,10,0.01833630675685643,0.05700679068766748,0.018133649602532387,0.9875444769859314,0.010047095827758312
optdigits,RandomForest,5058,562,10,0.04580589719630392,0.1031961107297473,0.010821695439517498,0.9715302586555481,0.009649734944105148
optdigits,XGBoost,5058,562,10,0.035958882541704366,0.09018283994481259,0.01190020702779293,0.9804270267486572,0.010037316009402275
page-blocks,CatBoost,4925,548,5,0.07301461676792462,0.2668270603550428,0.02844320982694626,0.9580292105674744,0.0050879791378974915
page-blocks,ExtraTrees,4925,548,5,0.06824417561398685,0.3742919790780132,0.032225459814071655,0.9635036587715149,0.004557247273623943
page-blocks,LightGBM,4925,548,5,0.07635738665836064,0.2629061391088249,0.036730825901031494,0.9543795585632324,0.005154185928404331
page-blocks,LinearModel,4925,548,5,0.07871791278052458,0.2763502417070393,0.05398452654480934,0.9616788029670715,0.00520673394203186
page-blocks,NeuralNetFastAI,4925,548,5,0.08617282044407641,0.2923325594329608,0.04278574883937836,0.9507299065589905,0.005245845764875412
page-blocks,NeuralNetTorch,4925,548,5,0.06888552092030274,0.2581921496079937,0.03638727217912674,0.9671533107757568,0.005233965814113617
page-blocks,RandomForest,4925,548,5,0.07616459001938412,0.16262261272106757,0.034172896295785904,0.9616788029670715,0.004357089288532734
page-blocks,XGBoost,4925,548,5,0.07249088435581995,0.14687216153729463,0.02598831057548523,0.9580292105674744,0.0051915617659688
pendigits,CatBoost,9892,1100,10,0.028349130001545392,0.06763605618498912,0.017115518450737,0.9772727489471436,0.014920859597623348
pendigits,ExtraTrees,9892,1100,10,0.028981821334982904,0.06443376736807285,0.018524685874581337,0.9781818389892578,0.013428645208477974
pendigits,LightGBM,9892,1100,10,0.027750816812223453,0.06923002458572124,0.021290628239512444,0.9781818389892578,0.014985750429332256
pendigits,LinearModel,9892,1100,10,0.08095325193691323,0.18235719100666317,0.01774332858622074,0.9454545378684998,0.014321812428534031
pendigits,NeuralNetFastAI,9892,1100,10,0.03794068420657503,0.08587357830356178,0.018234292045235634,0.971818208694458,0.015291462652385235
pendigits,NeuralNetTorch,9892,1100,10,0.04378984387260335,0.09745295928352471,0.02785164676606655,0.9681817889213562,0.015019203536212444
pendigits,RandomForest,9892,1100,10,0.033984126126800955,0.0778745396057731,0.01731286570429802,0.9736363887786865,0.012709219940006733
pendigits,XGBoost,9892,1100,10,0.025508552174303582,0.06544958053623162,0.013240300118923187,0.9809091091156006,0.0151990856975317
robert,CatBoost,9000,1000,10,0.6080352118747006,1.3449107888682543,0.04872342199087143,0.5299999713897705,0.014250168576836586
robert,ExtraTrees,9000,1000,10,0.683740310540831,1.5592904244393477,0.055845629423856735,0.46000000834465027,0.014395873993635178
robert,LightGBM,9000,1000,10,0.580691758945372,1.2733804666728117,0.0533602312207222,0.5509999990463257,0.014447689987719059
robert,LinearModel,9000,1000,10,0.7790432050771507,1.8466951990188845,0.06865375488996506,0.36800000071525574,0.014366487972438335
robert,NeuralNetFastAI,9000,1000,10,0.6664247870073866,1.4940466066427158,0.04298804700374603,0.47099998593330383,0.014536366797983646
robert,NeuralNetTorch,9000,1000,10,0.6616262182471625,1.489290179275358,0.057151347398757935,0.47099998593330383,0.01432272233068943
robert,RandomForest,9000,1000,10,0.6885312640319089,1.5745809122661292,0.05294572934508324,0.4449999928474426,0.014406157657504082
robert,XGBoost,9000,1000,10,0.620064124017852,1.3767580162097866,0.0645059272646904,0.5180000066757202,0.014476443640887737
satimage,CatBoost,5787,643,6,0.13898773599053316,0.2545040114491835,0.038874100893735886,0.914463460445404,0.006725812330842018
satimage,ExtraTrees,5787,643,6,0.14585593074672346,0.26608501133394324,0.03587186336517334,0.9066873788833618,0.006118664517998695
satimage,LightGBM,5787,643,6,0.13913327585338564,0.3504096718663037,0.030112043023109436,0.9160186648368835,0.006465143524110317
satimage,LinearModel,5787,643,6,0.20414045382059037,0.4652931408519561,0.052624963223934174,0.8506998419761658,0.006560467183589935
satimage,NeuralNetFastAI,5787,643,6,0.13801181561489376,0.24730654239724012,0.033257607370615005,0.9066873788833618,0.00640502106398344
satimage,NeuralNetTorch,5787,643,6,0.14308988211598594,0.2554809366793467,0.043671198189258575,0.9051321744918823,0.006380518898367882
satimage,RandomForest,5787,643,6,0.14915746567008048,0.2787981543614729,0.0302572064101696,0.9035769701004028,0.006177598610520363
satimage,XGBoost,5787,643,6,0.14049744532829145,0.3611461626871108,0.027727726846933365,0.9129082560539246,0.006554421968758106
segment,CatBoost,2079,231,7,0.13422637105211355,0.23438006175846374,0.060009751468896866,0.9047619104385376,0.004993901588022709
segment,ExtraTrees,2079,231,7,0.1379321722845353,0.54097751253963,0.05647910386323929,0.8917748928070068,0.004574446007609367
segment,LightGBM,2079,231,7,0.09831970167488324,0.18747419540741425,0.040767062455415726,0.9220778942108154,0.004840475507080555
segment,LinearModel,2079,231,7,0.12323625058616221,0.49649272248677384,0.08239074051380157,0.9350649118423462,0.0046714190393686295
segment,NeuralNetFastAI,2079,231,7,0.13508159506908568,0.2413642683278595,0.044036440551280975,0.8787878751754761,0.0048308297991752625
segment,NeuralNetTorch,2079,231,7,0.1372522001769716,0.2401433533392631,0.10307947546243668,0.939393937587738,0.004654907621443272
segment,RandomForest,2079,231,7,0.15994602141344821,0.3276331867353262,0.05837149918079376,0.8571428656578064,0.004422282800078392
segment,XGBoost,2079,231,7,0.09583661110460244,0.19773647339761116,0.03394933417439461,0.939393937587738,0.0047437213361263275
semeion,CatBoost,1433,160,10,0.097554954831416,0.22504474288869716,0.028745820745825768,0.9437500238418579,0.006180306896567345
semeion,ExtraTrees,1433,160,10,0.15131047360395936,0.76172004255502,0.06641335040330887,0.893750011920929,0.006236081011593342
semeion,LightGBM,1433,160,10,0.14443576510857653,0.3420837306603384,0.02844756655395031,0.90625,0.006088895723223686
semeion,LinearModel,1433,160,10,0.14474439263033784,0.317640266053275,0.05710139125585556,0.893750011920929,0.006029075942933559
semeion,NeuralNetFastAI,1433,160,10,0.12565136982972822,0.3185785161581365,0.02933306060731411,0.925000011920929,0.006159589625895023
semeion,NeuralNetTorch,1433,160,10,0.12624880279129508,0.31395948128775986,0.033949632197618484,0.925000011920929,0.006079371087253094
semeion,RandomForest,1433,160,10,0.1565508392026471,1.1807078906271393,0.059008773416280746,0.893750011920929,0.006111900322139263
semeion,XGBoost,1433,160,10,0.15196269607651297,0.3398081271271661,0.024686619639396667,0.90625,0.00608841422945261
soybean,CatBoost,614,69,19,0.2499164514181297,0.4565673552457378,0.09191547334194183,0.7971014380455017,0.009757466614246368
soybean,ExtraTrees,614,69,19,0.3265421868060486,0.6513055976943015,0.15134792029857635,0.7681159377098083,0.009057064540684223
soybean,LightGBM,614,69,19,0.26308914324975724,0.5021634058540093,0.1252106875181198,0.8115941882133484,0.009309317916631699
soybean,LinearModel,614,69,19,0.38080609529365117,0.7306616970134331,0.062282733619213104,0.6811594367027283,0.009463340044021606
soybean,NeuralNetFastAI,614,69,19,0.30324775242451124,0.5985817114960518,0.1357021927833557,0.7681159377098083,0.009383820928633213
soybean,NeuralNetTorch,614,69,19,0.344570341868069,0.7934762203534197,0.1353195309638977,0.7101449370384216,0.009330579079687595
soybean,RandomForest,614,69,19,0.3517298324510299,0.7136574818786047,0.14092276990413666,0.6811594367027283,0.009337058290839195
soybean,XGBoost,614,69,19,0.2599068859494539,0.487129100515097,0.10351281613111496,0.7681159377098083,0.009549223817884922
splice,CatBoost,2871,319,3,0.08870063541876273,0.15171445528083732,0.02910039573907852,0.9373040795326233,0.0025032851845026016
splice,ExtraTrees,2871,319,3,0.110568908456628,0.1948986416802001,0.05621916800737381,0.9278996586799622,0.002520202659070492
splice,LightGBM,2871,319,3,0.09747737122978747,0.1665969181333273,0.02188647724688053,0.92476487159729,0.0025395555421710014
splice,LinearModel,2871,319,3,0.11898866132039781,0.2217123060125565,0.04679139330983162,0.92476487159729,0.002491678111255169
splice,NeuralNetFastAI,2871,319,3,0.09784241230628135,0.1719868439583572,0.0334090031683445,0.9278996586799622,0.0025110021233558655
splice,NeuralNetTorch,2871,319,3,0.09194424574733806,0.1617444416619362,0.02827325649559498,0.9373040795326233,0.002446756698191166
splice,RandomForest,2871,319,3,0.0974983700074048,0.17093672636907498,0.04354467615485191,0.9341692924499512,0.0025557000190019608
splice,XGBoost,2871,319,3,0.0897963745437903,0.15568314616390191,0.02693643420934677,0.9341692924499512,0.002473309636116028
steel-plates-fault,CatBoost,1746,195,7,0.25495364975321466,0.8140461925025598,0.06863011419773102,0.8153846263885498,0.004594581201672554
steel-plates-fault,ExtraTrees,1746,195,7,0.27373323037525304,0.827823190074544,0.05749882012605667,0.7948718070983887,0.004568694159388542
steel-plates-fault,LightGBM,1746,195,7,0.26872489892007373,1.1833996266822795,0.051537055522203445,0.8102564215660095,0.004621849395334721
steel-plates-fault,LinearModel,1746,195,7,0.3704842622785758,1.027824733951514,0.05545833334326744,0.7384615540504456,0.0046594589948654175
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.31880422273816583,0.9400984795510242,0.11297578364610672,0.7794871926307678,0.004575424827635288
steel-plates-fault,NeuralNetTorch,1746,195,7,0.3467084875247179,0.6312939939423264,0.04578831046819687,0.728205144405365,0.004592290148139
steel-plates-fault,RandomForest,1746,195,7,0.2730217419732411,0.5208795844573354,0.05180952697992325,0.8051282167434692,0.004538504406809807
steel-plates-fault,XGBoost,1746,195,7,0.2685995857351828,1.5088330012504922,0.06565298140048981,0.7846153974533081,0.004699856974184513
synthetic_control,CatBoost,540,60,6,0.07083333333333333,0.10397207708399178,0.02916669100522995,0.8999999761581421,0.0031513627618551254
synthetic_control,ExtraTrees,540,60,6,0.09444444444444446,0.13383473490445938,0.022222239524126053,0.8833333253860474,0.0030982932075858116
synthetic_control,LightGBM,540,60,6,0.0845,0.12403829048942408,0.027500025928020477,0.8999999761581421,0.003125305287539959
synthetic_control,LinearModel,540,60,6,0.09176179770005495,0.13317361711162026,0.0227646641433239,0.8999999761581421,0.003104417584836483
synthetic_control,NeuralNetFastAI,540,60,6,0.08346141522013645,0.12466887704699113,0.01969597488641739,0.8999999761581421,0.0030800672248005867
synthetic_control,NeuralNetTorch,540,60,6,0.26241936415797423,0.4120349670998601,0.05420716106891632,0.7166666388511658,0.003025110810995102
synthetic_control,RandomForest,540,60,6,0.10829793665902127,0.16094642479541707,0.0282007846981287,0.9166666865348816,0.003059789538383484
synthetic_control,XGBoost,540,60,6,0.07777777777777778,0.12228228189512695,0.04444451630115509,0.949999988079071,0.003130868077278137
texture,CatBoost,4950,550,11,0.04163400076056708,0.06300035691976849,0.01303364709019661,0.9490908980369568,0.010634764097630978
texture,ExtraTrees,4950,550,11,0.056800540630449176,0.09024940158462225,0.015465039759874344,0.9327272772789001,0.010042207315564156
texture,LightGBM,4950,550,11,0.036664988518236984,0.053605414007968616,0.012653874233365059,0.9745454788208008,0.010264943353831768
texture,LinearModel,4950,550,11,0.0492001445050171,0.07406948124317363,0.005750697571784258,0.9454545378684998,0.009748788550496101
texture,NeuralNetFastAI,4950,550,11,0.045848484848484854,0.07005397918597264,0.015545574948191643,0.9636363387107849,0.009943393059074879
texture,NeuralNetTorch,4950,550,11,0.04728571428571429,0.07345206847309843,0.00819492619484663,0.9545454382896423,0.010908083990216255
texture,RandomForest,4950,550,11,0.05262749270726675,0.08886830572389894,0.024303961545228958,0.9309090971946716,0.009905245155096054
texture,XGBoost,4950,550,11,0.042003757369332845,0.0736369776714879,0.012512881308794022,0.9472727179527283,0.010875380598008633
vehicle,CatBoost,761,85,4,0.26916094041831606,0.43336397450456027,0.06922918558120728,0.8235294222831726,0.0022375667467713356
vehicle,ExtraTrees,761,85,4,0.27870650838998445,2.000903094185385,0.050661712884902954,0.7647058963775635,0.0022564204409718513
vehicle,LightGBM,761,85,4,0.27603581098856805,0.4399142197319544,0.09825154393911362,0.800000011920929,0.002186276949942112
vehicle,LinearModel,761,85,4,0.2289399693031318,0.36592374677710915,0.05004635825753212,0.8235294222831726,0.0022573359310626984
vehicle,NeuralNetFastAI,761,85,4,0.23559842381587992,1.1597824440404458,0.05005715787410736,0.8352941274642944,0.0022672414779663086
vehicle,NeuralNetTorch,761,85,4,0.19709491862958975,0.3405656077833264,0.0633898600935936,0.8470588326454163,0.002205958589911461
vehicle,RandomForest,761,85,4,0.26922562169542186,0.4635122822726275,0.090320885181427,0.7647058963775635,0.002187381498515606
vehicle,XGBoost,761,85,4,0.2878197628584446,0.46616631152261234,0.08450654149055481,0.8117647171020508,0.0022662756964564323
volcanoes-a2,CatBoost,1460,163,5,0.12066731674403534,0.25349298134330334,0.03663964569568634,0.907975435256958,0.0032380810007452965
volcanoes-a2,ExtraTrees,1460,163,5,0.12368671142789454,0.2611449352970101,0.035791974514722824,0.907975435256958,0.0032936716452240944
volcanoes-a2,LightGBM,1460,163,5,0.12294718512007785,0.2690883608613712,0.06212107464671135,0.907975435256958,0.0032326020300388336
volcanoes-a2,LinearModel,1460,163,5,0.12539288276544608,0.2738558651528127,0.039869386702775955,0.907975435256958,0.0033079469576478004
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.12371878393790486,0.2641618701853519,0.04218173772096634,0.907975435256958,0.0031940657645463943
volcanoes-a2,NeuralNetTorch,1460,163,5,0.12908153314726975,0.2827271913043048,0.02158151939511299,0.907975435256958,0.003192869946360588
volcanoes-a2,RandomForest,1460,163,5,0.12098737236424423,0.26300742786978293,0.03966497257351875,0.907975435256958,0.003291277214884758
volcanoes-a2,XGBoost,1460,163,5,0.12671247773431968,0.27944917216745296,0.06473567336797714,0.907975435256958,0.0032113930210471153
volcanoes-a3,CatBoost,1368,153,5,0.14503342213722908,0.313652785786793,0.04015709087252617,0.8954248428344727,0.0031634513288736343
volcanoes-a3,ExtraTrees,1368,153,5,0.14688049719601448,0.31876821875685885,0.03605980426073074,0.8954248428344727,0.0031601544469594955
volcanoes-a3,LightGBM,1368,153,5,0.1376103235274867,0.2967849164066927,0.0433865487575531,0.8954248428344727,0.0031454944983124733
volcanoes-a3,LinearModel,1368,153,5,0.14363031287325556,0.7360121449008333,0.02800605073571205,0.8954248428344727,0.003236028365790844
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.14535174441403975,0.3146119620168381,0.01911967806518078,0.8954248428344727,0.0031338855624198914
volcanoes-a3,NeuralNetTorch,1368,153,5,0.13958550503083494,0.3137608383610803,0.030719365924596786,0.8954248428344727,0.0031866803765296936
volcanoes-a3,RandomForest,1368,153,5,0.1382940965002625,0.3076476135610586,0.04716454818844795,0.8954248428344727,0.0031117750331759453
volcanoes-a3,XGBoost,1368,153,5,0.14212981735036426,0.3146623937780641,0.03574991598725319,0.8954248428344727,0.003032425418496132
volcanoes-a4,CatBoost,1363,152,5,0.13474011063728936,0.7301660518236408,0.027587231248617172,0.9013158082962036,0.0032773781567811966
volcanoes-a4,ExtraTrees,1363,152,5,0.1315934068915185,0.2939062033157303,0.027704160660505295,0.9013158082962036,0.003148474730551243
volcanoes-a4,LightGBM,1363,152,5,0.13771900700727624,0.7372378517504993,0.04430181905627251,0.9013158082962036,0.0032061589881777763
