dataset,model,cal_size,test_size,n_classes,Isotonic_brier,Isotonic_logloss,Isotonic_ece-15,Isotonic_accuracy,Isotonic_time
car,LinearModel,1555,173,4,0.07813156488002838,0.120006076206389,0.047061771154403687,0.9248554706573486,0.009067545644938946
car,NeuralNetFastAI,1555,173,4,0.00010892227416498531,0.0005902059967080281,0.0005611346568912268,1.0,0.009089956991374493
car,NeuralNetTorch,1555,173,4,0.0001576381210748036,0.0009126205075520471,0.0008699136087670922,1.0,0.009207065217196941
car,RandomForest,1555,173,4,0.03322625028736922,0.06392090602348137,0.01705137826502323,0.9826589822769165,0.008635412901639938
car,XGBoost,1555,173,4,0.0,0.0,5.960464477539063e-08,1.0,0.008821741677820683
cardiotocography,CatBoost,1913,213,10,0.0,0.0,5.960464477539063e-08,1.0,0.014100246131420135
cardiotocography,ExtraTrees,1913,213,10,0.0,0.0,5.960464477539063e-08,1.0,0.013314547948539257
cardiotocography,LightGBM,1913,213,10,3.785023113247394e-12,1.3100902199289757e-06,2.384185791015625e-07,1.0,0.015282182022929192
cardiotocography,LinearModel,1913,213,10,0.0,0.0,5.960464477539063e-08,1.0,0.01384546235203743
cardiotocography,NeuralNetFastAI,1913,213,10,0.00013339686806201117,0.0006045737577649611,0.000568406714592129,1.0,0.012632054276764393
cardiotocography,NeuralNetTorch,1913,213,10,0.0,0.0,5.960464477539063e-08,1.0,0.012734251096844673
cardiotocography,RandomForest,1913,213,10,5.688689125605237e-29,6.671762777089906e-16,5.960464477539063e-08,1.0,0.013185985386371613
cardiotocography,XGBoost,1913,213,10,0.0,0.0,5.960464477539063e-08,1.0,0.013985973782837391
cmc,CatBoost,1325,148,3,0.5003462094223803,0.8384725956026511,0.07546312361955643,0.6013513803482056,0.0077731432393193245
cmc,ExtraTrees,1325,148,3,0.5038451711150966,0.850596992751985,0.05964682251214981,0.5945945978164673,0.007812204770743847
cmc,LightGBM,1325,148,3,0.5229147522249962,0.874095733207207,0.06394490599632263,0.5472972989082336,0.007769669406116009
cmc,LinearModel,1325,148,3,0.5253823352268867,0.8749331466111375,0.09098200500011444,0.6081081032752991,0.008046998642385006
cmc,NeuralNetFastAI,1325,148,3,0.5010951796240902,0.8407459432221452,0.0787322148680687,0.6081081032752991,0.008552590385079384
cmc,NeuralNetTorch,1325,148,3,0.4982375021525278,0.8382533932143725,0.09427684545516968,0.6283783912658691,0.008448377251625061
cmc,RandomForest,1325,148,3,0.5033914406508722,0.8422652716981106,0.07122635841369629,0.6148648858070374,0.007927294820547104
cmc,XGBoost,1325,148,3,0.5022932378280072,0.850322375908188,0.10284740477800369,0.5608108043670654,0.007926481775939465
cnae-9,CatBoost,972,108,9,0.06863471078524146,0.938442007299444,0.032660506665706635,0.9629629850387573,0.011775597929954529
cnae-9,ExtraTrees,972,108,9,0.0634052253728078,0.13667767192215147,0.028972184285521507,0.9629629850387573,0.012155487202107906
cnae-9,LightGBM,972,108,9,0.052849335073091135,0.12105068858237068,0.04351389408111572,0.9629629850387573,0.012099266052246094
cnae-9,LinearModel,972,108,9,0.05558824275671959,0.9004957821734372,0.03635521978139877,0.9629629850387573,0.011622912250459194
cnae-9,NeuralNetFastAI,972,108,9,0.04834978484009521,0.0992604398800191,0.036893509328365326,0.9629629850387573,0.01160136517137289
cnae-9,NeuralNetTorch,972,108,9,0.05894547070917343,0.12684089879744762,0.03842460736632347,0.9629629850387573,0.011507569812238216
cnae-9,RandomForest,972,108,9,0.07279104726190659,0.9242063929204627,0.04868587851524353,0.9537037014961243,0.012074223719537258
cnae-9,XGBoost,972,108,9,0.08472900111936088,0.18147046107012096,0.03554835170507431,0.9351851940155029,0.011890034191310406
collins,CatBoost,900,100,30,0.8105475634574489,2.0811277920852644,0.07751554250717163,0.30000001192092896,0.026467611081898212
collins,ExtraTrees,900,100,30,0.8264165455433357,2.1329660536920168,0.07922159135341644,0.25999999046325684,0.02655581198632717
collins,LightGBM,900,100,30,0.8138926432804254,2.1223351393347456,0.09519410878419876,0.3100000023841858,0.027064282447099686
collins,LinearModel,900,100,30,0.8126438128948931,3.8058697021508965,0.090111643075943,0.33000001311302185,0.026129703037440777
collins,NeuralNetFastAI,900,100,30,0.8125096212117526,2.945710691927486,0.10923338681459427,0.2800000011920929,0.026088801212608814
collins,NeuralNetTorch,900,100,30,0.7855226616399251,3.6763761771812744,0.1104726791381836,0.28999999165534973,0.027560186572372913
collins,RandomForest,900,100,30,0.8447573816070437,2.24922909636234,0.06965553760528564,0.25999999046325684,0.026097066700458527
collins,XGBoost,900,100,30,0.8480529361875462,2.253274369518203,0.09701812267303467,0.25,0.027010483667254448
connect-4,CatBoost,60801,6756,3,0.1782676526603972,0.3203474560641955,0.014701316133141518,0.8731498122215271,0.06648537795990705
connect-4,ExtraTrees,60801,6756,3,0.25105151500348166,0.45351996418043355,0.01300339587032795,0.8228241801261902,0.06489727087318897
connect-4,LightGBM,60801,6756,3,0.17805165070019682,0.32074538619812326,0.016723385080695152,0.8728537559509277,0.06478963140398264
connect-4,LinearModel,60801,6756,3,0.33474647111424705,0.5942747254894701,0.013283578678965569,0.7568087577819824,0.06659672781825066
connect-4,NeuralNetFastAI,60801,6756,3,0.16711934481689178,0.3004383526760027,0.018503323197364807,0.8830668926239014,0.06574742496013641
connect-4,NeuralNetTorch,60801,6756,3,0.17499451662564083,0.31318628435825263,0.022511571645736694,0.8774423003196716,0.06459491141140461
connect-4,RandomForest,60801,6756,3,0.26158252002893956,0.47433908517091194,0.013732208870351315,0.8164594173431396,0.06726599298417568
connect-4,XGBoost,60801,6756,3,0.17886809246201632,0.32140318595999895,0.014723639003932476,0.8719656467437744,0.06491778884083033
dilbert,CatBoost,9000,1000,5,0.02373869941654953,0.12560657221883012,0.009133980609476566,0.984000027179718,0.020295116119086742
dilbert,ExtraTrees,9000,1000,5,0.039517429584765604,0.07598454597513905,0.013319086283445358,0.972000002861023,0.018287836574018
dilbert,LightGBM,9000,1000,5,0.010864175258382154,0.10270729055795366,0.006109657697379589,0.9940000176429749,0.017472267150878906
dilbert,LinearModel,9000,1000,5,0.09040154652803555,0.16536217876894607,0.017158515751361847,0.9390000104904175,0.018331055529415607
dilbert,NeuralNetFastAI,9000,1000,5,0.01946044120533827,0.11995895414686812,0.011039504781365395,0.9900000095367432,0.017815755680203438
dilbert,NeuralNetTorch,9000,1000,5,0.012972778788998579,0.02808850924086672,0.011704149655997753,0.9900000095367432,0.018225005827844143
dilbert,RandomForest,9000,1000,5,0.06580779034996755,0.20513779107644198,0.013121205382049084,0.9570000171661377,0.019062538631260395
dilbert,XGBoost,9000,1000,5,0.01899942656438984,0.1182081549129386,0.007721655536442995,0.9869999885559082,0.018112563528120518
dna,CatBoost,2867,319,3,0.06228426232329067,0.11224316280498342,0.023191075772047043,0.9561128616333008,0.009346886537969112
dna,ExtraTrees,2867,319,3,0.08031026202300916,0.1589442663400661,0.033323612064123154,0.9529780745506287,0.009602323174476624
dna,LightGBM,2867,319,3,0.0669636178132733,0.12371197992967387,0.01710893027484417,0.9561128616333008,0.009260491468012333
dna,LinearModel,2867,319,3,0.11854225766238558,0.22099794608341117,0.03794131800532341,0.931034505367279,0.009419722482562065
dna,NeuralNetFastAI,2867,319,3,0.07919747829852047,0.15064201744792136,0.03291253745555878,0.9467084407806396,0.009313461370766163
dna,NeuralNetTorch,2867,319,3,0.0839614900286305,0.15360620239051315,0.020720861852169037,0.9404388666152954,0.009686061181128025
dna,RandomForest,2867,319,3,0.0927010817018173,0.16492497589284277,0.016648631542921066,0.9404388666152954,0.009359153918921947
dna,XGBoost,2867,319,3,0.06123119032413973,0.11706997129311439,0.013887718319892883,0.962382435798645,0.0096401646733284
eucalyptus,CatBoost,662,74,5,0.40810974520167226,0.6714326363651907,0.09470291435718536,0.6486486196517944,0.008557906374335289
eucalyptus,ExtraTrees,662,74,5,0.36699563215829617,0.6124886374569342,0.08694438636302948,0.7027027010917664,0.008900010958313942
eucalyptus,LightGBM,662,74,5,0.37062570083570184,0.6198474006552218,0.12057726085186005,0.6891891956329346,0.008600857108831406
eucalyptus,LinearModel,662,74,5,0.447689685983825,0.7508106613510521,0.06830822676420212,0.6486486196517944,0.008811945095658302
eucalyptus,NeuralNetFastAI,662,74,5,0.40572623179746503,0.6499901139078478,0.117915578186512,0.7027027010917664,0.008542146533727646
eucalyptus,NeuralNetTorch,662,74,5,0.4234213558860444,0.6573591112683183,0.09299226850271225,0.6486486196517944,0.008675510995090008
eucalyptus,RandomForest,662,74,5,0.4042427288356206,0.675790737331028,0.1622151881456375,0.6756756901741028,0.00862997118383646
eucalyptus,XGBoost,662,74,5,0.4194975549444741,1.82812343046038,0.07238265872001648,0.662162184715271,0.00840033870190382
eye_movements,CatBoost,9842,1094,3,0.3537324653121726,0.5979229649838383,0.03096989169716835,0.7340036630630493,0.016505982726812363
eye_movements,ExtraTrees,9842,1094,3,0.3182682997786867,0.5437465735050117,0.03737720474600792,0.7760511636734009,0.017015904188156128
eye_movements,LightGBM,9842,1094,3,0.2789691944613977,0.5571877202103439,0.03179417923092842,0.8089579343795776,0.016374005936086178
eye_movements,LinearModel,9842,1094,3,0.5656778872323404,0.9198190428524445,0.03002311661839485,0.5027422308921814,0.01662775967270136
eye_movements,NeuralNetFastAI,9842,1094,3,0.43302997552050204,0.719478649422123,0.03899340331554413,0.6727604866027832,0.016453244723379612
eye_movements,NeuralNetTorch,9842,1094,3,0.41656459430956944,0.7692122784976215,0.054253965616226196,0.6828153729438782,0.01648092456161976
eye_movements,RandomForest,9842,1094,3,0.3793034727286193,0.6396475639334367,0.026144787669181824,0.7166361808776855,0.01629682444036007
eye_movements,XGBoost,9842,1094,3,0.31845010463597223,0.6190669844019567,0.033650320023298264,0.7669104337692261,0.016519169323146343
fabert,CatBoost,7413,824,7,0.34913993965484585,0.7993098933272925,0.03822282329201698,0.737864077091217,0.019590886309742928
fabert,ExtraTrees,7413,824,7,0.36898766818402345,0.8211790382140005,0.04908495768904686,0.7050970792770386,0.019852319732308388
fabert,LightGBM,7413,824,7,0.35381001775882887,0.6996381581562899,0.04442340135574341,0.7220873832702637,0.01967599429190159
fabert,LinearModel,7413,824,7,0.478864901907239,0.9953498605314817,0.0772070586681366,0.6334951519966125,0.01997578889131546
fabert,NeuralNetFastAI,7413,824,7,0.38341131333237943,0.7749491301446072,0.027048993855714798,0.7160193920135498,0.019707052037119865
fabert,NeuralNetTorch,7413,824,7,0.41304518694186704,0.8375979772216576,0.07091581076383591,0.7014563083648682,0.02042546682059765
fabert,RandomForest,7413,824,7,0.3784559055382488,0.8470233922025262,0.03116345964372158,0.7099514603614807,0.019699052907526493
fabert,XGBoost,7413,824,7,0.35880122418662014,0.8327767781074381,0.03722577542066574,0.7220873832702637,0.020229610614478588
first-order-theorem-proving,CatBoost,5506,612,6,0.505930669461826,1.1724139100378324,0.05741707608103752,0.6241829991340637,0.01599295437335968
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5100773087840433,1.0495039553323888,0.05924464389681816,0.6111111044883728,0.015790598466992378
