dataset,model,cal_size,test_size,n_classes,SVS_brier,SVS_logloss,SVS_ece-15,SVS_accuracy,SVS_time
Indian_pines,ExtraTrees,8229,915,8,0.1061350554227829,0.18506312370300293,0.029428215697407722,0.9333333373069763,0.18867625948041677
Indian_pines,LightGBM,8229,915,8,0.058116305619478226,0.11148286610841751,0.022327236831188202,0.9650273323059082,0.1663649743422866
Indian_pines,LinearModel,8229,915,8,0.11745404452085495,0.21792647242546082,0.02576531656086445,0.9278688430786133,0.20412782207131386
Indian_pines,NeuralNetFastAI,8229,915,8,0.05366586893796921,0.09883681684732437,0.012911345809698105,0.9650273323059082,0.17832281067967415
Indian_pines,NeuralNetTorch,8229,915,8,0.04619438573718071,0.08705288916826248,0.01899721845984459,0.9672130942344666,0.14127609599381685
Indian_pines,RandomForest,8229,915,8,0.1116790920495987,0.19431045651435852,0.02700028568506241,0.9311475157737732,0.1907708728685975
Indian_pines,XGBoost,8229,915,8,0.06690321117639542,0.12175869941711426,0.021963395178318024,0.9584699273109436,0.17059415951371193
LED-display-domain-7digit,CatBoost,450,50,10,0.395652174949646,0.8113065361976624,0.12060059607028961,0.7200000286102295,0.01637447625398636
LED-display-domain-7digit,ExtraTrees,450,50,10,0.36236798763275146,0.7369766235351562,0.19722318649291992,0.7799999713897705,0.025618826039135456
LED-display-domain-7digit,LightGBM,450,50,10,0.34363940358161926,0.7056271433830261,0.17283010482788086,0.7799999713897705,0.019379697740077972
LED-display-domain-7digit,LinearModel,450,50,10,0.36157065629959106,0.7276507019996643,0.17044030129909515,0.7200000286102295,0.015406868420541286
LED-display-domain-7digit,NeuralNetFastAI,450,50,10,0.3563334345817566,0.7199868559837341,0.1389111578464508,0.7400000095367432,0.018610693514347076
LED-display-domain-7digit,NeuralNetTorch,450,50,10,0.3564063310623169,0.701355516910553,0.17799066007137299,0.7200000286102295,0.017121335491538048
LED-display-domain-7digit,RandomForest,450,50,10,0.3755543529987335,0.7530820369720459,0.14550212025642395,0.7200000286102295,0.02305659931153059
LED-display-domain-7digit,XGBoost,450,50,10,0.3746020197868347,0.7716610431671143,0.1552334874868393,0.7200000286102295,0.02097513247281313
MiceProtein,CatBoost,972,108,8,0.0019400010351091623,0.005235268734395504,0.004516863729804754,1.0,0.018767153844237328
MiceProtein,ExtraTrees,972,108,8,0.0030430902261286974,0.005980685353279114,0.004864404443651438,1.0,0.016745570115745068
MiceProtein,LightGBM,972,108,8,4.359348224625137e-07,0.0006177470786496997,0.0006179213523864746,1.0,0.017181058414280415
MiceProtein,LinearModel,972,108,8,0.0018300635274499655,0.009835006669163704,0.009292876347899437,1.0,0.020203025080263615
MiceProtein,NeuralNetFastAI,972,108,8,4.359348224625137e-07,0.0006177470786496997,0.0006179213523864746,1.0,0.017020855098962784
MiceProtein,NeuralNetTorch,972,108,8,4.359348224625137e-07,0.0006177470786496997,0.0006179213523864746,1.0,0.01684266049414873
MiceProtein,RandomForest,972,108,8,0.0770508274435997,0.21187430620193481,0.027255797758698463,0.9444444179534912,0.020763006061315536
MiceProtein,XGBoost,972,108,8,0.01949719339609146,0.03317785635590553,0.015446486882865429,0.9814814925193787,0.02909918874502182
Traffic_violations,CatBoost,63306,7034,3,0.26806047558784485,0.4034633934497833,0.010927551425993443,0.7995450496673584,0.2703674519434571
Traffic_violations,ExtraTrees,63306,7034,3,0.2775568664073944,0.4186568260192871,0.006815789733082056,0.791015088558197,0.4710845034569502
Traffic_violations,LightGBM,63306,7034,3,0.27188998460769653,0.41051021218299866,0.008447231724858284,0.7954222559928894,0.42917290423065424
Traffic_violations,LinearModel,63306,7034,3,0.27601075172424316,0.4148081839084625,0.011138021014630795,0.7918680906295776,0.5402795281261206
Traffic_violations,NeuralNetFastAI,63306,7034,3,0.2752760648727417,0.4126288592815399,0.006695564370602369,0.7938584089279175,0.46071300841867924
Traffic_violations,NeuralNetTorch,63306,7034,3,0.28882765769958496,0.4378278851509094,0.00872026663273573,0.7831959128379822,0.39544337522238493
Traffic_violations,RandomForest,63306,7034,3,0.2734726667404175,0.4111086428165436,0.012109124101698399,0.7942848801612854,0.47886535059660673
Traffic_violations,XGBoost,63306,7034,3,0.27285072207450867,0.40898397564888,0.006423647049814463,0.7934318780899048,0.4641253873705864
UMIST_Faces_Cropped,CatBoost,517,58,20,0.0038467298727482557,0.01291892770677805,0.011104317381978035,1.0,0.009845063090324402
UMIST_Faces_Cropped,ExtraTrees,517,58,20,0.003830807050690055,0.011443215422332287,0.009845818392932415,1.0,0.00952793937176466
UMIST_Faces_Cropped,LightGBM,517,58,20,0.054857611656188965,0.1934194713830948,0.028166502714157104,0.9655172228813171,0.009565343149006367
UMIST_Faces_Cropped,LinearModel,517,58,20,0.045004572719335556,0.12753748893737793,0.02774626575410366,0.9655172228813171,0.009591324254870415
UMIST_Faces_Cropped,NeuralNetFastAI,517,58,20,0.034425001591444016,0.16263601183891296,0.01556849479675293,0.982758641242981,0.008890170603990555
UMIST_Faces_Cropped,NeuralNetTorch,517,58,20,0.03442497178912163,0.16263002157211304,0.01556849479675293,0.982758641242981,0.008677232079207897
UMIST_Faces_Cropped,RandomForest,517,58,20,0.012288687750697136,0.024841951206326485,0.011967664584517479,0.982758641242981,0.009330064058303833
UMIST_Faces_Cropped,XGBoost,517,58,20,0.08021988719701767,0.227109894156456,0.047802213579416275,0.9137930870056152,0.010672720149159431
analcatdata_authorship,CatBoost,756,85,4,0.043248340487480164,0.06669297814369202,0.02579481527209282,0.9764705896377563,0.01997269317507744
analcatdata_authorship,ExtraTrees,756,85,4,0.03462132811546326,0.06400563567876816,0.018052702769637108,0.9764705896377563,0.01611411478370428
analcatdata_authorship,LightGBM,756,85,4,0.023514721542596817,0.10266081988811493,0.01128852367401123,0.9882352948188782,0.012318787164986134
analcatdata_authorship,LinearModel,756,85,4,0.023514721542596817,0.10266081988811493,0.01128852367401123,0.9882352948188782,0.01206839457154274
analcatdata_authorship,NeuralNetFastAI,756,85,4,0.023514721542596817,0.10266081988811493,0.01128852367401123,0.9882352948188782,0.011762069538235664
analcatdata_authorship,NeuralNetTorch,756,85,4,0.023514721542596817,0.10266081988811493,0.01128852367401123,0.9882352948188782,0.011686080135405064
analcatdata_authorship,RandomForest,756,85,4,0.040779177099466324,0.07797855138778687,0.03906422480940819,0.9764705896377563,0.01680134516209364
analcatdata_authorship,XGBoost,756,85,4,0.012869195081293583,0.022743983194231987,0.008189987391233444,0.9882352948188782,0.014179438352584839
analcatdata_dmft,CatBoost,717,80,6,0.8124420046806335,1.7253167629241943,0.03481387346982956,0.22499999403953552,0.02008082251995802
analcatdata_dmft,ExtraTrees,717,80,6,0.8147562146186829,1.7338823080062866,0.010679247789084911,0.22499999403953552,0.02301183994859457
analcatdata_dmft,LightGBM,717,80,6,0.8093986511230469,1.7168052196502686,0.028463860973715782,0.20000000298023224,0.02801410760730505
analcatdata_dmft,LinearModel,717,80,6,0.812881588935852,1.728772521018982,0.01955931819975376,0.21250000596046448,0.02236273605376482
analcatdata_dmft,NeuralNetFastAI,717,80,6,0.8119133114814758,1.7235482931137085,0.04970531910657883,0.20000000298023224,0.017044777050614357
analcatdata_dmft,NeuralNetTorch,717,80,6,0.8088799715042114,1.7171274423599243,0.05584932863712311,0.17499999701976776,0.025173930451273918
analcatdata_dmft,RandomForest,717,80,6,0.8152973055839539,1.7342469692230225,0.030617479234933853,0.22499999403953552,0.020770560018718243
analcatdata_dmft,XGBoost,717,80,6,0.8112332224845886,1.7244853973388672,0.03762037679553032,0.22499999403953552,0.024393760599195957
artificial-characters,CatBoost,9196,1022,10,0.07178302854299545,0.16673649847507477,0.04653032496571541,0.9598825573921204,0.1613029781728983
artificial-characters,ExtraTrees,9196,1022,10,0.08017279952764511,0.19705228507518768,0.021623102948069572,0.9559686779975891,0.15498148277401924
artificial-characters,LightGBM,9196,1022,10,0.059440307319164276,0.14057257771492004,0.044188182801008224,0.9608610272407532,0.1432345798239112
artificial-characters,LinearModel,9196,1022,10,0.7574823498725891,1.694366693496704,0.053537532687187195,0.337573379278183,0.2180900052189827
artificial-characters,NeuralNetFastAI,9196,1022,10,0.3571524918079376,0.5963851809501648,0.04076526686549187,0.7045009732246399,0.15999646298587322
artificial-characters,NeuralNetTorch,9196,1022,10,0.3459940552711487,0.5854064226150513,0.033967792987823486,0.718199610710144,0.1847682809457183
artificial-characters,RandomForest,9196,1022,10,0.08019215613603592,0.20535078644752502,0.03407791629433632,0.9559686779975891,0.15466210525482893
artificial-characters,XGBoost,9196,1022,10,0.06767544150352478,0.15877635776996613,0.042300160974264145,0.9647749662399292,0.13947408087551594
autoUniv-au6-750,CatBoost,675,75,8,0.8454830646514893,1.9850268363952637,0.06533293426036835,0.2266666740179062,0.022640911862254143
autoUniv-au6-750,ExtraTrees,675,75,8,0.8436124920845032,1.9774374961853027,0.08334089815616608,0.2666666805744171,0.01844136416912079
autoUniv-au6-750,LightGBM,675,75,8,0.8171712160110474,1.9064282178878784,0.1223183274269104,0.36000001430511475,0.028586301021277905
autoUniv-au6-750,LinearModel,675,75,8,0.8557953834533691,2.015115261077881,0.03243200108408928,0.2133333384990692,0.02327172737568617
autoUniv-au6-750,NeuralNetFastAI,675,75,8,0.8536475896835327,1.9991166591644287,0.04037390276789665,0.2133333384990692,0.029540231451392174
autoUniv-au6-750,NeuralNetTorch,675,75,8,0.851207971572876,1.9905412197113037,0.02850818820297718,0.20000000298023224,0.023248188197612762
autoUniv-au6-750,RandomForest,675,75,8,0.7851346731185913,1.8348970413208008,0.09146199375391006,0.3733333349227905,0.028864391148090363
autoUniv-au6-750,XGBoost,675,75,8,0.8200293183326721,1.926435112953186,0.16549517214298248,0.3733333349227905,0.024002259597182274
autoUniv-au7-1100,CatBoost,990,110,5,0.7285128235816956,1.4052700996398926,0.15178121626377106,0.4363636374473572,0.03968016430735588
autoUniv-au7-1100,ExtraTrees,990,110,5,0.7479825615882874,1.4568203687667847,0.13469527661800385,0.40909090638160706,0.030877530574798584
autoUniv-au7-1100,LightGBM,990,110,5,0.7216722369194031,1.3932336568832397,0.09086112678050995,0.4000000059604645,0.030268033035099506
autoUniv-au7-1100,LinearModel,990,110,5,0.7727020978927612,1.5237305164337158,0.07393639534711838,0.3636363744735718,0.029091020114719868
autoUniv-au7-1100,NeuralNetFastAI,990,110,5,0.7383904457092285,1.429951786994934,0.06909629702568054,0.37272727489471436,0.026247589848935604
autoUniv-au7-1100,NeuralNetTorch,990,110,5,0.7267603874206543,1.4132421016693115,0.11485659331083298,0.3545454442501068,0.02113123331218958
autoUniv-au7-1100,RandomForest,990,110,5,0.7140660285949707,1.3984553813934326,0.12440510839223862,0.4272727370262146,0.03512831684201956
autoUniv-au7-1100,XGBoost,990,110,5,0.7097898721694946,1.3691290616989136,0.16049113869667053,0.3909091055393219,0.03251267410814762
autoUniv-au7-700,CatBoost,630,70,3,0.5812618136405945,0.9657431244850159,0.1937330812215805,0.48571428656578064,0.02871448639780283
autoUniv-au7-700,ExtraTrees,630,70,3,0.5715253949165344,0.9497960805892944,0.1650819480419159,0.44285714626312256,0.025839299894869328
autoUniv-au7-700,LightGBM,630,70,3,0.5456410646438599,0.9073566794395447,0.1434626281261444,0.48571428656578064,0.02309598121792078
autoUniv-au7-700,LinearModel,630,70,3,0.6718212962150574,1.106774926185608,0.07556567341089249,0.3571428656578064,0.020623757503926754
autoUniv-au7-700,NeuralNetFastAI,630,70,3,0.6145382523536682,1.0220576524734497,0.074045330286026,0.4714285731315613,0.03057534247636795
autoUniv-au7-700,NeuralNetTorch,630,70,3,0.6275424361228943,1.036977767944336,0.0772966742515564,0.44285714626312256,0.0227806493639946
autoUniv-au7-700,RandomForest,630,70,3,0.5415540337562561,0.8881039619445801,0.13194221258163452,0.5285714268684387,0.03918108344078064
autoUniv-au7-700,XGBoost,630,70,3,0.5524370074272156,0.9239125847816467,0.15258464217185974,0.48571428656578064,0.02274632826447487
balance-scale,CatBoost,562,63,3,0.04178517684340477,0.09526881575584412,0.055375270545482635,0.9682539701461792,0.018175406381487846
balance-scale,ExtraTrees,562,63,3,0.12964940071105957,0.2680577337741852,0.11209037899971008,0.8888888955116272,0.0289085665717721
balance-scale,LightGBM,562,63,3,0.05317161604762077,0.10465632379055023,0.05476003140211105,0.9682539701461792,0.016025399789214134
balance-scale,LinearModel,562,63,3,0.09590587764978409,0.1773994415998459,0.05773599073290825,0.8888888955116272,0.01977480761706829
balance-scale,NeuralNetFastAI,562,63,3,0.011263912543654442,0.024833109229803085,0.019513830542564392,1.0,0.021823152899742126
balance-scale,NeuralNetTorch,562,63,3,0.0003670964506454766,0.002975985873490572,0.0028640988748520613,1.0,0.017482316121459007
balance-scale,RandomForest,562,63,3,0.12813791632652283,0.26463109254837036,0.10121947526931763,0.9047619104385376,0.02498401515185833
balance-scale,XGBoost,562,63,3,0.04027954488992691,0.08735155314207077,0.045436274260282516,0.9682539701461792,0.026359925977885723
baseball,CatBoost,1206,134,3,0.0708489939570427,0.1368074119091034,0.03459955006837845,0.9552238583564758,0.025584688410162926
baseball,ExtraTrees,1206,134,3,0.07216757535934448,0.1372872292995453,0.03275686129927635,0.9626865386962891,0.021133577451109886
baseball,LightGBM,1206,134,3,0.07345223426818848,0.1387310028076172,0.04061613231897354,0.9477611780166626,0.023528683930635452
baseball,LinearModel,1206,134,3,0.06796614080667496,0.1338968425989151,0.04076319932937622,0.9477611780166626,0.020190282724797726
baseball,NeuralNetFastAI,1206,134,3,0.07182364165782928,0.12896426022052765,0.03300822153687477,0.9477611780166626,0.02310703881084919
baseball,NeuralNetTorch,1206,134,3,0.07464568316936493,0.14197885990142822,0.030784575268626213,0.9477611780166626,0.029412034898996353
baseball,RandomForest,1206,134,3,0.07469630241394043,0.1435956358909607,0.030576026067137718,0.9626865386962891,0.024325854144990444
baseball,XGBoost,1206,134,3,0.07090453058481216,0.14111493527889252,0.0321635901927948,0.9552238583564758,0.0232984134927392
car,CatBoost,1555,173,4,0.0003663706302177161,0.002578422427177429,0.002478477079421282,1.0,0.018135281279683113
car,ExtraTrees,1555,173,4,0.012869047932326794,0.034344952553510666,0.014103980734944344,0.9942196607589722,0.02472027111798525
car,LightGBM,1555,173,4,6.01348872919516e-08,0.00021101107995491475,0.00021183490753173828,1.0,0.021843107417225838
car,LinearModel,1555,173,4,0.0835985392332077,0.13030262291431427,0.04501540958881378,0.913294792175293,0.02815172914415598
car,NeuralNetFastAI,1555,173,4,6.01348872919516e-08,0.00021101107995491475,0.00021183490753173828,1.0,0.023037812672555447
car,NeuralNetTorch,1555,173,4,6.01348872919516e-08,0.00021101107995491475,0.00021183490753173828,1.0,0.022005454637110233
car,RandomForest,1555,173,4,0.03144747391343117,0.062009286135435104,0.016705943271517754,0.9826589822769165,0.01871784869581461
car,XGBoost,1555,173,4,1.4851102605462074e-05,0.000725594290997833,0.0007227063179016113,1.0,0.01731723640114069
cardiotocography,CatBoost,1913,213,10,1.3136029508586944e-07,0.0003438009589444846,0.00034630298614501953,1.0,0.03535767365247011
