dataset,model,cal_size,test_size,n_classes,LightGBM_brier,LightGBM_logloss,LightGBM_ece-15,LightGBM_accuracy,LightGBM_time
LED-display-domain-7digit,XGBoost,450,50,10,0.37131509640818683,0.8372462919511326,0.11665402352809906,0.7200000286102295,0.34004276245832443
MiceProtein,CatBoost,972,108,8,0.011498825896708887,0.023199003338629447,0.008072137832641602,0.9907407164573669,0.5406963936984539
MiceProtein,ExtraTrees,972,108,8,0.005529850903432478,0.01234763165541292,0.007705602794885635,1.0,0.55008589848876
MiceProtein,LightGBM,972,108,8,1.125306503608647e-05,0.0005034259697541268,0.0004996657371520996,1.0,0.5726002268493176
MiceProtein,LinearModel,972,108,8,0.00030224647620912323,0.008418527774491423,0.008319772779941559,1.0,0.543335035443306
MiceProtein,NeuralNetFastAI,972,108,8,2.348865003591221e-06,0.00015389909834505734,0.00015348196029663086,1.0,0.506032545119524
MiceProtein,NeuralNetTorch,972,108,8,0.0004630299991223255,0.0040428143920755895,0.0038974969647824764,1.0,0.22898492217063904
MiceProtein,RandomForest,972,108,8,0.08469527638898028,0.2142286437386027,0.03482097014784813,0.9444444179534912,0.4771438091993332
MiceProtein,XGBoost,972,108,8,0.019604187589266492,0.03428200315841831,0.024482518434524536,0.9907407164573669,0.5390373356640339
Traffic_violations,CatBoost,63306,7034,3,0.2684745800029959,0.40377422641531263,0.009401657618582249,0.7995450496673584,3.620821353048086
Traffic_violations,ExtraTrees,63306,7034,3,0.2775703620489426,0.4178153704527255,0.009739184752106667,0.7914415597915649,3.7222364135086536
Traffic_violations,LightGBM,63306,7034,3,0.2720325339963028,0.41099017336759375,0.01104358583688736,0.7955644130706787,3.6507389657199383
Traffic_violations,LinearModel,63306,7034,3,0.27682726381096284,0.41537097793191763,0.008353284560143948,0.7914415597915649,3.656195007264614
Traffic_violations,NeuralNetFastAI,63306,7034,3,0.27587880191749786,0.41338512126874016,0.008984815329313278,0.7930054068565369,3.6724161244928837
Traffic_violations,NeuralNetTorch,63306,7034,3,0.2891875703110695,0.4388396989179338,0.01534554734826088,0.7823429107666016,3.663928836584091
Traffic_violations,RandomForest,63306,7034,3,0.27373365178042763,0.4110652999381552,0.014827800914645195,0.79627525806427,3.8242835476994514
Traffic_violations,XGBoost,63306,7034,3,0.27323558404768306,0.4093233429240077,0.009864198975265026,0.7928632497787476,3.639240950345993
UMIST_Faces_Cropped,CatBoost,517,58,20,0.04744390514264758,0.12151478428780248,0.027363330125808716,0.9482758641242981,1.1220331713557243
UMIST_Faces_Cropped,ExtraTrees,517,58,20,0.036112992594666965,0.07757258009426743,0.04023338481783867,0.982758641242981,0.78156803175807
UMIST_Faces_Cropped,LightGBM,517,58,20,0.04028547243768638,0.10951507683380533,0.02824600785970688,0.9655172228813171,1.0226128213107586
