dataset,model,cal_size,test_size,n_classes,CatBoost_brier,CatBoost_logloss,CatBoost_ece-15,CatBoost_accuracy,CatBoost_time
baseball,XGBoost,1206,134,3,0.07313529618687262,0.1364571907353855,0.04407024383544922,0.9626865386962891,0.6753393639810383
car,CatBoost,1555,173,4,0.00015078650387228526,0.0010347343419759478,0.0009920041775330901,1.0,4.803368492051959
car,ExtraTrees,1555,173,4,0.007895527572501589,0.016698177085757528,0.010625695809721947,0.9942196607589722,1.0594679890200496
car,LightGBM,1555,173,4,6.167649059498036e-07,0.0002428682420708503,0.00024336576461791992,1.0,4.564862757921219
car,LinearModel,1555,173,4,0.0653881752533191,0.1195722037330529,0.039273541420698166,0.9595375657081604,1.4676695186644793
car,NeuralNetFastAI,1555,173,4,0.010213306335686172,0.01775054368431375,0.005881018005311489,0.9942196607589722,3.654634431935847
car,NeuralNetTorch,1555,173,4,0.006439780911072744,0.009326655165008897,0.005695982836186886,0.9942196607589722,4.582953056786209
car,RandomForest,1555,173,4,0.03196945087946018,0.06357029722208003,0.012976710684597492,0.9826589822769165,1.600401212926954
car,XGBoost,1555,173,4,2.741762931694618e-06,0.000815380671188324,0.000813901424407959,1.0,3.3274535262025893
cardiotocography,CatBoost,1913,213,10,0.00057945051537268,0.0022736046533467905,0.001978310290724039,1.0,15.982879824005067
cardiotocography,ExtraTrees,1913,213,10,8.229585204785091e-07,0.0008029021448527315,0.0008029937744140625,1.0,6.739032064098865
cardiotocography,LightGBM,1913,213,10,2.1013424119374684e-07,0.00037278969933878745,0.00037235021591186523,1.0,17.23037479724735
cardiotocography,LinearModel,1913,213,10,0.0027632237189237525,0.005797953128028119,0.003395159961655736,0.9953051805496216,17.035290620755404
cardiotocography,NeuralNetFastAI,1913,213,10,0.00617220325832538,0.00842351854072422,0.005785525776445866,0.9906103014945984,7.03118167584762
cardiotocography,NeuralNetTorch,1913,213,10,2.3667788849461402e-07,0.0004118683067949134,0.00041353702545166016,1.0,7.023864337708801
