dataset,model,cal_size,test_size,CB_brier,CB_logloss,CB_kuiper,CB_ece-15,CB_accuracy,CB_time
fri_c3_500_50,LinearModel,450,50,0.4110000286931703,0.5896695019094874,0.08602912724018097,0.15215228497982025,0.6200000047683716,0.050619812216609716
fri_c3_500_50,NeuralNetFastAI,450,50,0.4160761858835435,0.5989451518292623,0.08691476285457611,0.12742799520492554,0.6399999856948853,0.05051209405064583
fri_c3_500_50,NeuralNetTorch,450,50,0.38440604703056297,0.5693644536000946,0.07949234545230865,0.12296029180288315,0.7400000095367432,0.051393487956374884
fri_c3_500_50,RandomForest,450,50,0.19416303559467754,0.3097827627289794,0.03223864361643791,0.07096652686595917,0.8799999952316284,0.04938879981637001
fri_c3_500_50,XGBoost,450,50,0.17727333234067605,0.3090451416153955,0.05189475417137146,0.089261993765831,0.8799999952316284,0.0532916602678597
fri_c4_500_100,CatBoost,450,50,0.16901854464161226,0.2516214929903621,0.03823135793209076,0.09871706366539001,0.8799999952316284,0.05003076000139117
fri_c4_500_100,ExtraTrees,450,50,0.1491473617160777,0.2383877800589236,0.06512299180030823,0.10159008204936981,0.8999999761581421,0.0493285208940506
fri_c4_500_100,LightGBM,450,50,0.17298145263531595,0.2742625944832747,0.05954620987176895,0.1195308193564415,0.8999999761581421,0.05116743128746748
fri_c4_500_100,LinearModel,450,50,0.43646556178097456,0.6247735212819666,0.06197124719619751,0.07353677600622177,0.6000000238418579,0.05019197706133127
fri_c4_500_100,NeuralNetFastAI,450,50,0.4469028434316869,0.6374621681236347,0.0728837177157402,0.11413073539733887,0.6600000262260437,0.053100918885320425
fri_c4_500_100,NeuralNetTorch,450,50,0.40762635553962456,0.5944412617104281,0.0859321802854538,0.09324108064174652,0.6800000071525574,0.05166495917364955
fri_c4_500_100,RandomForest,450,50,0.17185738699810293,0.2687570379484709,0.04533584415912628,0.06613221019506454,0.8799999952316284,0.050348431803286076
fri_c4_500_100,XGBoost,450,50,0.14800122277787953,0.23259808802080262,0.06123980134725571,0.08469625562429428,0.8999999761581421,0.05096668004989624
fried,CatBoost,36691,4077,0.09273836071006428,0.14688035374404276,0.00638352707028389,0.011838143691420555,0.931812584400177,0.35992427403107285
fried,ExtraTrees,36691,4077,0.11435495482078008,0.18016311765530055,0.008893027901649475,0.01760811172425747,0.9178317189216614,0.3643023772165179
fried,LightGBM,36691,4077,0.09327449273393308,0.14836276914707147,0.005753049626946449,0.012692553922533989,0.9308314919471741,0.36130058532580733
fried,LinearModel,36691,4077,0.23241228375113712,0.3679352305194119,0.009551017545163631,0.012972037307918072,0.8378709554672241,0.3550324207171798
fried,NeuralNetFastAI,36691,4077,0.09152017751509746,0.14437280728252463,0.006741791497915983,0.009552912786602974,0.9342653751373291,0.3598835631273687
fried,NeuralNetTorch,36691,4077,0.09164736817674764,0.14528235248906166,0.005765083245933056,0.00979206245392561,0.9342653751373291,0.3576681846752763
fried,RandomForest,36691,4077,0.11581885741023874,0.1826423427022578,0.008007018826901913,0.012265987694263458,0.9161148071289062,0.3637799178250134
fried,XGBoost,36691,4077,0.09540817026285228,0.15109321026474884,0.006795757450163364,0.010424455627799034,0.9327937364578247,0.3598873442970216
gina,CatBoost,2837,316,0.059667700170841914,0.1005617608894462,0.010950176045298576,0.02746702916920185,0.9620253443717957,0.07608855701982975
gina,ExtraTrees,2837,316,0.09230531612054496,0.15793229971747758,0.01217602752149105,0.028210250660777092,0.9398733973503113,0.07647781586274505
gina,LightGBM,2837,316,0.06488819055219262,0.112040000315502,0.01069826353341341,0.01652371883392334,0.9588607549667358,0.07545116730034351
gina,LinearModel,2837,316,0.2276220774744161,0.3673007088775809,0.042735908180475235,0.07784353196620941,0.8481012582778931,0.07636953890323639
gina,NeuralNetFastAI,2837,316,0.06532697497966689,0.11633147910836293,0.029420379549264908,0.05255843698978424,0.9651898741722107,0.07580238208174706
gina,NeuralNetTorch,2837,316,0.06630920057646629,0.12013032243210942,0.024214381352066994,0.0530611015856266,0.9651898741722107,0.07653687102720141
gina,RandomForest,2837,316,0.09240918244557163,0.16043396290131298,0.013003366068005562,0.023549869656562805,0.9398733973503113,0.07498620636761189
gina,XGBoost,2837,316,0.07115819422165907,0.12482243409779607,0.010150190442800522,0.024794576689600945,0.9588607549667358,0.07529461476951838
hill-valley,CatBoost,1090,122,0.48276748671213404,0.6756868239237694,0.0684783011674881,0.12391398102045059,0.5573770403862,0.058333374094218016
hill-valley,ExtraTrees,1090,122,0.48316965539309065,0.676036849162082,0.036395132541656494,0.09180548787117004,0.5819672346115112,0.057014312129467726
hill-valley,LightGBM,1090,122,0.4664588545454879,0.658140696740366,0.035636935383081436,0.0781937837600708,0.5901639461517334,0.057487677317112684
hill-valley,LinearModel,1090,122,0.14395272371650059,0.241795225117802,0.048917271196842194,0.05567626655101776,0.9016393423080444,0.05550298094749451
