dataset,model,cal_size,test_size,CB-tiny-monotone_brier,CB-tiny-monotone_logloss,CB-tiny-monotone_kuiper,CB-tiny-monotone_ece-15,CB-tiny-monotone_accuracy,CB-tiny-monotone_time
OVA_Endometrium,NeuralNetTorch,1390,155,0.04265690810024429,0.08690586808378897,0.012568628415465355,0.02436305396258831,0.9806451797485352,0.06288046576082706
OVA_Endometrium,RandomForest,1390,155,0.0539903525309949,0.11128030124089852,0.021711137145757675,0.02881533093750477,0.9677419066429138,0.06289074197411537
OVA_Endometrium,XGBoost,1390,155,0.05059319316140167,0.09656495020703011,0.01990564912557602,0.036810144782066345,0.9677419066429138,0.062816908583045
OVA_Kidney,CatBoost,1390,155,0.014015917030656877,0.041916494156635876,0.012514008209109306,0.011701472103595734,0.9935483932495117,0.06360136531293392
OVA_Kidney,ExtraTrees,1390,155,0.014375595822794207,0.04321619009598539,0.013607542030513287,0.014784279279410839,0.9935483932495117,0.06138778291642666
OVA_Kidney,LightGBM,1390,155,0.014381450574678278,0.04279871922425315,0.013116918504238129,0.014460672624409199,0.9935483932495117,0.06002211943268776
OVA_Kidney,LinearModel,1390,155,0.014301375511275988,0.03869771153557738,0.011766248382627964,0.010448821820318699,0.9935483932495117,0.06052418798208237
OVA_Kidney,NeuralNetFastAI,1390,155,0.018538492541099003,0.04610439992002488,0.016193535178899765,0.020389584824442863,0.9935483932495117,0.06316669099032879
OVA_Kidney,NeuralNetTorch,1390,155,0.015553817971707542,0.04687121917295851,0.017254171893000603,0.018803028389811516,0.9935483932495117,0.059981461614370346
OVA_Kidney,RandomForest,1390,155,0.014586724140586458,0.044126144910329505,0.01512402668595314,0.014404510147869587,0.9935483932495117,0.061529774218797684
OVA_Kidney,XGBoost,1390,155,0.015183175970285233,0.04492113280387895,0.01244890596717596,0.014919083565473557,0.9935483932495117,0.05915730632841587
OVA_Lung,CatBoost,1390,155,0.015541940296418866,0.05481230886630583,0.012625126168131828,0.008874154649674892,0.9935483932495117,0.060043249279260635
OVA_Lung,ExtraTrees,1390,155,0.02474203997562776,0.06106686549711043,0.009599728509783745,0.013678804971277714,0.9806451797485352,0.061414385214447975
OVA_Lung,LightGBM,1390,155,0.019161190675258857,0.0576817278422117,0.016233526170253754,0.013043385930359364,0.9935483932495117,0.06108454614877701
OVA_Lung,LinearModel,1390,155,0.03201716666483367,0.07073594524938458,0.01548038050532341,0.014123247005045414,0.9806451797485352,0.05768560245633125
OVA_Lung,NeuralNetFastAI,1390,155,0.0341563586197329,0.07139354659572611,0.01113853882998228,0.014793009497225285,0.9806451797485352,0.05626153573393822
OVA_Lung,NeuralNetTorch,1390,155,0.026301916907777233,0.06795871595400042,0.017036739736795425,0.013884518295526505,0.9870967864990234,0.057762863114476204
OVA_Lung,RandomForest,1390,155,0.036294530000716134,0.08397427901670851,0.013554627075791359,0.014379681088030338,0.9806451797485352,0.053454335778951645
OVA_Lung,XGBoost,1390,155,0.016193619713739418,0.052457617223623465,0.01295551098883152,0.01006822008639574,0.9935483932495117,0.05745910294353962
OVA_Ovary,CatBoost,1390,155,0.10596692543960376,0.17440597676748654,0.026388749480247498,0.050072140991687775,0.9225806593894958,0.05737275257706642
OVA_Ovary,ExtraTrees,1390,155,0.11638251922907665,0.18360198984147474,0.031196102499961853,0.06538674235343933,0.9161290526390076,0.07037528231739998
OVA_Ovary,LightGBM,1390,155,0.09629474964555872,0.1561590144512078,0.020771464332938194,0.043434858322143555,0.9354838728904724,0.06326735951006413
OVA_Ovary,LinearModel,1390,155,0.10959541998628503,0.17690903796263355,0.020960763096809387,0.057263199239969254,0.9290322661399841,0.062378767877817154
OVA_Ovary,NeuralNetFastAI,1390,155,0.10675687539792769,0.1665984869789129,0.026824135333299637,0.06517569720745087,0.9225806593894958,0.060283780097961426
OVA_Ovary,NeuralNetTorch,1390,155,0.09381814000119289,0.1472619572029342,0.027309110388159752,0.06428463757038116,0.9354838728904724,0.06490375474095345
OVA_Ovary,RandomForest,1390,155,0.12152771817331386,0.18422177918217295,0.03656948357820511,0.07784401625394821,0.9225806593894958,0.06351733207702637
OVA_Ovary,XGBoost,1390,155,0.0992864090013767,0.17375263403177418,0.02521245926618576,0.05274636298418045,0.9419354796409607,0.06294651329517365
OVA_Prostate,CatBoost,1390,155,0.012787223020464741,0.029524015589165127,0.008596371859312057,0.00982520543038845,0.9935483932495117,0.0601712204515934
OVA_Prostate,ExtraTrees,1390,155,0.013056031223969963,0.03398065432225824,0.007948104292154312,0.010062730871140957,0.9935483932495117,0.060488441959023476
OVA_Prostate,LightGBM,1390,155,0.012713166877734054,0.02903567445290271,0.006656307727098465,0.008596306666731834,0.9935483932495117,0.061295537278056145
OVA_Prostate,LinearModel,1390,155,0.024610611317180318,0.05436453750192654,0.014773217961192131,0.014598693698644638,0.9870967864990234,0.05947168171405792
OVA_Prostate,NeuralNetFastAI,1390,155,0.025285444176390007,0.057127182892934766,0.016019999980926514,0.015959128737449646,0.9870967864990234,0.05989817716181278
OVA_Prostate,NeuralNetTorch,1390,155,0.012703239869636227,0.033081615392165004,0.008204728364944458,0.007969088852405548,0.9935483932495117,0.059654541313648224
OVA_Prostate,RandomForest,1390,155,0.021452741672937026,0.04553098745531673,0.010143110528588295,0.009939339943230152,0.9870967864990234,0.05901655927300453
OVA_Prostate,XGBoost,1390,155,0.021307075506382857,0.04414090275878166,0.006386422086507082,0.014463163912296295,0.9870967864990234,0.061666132882237434
PhishingWebsites,CatBoost,9949,1106,0.04876652254413356,0.08744089177537169,0.009417848661541939,0.01732206903398037,0.9683544039726257,0.14935898035764694
PhishingWebsites,ExtraTrees,9949,1106,0.05756123980707773,0.09940780690946166,0.011025572195649147,0.015174985863268375,0.9638336300849915,0.1513541080057621
PhishingWebsites,LightGBM,9949,1106,0.047880899025158664,0.08220231930531519,0.009703746065497398,0.015421455726027489,0.9638336300849915,0.1490626558661461
PhishingWebsites,LinearModel,9949,1106,0.09505050168421732,0.1532153471338168,0.006551735103130341,0.017033683136105537,0.9358047246932983,0.15196418389678001
PhishingWebsites,NeuralNetFastAI,9949,1106,0.049211256402637814,0.08132574659179538,0.007733682170510292,0.012510383501648903,0.9683544039726257,0.14820309542119503
PhishingWebsites,NeuralNetTorch,9949,1106,0.04866106843801959,0.08262658445820532,0.010132082737982273,0.016644304618239403,0.9665461182594299,0.1475688684731722
PhishingWebsites,RandomForest,9949,1106,0.05662904344502409,0.09996130419095034,0.010770050808787346,0.015290715731680393,0.9638336300849915,0.15017665922641754
PhishingWebsites,XGBoost,9949,1106,0.04876568992601545,0.08720235463512789,0.008814232423901558,0.009718586690723896,0.965641975402832,0.15346734412014484
