dataset,model,cal_size,test_size,Scaling-Binning_brier,Scaling-Binning_logloss,Scaling-Binning_kuiper,Scaling-Binning_ece-15,Scaling-Binning_accuracy,Scaling-Binning_time
diabetes,NeuralNetFastAI,691,77,0.24189161387999558,0.38439968133472935,0.0533687062561512,0.09790847450494766,0.8441558480262756,0.0024342434480786324
diabetes,NeuralNetTorch,691,77,0.25055579486434415,0.38928306746179975,0.044617533683776855,0.08927247673273087,0.8181818127632141,0.002548246644437313
diabetes,RandomForest,691,77,0.24371328100645195,0.38521037038859635,0.03866039961576462,0.07259819656610489,0.8311688303947449,0.0026263073086738586
diabetes,XGBoost,691,77,0.2559476174777829,0.40197007004942126,0.03995045647025108,0.06773748248815536,0.8051947951316833,0.0023153619840741158
dresses-sales,CatBoost,450,50,0.47559612468690504,0.6683477859815485,0.10341423749923706,0.09853273630142212,0.5799999833106995,0.00233673769980669
dresses-sales,ExtraTrees,450,50,0.5116626441556709,0.7067353895258929,0.10526193678379059,0.16013190150260925,0.5400000214576721,0.0022867275401949883
dresses-sales,LightGBM,450,50,0.4956593930270145,0.6923344078959625,0.08083485811948776,0.1745305210351944,0.6200000047683716,0.0022292975336313248
dresses-sales,LinearModel,450,50,0.48341858618316996,0.6792172148637653,0.10007297247648239,0.12381342053413391,0.6399999856948853,0.0021402528509497643
dresses-sales,NeuralNetFastAI,450,50,0.4908479700795488,0.6927871781688895,0.08913370221853256,0.18864242732524872,0.6800000071525574,0.0022395579144358635
dresses-sales,NeuralNetTorch,450,50,0.4833344309999859,0.6834445570856595,0.09874964505434036,0.09592150151729584,0.6399999856948853,0.0022230809554457664
dresses-sales,RandomForest,450,50,0.5147779084655011,0.7105898821613956,0.10281342267990112,0.15683558583259583,0.5799999833106995,0.0023096902295947075
dresses-sales,XGBoost,450,50,0.4921941412418323,0.688693102582944,0.09039029479026794,0.12065572291612625,0.6200000047683716,0.0023428983986377716
eeg-eye-state,CatBoost,13482,1498,0.07527661882910006,0.12291971101623281,0.027357690036296844,0.004888249095529318,0.9359145760536194,0.01742122694849968
eeg-eye-state,ExtraTrees,13482,1498,0.08688290414950581,0.1429818376117337,0.026290684938430786,0.011517254635691643,0.9245660901069641,0.01893321331590414
eeg-eye-state,LightGBM,13482,1498,0.07720817784364746,0.1267203783039374,0.025544535368680954,0.007791898213326931,0.9359145760536194,0.017450960353016853
eeg-eye-state,LinearModel,13482,1498,0.44864866966627664,0.6395928409827754,0.02831585705280304,0.02916872128844261,0.6415220499038696,0.01639410201460123
eeg-eye-state,NeuralNetFastAI,13482,1498,0.25583222203734707,0.40241770046233927,0.049003954976797104,0.07848560065031052,0.8124165534973145,0.016843527555465698
