dataset,model,cal_size,test_size,CIR_brier,CIR_logloss,CIR_kuiper,CIR_ece-15,CIR_accuracy,CIR_time
fri_c4_500_100,RandomForest,450,50,0.1718771254297166,0.25487926463983657,0.05100848153233528,0.0954483225941658,0.8799999952316284,0.0019621519604697824
fri_c4_500_100,XGBoost,450,50,0.15320080815269643,0.22842879038336553,0.05796780064702034,0.05766723304986954,0.8799999952316284,0.001992805046029389
fried,CatBoost,36691,4077,0.09253971355959166,0.14595751841575674,0.006229527294635773,0.012218870222568512,0.9323031902313232,0.013038270990364254
fried,ExtraTrees,36691,4077,0.11421769251216739,0.17909585085288343,0.009157571941614151,0.015160146169364452,0.9180769920349121,0.010771007044240832
fried,LightGBM,36691,4077,0.09332428969186823,0.1474358524596458,0.005824190564453602,0.013787878677248955,0.9308314919471741,0.01189457904547453
fried,LinearModel,36691,4077,0.23213663851019462,0.3670718151704624,0.009954334236681461,0.014318523928523064,0.8359087705612183,0.012447842047549784
fried,NeuralNetFastAI,36691,4077,0.09086920999380449,0.1427294211373886,0.006302800960838795,0.010180981829762459,0.9342653751373291,0.011470443103462458
fried,NeuralNetTorch,36691,4077,0.09072072617634626,0.14358896334711463,0.0065402863547205925,0.012111078947782516,0.9354918003082275,0.011179942055605352
fried,RandomForest,36691,4077,0.11541957851139556,0.1818801321188036,0.007730451878160238,0.01432960107922554,0.9158695340156555,0.011265526991337538
fried,XGBoost,36691,4077,0.09476422683286995,0.15036327439332312,0.0069162496365606785,0.010487651452422142,0.9345106482505798,0.011333564994856715
gina,CatBoost,2837,316,0.06267032266856432,0.10492987092136472,0.012503749690949917,0.027436312288045883,0.9588607549667358,0.002868961077183485
gina,ExtraTrees,2837,316,0.09259367949678875,0.15724913128829612,0.011258590966463089,0.030541060492396355,0.9430379867553711,0.0028545339591801167
gina,LightGBM,2837,316,0.06432006758851432,0.11091994297042883,0.010016771964728832,0.029809674248099327,0.9588607549667358,0.002646856941282749
gina,LinearModel,2837,316,0.2198656410765996,0.3560094447138885,0.03863796964287758,0.07247309386730194,0.8417721390724182,0.0027982849860563874
gina,NeuralNetFastAI,2837,316,0.0576233070299248,0.10564663458276546,0.02781090885400772,0.049577102065086365,0.9746835231781006,0.002418251009657979
gina,NeuralNetTorch,2837,316,0.05655440076222069,0.10736293992470562,0.028169328346848488,0.05674825236201286,0.9778481125831604,0.0027986399363726377
gina,RandomForest,2837,316,0.09143376368945749,0.15693080612432625,0.00880499929189682,0.01906260848045349,0.9398733973503113,0.002724266960285604
gina,XGBoost,2837,316,0.06893676592669205,0.11878928164387687,0.012115887366235256,0.021145213395357132,0.9588607549667358,0.002755174064077437
hill-valley,CatBoost,1090,122,0.48151120891329924,0.6741693390342521,0.05571994185447693,0.09666278958320618,0.5573770403862,0.0019662200938910246
hill-valley,ExtraTrees,1090,122,0.45967175001048705,0.6513999783002612,0.036167822778224945,0.058805227279663086,0.6147540807723999,0.002187178935855627
hill-valley,LightGBM,1090,122,0.4489120188565289,0.64010136210764,0.05376560240983963,0.08404786884784698,0.5983606576919556,0.002054105047136545
hill-valley,LinearModel,1090,122,0.1411374624091754,0.23917540042023958,0.05115834251046181,0.07773842662572861,0.8934426307678223,0.0022146309493109584
hill-valley,NeuralNetFastAI,1090,122,0.25170601675519627,0.3847594606626743,0.13388386368751526,0.14045459032058716,0.8852459192276001,0.002166780992411077
hill-valley,NeuralNetTorch,1090,122,0.13684325109996348,0.22706886291750522,0.053265802562236786,0.061142101883888245,0.9098360538482666,0.0023645289475098252
hill-valley,RandomForest,1090,122,0.46719216454991935,0.6604129048956247,0.04714760184288025,0.08779605478048325,0.6393442749977112,0.0023009040160104632
hill-valley,XGBoost,1090,122,0.4724446888745271,0.6648745981828673,0.04171217978000641,0.01942492090165615,0.5819672346115112,0.002248189994134009
hiva_agnostic,CatBoost,3806,423,0.06273593557029497,0.13706532171768385,0.01104787364602089,0.024426693096756935,0.9669030904769897,0.00279994192533195
hiva_agnostic,ExtraTrees,3806,423,0.06830671299009212,0.14993343496896613,0.016573309898376465,0.0187138170003891,0.9598108530044556,0.0028692400082945824
hiva_agnostic,LightGBM,3806,423,0.06496304055027452,0.13966191887429616,0.012260446324944496,0.01773901842534542,0.9645389914512634,0.00249536894261837
hiva_agnostic,LinearModel,3806,423,0.06043889322219642,0.1344732598513723,0.00950393546372652,0.008817574009299278,0.9669030904769897,0.002659316989593208
hiva_agnostic,NeuralNetFastAI,3806,423,0.06195534193552348,0.13779149530993542,0.00951347965747118,0.011975483037531376,0.9669030904769897,0.0027227539103478193
