dataset,model,cal_size,test_size,CatBoost_brier,CatBoost_logloss,CatBoost_kuiper,CatBoost_ece-15,CatBoost_accuracy,CatBoost_time
numerai28_6,NeuralNetFastAI,86688,9632,0.49877535888675045,0.6919215370655462,0.00525328516960144,0.0029580683913081884,0.5205564498901367,8.971959254704416
numerai28_6,NeuralNetTorch,86688,9632,0.49883089957164783,0.6919772800596196,0.004070162773132324,0.0005047921440564096,0.5210756063461304,8.286210137419403
numerai28_6,RandomForest,86688,9632,0.4993461800464737,0.6924924010868936,0.006922222673892975,0.0027656767051666975,0.5126661062240601,7.883763528428972
numerai28_6,XGBoost,86688,9632,0.49928562235030716,0.6924326613727155,0.007821202278137207,0.0029128992464393377,0.5158845782279968,11.509627213701606
ozone-level-8hr,CatBoost,2280,254,0.08215105951358762,0.13636496361055483,0.017695147544145584,0.024447796866297722,0.9448819160461426,0.8357284255325794
ozone-level-8hr,ExtraTrees,2280,254,0.07776409570261679,0.1294455791878004,0.016414709389209747,0.028286892920732498,0.9448819160461426,0.6169576728716493
ozone-level-8hr,LightGBM,2280,254,0.08221287713270006,0.13478083532663016,0.018180005252361298,0.04366040229797363,0.9370078444480896,0.6327928341925144
ozone-level-8hr,LinearModel,2280,254,0.07681653271681661,0.1250743900417267,0.017010843381285667,0.031509317457675934,0.9370078444480896,0.9366128304973245
ozone-level-8hr,NeuralNetFastAI,2280,254,0.076320787042605,0.12450896982412221,0.01963641121983528,0.04345395416021347,0.9448819160461426,0.9377285717055202
ozone-level-8hr,NeuralNetTorch,2280,254,0.07079448748231279,0.1198442889010243,0.013834455981850624,0.02206958271563053,0.9448819160461426,0.6356103289872408
ozone-level-8hr,RandomForest,2280,254,0.07713689210692987,0.12779826589654011,0.017144106328487396,0.02658451721072197,0.9448819160461426,0.6710753506049514
ozone-level-8hr,XGBoost,2280,254,0.08437233433097309,0.1414672581322902,0.018977416679263115,0.03179916366934776,0.9370078444480896,0.569945065304637
parity5_plus_5,CatBoost,1011,113,1.4795213429455989e-06,0.0006052489972471756,0.0003353949578013271,0.0006048782961443067,1.0,0.7398440930992365
parity5_plus_5,ExtraTrees,1011,113,0.053542721065365506,0.10618196065596242,0.01904398202896118,0.044707413762807846,0.9646017551422119,0.784599375911057
parity5_plus_5,LightGBM,1011,113,3.6629408802613518e-06,0.0007238671463666206,0.0004026429960504174,0.0007229474140331149,1.0,1.439367650076747
parity5_plus_5,LinearModel,1011,113,0.4878916009042243,0.6809745764819971,0.06330762058496475,0.048247478902339935,0.5663716793060303,0.33514303900301456
parity5_plus_5,NeuralNetFastAI,1011,113,3.134470308490816e-07,0.00037980704164823935,0.0001951971062226221,0.0003797286481130868,1.0,1.3744700327515602
parity5_plus_5,NeuralNetTorch,1011,113,1.2488689730210638e-06,0.0005307226606641146,0.0003289292217232287,0.0005304098594933748,1.0,1.012334636412561
parity5_plus_5,RandomForest,1011,113,0.06550071843680187,0.11442689229022791,0.02851509302854538,0.048272568732500076,0.9469026327133179,0.5665019312873483
parity5_plus_5,XGBoost,1011,113,1.2786343398187813e-06,0.0007793258772361403,0.0003990958502981812,0.0007790060481056571,1.0,0.9393239598721266
