dataset,model,cal_size,test_size,Platt_brier,Platt_logloss,Platt_kuiper,Platt_ece-15,Platt_accuracy,Platt_time
Amazon_employee_access,LightGBM,29492,3277,0.0817595708491556,0.15865385619678907,0.012190490029752254,0.012569750659167767,0.9493439197540283,0.052320294082164764
Amazon_employee_access,LinearModel,29492,3277,0.087323866375984,0.16576912315599146,0.012370383366942406,0.01814999245107174,0.9465975165367126,0.04475126601755619
Amazon_employee_access,NeuralNetFastAI,29492,3277,0.087647913596197,0.1693497165615107,0.016414325684309006,0.022114083170890808,0.9462923407554626,0.03455717000178993
Amazon_employee_access,NeuralNetTorch,29492,3277,0.08800127674664722,0.1684492660805365,0.014973730780184269,0.021870175376534462,0.9462923407554626,0.045091178035363555
Amazon_employee_access,RandomForest,29492,3277,0.07937612170941884,0.15190890585874137,0.014110990799963474,0.02267196774482727,0.9502593874931335,0.04538605595007539
Amazon_employee_access,XGBoost,29492,3277,0.07876406896422927,0.1537229703958449,0.01394127868115902,0.015055028721690178,0.952090322971344,0.04528905497863889
Australian,CatBoost,621,69,0.18337569137036278,0.30653099321747096,0.050888244062662125,0.08181565254926682,0.8695651888847351,0.008419458055868745
Australian,ExtraTrees,621,69,0.17165010339806444,0.29402175753328924,0.058568887412548065,0.09322123974561691,0.8550724387168884,0.007193305995315313
Australian,LightGBM,621,69,0.17843572431055235,0.303453448006043,0.06421979516744614,0.09362141788005829,0.8695651888847351,0.00915001705288887
Australian,LinearModel,621,69,0.1663842523226551,0.2918883253101304,0.05481826514005661,0.11284031718969345,0.8840579986572266,0.00815378490369767
Australian,NeuralNetFastAI,621,69,0.15418143033351783,0.2742013346303643,0.05747266858816147,0.07463698834180832,0.8985507488250732,0.006937258061952889
Australian,NeuralNetTorch,621,69,0.16366070329425933,0.2849152400447042,0.040773481130599976,0.09614921361207962,0.8840579986572266,0.007279639015905559
Australian,RandomForest,621,69,0.17407504183260544,0.29099023562018955,0.05472720041871071,0.08432621508836746,0.8550724387168884,0.0087887579575181
Australian,XGBoost,621,69,0.15252199015513807,0.26584721505948206,0.05125436931848526,0.06065450236201286,0.8840579986572266,0.006980711012147367
Bioresponse,CatBoost,3375,376,0.2799903816303913,0.4429426484895715,0.02716410532593727,0.057850029319524765,0.8164893388748169,0.01819106808397919
Bioresponse,ExtraTrees,3375,376,0.28473341765312665,0.43805346114128096,0.023374997079372406,0.05349491909146309,0.7978723645210266,0.010776343988254666
Bioresponse,LightGBM,3375,376,0.2794302186133575,0.4406878180095915,0.02723146416246891,0.054271355271339417,0.8218085169792175,0.010720234946347773
Bioresponse,LinearModel,3375,376,0.3644968078855402,0.5495144992000937,0.032320283353328705,0.07164502143859863,0.7446808218955994,0.011640433920547366
Bioresponse,NeuralNetFastAI,3375,376,0.2897746479140079,0.448530436876852,0.022135475650429726,0.07118604332208633,0.7792553305625916,0.01174546789843589
Bioresponse,NeuralNetTorch,3375,376,0.2932363602795802,0.4549179610357569,0.0208544060587883,0.044150643050670624,0.789893627166748,0.01156658201944083
Bioresponse,RandomForest,3375,376,0.28127665783590344,0.4375162397462141,0.028321944177150726,0.0548865981400013,0.8164893388748169,0.011262055952101946
Bioresponse,XGBoost,3375,376,0.27819113555177594,0.4392681345041643,0.02602091245353222,0.05033045634627342,0.8164893388748169,0.011337884003296494
Click_prediction_small,CatBoost,35953,3995,0.2539038555971179,0.4135940666945818,0.009316962212324142,0.019278503954410553,0.8382978439331055,0.05715255404356867
Click_prediction_small,ExtraTrees,35953,3995,0.2603528366385594,0.42158647114206205,0.009000945836305618,0.01170057337731123,0.8342928886413574,0.05150792992208153
Click_prediction_small,LightGBM,35953,3995,0.2587148517866235,0.42077706089122224,0.00771036371588707,0.010080103762447834,0.837797224521637,0.057592281023971736
Click_prediction_small,LinearModel,35953,3995,0.2599449226768895,0.4232640956027536,0.00892002135515213,0.018758613616228104,0.8362953662872314,0.05764712893869728
Click_prediction_small,NeuralNetFastAI,35953,3995,0.2587436119704992,0.421298933628102,0.012328989803791046,0.01641874946653843,0.8372966051101685,0.05454247200395912
Click_prediction_small,NeuralNetTorch,35953,3995,0.260508106745907,0.42133259304883414,0.010458394885063171,0.017064379528164864,0.8335419297218323,0.052240092074498534
Click_prediction_small,RandomForest,35953,3995,0.2597377695983682,0.4201244196677611,0.008588423952460289,0.00831310823559761,0.8352941274642944,0.06452522100880742
Click_prediction_small,XGBoost,35953,3995,0.2590101749769273,0.4199014855047218,0.007952572777867317,0.016565101221203804,0.8347935080528259,0.057656822027638555
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,CatBoost,1440,160,0.3952700706421733,0.5842627608922286,0.07062514126300812,0.13632157444953918,0.7437499761581421,0.008363727945834398
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,ExtraTrees,1440,160,0.504355832655672,0.6975095500965913,0.07341079413890839,0.04931220784783363,0.4749999940395355,0.007648963015526533
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LightGBM,1440,160,0.5123881471071978,0.7055635576177084,0.08627122640609741,0.043728623539209366,0.3812499940395355,0.007774007972329855
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LinearModel,1440,160,0.500506193433632,0.6936534308174125,0.030320167541503906,9.33109095058171e-06,0.48124998807907104,0.007282703998498619
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,NeuralNetFastAI,1440,160,0.49016668817277953,0.6832940191710893,0.05716127157211304,0.05929630249738693,0.5874999761581421,0.008511206950061023
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,NeuralNetTorch,1440,160,0.5069059852673142,0.700072209344917,0.05229902267456055,0.048062797635793686,0.45625001192092896,0.011339311953634024
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,RandomForest,1440,160,0.5072395682061012,0.7004096834373784,0.04730867221951485,0.04433790594339371,0.4375,0.008489466970786452
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,XGBoost,1440,160,0.5024322547996795,0.6955971753538298,0.03583955764770508,0.054128315299749374,0.5062500238418579,0.008539407048374414
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,CatBoost,1440,160,0.4137118070604597,0.6042156097904139,0.04395236447453499,0.06728113442659378,0.699999988079071,0.009348361985757947
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,ExtraTrees,1440,160,0.46753568452550354,0.6600229040151923,0.04453059285879135,0.05146891996264458,0.6000000238418579,0.009285275940783322
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,LightGBM,1440,160,0.4371463523647817,0.6284023618498318,0.057451240718364716,0.11052132397890091,0.6625000238418579,0.00875568191986531
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,LinearModel,1440,160,0.5014253597773013,0.6945699730775085,0.04393881931900978,0.025358378887176514,0.5,0.008839447051286697
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetFastAI,1440,160,0.410093449386817,0.5992696654666722,0.04922778904438019,0.0920538678765297,0.699999988079071,0.008790832944214344
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetTorch,1440,160,0.41058200651719023,0.6020192093626573,0.0439600832760334,0.08934503048658371,0.699999988079071,0.00947565899696201
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,RandomForest,1440,160,0.47628117992959995,0.6692894190605914,0.039949461817741394,0.06116262078285217,0.612500011920929,0.008797080954536796
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,XGBoost,1440,160,0.4424321547243165,0.6341514450445053,0.0393013060092926,0.054211609065532684,0.6625000238418579,0.009063767036423087
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,CatBoost,1440,160,0.3132788391182241,0.4689635977510811,0.04885135591030121,0.10318932682275772,0.75,0.010934115969575942
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,ExtraTrees,1440,160,0.398853238710071,0.5871140700140713,0.04806721955537796,0.10566851496696472,0.6937500238418579,0.009049889980815351
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LightGBM,1440,160,0.35094257070873036,0.5185290825242022,0.06901896744966507,0.15383024513721466,0.731249988079071,0.008765468024648726
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LinearModel,1440,160,0.4971445165075908,0.6902801594289499,0.03458816930651665,0.03900723531842232,0.5,0.01111533201765269
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetFastAI,1440,160,0.2875690295577379,0.443389311763961,0.03931642696261406,0.056257057934999466,0.793749988079071,0.008320769993588328
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetTorch,1440,160,0.3052576002986801,0.46857050351217333,0.044385720044374466,0.09861504286527634,0.793749988079071,0.008166244952008128
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,RandomForest,1440,160,0.3954781838786366,0.5837738952030224,0.04621578007936478,0.10113658756017685,0.699999988079071,0.008441908983513713
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,XGBoost,1440,160,0.3607603532634522,0.5343021297798591,0.0636187195777893,0.1150403693318367,0.731249988079071,0.008260987000539899
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,CatBoost,1440,160,0.40856140733298557,0.5889070402648159,0.05539719760417938,0.108808733522892,0.637499988079071,0.011711764964275062
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,ExtraTrees,1440,160,0.4875610587204241,0.6806513481980294,0.03248494863510132,0.0555809810757637,0.5562499761581421,0.0077181600499898195
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LightGBM,1440,160,0.48551846242303076,0.6784509776615677,0.044264055788517,0.0308605395257473,0.5874999761581421,0.008334968006238341
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LinearModel,1440,160,0.4995103775558814,0.6926582720997093,0.038918159902095795,0.01398917380720377,0.5062500238418579,0.008167065912857652
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetFastAI,1440,160,0.40594352716575255,0.5822816264400598,0.05270272493362427,0.11438698321580887,0.65625,0.008250452927313745
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetTorch,1440,160,0.42720444882010344,0.6149535426523973,0.04653535410761833,0.08235927671194077,0.637499988079071,0.008840176044031978
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,RandomForest,1440,160,0.49242987716950626,0.6853779422150088,0.049174726009368896,0.10019313544034958,0.512499988079071,0.00838392204605043
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,XGBoost,1440,160,0.48832358579636354,0.6812889894076525,0.05609923601150513,0.07178200036287308,0.5687500238418579,0.011784001952037215
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,CatBoost,1440,160,0.4311016484451966,0.6111996443685205,0.07905714958906174,0.16631776094436646,0.6499999761581421,0.008929534000344574
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,ExtraTrees,1440,160,0.4964418727136729,0.696323269681865,0.06583968549966812,0.1361183226108551,0.6187499761581421,0.011694888002239168
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LightGBM,1440,160,0.4684553855679619,0.6621924357922934,0.07748543471097946,0.11301220953464508,0.6312500238418579,0.008406348992139101
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LinearModel,1440,160,0.49710744481332353,0.6902534407362773,0.06545092165470123,0.0002127032057614997,0.550000011920929,0.008665102068334818
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetFastAI,1440,160,0.4684179849653621,0.6577311328609732,0.0859665647149086,0.157843217253685,0.606249988079071,0.00870798493269831
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetTorch,1440,160,0.4519402334929346,0.6411011939324923,0.06955593824386597,0.13729240000247955,0.6499999761581421,0.013792817015200853
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,RandomForest,1440,160,0.4968282331238615,0.6964496219622365,0.06125372648239136,0.12649832665920258,0.606249988079071,0.01087280793581158
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,XGBoost,1440,160,0.45847633714097097,0.6521678663977831,0.05616749823093414,0.09450868517160416,0.6499999761581421,0.0093260589055717
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,CatBoost,1440,160,0.3772318207425088,0.5566587131962971,0.05134601891040802,0.08826971799135208,0.699999988079071,0.012835394940339029
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,ExtraTrees,1440,160,0.4168752251314395,0.606093179316334,0.0365547314286232,0.07227625697851181,0.668749988079071,0.008945096051320434
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LightGBM,1440,160,0.38583171338285477,0.5711762610116162,0.03728443384170532,0.06943150609731674,0.699999988079071,0.01116601296234876
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LinearModel,1440,160,0.5031823047759939,0.6963407003691984,0.056176163256168365,0.08122027665376663,0.45625001192092896,0.008294424042105675
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetFastAI,1440,160,0.37756669791292213,0.5578504255768005,0.054348379373550415,0.11316566169261932,0.706250011920929,0.008817874011583626
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetTorch,1440,160,0.350447617301036,0.526732516072783,0.06266903877258301,0.1023193821310997,0.731249988079071,0.010418382938951254
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,RandomForest,1440,160,0.4054974893915674,0.5941917556002096,0.03688329458236694,0.08494475483894348,0.699999988079071,0.007709950092248619
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,XGBoost,1440,160,0.38864726761025475,0.5734398198722903,0.032790474593639374,0.07689661532640457,0.6937500238418579,0.007893061032518744
Internet-Advertisements,CatBoost,2951,328,0.045296744766845344,0.10323669470588147,0.0186464786529541,0.015564586967229843,0.9756097793579102,0.009222324006259441
Internet-Advertisements,ExtraTrees,2951,328,0.02961256134750287,0.0689394977407235,0.009347736835479736,0.014065844006836414,0.9817073345184326,0.009509315015748143
Internet-Advertisements,LightGBM,2951,328,0.05005958666303581,0.10632489491343998,0.021214932203292847,0.016555406153202057,0.9695122241973877,0.01038185297511518
Internet-Advertisements,LinearModel,2951,328,0.06877214540488621,0.14047814066093722,0.017785660922527313,0.02362467348575592,0.9603658318519592,0.009452639962546527
Internet-Advertisements,NeuralNetFastAI,2951,328,0.05978394492001954,0.12139000739000962,0.017288699746131897,0.023327002301812172,0.9603658318519592,0.013201546971686184
Internet-Advertisements,NeuralNetTorch,2951,328,0.05553019485670776,0.11471188548514234,0.0191916823387146,0.020320110023021698,0.9664633870124817,0.009355321992188692
Internet-Advertisements,RandomForest,2951,328,0.036952602047938155,0.07842041280968363,0.013934612274169922,0.015631763264536858,0.9786585569381714,0.011467662057839334
Internet-Advertisements,XGBoost,2951,328,0.054348200955508005,0.11591764491692233,0.018591444939374924,0.017633292824029922,0.9695122241973877,0.011719043017365038
OVA_Colon,CatBoost,1390,155,0.0750958734349907,0.1697078366308413,0.019326001405715942,0.026177003979682922,0.9612902998924255,0.008299231994897127
OVA_Colon,ExtraTrees,1390,155,0.07006995439346705,0.15420851814686248,0.022427327930927277,0.02387234941124916,0.9612902998924255,0.012467861059121788
OVA_Colon,LightGBM,1390,155,0.06389654893978437,0.1504504866545861,0.015251359902322292,0.018820246681571007,0.9677419066429138,0.010982255917042494
OVA_Colon,LinearModel,1390,155,0.062042153955066466,0.13978694601831704,0.013839628547430038,0.009049774147570133,0.9677419066429138,0.008292458020150661
OVA_Colon,NeuralNetFastAI,1390,155,0.06995849092115562,0.15250091890824446,0.02148793265223503,0.021502863615751266,0.9612902998924255,0.00862471607979387
OVA_Colon,NeuralNetTorch,1390,155,0.0632566677086948,0.1409400666923275,0.02068464085459709,0.014560419134795666,0.9677419066429138,0.008225572062656283
OVA_Colon,RandomForest,1390,155,0.08065354346137182,0.17654763298244605,0.02111748605966568,0.037286464124917984,0.948387086391449,0.008772282977588475
OVA_Colon,XGBoost,1390,155,0.07265721227943804,0.16265467310439333,0.019245920702815056,0.026526067405939102,0.9612902998924255,0.008749791071750224
OVA_Endometrium,CatBoost,1390,155,0.06079157720363919,0.11839513360321494,0.024019256234169006,0.02702346444129944,0.9612902998924255,0.008322292007505894
OVA_Endometrium,ExtraTrees,1390,155,0.05623257084578291,0.10399068229403663,0.014112545177340508,0.023060455918312073,0.9548386931419373,0.008640661952085793
OVA_Endometrium,LightGBM,1390,155,0.057631288733737615,0.11473788786803334,0.026416108012199402,0.029216894879937172,0.9612902998924255,0.008723384002223611
OVA_Endometrium,LinearModel,1390,155,0.05611302256437253,0.11593529243952384,0.0282907634973526,0.01545778103172779,0.9677419066429138,0.00780486804433167
OVA_Endometrium,NeuralNetFastAI,1390,155,0.053146349290211274,0.10878713387434058,0.02707614004611969,0.015640094876289368,0.9677419066429138,0.008375574019737542
OVA_Endometrium,NeuralNetTorch,1390,155,0.0546971396034483,0.10852205840340148,0.024945855140686035,0.02211698517203331,0.9677419066429138,0.0100017519434914
OVA_Endometrium,RandomForest,1390,155,0.05658881215993801,0.11801936069309037,0.015483945608139038,0.029455937445163727,0.9612902998924255,0.008127394947223365
OVA_Endometrium,XGBoost,1390,155,0.05990366484345738,0.11605608239587578,0.025432169437408447,0.025551695376634598,0.9612902998924255,0.00992743601091206
OVA_Kidney,CatBoost,1390,155,0.01299019477098177,0.04213844477821309,0.014516670256853104,0.014109709300100803,0.9935483932495117,0.008106084074825048
OVA_Kidney,ExtraTrees,1390,155,0.013689628284202681,0.05355315624623725,0.015077641233801842,0.0170548427850008,0.9935483932495117,0.007886331994086504
OVA_Kidney,LightGBM,1390,155,0.012820043434409347,0.038880577776166936,0.012754983268678188,0.012167312204837799,0.9935483932495117,0.01019213197287172
OVA_Kidney,LinearModel,1390,155,0.012672246281238283,0.036607418340666775,0.013054422102868557,0.010870213620364666,0.9935483932495117,0.008572591934353113
OVA_Kidney,NeuralNetFastAI,1390,155,0.012888666410647913,0.03607782083866059,0.011006619781255722,0.009533064439892769,0.9935483932495117,0.008417665027081966
OVA_Kidney,NeuralNetTorch,1390,155,0.012914785884963883,0.040267242456034295,0.012632603757083416,0.012195039540529251,0.9935483932495117,0.008748503983952105
OVA_Kidney,RandomForest,1390,155,0.013762080297409721,0.05364530623888384,0.01415067445486784,0.017564062029123306,0.9935483932495117,0.012123147957026958
OVA_Kidney,XGBoost,1390,155,0.012895957072590893,0.040745110634950114,0.014933248981833458,0.014415723271667957,0.9935483932495117,0.0081890809815377
OVA_Lung,CatBoost,1390,155,0.015227002260935922,0.04511634683304376,0.01015277300029993,0.01042898464947939,0.9935483932495117,0.010123588028363883
OVA_Lung,ExtraTrees,1390,155,0.024177007511311844,0.06200741367040383,0.012744201347231865,0.012566887773573399,0.9870967864990234,0.010869846912100911
OVA_Lung,LightGBM,1390,155,0.021917658215439496,0.0533833153584632,0.012967931106686592,0.013498503714799881,0.9870967864990234,0.008162167971022427
OVA_Lung,LinearModel,1390,155,0.025370980307091173,0.06624356902477813,0.012788806110620499,0.011312759481370449,0.9870967864990234,0.008732812013477087
OVA_Lung,NeuralNetFastAI,1390,155,0.04562160247417202,0.09103959072520112,0.011591531336307526,0.019884441047906876,0.9741935729980469,0.011655096081085503
OVA_Lung,NeuralNetTorch,1390,155,0.022882228431770787,0.05652127955497156,0.01606091670691967,0.013125956058502197,0.9870967864990234,0.008651940966956317
OVA_Lung,RandomForest,1390,155,0.032575294849203844,0.07744714993130819,0.012907508760690689,0.011104563251137733,0.9806451797485352,0.008494629990309477
OVA_Lung,XGBoost,1390,155,0.014736985738892922,0.04532014096467582,0.008830418810248375,0.010688175447285175,0.9935483932495117,0.007978187990374863
OVA_Ovary,CatBoost,1390,155,0.12698584247434716,0.23785903005517675,0.038509540259838104,0.054292239248752594,0.9225806593894958,0.010568753932602704
OVA_Ovary,ExtraTrees,1390,155,0.1307649273170249,0.2174687021578015,0.04039813578128815,0.0817495584487915,0.9161290526390076,0.008430649060755968
OVA_Ovary,LightGBM,1390,155,0.11401623616339449,0.2195606237475288,0.034950293600559235,0.05604641139507294,0.9290322661399841,0.008219463052228093
OVA_Ovary,LinearModel,1390,155,0.12482841325546949,0.22282825283138238,0.040671974420547485,0.04134943336248398,0.9225806593894958,0.008470908971503377
OVA_Ovary,NeuralNetFastAI,1390,155,0.14142561435384204,0.23267000520847858,0.04888468235731125,0.09792309254407883,0.9161290526390076,0.00795663706958294
OVA_Ovary,NeuralNetTorch,1390,155,0.11144766617980799,0.17964619226747405,0.03522641584277153,0.0750369131565094,0.9225806593894958,0.008422861923463643
OVA_Ovary,RandomForest,1390,155,0.13047847443522304,0.2175751741358441,0.041348896920681,0.08994492143392563,0.9096774458885193,0.007035010028630495
OVA_Ovary,XGBoost,1390,155,0.11742710401484345,0.2151948052118957,0.03901379555463791,0.06825005263090134,0.9290322661399841,0.00933066091965884
OVA_Prostate,CatBoost,1390,155,0.025377344687085832,0.06460227596658966,0.006483553908765316,0.009603836573660374,0.9870967864990234,0.008707932895049453
OVA_Prostate,ExtraTrees,1390,155,0.024566333192514212,0.05503353329957866,0.006482657976448536,0.00958940014243126,0.9870967864990234,0.008171641966328025
OVA_Prostate,LightGBM,1390,155,0.012887833839924801,0.03380304141119844,0.007732812315225601,0.009243451990187168,0.9935483932495117,0.008229251950979233
OVA_Prostate,LinearModel,1390,155,0.013406818012718215,0.032874994671651905,0.010284213349223137,0.010014137253165245,0.9935483932495117,0.007891356013715267
OVA_Prostate,NeuralNetFastAI,1390,155,0.014678060402508191,0.03554850440803586,0.006390418857336044,0.010464041493833065,0.9935483932495117,0.008738098898902535
OVA_Prostate,NeuralNetTorch,1390,155,0.012690800621515607,0.032710275783106035,0.007798571139574051,0.007745947688817978,0.9935483932495117,0.00850646395701915
OVA_Prostate,RandomForest,1390,155,0.02329644760771412,0.05544252619274671,0.0064323414117097855,0.01483391784131527,0.9870967864990234,0.008570277015678585
OVA_Prostate,XGBoost,1390,155,0.025172900417085396,0.05893789780026915,0.006596529856324196,0.010115177370607853,0.9870967864990234,0.008420535014010966
PhishingWebsites,CatBoost,9949,1106,0.053291213044777845,0.10176349033110152,0.0162496380507946,0.022060520946979523,0.9629294872283936,0.021792480954900384
PhishingWebsites,ExtraTrees,9949,1106,0.05808763717191797,0.10290628490743396,0.01287686638534069,0.016993448138237,0.9638336300849915,0.01957939297426492
PhishingWebsites,LightGBM,9949,1106,0.051869642391157544,0.09992539346019322,0.015250429511070251,0.018011366948485374,0.9647377729415894,0.020691366051323712
PhishingWebsites,LinearModel,9949,1106,0.1008517504333909,0.17617088604140604,0.017932197079062462,0.0236632339656353,0.9339963793754578,0.01792296103667468
PhishingWebsites,NeuralNetFastAI,9949,1106,0.05431120730476081,0.10424012054174185,0.01615174487233162,0.01661473512649536,0.965641975402832,0.018992468947544694
PhishingWebsites,NeuralNetTorch,9949,1106,0.05567829755028659,0.10517720398671483,0.018689945340156555,0.021997874602675438,0.9647377729415894,0.01786490506492555
PhishingWebsites,RandomForest,9949,1106,0.05803071829236465,0.10362249250267633,0.01365219708532095,0.01990119181573391,0.9629294872283936,0.016429616953246295
PhishingWebsites,XGBoost,9949,1106,0.05172396186044913,0.10117548788489023,0.015787199139595032,0.018146973103284836,0.965641975402832,0.019089543959125876
Run_or_walk_information,CatBoost,79729,8859,0.01046173179564041,0.024320519770581972,0.002999335527420044,0.0038443722296506166,0.9942431449890137,0.0989558839937672
Run_or_walk_information,ExtraTrees,79729,8859,0.011720995084715809,0.023929341551109946,0.0026578977704048157,0.0039266981184482574,0.9931143522262573,0.09776019596029073
Run_or_walk_information,LightGBM,79729,8859,0.00920233129777595,0.021053830827916068,0.0027873776853084564,0.0028178850188851357,0.9943560361862183,0.14765708392951638
Run_or_walk_information,LinearModel,79729,8859,0.2762949752852022,0.420152593283058,0.0612761452794075,0.12448378652334213,0.7437633872032166,0.1051012419629842
Run_or_walk_information,NeuralNetFastAI,79729,8859,0.013737562653356291,0.031172530690831184,0.003950744867324829,0.004696579650044441,0.9914211630821228,0.10378425801172853
Run_or_walk_information,NeuralNetTorch,79729,8859,0.010616778036127065,0.02528589488783183,0.004169967025518417,0.003183516673743725,0.9936787486076355,0.09521556098479778
Run_or_walk_information,RandomForest,79729,8859,0.013159847893368088,0.02769931070039709,0.00299840047955513,0.0023910803720355034,0.991985559463501,0.09878178406506777
