dataset,model,cal_size,test_size,Beta_brier,Beta_logloss,Beta_kuiper,Beta_ece-15,Beta_accuracy,Beta_time
2dplanes,CatBoost,36691,4077,0.09566957607387457,0.15233834610323885,0.006416452117264271,0.012922754511237144,0.9266617894172668,0.022019214928150177
2dplanes,ExtraTrees,36691,4077,0.09491935638410402,0.15237400627157638,0.006126537919044495,0.008288771845400333,0.9254353642463684,0.018345508724451065
2dplanes,LightGBM,36691,4077,0.09542602388421176,0.15329471831807978,0.006167630665004253,0.011594302952289581,0.9298503994941711,0.01629011705517769
2dplanes,LinearModel,36691,4077,0.23363359000054953,0.36681901130858546,0.011860853992402554,0.025279656052589417,0.8413048982620239,0.019857201725244522
2dplanes,NeuralNetFastAI,36691,4077,0.09425774683182414,0.15072883096133866,0.004253918770700693,0.008502358570694923,0.9332842826843262,0.013939660042524338
2dplanes,NeuralNetTorch,36691,4077,0.09469089284103119,0.1521229761682132,0.005054463166743517,0.007687927223742008,0.931812584400177,0.018797200173139572
2dplanes,RandomForest,36691,4077,0.09546832589500773,0.15392753081168684,0.005241659004241228,0.01397399790585041,0.9271523356437683,0.019040115177631378
2dplanes,XGBoost,36691,4077,0.09558715337875694,0.15293009823025588,0.006140487268567085,0.014145289547741413,0.9276428818702698,0.015361737459897995
APSFailure,CatBoost,68400,7600,0.007753435307765341,0.015202719507660424,0.0009612557478249073,0.002233875449746847,0.9948683977127075,0.03471686318516731
APSFailure,ExtraTrees,68400,7600,0.009131312139289133,0.017935016890584646,0.0012730625458061695,0.002354792319238186,0.9940789341926575,0.047225356101989746
APSFailure,LightGBM,68400,7600,0.007700738153267137,0.015204066592276664,0.0006685880944132805,0.0016511097783222795,0.995394766330719,0.04205362871289253
APSFailure,LinearModel,68400,7600,0.0115348291270816,0.021836187839658298,0.0013487502001225948,0.003805045736953616,0.99289470911026,0.039677392691373825
APSFailure,NeuralNetFastAI,68400,7600,0.00929775045795764,0.0172014408559671,0.001440665451809764,0.0029206855688244104,0.9947368502616882,0.04216868430376053
APSFailure,NeuralNetTorch,68400,7600,0.010864150134845318,0.020935257509666776,0.0018988177180290222,0.003731626784428954,0.9930263161659241,0.028067220002412796
APSFailure,RandomForest,68400,7600,0.008030542915844758,0.01639125158628005,0.0014851453015580773,0.00286676874384284,0.9951315522193909,0.05129976198077202
APSFailure,XGBoost,68400,7600,0.0075100901793606,0.014739259048098806,0.0009164669318124652,0.002134609268978238,0.9952631592750549,0.03202245011925697
Amazon_employee_access,CatBoost,29492,3277,0.07181570573344911,0.13363406207415626,0.004483564291149378,0.01272112037986517,0.9551419019699097,0.0136847123503685
Amazon_employee_access,ExtraTrees,29492,3277,0.08136125449498832,0.1527447687627971,0.009246371686458588,0.01715579628944397,0.9475129842758179,0.020276065915822983
Amazon_employee_access,LightGBM,29492,3277,0.07950554003581373,0.15186466641351593,0.004875813145190477,0.010543083772063255,0.9493439197540283,0.01627938821911812
Amazon_employee_access,LinearModel,29492,3277,0.08380801730717197,0.15633184810993092,0.004486732184886932,0.0075648087076842785,0.9459871649742126,0.018629897385835648
Amazon_employee_access,NeuralNetFastAI,29492,3277,0.08309712381722782,0.1542170694686539,0.004125596024096012,0.011155378073453903,0.9462923407554626,0.02161508798599243
Amazon_employee_access,NeuralNetTorch,29492,3277,0.0861675005153717,0.16173717489080258,0.009986475110054016,0.019016223028302193,0.9453768730163574,0.016211610287427902
