dataset,model,cal_size,test_size,XGBoost_brier,XGBoost_logloss,XGBoost_kuiper,XGBoost_ece-15,XGBoost_accuracy,XGBoost_time
autoUniv-au1-1000,RandomForest,900,100,0.37795692682266235,0.5600115060806274,0.0611136257648468,0.0785314068198204,0.7300000190734863,0.024456694722175598
autoUniv-au1-1000,XGBoost,900,100,0.3761051893234253,0.5607262253761292,0.0621047243475914,0.13131828606128693,0.699999988079071,0.024977263063192368
bank-marketing,CatBoost,40689,4522,0.11749390512704849,0.18912583589553833,0.007014578208327293,0.010518581606447697,0.9153029918670654,0.15653398912400007
bank-marketing,ExtraTrees,40689,4522,0.1258777678012848,0.2016817182302475,0.007169635035097599,0.013193070888519287,0.906899631023407,0.15084168314933777
bank-marketing,LightGBM,40689,4522,0.11958657950162888,0.19141708314418793,0.006644953973591328,0.013293617404997349,0.9119858741760254,0.1531619867309928
bank-marketing,LinearModel,40689,4522,0.14110833406448364,0.22858384251594543,0.0076812198385596275,0.010388733819127083,0.9000442028045654,0.15554786380380392
bank-marketing,NeuralNetFastAI,40689,4522,0.12071233987808228,0.19327418506145477,0.007542576640844345,0.0124702462926507,0.9066784381866455,0.1553015811368823
bank-marketing,NeuralNetTorch,40689,4522,0.12036062777042389,0.19284950196743011,0.009504744783043861,0.014378906227648258,0.9093321561813354,0.15251005627214909
bank-marketing,RandomForest,40689,4522,0.12530526518821716,0.2007235437631607,0.007596355862915516,0.011398116126656532,0.9066784381866455,0.15251216385513544
bank-marketing,XGBoost,40689,4522,0.11932148784399033,0.19168883562088013,0.006517777219414711,0.010857871733605862,0.9137549996376038,0.15192980039864779
bank32nh,CatBoost,7372,820,0.26859551668167114,0.4123750925064087,0.02094379812479019,0.038577768951654434,0.795121967792511,0.04807104729115963
bank32nh,ExtraTrees,7372,820,0.2701397240161896,0.41349977254867554,0.01896628364920616,0.039239998906850815,0.7987805008888245,0.04831394460052252
bank32nh,LightGBM,7372,820,0.26894664764404297,0.4156425893306732,0.019418353214859962,0.044883307069540024,0.795121967792511,0.04874166566878557
bank32nh,LinearModel,7372,820,0.2674388587474823,0.40952208638191223,0.017779763787984848,0.03076143004000187,0.795121967792511,0.04822344146668911
bank32nh,NeuralNetFastAI,7372,820,0.2559286653995514,0.3967565894126892,0.018948111683130264,0.031267207115888596,0.8085365891456604,0.04759120009839535
bank32nh,NeuralNetTorch,7372,820,0.26140904426574707,0.4038946032524109,0.015531538054347038,0.026226013898849487,0.8024390339851379,0.04778942093253136
bank32nh,RandomForest,7372,820,0.28455159068107605,0.43455612659454346,0.020685123279690742,0.029457570984959602,0.790243923664093,0.04692745953798294
bank32nh,XGBoost,7372,820,0.2721179127693176,0.41882336139678955,0.019067127257585526,0.02677770145237446,0.8048780560493469,0.04834991414099932
bank8FM,CatBoost,7372,820,0.0749259740114212,0.13383328914642334,0.015036866068840027,0.028707357123494148,0.9487804770469666,0.0461086044088006
bank8FM,ExtraTrees,7372,820,0.07882751524448395,0.13888117671012878,0.016389764845371246,0.03385227173566818,0.9487804770469666,0.04596392344683409
bank8FM,LightGBM,7372,820,0.07646074891090393,0.13459190726280212,0.016522347927093506,0.036500729620456696,0.9487804770469666,0.04604817554354668
bank8FM,LinearModel,7372,820,0.08285828679800034,0.1475147157907486,0.014201657846570015,0.029113400727510452,0.9463414549827576,0.04604896251112223
bank8FM,NeuralNetFastAI,7372,820,0.07748457044363022,0.13326026499271393,0.014414336532354355,0.03594088926911354,0.9475609660148621,0.046456288546323776
bank8FM,NeuralNetTorch,7372,820,0.08152538537979126,0.1400657594203949,0.014934096485376358,0.0303175188601017,0.9439024329185486,0.046316868625581264
