dataset,model,cal_size,test_size,Venn-Abers_brier,Venn-Abers_logloss,Venn-Abers_kuiper,Venn-Abers_ece-15,Venn-Abers_accuracy,Venn-Abers_time
dresses-sales,XGBoost,450,50,0.49545359909763703,0.689695657712721,0.069237619638443,0.1401350200176239,0.6200000047683716,0.003822583006694913
eeg-eye-state,CatBoost,13482,1498,0.06158507337576839,0.10772561936195105,0.007392323575913906,0.0092249670997262,0.9599465727806091,0.47506385401356965
eeg-eye-state,ExtraTrees,13482,1498,0.08158490065752406,0.13512311797456772,0.010836738161742687,0.01815694198012352,0.9405874609947205,0.059447792009450495
eeg-eye-state,LightGBM,13482,1498,0.06811180615699529,0.11523871912794546,0.009748319163918495,0.01716177724301815,0.9579439163208008,0.4909670730121434
eeg-eye-state,LinearModel,13482,1498,0.44681108842856254,0.6358971363899599,0.03248678147792816,0.022284476086497307,0.62950599193573,0.07530743500683457
eeg-eye-state,NeuralNetFastAI,13482,1498,0.2545078400568634,0.40196847563146737,0.04656583070755005,0.0788191556930542,0.8184245824813843,0.1567292739637196
eeg-eye-state,NeuralNetTorch,13482,1498,0.027118990283670236,0.04882925496917148,0.004633795935660601,0.009335877373814583,0.9826435446739197,0.4339122340315953
eeg-eye-state,RandomForest,13482,1498,0.09498117846419044,0.15960641228909142,0.009693337604403496,0.015805456787347794,0.935247004032135,0.05086571292486042
eeg-eye-state,XGBoost,13482,1498,0.07075081441855746,0.12051002558050725,0.008361348882317543,0.013620945625007153,0.9526034593582153,0.39754049200564623
electricity,CatBoost,40780,4532,0.08117215131680319,0.14080057000243987,0.005307380110025406,0.013794641941785812,0.9477052092552185,1.482062847004272
electricity,ExtraTrees,40780,4532,0.1373591746073796,0.2269242228605486,0.0063230725936591625,0.008819851092994213,0.9048985242843628,0.03832076408434659
electricity,LightGBM,40780,4532,0.08175478433937948,0.14301210096896494,0.007845887914299965,0.014030960388481617,0.948367178440094,1.8185678459703922
electricity,LinearModel,40780,4532,0.32930353534423845,0.49549385230799997,0.013960734009742737,0.019796686246991158,0.7563989162445068,0.4100867649540305
electricity,NeuralNetFastAI,40780,4532,0.21952031721253856,0.34502024188184344,0.010296355001628399,0.01428693626075983,0.8453221321105957,0.770353549043648
electricity,NeuralNetTorch,40780,4532,0.1852491650659645,0.29880791164542714,0.016748761758208275,0.028143979609012604,0.8711385726928711,0.4784734209533781
electricity,RandomForest,40780,4532,0.10573758050575283,0.17996010013647715,0.004634631797671318,0.007779747247695923,0.9302735924720764,0.03490990598220378
electricity,XGBoost,40780,4532,0.07984008581489434,0.14011124952066525,0.006205425597727299,0.013615291565656662,0.9477052092552185,1.6311399459373206
fri_c0_1000_5,CatBoost,900,100,0.11921566834634097,0.19180671907521757,0.07778069376945496,0.08283842355012894,0.8999999761581421,0.01949446799699217
fri_c0_1000_5,ExtraTrees,900,100,0.15011378984396942,0.22995491139755472,0.060579217970371246,0.07084908336400986,0.8899999856948853,0.01630882010795176
fri_c0_1000_5,LightGBM,900,100,0.12042542826089349,0.19170530369628758,0.04610610753297806,0.0596972219645977,0.8799999952316284,0.01970871794037521
fri_c0_1000_5,LinearModel,900,100,0.22025077510939556,0.3656278196328438,0.06670251488685608,0.10370178520679474,0.8399999737739563,0.01105261198244989
fri_c0_1000_5,NeuralNetFastAI,900,100,0.10347718071567552,0.17280257832487408,0.05041584372520447,0.08673735707998276,0.9399999976158142,0.018398389918729663
fri_c0_1000_5,NeuralNetTorch,900,100,0.10910494137825166,0.17093667510492694,0.03441067039966583,0.07871741056442261,0.9100000262260437,0.021074702963232994
fri_c0_1000_5,RandomForest,900,100,0.13732635722309464,0.23319768495501633,0.053853876888751984,0.07402186840772629,0.9300000071525574,0.0131364919943735
fri_c0_1000_5,XGBoost,900,100,0.1365299064978555,0.2214458780234128,0.053878314793109894,0.07194939255714417,0.8899999856948853,0.01851055398583412
fri_c0_500_5,CatBoost,450,50,0.18515592467410344,0.2967735844460648,0.06972391158342361,0.0771416500210762,0.8600000143051147,0.009278344921767712
fri_c0_500_5,ExtraTrees,450,50,0.25179720319059734,0.39318908644034267,0.08251427114009857,0.09191601723432541,0.8399999737739563,0.007395107997581363
fri_c0_500_5,LightGBM,450,50,0.20061298054697452,0.3104849794215562,0.0713128000497818,0.12409434467554092,0.8799999952316284,0.009088161983527243
fri_c0_500_5,LinearModel,450,50,0.29702665883644735,0.46059991772475956,0.08482524752616882,0.137853741645813,0.800000011920929,0.005841476027853787
fri_c0_500_5,NeuralNetFastAI,450,50,0.2074555691487727,0.31344542876742154,0.06781058013439178,0.11781180649995804,0.8399999737739563,0.009059907053597271
fri_c0_500_5,NeuralNetTorch,450,50,0.17666389235203023,0.2741665926774265,0.06945553421974182,0.09780151396989822,0.8399999737739563,0.009069969994015992
fri_c0_500_5,RandomForest,450,50,0.2567833185097943,0.394311876075404,0.07288461178541183,0.10008519887924194,0.7799999713897705,0.00814455607905984
fri_c0_500_5,XGBoost,450,50,0.21743038876978837,0.3361226109580748,0.0669412761926651,0.09603717923164368,0.8199999928474426,0.009155228035524487
