dataset,model,cal_size,test_size,CB-monotone_brier,CB-monotone_logloss,CB-monotone_kuiper,CB-monotone_ece-15,CB-monotone_accuracy,CB-monotone_time
Run_or_walk_information,LightGBM,79729,8859,0.008546811413112984,0.01617190389529301,0.0024335640482604504,0.002687238622456789,0.9945817589759827,0.9305672477930784
Run_or_walk_information,LinearModel,79729,8859,0.23051797468203272,0.34866309031804305,0.07929305732250214,0.011959141120314598,0.8248109221458435,1.0523318629711866
Run_or_walk_information,NeuralNetFastAI,79729,8859,0.013397220423031283,0.026067235606261428,0.0028172731399536133,0.0032486410345882177,0.9915340542793274,0.9437797740101814
Run_or_walk_information,NeuralNetTorch,79729,8859,0.010893077019200378,0.0211044963219643,0.003683885559439659,0.004519773181527853,0.9931143522262573,0.9381795451045036
Run_or_walk_information,RandomForest,79729,8859,0.012966891448378736,0.024165665764612706,0.0023833666928112507,0.0030079102143645287,0.9922112822532654,0.9606054704636335
Run_or_walk_information,XGBoost,79729,8859,0.010140619904748266,0.018408482196995257,0.002086447551846504,0.002893754979595542,0.9934529662132263,0.9398950207978487
Satellite,CatBoost,4590,510,0.013668221992356474,0.025887912323299223,0.005113330669701099,0.0049506681971251965,0.9901960492134094,0.23139710538089275
Satellite,ExtraTrees,4590,510,0.016317560158691697,0.026258141190869055,0.0060200076550245285,0.006482012569904327,0.9882352948188782,0.23215659894049168
Satellite,LightGBM,4590,510,0.013763184347611016,0.024691939639616738,0.006494611501693726,0.006340417079627514,0.9901960492134094,0.2309953272342682
Satellite,LinearModel,4590,510,0.015740488436248992,0.02864945108660649,0.006295070052146912,0.00877881608903408,0.9921568632125854,0.22968337684869766
Satellite,NeuralNetFastAI,4590,510,0.012503917560707848,0.025472483576390804,0.004537828266620636,0.006403797306120396,0.9921568632125854,0.22955022379755974
Satellite,NeuralNetTorch,4590,510,0.01612178538867898,0.03256521011603323,0.007226491812616587,0.0039647482335567474,0.9882352948188782,0.23018649779260159
Satellite,RandomForest,4590,510,0.015212017209598064,0.026760733147291993,0.005603104829788208,0.008062569424510002,0.9882352948188782,0.22548157535493374
Satellite,XGBoost,4590,510,0.015127875093196451,0.025528936591120644,0.006325580179691315,0.007124072872102261,0.9901960492134094,0.22807782888412476
SpeedDating,CatBoost,7540,838,0.1767778593792159,0.2895434073406462,0.020321376621723175,0.03284885361790657,0.8818615674972534,0.28378854878246784
SpeedDating,ExtraTrees,7540,838,0.19206958714842082,0.30932683754723406,0.017926223576068878,0.03632977232336998,0.8687350749969482,0.2867712415754795
SpeedDating,LightGBM,7540,838,0.1775783588502357,0.2915827016592923,0.02707265317440033,0.036395829170942307,0.8878281712532043,0.2889439892023802
SpeedDating,LinearModel,7540,838,0.19081214283923195,0.3143044386952395,0.026424724608659744,0.03680470585823059,0.8735083341598511,0.2884247340261936
SpeedDating,NeuralNetFastAI,7540,838,0.18773732358520728,0.3070715618318197,0.02289568819105625,0.030873432755470276,0.8723150491714478,0.2879145797342062
SpeedDating,NeuralNetTorch,7540,838,0.18609797520029114,0.304497376562444,0.022113561630249023,0.02968508191406727,0.8747016787528992,0.2898684907704592
SpeedDating,RandomForest,7540,838,0.19178657926903037,0.31345972450124066,0.021959826350212097,0.03474663943052292,0.8663484454154968,0.2864713314920664
SpeedDating,XGBoost,7540,838,0.17588217990835994,0.28864649629996514,0.019366474822163582,0.026257799938321114,0.8806682825088501,0.28659568540751934
Titanic,CatBoost,1980,221,0.254753402783269,0.4118957332684975,0.06747141480445862,0.056735433638095856,0.8325791954994202,0.1038008164614439
Titanic,ExtraTrees,1980,221,0.2555585088327161,0.41251605010499776,0.06913148611783981,0.05740818381309509,0.8280543088912964,0.19780884124338627
Titanic,LightGBM,1980,221,0.25392490948107904,0.40947633225316465,0.06830412149429321,0.054079532623291016,0.8325791954994202,0.10643883049488068
Titanic,LinearModel,1980,221,0.26101731378797394,0.42685716388662054,0.08028773963451385,0.05925099924206734,0.8325791954994202,0.10366302542388439
Titanic,NeuralNetFastAI,1980,221,0.2521925812293835,0.4074590660803704,0.06873257458209991,0.04853436350822449,0.8325791954994202,0.10271826200187206
Titanic,NeuralNetTorch,1980,221,0.2553072564365911,0.41093271679782145,0.07159768044948578,0.06459271162748337,0.8325791954994202,0.09818150848150253
Titanic,RandomForest,1980,221,0.25593695068215955,0.4126811690701138,0.0707845538854599,0.05773956701159477,0.8280543088912964,0.18783744424581528
Titanic,XGBoost,1980,221,0.2538414356858421,0.40954006153505734,0.0672258660197258,0.054004132747650146,0.8325791954994202,0.10453276708722115
ada,CatBoost,3732,415,0.17084492209849245,0.2690494798234142,0.01469181478023529,0.033575452864170074,0.8795180916786194,0.2333085536956787
ada,ExtraTrees,3732,415,0.19408605257136316,0.30516162820780446,0.016273830085992813,0.03854094073176384,0.8626505732536316,0.22883650846779346
ada,LightGBM,3732,415,0.17129339847307515,0.2710184061569837,0.017613116651773453,0.04511623829603195,0.8795180916786194,0.2277478165924549
ada,LinearModel,3732,415,0.19889325464903274,0.31415076525375035,0.02040105313062668,0.040958743542432785,0.8530120253562927,0.22904264740645885
ada,NeuralNetFastAI,3732,415,0.18544863561704059,0.29694659222367464,0.014707405120134354,0.040903761982917786,0.8698795437812805,0.22641146928071976
ada,NeuralNetTorch,3732,415,0.18355583369010073,0.2877506988386518,0.01125805452466011,0.021541379392147064,0.8722891807556152,0.22576535493135452
ada,RandomForest,3732,415,0.17962397676251488,0.2844910800655914,0.01235005259513855,0.031160835176706314,0.8795180916786194,0.2278788760304451
ada,XGBoost,3732,415,0.17045612035351124,0.26986602971999324,0.012479515746235847,0.02109614759683609,0.8771084547042847,0.22869986295700073
adult,CatBoost,43957,4885,0.1715756477023822,0.2706759865167494,0.005872191861271858,0.01019796822220087,0.8769702911376953,0.6873499471694231
adult,ExtraTrees,43957,4885,0.19022844446545753,0.30018362357679496,0.006495852023363113,0.011732466518878937,0.863459587097168,0.6850275713950396
adult,LightGBM,43957,4885,0.17149907001596124,0.2694329945406983,0.007634956389665604,0.011274473741650581,0.8763561844825745,0.6776543408632278
adult,LinearModel,43957,4885,0.20292481151676384,0.31706137584953914,0.007906044833362103,0.011835127137601376,0.8532241582870483,0.6813558265566826
adult,NeuralNetFastAI,43957,4885,0.18975193402171942,0.2986686876111773,0.007672589272260666,0.011522459797561169,0.863459587097168,0.6986043769866228
adult,NeuralNetTorch,43957,4885,0.19119736806222637,0.2998393780690598,0.007647791877388954,0.009256131015717983,0.8636642694473267,0.6924847774207592
adult,RandomForest,43957,4885,0.18686775165013986,0.2934167329003855,0.007185282185673714,0.007998066954314709,0.8638690114021301,0.6975273378193378
adult,XGBoost,43957,4885,0.17038150652816728,0.26796252431866957,0.004872490651905537,0.011006686836481094,0.8765609264373779,0.6864419747143984
ailerons,CatBoost,12375,1375,0.15911543384750934,0.2614331205969078,0.008054640144109726,0.028380636125802994,0.890181839466095,0.3460552114993334
ailerons,ExtraTrees,12375,1375,0.1675332879553531,0.2743138526144583,0.009304419159889221,0.017315639182925224,0.8814545273780823,0.348645344376564
ailerons,LightGBM,12375,1375,0.15826552542640962,0.25869274054838487,0.008961925283074379,0.02626221999526024,0.8916363716125488,0.34860851243138313
ailerons,LinearModel,12375,1375,0.16997036827704803,0.2781713899144561,0.010306095704436302,0.029613204300403595,0.8799999952316284,0.35034455358982086
ailerons,NeuralNetFastAI,12375,1375,0.16626563215473938,0.2709616489326778,0.01001768559217453,0.024877214804291725,0.8829091191291809,0.34957296028733253
ailerons,NeuralNetTorch,12375,1375,0.1639226983353596,0.26710080495414085,0.007837843149900436,0.023005641996860504,0.8821818232536316,0.34835042618215084
ailerons,RandomForest,12375,1375,0.1642837506958002,0.27076548158232483,0.00948171317577362,0.025523534044623375,0.8829091191291809,0.3460449203848839
ailerons,XGBoost,12375,1375,0.1592920801801814,0.2601281856328383,0.007630687206983566,0.019494015723466873,0.8887272477149963,0.34878409653902054
arcene,CatBoost,90,10,0.3809829353281612,0.5663422265442237,0.17953526973724365,0.2334674745798111,0.699999988079071,0.07277805730700493
arcene,ExtraTrees,90,10,0.3067659375126065,0.47723038373783194,0.12966980040073395,0.24700629711151123,0.8999999761581421,0.07352284714579582
arcene,LightGBM,90,10,0.3922486368712394,0.5793644285816615,0.11866037547588348,0.16976606845855713,0.699999988079071,0.07264521718025208
arcene,LinearModel,90,10,0.35609048280577005,0.5350028813883689,0.1223096176981926,0.1764395385980606,0.699999988079071,0.07130659557878971
arcene,NeuralNetFastAI,90,10,0.33973478894376336,0.524738707136789,0.1726054847240448,0.32637324929237366,0.800000011920929,0.06914048828184605
arcene,NeuralNetTorch,90,10,0.3642454960987867,0.560597716503904,0.21233385801315308,0.35443058609962463,0.699999988079071,0.07034646160900593
arcene,RandomForest,90,10,0.3518463026056723,0.5316609221859958,0.0855914056301117,0.19387543201446533,0.699999988079071,0.06537809409201145
arcene,XGBoost,90,10,0.37733969533101,0.5623314480493897,0.11939450353384018,0.21206867694854736,0.699999988079071,0.0671699307858944
arsenic-female-bladder,CatBoost,503,56,0.20565100183673818,0.3277155342968557,0.0426374226808548,0.07356123626232147,0.8571428656578064,0.17581546865403652
arsenic-female-bladder,ExtraTrees,503,56,0.21731643627459588,0.3469813925571273,0.058923959732055664,0.0777050033211708,0.8571428656578064,0.1779757272452116
arsenic-female-bladder,LightGBM,503,56,0.21644152782809803,0.35049822741403414,0.04684386029839516,0.08736321330070496,0.8571428656578064,0.18039621226489544
arsenic-female-bladder,LinearModel,503,56,0.23263824709213468,0.3647925620879195,0.04480309784412384,0.06427424401044846,0.8571428656578064,0.1778469793498516
arsenic-female-bladder,NeuralNetFastAI,503,56,0.21317397024776547,0.32944882179807156,0.051930319517850876,0.10052917897701263,0.8392857313156128,0.17938368022441864
arsenic-female-bladder,NeuralNetTorch,503,56,0.18589862851002417,0.31419746431444073,0.05988211929798126,0.06966438889503479,0.875,0.1818791963160038
arsenic-female-bladder,RandomForest,503,56,0.2202797160268559,0.35806606055146517,0.051766086369752884,0.14373305439949036,0.8571428656578064,0.17913751304149628
arsenic-female-bladder,XGBoost,503,56,0.20753423109331784,0.33560043498638636,0.0428018644452095,0.048764828592538834,0.8571428656578064,0.17927004396915436
autoUniv-au1-1000,CatBoost,900,100,0.3783670350592845,0.5649991196303431,0.06348510086536407,0.08581030368804932,0.7300000190734863,0.18674981407821178
autoUniv-au1-1000,ExtraTrees,900,100,0.36224713167567857,0.553790359325909,0.04014827311038971,0.058429718017578125,0.7599999904632568,0.18739709071815014
autoUniv-au1-1000,LightGBM,900,100,0.35457824485922673,0.5421727251490792,0.049614131450653076,0.10168880969285965,0.7699999809265137,0.18470064364373684
autoUniv-au1-1000,LinearModel,900,100,0.38369617337826206,0.5769077796403184,0.0744028091430664,0.09737136960029602,0.7400000095367432,0.18450184911489487
autoUniv-au1-1000,NeuralNetFastAI,900,100,0.34710587855140157,0.5326226971702895,0.03708338737487793,0.06458089500665665,0.7699999809265137,0.1858215108513832
autoUniv-au1-1000,NeuralNetTorch,900,100,0.3530255806281989,0.5341752408138519,0.03792989253997803,0.056617364287376404,0.75,0.18695728480815887
autoUniv-au1-1000,RandomForest,900,100,0.3868519777458586,0.5751726373844646,0.045871082693338394,0.08050418645143509,0.7300000190734863,0.18602603115141392
autoUniv-au1-1000,XGBoost,900,100,0.3711143674822371,0.5557891797212804,0.06079268455505371,0.0913100391626358,0.7300000190734863,0.18205092661082745
bank-marketing,CatBoost,40689,4522,0.1172416748812765,0.18691099568889874,0.004537664353847504,0.008557572960853577,0.9155241250991821,0.596808509901166
bank-marketing,ExtraTrees,40689,4522,0.1256602440912395,0.20005569361717515,0.005803029052913189,0.009528735652565956,0.9062361717224121,0.622899379581213
bank-marketing,LightGBM,40689,4522,0.11922068724938646,0.18925787869069804,0.004913685843348503,0.00907566212117672,0.9104378819465637,0.648469103500247
bank-marketing,LinearModel,40689,4522,0.14111658924858428,0.22765670271166152,0.006584823131561279,0.00706949457526207,0.8998230695724487,0.6518256012350321
bank-marketing,NeuralNetFastAI,40689,4522,0.12050219121345582,0.19138283318906008,0.007193402387201786,0.009735713712871075,0.9124281406402588,0.656150009483099
bank-marketing,NeuralNetTorch,40689,4522,0.12028004138136782,0.19083781823829482,0.008192760869860649,0.009865796193480492,0.9122070074081421,0.6572854239493608
bank-marketing,RandomForest,40689,4522,0.12518858365075436,0.19870720823357654,0.00638163834810257,0.009783542715013027,0.9064573049545288,0.6407194137573242
bank-marketing,XGBoost,40689,4522,0.11880407101376277,0.18967373192389336,0.005364423617720604,0.006366532761603594,0.9128704071044922,0.6527527533471584
bank32nh,CatBoost,7372,820,0.26892992725384324,0.41453188295918914,0.020955462008714676,0.042449817061424255,0.795121967792511,0.2743522059172392
bank32nh,ExtraTrees,7372,820,0.2702271625825655,0.4158913772352504,0.02024451643228531,0.043452054262161255,0.7987805008888245,0.27573044039309025
bank32nh,LightGBM,7372,820,0.2674516494895323,0.41539308964973626,0.020838607102632523,0.044064246118068695,0.7987805008888245,0.2814603839069605
bank32nh,LinearModel,7372,820,0.26801782958503695,0.40896091231420584,0.01974700577557087,0.04247608408331871,0.795121967792511,0.2803914360702038
bank32nh,NeuralNetFastAI,7372,820,0.2562301172244123,0.39776302794325535,0.01999308355152607,0.03780411556363106,0.8134146332740784,0.28074437007308006
bank32nh,NeuralNetTorch,7372,820,0.26243714069684804,0.4077744286937799,0.01685473695397377,0.029603397473692894,0.8024390339851379,0.28273010067641735
bank32nh,RandomForest,7372,820,0.2854139362431482,0.437809394801511,0.025602184236049652,0.039328400045633316,0.7914634346961975,0.2801377810537815
bank32nh,XGBoost,7372,820,0.2725409283227403,0.420178438580695,0.020373770967125893,0.03337941691279411,0.800000011920929,0.2820470407605171
bank8FM,CatBoost,7372,820,0.07457652634112033,0.11918136995178957,0.008607801981270313,0.015424065291881561,0.9463414549827576,0.2820060607045889
bank8FM,ExtraTrees,7372,820,0.07803098048043443,0.12398909335791951,0.010350093245506287,0.01950099691748619,0.9487804770469666,0.28311887569725513
bank8FM,LightGBM,7372,820,0.07567447636611399,0.11931002792214851,0.01095532439649105,0.020716847851872444,0.9475609660148621,0.2779860980808735
bank8FM,LinearModel,7372,820,0.08254716218394002,0.13437839729843623,0.009178238920867443,0.017547674477100372,0.9451219439506531,0.2844535820186138
bank8FM,NeuralNetFastAI,7372,820,0.07642093577088137,0.11596077841131432,0.011000425554811954,0.021205011755228043,0.9487804770469666,0.2839453276246786
bank8FM,NeuralNetTorch,7372,820,0.07994829605238814,0.12285084108592118,0.010030216537415981,0.019789697602391243,0.9475609660148621,0.28423735685646534
bank8FM,RandomForest,7372,820,0.07825863918644173,0.13179434311701035,0.009641027078032494,0.021219417452812195,0.9463414549827576,0.28000459261238575
bank8FM,XGBoost,7372,820,0.07571221769577811,0.12672114950252436,0.00881258212029934,0.017119236290454865,0.9426829218864441,0.2801672350615263
blood-transfusion-service-center,CatBoost,673,75,0.32704325961352976,0.49647680279553735,0.06551512330770493,0.08493001759052277,0.7599999904632568,0.1784560289233923
blood-transfusion-service-center,ExtraTrees,673,75,0.3222129846482584,0.48628006782996785,0.05977477878332138,0.0945606604218483,0.7599999904632568,0.1827125158160925
blood-transfusion-service-center,LightGBM,673,75,0.32520938096019836,0.4901925835719241,0.05932524800300598,0.12490074336528778,0.7599999904632568,0.1793806552886963
blood-transfusion-service-center,LinearModel,673,75,0.32232762729292747,0.48014764242763663,0.0658947080373764,0.127934068441391,0.746666669845581,0.179796377196908
blood-transfusion-service-center,NeuralNetFastAI,673,75,0.3279316749081281,0.48811380929313314,0.058523863554000854,0.12428749352693558,0.7733333110809326,0.17938658967614174
blood-transfusion-service-center,NeuralNetTorch,673,75,0.30700789933766437,0.46223972411980174,0.05393487960100174,0.08639008551836014,0.746666669845581,0.1815063040703535
blood-transfusion-service-center,RandomForest,673,75,0.3155185299406053,0.4837858526314115,0.05468866974115372,0.07271018624305725,0.7733333110809326,0.1751764677464962
blood-transfusion-service-center,XGBoost,673,75,0.33650919736551343,0.5093412651068344,0.04171159118413925,0.10346014052629471,0.746666669845581,0.17602760531008244
boston_corrected,CatBoost,455,51,0.17073174867864963,0.2819750961001258,0.08795660734176636,0.09311845153570175,0.9019607901573181,0.18072072975337505
boston_corrected,ExtraTrees,455,51,0.16154759398906432,0.26818247797972533,0.10054580867290497,0.14471633732318878,0.8823529481887817,0.1793630700558424
boston_corrected,LightGBM,455,51,0.16052783533408263,0.272676035515217,0.09515708684921265,0.15208357572555542,0.9215686321258545,0.17992090433835983
boston_corrected,LinearModel,455,51,0.18676545799193442,0.30010488250112055,0.09994859993457794,0.1488032341003418,0.8627451062202454,0.1796701718121767
boston_corrected,NeuralNetFastAI,455,51,0.15388645035426504,0.26205688452432446,0.1171940341591835,0.1500740945339203,0.8823529481887817,0.17777247913181782
boston_corrected,NeuralNetTorch,455,51,0.20291930975482925,0.31231850186827265,0.11144673079252243,0.17076972126960754,0.8039215803146362,0.17894105799496174
boston_corrected,RandomForest,455,51,0.17661495805539323,0.2919248153217122,0.09674423933029175,0.14547684788703918,0.8627451062202454,0.17902645468711853
boston_corrected,XGBoost,455,51,0.19644467194442264,0.3125221337604143,0.08635382354259491,0.13990677893161774,0.8627451062202454,0.1840004250407219
churn,CatBoost,4500,500,0.0853302928467075,0.1734237667847685,0.011898229829967022,0.018042361363768578,0.949999988079071,0.2313367873430252
churn,ExtraTrees,4500,500,0.08391701835178077,0.17243760444327536,0.014344868250191212,0.023477798327803612,0.949999988079071,0.22830075956881046
churn,LightGBM,4500,500,0.0905337635929793,0.18389531573778833,0.012724418193101883,0.027975967153906822,0.9459999799728394,0.22719410434365273
churn,LinearModel,4500,500,0.1824996425287679,0.2988640906374623,0.026927992701530457,0.030633525922894478,0.8500000238418579,0.23889458738267422
churn,NeuralNetFastAI,4500,500,0.07656479325052047,0.16165605708815162,0.00959918275475502,0.017125986516475677,0.9559999704360962,0.22990580275654793
churn,NeuralNetTorch,4500,500,0.08253418805723636,0.17389518123032202,0.017570002004504204,0.02388395369052887,0.9539999961853027,0.23440437391400337
churn,RandomForest,4500,500,0.1004067642799842,0.1972369120725092,0.012689076364040375,0.019401483237743378,0.9359999895095825,0.2360459715127945
churn,XGBoost,4500,500,0.0871153194486847,0.17624656842559597,0.01428079605102539,0.02743157558143139,0.9440000057220459,0.2324896678328514
climate-model-simulation-crashes,CatBoost,486,54,0.09519997680096896,0.18310998108405568,0.06969393044710159,0.06974343955516815,0.9444444179534912,0.17683939263224602
climate-model-simulation-crashes,ExtraTrees,486,54,0.10142907989203233,0.20804308913694278,0.08520568162202835,0.08063635975122452,0.9444444179534912,0.17757482081651688
climate-model-simulation-crashes,LightGBM,486,54,0.09921307356227743,0.20264326409576955,0.09466617554426193,0.08663429319858551,0.9259259104728699,0.17828256264328957
climate-model-simulation-crashes,LinearModel,486,54,0.10996345221030747,0.23304488993633346,0.09135035425424576,0.09420926123857498,0.9444444179534912,0.17518422938883305
climate-model-simulation-crashes,NeuralNetFastAI,486,54,0.09588759676611003,0.21031331733345418,0.09128929674625397,0.07491037994623184,0.9444444179534912,0.1748940348625183
climate-model-simulation-crashes,NeuralNetTorch,486,54,0.10731801219774761,0.21881033132463662,0.08252763003110886,0.09262823313474655,0.9259259104728699,0.17671064659953117
climate-model-simulation-crashes,RandomForest,486,54,0.10537677863122787,0.2175946751752128,0.1002064198255539,0.09221062809228897,0.9259259104728699,0.1734397690743208
climate-model-simulation-crashes,XGBoost,486,54,0.09447695879918631,0.1949441614348305,0.09367886185646057,0.09435465186834335,0.9444444179534912,0.17940875329077244
colleges_usnews,CatBoost,1171,131,0.3727423390755686,0.5413097518982584,0.05908562242984772,0.10627765208482742,0.7099236845970154,0.1879685502499342
colleges_usnews,ExtraTrees,1171,131,0.3664516029536233,0.5394024055798263,0.05869500711560249,0.1132139042019844,0.7022900581359863,0.18828113563358784
colleges_usnews,LightGBM,1171,131,0.388165956169492,0.5614814859208525,0.07097894698381424,0.13207711279392242,0.6641221642494202,0.18864035233855247
colleges_usnews,LinearModel,1171,131,0.4019960074683895,0.5838076945035793,0.0671086460351944,0.12742067873477936,0.6641221642494202,0.19023063220083714
colleges_usnews,NeuralNetFastAI,1171,131,0.40000811056076513,0.5755077194548854,0.0781572163105011,0.11978230625391006,0.694656491279602,0.18649251200258732
colleges_usnews,NeuralNetTorch,1171,131,0.3835423089424734,0.5555280900903388,0.07699943333864212,0.16487805545330048,0.7175572514533997,0.19192060828208923
colleges_usnews,RandomForest,1171,131,0.3682632638383724,0.5514750367322797,0.061621520668268204,0.10537426173686981,0.7022900581359863,0.19115787371993065
colleges_usnews,XGBoost,1171,131,0.3907901081583864,0.5620187797536198,0.07639651000499725,0.13652554154396057,0.6870229244232178,0.19020310416817665
cpu_act,CatBoost,7372,820,0.06640452592589363,0.11310189287401055,0.016115715727210045,0.03243201971054077,0.959756076335907,0.28828463703393936
cpu_act,ExtraTrees,7372,820,0.07661021200467479,0.12831407841599513,0.014148175716400146,0.03170701116323471,0.95243901014328,0.2730288952589035
cpu_act,LightGBM,7372,820,0.06885028955794902,0.1149332972365706,0.015370294451713562,0.03127692639827728,0.954878032207489,0.2864356506615877
cpu_act,LinearModel,7372,820,0.08485116861302554,0.14443453635016143,0.016688622534275055,0.026218833401799202,0.9439024329185486,0.2840577866882086
cpu_act,NeuralNetFastAI,7372,820,0.07214998119477602,0.12290499897596685,0.01795767992734909,0.033009279519319534,0.9475609660148621,0.2871566452085972
cpu_act,NeuralNetTorch,7372,820,0.07768900923786552,0.131789358866471,0.01915762387216091,0.027722109109163284,0.9512194991111755,0.2863156534731388
cpu_act,RandomForest,7372,820,0.07430242043969056,0.129117714620838,0.01308569684624672,0.022493131458759308,0.9536585211753845,0.2822583243250847
cpu_act,XGBoost,7372,820,0.06608870972881573,0.11195777180598927,0.01577811874449253,0.027894238010048866,0.954878032207489,0.2885884679853916
cpu_small,CatBoost,7372,820,0.09558989033225453,0.15319839721268724,0.012893818318843842,0.029042847454547882,0.9329268336296082,0.28547219559550285
cpu_small,ExtraTrees,7372,820,0.10486908406747876,0.16662226431601687,0.009524520486593246,0.018445303663611412,0.9268292784690857,0.28534140810370445
cpu_small,LightGBM,7372,820,0.0978516669497343,0.15580271165914375,0.010521531105041504,0.03476903587579727,0.9378048777580261,0.2860207036137581
cpu_small,LinearModel,7372,820,0.12693686230792045,0.2010358111922657,0.010771170258522034,0.026182716712355614,0.9073171019554138,0.2795978933572769
cpu_small,NeuralNetFastAI,7372,820,0.10939478166898672,0.1708972128256699,0.008366413414478302,0.02774636261165142,0.9170731902122498,0.28615669161081314
cpu_small,NeuralNetTorch,7372,820,0.10397366636725411,0.16492307790194569,0.01310451328754425,0.026348823681473732,0.9231707453727722,0.28692698292434216
cpu_small,RandomForest,7372,820,0.10197119963649623,0.1645221016602807,0.013759613037109375,0.025455106049776077,0.9329268336296082,0.2832354884594679
cpu_small,XGBoost,7372,820,0.09889505099222486,0.1575320277748447,0.01335170865058899,0.03539580479264259,0.9353658556938171,0.28461442328989506
credit-g,CatBoost,900,100,0.27622214392760375,0.427816235262302,0.05192486569285393,0.10477738827466965,0.8399999737739563,0.18619433790445328
credit-g,ExtraTrees,900,100,0.2839592732600116,0.4446863732240405,0.049817293882369995,0.1383330523967743,0.8199999928474426,0.1870567798614502
credit-g,LightGBM,900,100,0.28492620688863135,0.44212424218801416,0.04667641222476959,0.10135670751333237,0.7900000214576721,0.184961361810565
credit-g,LinearModel,900,100,0.3079517834267886,0.47162465979656304,0.05359929800033569,0.07345644384622574,0.7799999713897705,0.18497658520936966
credit-g,NeuralNetFastAI,900,100,0.2989642141084008,0.4539541682678003,0.041509173810482025,0.05921091139316559,0.7599999904632568,0.18552768602967262
credit-g,NeuralNetTorch,900,100,0.2907470848821651,0.4478105775013026,0.047756120562553406,0.10953756421804428,0.7699999809265137,0.19182835519313812
credit-g,RandomForest,900,100,0.2742243856987209,0.42846658199002513,0.056302204728126526,0.10887759178876877,0.800000011920929,0.19080976396799088
credit-g,XGBoost,900,100,0.29211606018689673,0.44462927809182323,0.03882455825805664,0.08247923851013184,0.7799999713897705,0.18675622157752514
cylinder-bands,CatBoost,486,54,0.18613034890788216,0.3107766400712992,0.04337643086910248,0.10199447721242905,0.8518518805503845,0.1858646646142006
cylinder-bands,ExtraTrees,486,54,0.17608606551615988,0.2998055663086126,0.04920359328389168,0.10302437841892242,0.9074074029922485,0.18627016991376877
cylinder-bands,LightGBM,486,54,0.18419519156011152,0.3124473420668322,0.05599174648523331,0.1445402055978775,0.8888888955116272,0.17810117453336716
cylinder-bands,LinearModel,486,54,0.26252342914025234,0.41604410425445587,0.05194239318370819,0.11184586584568024,0.7962962985038757,0.178920591250062
cylinder-bands,NeuralNetFastAI,486,54,0.22618155731431258,0.377822401291967,0.07932817935943604,0.17499996721744537,0.8703703880310059,0.1851749550551176
cylinder-bands,NeuralNetTorch,486,54,0.20622074540680999,0.34701659618677183,0.07372170686721802,0.13372620940208435,0.8518518805503845,0.18335668183863163
cylinder-bands,RandomForest,486,54,0.16828689511620742,0.28598606525936415,0.040666066110134125,0.07528252899646759,0.8888888955116272,0.1829210091382265
cylinder-bands,XGBoost,486,54,0.17736054319574018,0.30511966492176973,0.06309886276721954,0.15056656301021576,0.8703703880310059,0.1766780186444521
delta_ailerons,CatBoost,6416,713,0.09015253905586368,0.18354305419810488,0.009155496954917908,0.019176607951521873,0.948106586933136,0.2747536040842533
delta_ailerons,ExtraTrees,6416,713,0.09279922206297106,0.1866497682975089,0.01133875921368599,0.01687757670879364,0.948106586933136,0.27147588320076466
delta_ailerons,LightGBM,6416,713,0.09115834618426479,0.18740556243839068,0.009788616560399532,0.023480486124753952,0.9424964785575867,0.2773580327630043
delta_ailerons,LinearModel,6416,713,0.11068932744362334,0.22018096176162377,0.01211577095091343,0.026410359889268875,0.9382889270782471,0.2737205605953932
delta_ailerons,NeuralNetFastAI,6416,713,0.10203380167282705,0.20226441883708648,0.011606956832110882,0.024838734418153763,0.9453015327453613,0.2735252324491739
delta_ailerons,NeuralNetTorch,6416,713,0.1004637884470348,0.1975728003109394,0.011198082938790321,0.02209305390715599,0.9453015327453613,0.27798936888575554
delta_ailerons,RandomForest,6416,713,0.09362578581916009,0.18230282678960907,0.011898737400770187,0.024093948304653168,0.9438990354537964,0.26825198344886303
delta_ailerons,XGBoost,6416,713,0.09140553366951273,0.18750894730101303,0.01069610845297575,0.02464182674884796,0.948106586933136,0.2693412881344557
delta_elevators,CatBoost,8565,952,0.17737444097496533,0.29799359046851964,0.010649877600371838,0.025364430621266365,0.8844537734985352,0.2937752231955528
delta_elevators,ExtraTrees,8565,952,0.1800759156304852,0.29955328891897587,0.012131107971072197,0.030689828097820282,0.8792017102241516,0.3001961912959814
delta_elevators,LightGBM,8565,952,0.17543663586476735,0.29470714980328766,0.011721684597432613,0.034307997673749924,0.8876050710678101,0.2887779586017132
delta_elevators,LinearModel,8565,952,0.17970225680918184,0.3059120117093724,0.012301248498260975,0.025507573038339615,0.881302535533905,0.2918798681348562
delta_elevators,NeuralNetFastAI,8565,952,0.17750074646159095,0.2981512047399486,0.008535444736480713,0.016828060150146484,0.881302535533905,0.29269990138709545
delta_elevators,NeuralNetTorch,8565,952,0.17617592768951904,0.2960426466750234,0.01064329594373703,0.022322412580251694,0.8855041861534119,0.29678891971707344
delta_elevators,RandomForest,8565,952,0.18419221934527252,0.3042855385441733,0.013694188557565212,0.033621303737163544,0.8728991746902466,0.29185297153890133
delta_elevators,XGBoost,8565,952,0.1769383532691125,0.29627733534472855,0.009630545973777771,0.0337054468691349,0.881302535533905,0.29630243591964245
diabetes,CatBoost,691,77,0.24839134756551573,0.3916688514639532,0.04305841773748398,0.12157222628593445,0.8311688303947449,0.18627736531198025
