dataset,model,cal_size,test_size,CB-monotone_brier,CB-monotone_logloss,CB-monotone_kuiper,CB-monotone_ece-15,CB-monotone_accuracy,CB-monotone_time
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LinearModel,1440,160,0.5033203796522646,0.6966976891716873,0.24888421595096588,0.011583292856812477,0.4937500059604645,0.18388591893017292
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetFastAI,1440,160,0.2855350980596402,0.43738496697224943,0.061546556651592255,0.022135157138109207,0.793749988079071,0.19418993219733238
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetTorch,1440,160,0.3009502718810294,0.461390796726195,0.03890856355428696,0.08814836293458939,0.793749988079071,0.18193982541561127
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,RandomForest,1440,160,0.3894749209960808,0.57674521106872,0.03468124195933342,0.050364356487989426,0.7124999761581421,0.1962959375232458
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,XGBoost,1440,160,0.3365561014430864,0.508298106673543,0.04074780270457268,0.07048729062080383,0.7437499761581421,0.1956277322024107
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,CatBoost,1440,160,0.3935213784939985,0.5677443972190257,0.044259555637836456,0.07991139590740204,0.643750011920929,0.1953680720180273
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,ExtraTrees,1440,160,0.4893220112408662,0.6824440272490528,0.033601194620132446,0.042979538440704346,0.5687500238418579,0.19013329967856407
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LightGBM,1440,160,0.4869334693809325,0.6798978976679206,0.04370974004268646,0.05618331581354141,0.581250011920929,0.19184906035661697
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LinearModel,1440,160,0.4980686617348346,0.691220412046532,0.04469921439886093,0.014079698361456394,0.518750011920929,0.19031985476613045
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetFastAI,1440,160,0.3946057230607859,0.5617668725840981,0.04670995473861694,0.08828161656856537,0.643750011920929,0.19165095873177052
