dataset,model,cal_size,test_size,ETS_brier,ETS_logloss,ETS_kuiper,ETS_ece-15,ETS_accuracy,ETS_time
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,CatBoost,1440,160,0.4171859397624531,0.5899233712328451,0.06808741390705109,0.14595109224319458,0.6499999761581421,0.00556897500064224
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,ExtraTrees,1440,160,0.49716785038640426,0.6984089297810764,0.06600794941186905,0.13605652749538422,0.6187499761581421,0.012917028972879052
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LightGBM,1440,160,0.46354155344522996,0.6549668927752271,0.07034317404031754,0.10473030805587769,0.6187499761581421,0.01594819303136319
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LinearModel,1440,160,0.5,0.6931471805599453,0.25,0.0,0.5,0.014108268078416586
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetFastAI,1440,160,0.45927751542274764,0.6475537145307781,0.08735975623130798,0.15558922290802002,0.612500011920929,0.00744455901440233
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetTorch,1440,160,0.4514515101125031,0.6420070430622014,0.07523911446332932,0.1506437510251999,0.6312500238418579,0.011687661055475473
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,RandomForest,1440,160,0.4978341861668845,0.6983265080051219,0.06204616278409958,0.11922004073858261,0.606249988079071,0.013628741027787328
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,XGBoost,1440,160,0.45581192659248887,0.6491035473233107,0.04962848871946335,0.10754770040512085,0.6499999761581421,0.014772315043956041
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,CatBoost,1440,160,0.3752418817670281,0.5540314273300765,0.04491491615772247,0.10330706834793091,0.6937500238418579,0.007647278951480985
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,ExtraTrees,1440,160,0.4171640692831076,0.6063606068886163,0.03680213540792465,0.0764944776892662,0.668749988079071,0.011681657982990146
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LightGBM,1440,160,0.38730092374101627,0.5728152999488341,0.03719069063663483,0.10269863903522491,0.699999988079071,0.008661315077915788
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LinearModel,1440,160,0.5,0.6931471805599453,0.25,0.0,0.5,0.013492856058292091
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetFastAI,1440,160,0.3804811303097376,0.562886275721663,0.07051075249910355,0.12107711285352707,0.699999988079071,0.0063515580259263515
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetTorch,1440,160,0.34837420603035396,0.5236954961292175,0.04917952045798302,0.07892684638500214,0.737500011920929,0.01531860395334661
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,RandomForest,1440,160,0.4057459621944536,0.5946094153426713,0.03970111906528473,0.0592353455722332,0.699999988079071,0.012212365050800145
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,XGBoost,1440,160,0.3899608751112358,0.5754239400057392,0.03685960918664932,0.09039043635129929,0.6937500238418579,0.010248331003822386
