dataset,model,cal_size,test_size,LightGBM_brier,LightGBM_logloss,LightGBM_kuiper,LightGBM_ece-15,LightGBM_accuracy,LightGBM_time
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetFastAI,1440,160,0.2847388774951932,0.4384160218180866,0.050486668944358826,0.02009614184498787,0.793749988079071,0.059377013705670834
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetTorch,1440,160,0.2976814095119013,0.457972724920886,0.030105305835604668,0.0437496043741703,0.78125,0.05780186224728823
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,RandomForest,1440,160,0.3936513727504164,0.580431694238681,0.02533692494034767,0.05237114802002907,0.699999988079071,0.05487319175153971
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,XGBoost,1440,160,0.337973834252952,0.51036837684912,0.033023905009031296,0.0975523367524147,0.7437499761581421,0.05629437696188688
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,CatBoost,1440,160,0.3925584177532576,0.570632207625166,0.03098667412996292,0.058546584099531174,0.6625000238418579,0.05631351098418236
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,ExtraTrees,1440,160,0.5025191866684114,0.6962310747252707,0.0374143123626709,0.05274929851293564,0.5625,0.04492445848882198
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LightGBM,1440,160,0.4908799547507227,0.6840473127245755,0.051019832491874695,0.0992286428809166,0.581250011920929,0.04360600654035807
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LinearModel,1440,160,0.497778635953262,0.690917539840323,0.03836865723133087,0.01210117433220148,0.512499988079071,0.037275186739861965
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetFastAI,1440,160,0.3978896374143632,0.5685321453338004,0.05347271263599396,0.08508411049842834,0.643750011920929,0.053953091613948345
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetTorch,1440,160,0.4349579634603254,0.6235671127965075,0.046161700040102005,0.06537806242704391,0.643750011920929,0.05307160411030054
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,RandomForest,1440,160,0.49656063340188616,0.6897424286814816,0.043930113315582275,0.10086838901042938,0.574999988079071,0.042373293079435825
