dataset,model,cal_size,test_size,TS_brier,TS_logloss,TS_kuiper,TS_ece-15,TS_accuracy,TS_time
Bioresponse,NeuralNetFastAI,3375,376,0.2868637144565582,0.4433872401714325,0.022788554430007935,0.06958408653736115,0.7792553305625916,0.012203835067339242
Bioresponse,NeuralNetTorch,3375,376,0.29218724370002747,0.45054781436920166,0.022743210196495056,0.05507862567901611,0.7952127456665039,0.011987514095380902
Bioresponse,RandomForest,3375,376,0.28098905086517334,0.4340830147266388,0.026260539889335632,0.056212447583675385,0.811170220375061,0.012132831965573132
Bioresponse,XGBoost,3375,376,0.27532872557640076,0.4320458471775055,0.025937851518392563,0.05147772654891014,0.8164893388748169,0.012156837969087064
Click_prediction_small,CatBoost,35953,3995,0.25338003039360046,0.41181299090385437,0.007608059793710709,0.01226766873151064,0.8362953662872314,0.10357596108224243
Click_prediction_small,ExtraTrees,35953,3995,0.26023900508880615,0.42096176743507385,0.007598266936838627,0.00841692928224802,0.8342928886413574,0.1039994319435209
Click_prediction_small,LightGBM,35953,3995,0.25805893540382385,0.418875515460968,0.007573302835226059,0.010546606034040451,0.8367959856987,0.10355826804880053
Click_prediction_small,LinearModel,35953,3995,0.2624593675136566,0.4263887107372284,0.028793882578611374,0.031561728566884995,0.8365457057952881,0.10221547400578856
Click_prediction_small,NeuralNetFastAI,35953,3995,0.2582891881465912,0.4200841784477234,0.006431641057133675,0.008491558954119682,0.8375469446182251,0.10228021291550249
Click_prediction_small,NeuralNetTorch,35953,3995,0.2597760856151581,0.4188360869884491,0.009463157504796982,0.012410879135131836,0.8345431685447693,0.09976223297417164
Click_prediction_small,RandomForest,35953,3995,0.2591570317745209,0.41832607984542847,0.005161751061677933,0.009926111437380314,0.8342928886413574,0.10414949699770659
Click_prediction_small,XGBoost,35953,3995,0.2579515278339386,0.4171726405620575,0.008601168170571327,0.014103397727012634,0.8347935080528259,0.1018336849519983
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,CatBoost,1440,160,0.40787118673324585,0.5982913970947266,0.08357308804988861,0.14565667510032654,0.737500011920929,0.006899643107317388
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,ExtraTrees,1440,160,0.5043250918388367,0.6974764466285706,0.07511836290359497,0.03672390431165695,0.4375,0.006883491994813085
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LightGBM,1440,160,0.5121166706085205,0.7052925229072571,0.08470693230628967,0.03705674782395363,0.39375001192092896,0.006819898029789329
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LinearModel,1440,160,0.4999999403953552,0.6931471824645996,0.05624999850988388,1.1920928955078125e-07,0.48750001192092896,0.006875443970784545
