dataset,model,cal_size,test_size,TS_brier,TS_logloss,TS_kuiper,TS_ece-15,TS_accuracy,TS_time
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,NeuralNetFastAI,1440,160,0.49260997772216797,0.6857486963272095,0.0595552995800972,0.008852553553879261,0.5874999761581421,0.006798196933232248
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,NeuralNetTorch,1440,160,0.50128573179245,0.6944332122802734,0.053116023540496826,0.0005611181259155273,0.46875,0.006562680937349796
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,RandomForest,1440,160,0.5072473287582397,0.7004178166389465,0.047090012580156326,0.03816261142492294,0.4437499940395355,0.006541420938447118
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,XGBoost,1440,160,0.5023878812789917,0.6955533027648926,0.03529083728790283,0.037954844534397125,0.4937500059604645,0.006583590991795063
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,CatBoost,1440,160,0.41550812125205994,0.6063677668571472,0.04794130101799965,0.08673018217086792,0.699999988079071,0.006822468945756555
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,ExtraTrees,1440,160,0.4677416682243347,0.6602340936660767,0.04504235088825226,0.055397093296051025,0.6000000238418579,0.006834776024334133
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,LightGBM,1440,160,0.4378335475921631,0.6290277242660522,0.05836610496044159,0.1162964478135109,0.668749988079071,0.006796614034101367
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,LinearModel,1440,160,0.5,0.6931472420692444,0.20624999701976776,0.0,0.5062500238418579,0.006789527949877083
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetFastAI,1440,160,0.41022008657455444,0.5994359254837036,0.048878658562898636,0.08972739428281784,0.699999988079071,0.006916997954249382
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetTorch,1440,160,0.4150242805480957,0.6088702082633972,0.054472893476486206,0.07887773215770721,0.699999988079071,0.006642478983849287
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,RandomForest,1440,160,0.47644877433776855,0.6694754362106323,0.04008522629737854,0.061616431921720505,0.612500011920929,0.00652260601054877
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,XGBoost,1440,160,0.4441259801387787,0.6360064744949341,0.041657641530036926,0.05788335204124451,0.6625000238418579,0.006491648964583874
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,CatBoost,1440,160,0.30567800998687744,0.4578379690647125,0.04242474585771561,0.10270638018846512,0.7562500238418579,0.006839137990027666
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,ExtraTrees,1440,160,0.3980802893638611,0.591713547706604,0.04539583623409271,0.11390577256679535,0.699999988079071,0.006729542976245284
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LightGBM,1440,160,0.3418050706386566,0.5079631805419922,0.0649326741695404,0.14876845479011536,0.731249988079071,0.00681599008385092
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LinearModel,1440,160,0.5,0.6931472420692444,0.22187501192092896,0.0,0.48124998807907104,0.006810244987718761
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetFastAI,1440,160,0.2855913043022156,0.43498125672340393,0.03754212334752083,0.03460407629609108,0.793749988079071,0.0068577820202335715
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetTorch,1440,160,0.30447620153427124,0.46600326895713806,0.03321095556020737,0.09441542625427246,0.7875000238418579,0.006662606028839946
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,RandomForest,1440,160,0.39519599080085754,0.5861262679100037,0.04330269247293472,0.09743794798851013,0.699999988079071,0.0067114540142938495
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,XGBoost,1440,160,0.3547816276550293,0.5285699963569641,0.06163041293621063,0.1472007930278778,0.731249988079071,0.006753740017302334
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,CatBoost,1440,160,0.4051141142845154,0.583747923374176,0.05825503170490265,0.1304493248462677,0.643750011920929,0.006799955037422478
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,ExtraTrees,1440,160,0.4878116548061371,0.6809256076812744,0.03173211216926575,0.049213338643312454,0.5562499761581421,0.00675007700920105
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LightGBM,1440,160,0.48572367429733276,0.6786723136901855,0.04388846457004547,0.04398038610816002,0.574999988079071,0.0066654219990596175
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LinearModel,1440,160,0.4995354115962982,0.6926831007003784,0.03887711465358734,0.014177214354276657,0.512499988079071,0.006790615967474878
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetFastAI,1440,160,0.39608025550842285,0.5654052495956421,0.048071250319480896,0.08517690747976303,0.65625,0.006566778989508748
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetTorch,1440,160,0.4261479377746582,0.6141247749328613,0.04386468231678009,0.08656882494688034,0.6312500238418579,0.006627482012845576
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,RandomForest,1440,160,0.491893470287323,0.6847926378250122,0.0476953387260437,0.0979384183883667,0.543749988079071,0.006576625048182905
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,XGBoost,1440,160,0.48829174041748047,0.6812506914138794,0.05690288543701172,0.0713142454624176,0.5687500238418579,0.006836696993559599
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,CatBoost,1440,160,0.4198419153690338,0.5925686955451965,0.07045744359493256,0.14586079120635986,0.6499999761581421,0.006826113909482956
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,ExtraTrees,1440,160,0.4966425895690918,0.6977142095565796,0.06534062325954437,0.13714349269866943,0.6187499761581421,0.006798958987928927
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LightGBM,1440,160,0.46280747652053833,0.6538677215576172,0.0694614127278328,0.11102025210857391,0.6187499761581421,0.006911139003932476
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LinearModel,1440,160,0.5,0.6931472420692444,0.19062501192092896,0.0,0.42500001192092896,0.0072892800671979785
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetFastAI,1440,160,0.4636349081993103,0.6532050967216492,0.09230383485555649,0.1701514720916748,0.612500011920929,0.0075569950276985765
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetTorch,1440,160,0.44989457726478577,0.6398717164993286,0.07339252531528473,0.1401648074388504,0.6312500238418579,0.007320012082345784
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,RandomForest,1440,160,0.49697357416152954,0.6971347332000732,0.060881108045578,0.12717454135417938,0.606249988079071,0.006860633031465113
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,XGBoost,1440,160,0.4539397656917572,0.6470022201538086,0.0458238422870636,0.09010178595781326,0.6499999761581421,0.006829018006101251
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,CatBoost,1440,160,0.3753170669078827,0.5538303852081299,0.04691317677497864,0.09689389914274216,0.6937500238418579,0.006697583943605423
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,ExtraTrees,1440,160,0.4179651737213135,0.60726398229599,0.038362935185432434,0.07911129295825958,0.668749988079071,0.006904106005094945
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LightGBM,1440,160,0.3877190053462982,0.5732932090759277,0.03813454508781433,0.10110507905483246,0.699999988079071,0.006911753909662366
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LinearModel,1440,160,0.5,0.6931472420692444,0.21562500298023224,0.0,0.48750001192092896,0.007069762097671628
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetFastAI,1440,160,0.3805122971534729,0.5629018545150757,0.0706876888871193,0.1046874150633812,0.699999988079071,0.006901288987137377
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetTorch,1440,160,0.34914475679397583,0.5248512625694275,0.0497402660548687,0.08278636634349823,0.737500011920929,0.006674987962469459
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,RandomForest,1440,160,0.40647315979003906,0.5954712629318237,0.04113583266735077,0.057043060660362244,0.699999988079071,0.006785004050470889
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,XGBoost,1440,160,0.39039450883865356,0.5759853720664978,0.03810884803533554,0.06355227530002594,0.6937500238418579,0.006814843043684959
Internet-Advertisements,CatBoost,2951,328,0.04693838953971863,0.09645520150661469,0.0212976336479187,0.021524522453546524,0.9756097793579102,0.010909921955317259
Internet-Advertisements,ExtraTrees,2951,328,0.05624622106552124,0.25026604533195496,0.04815246909856796,0.07159445434808731,0.9786585569381714,0.011275219032540917
Internet-Advertisements,LightGBM,2951,328,0.04792702570557594,0.09855809807777405,0.02133038640022278,0.021127009764313698,0.9695122241973877,0.01107075996696949
Internet-Advertisements,LinearModel,2951,328,0.06338698416948318,0.13538441061973572,0.019174326211214066,0.022742044180631638,0.9603658318519592,0.010960944928228855
Internet-Advertisements,NeuralNetFastAI,2951,328,0.0530209094285965,0.10755781084299088,0.015034275129437447,0.024731848388910294,0.9603658318519592,0.010845632059499621
Internet-Advertisements,NeuralNetTorch,2951,328,0.05260215327143669,0.11428520083427429,0.013086438179016113,0.02976611815392971,0.9664633870124817,0.010982683976180851
Internet-Advertisements,RandomForest,2951,328,0.05544085055589676,0.1176370158791542,0.03953266888856888,0.0639258325099945,0.9725610017776489,0.011346747050993145
Internet-Advertisements,XGBoost,2951,328,0.05036259815096855,0.10156189650297165,0.013870656490325928,0.020405156537890434,0.9695122241973877,0.011099587078206241
OVA_Colon,CatBoost,1390,155,0.07516372203826904,0.17231103777885437,0.023819373920559883,0.034456320106983185,0.9612902998924255,0.006417572032660246
OVA_Colon,ExtraTrees,1390,155,0.07030037045478821,0.15407049655914307,0.02498973160982132,0.03772839903831482,0.9612902998924255,0.00650914094876498
OVA_Colon,LightGBM,1390,155,0.0664670318365097,0.1531447321176529,0.02349662408232689,0.02943643182516098,0.9677419066429138,0.006688741035759449
OVA_Colon,LinearModel,1390,155,0.07281339168548584,0.33193615078926086,0.023672107607126236,0.03458352014422417,0.9677419066429138,0.006804786971770227
OVA_Colon,NeuralNetFastAI,1390,155,0.07416550815105438,0.18839947879314423,0.01576216146349907,0.03522301837801933,0.9612902998924255,0.006473378045484424
OVA_Colon,NeuralNetTorch,1390,155,0.07029097527265549,0.16291141510009766,0.022043738514184952,0.040744051337242126,0.9677419066429138,0.006545123993419111
OVA_Colon,RandomForest,1390,155,0.08053843677043915,0.17617933452129364,0.021892748773097992,0.04671281576156616,0.948387086391449,0.006612759898416698
OVA_Colon,XGBoost,1390,155,0.0728558599948883,0.17017096281051636,0.02146417275071144,0.03563782200217247,0.9612902998924255,0.006501002004370093
OVA_Endometrium,CatBoost,1390,155,0.06133950874209404,0.11228358000516891,0.019787296652793884,0.021871186792850494,0.9612902998924255,0.006585774011909962
OVA_Endometrium,ExtraTrees,1390,155,0.060123927891254425,0.10616970807313919,0.01589956507086754,0.020848143845796585,0.9612902998924255,0.006864774972200394
OVA_Endometrium,LightGBM,1390,155,0.05668487399816513,0.1037607491016388,0.02190248668193817,0.025531744584441185,0.9612902998924255,0.006627268041484058
OVA_Endometrium,LinearModel,1390,155,0.04097150266170502,0.07334286719560623,0.01635250449180603,0.021023714914917946,0.9677419066429138,0.006834276951849461
OVA_Endometrium,NeuralNetFastAI,1390,155,0.04401427507400513,0.07952910661697388,0.013164058327674866,0.014381729997694492,0.9677419066429138,0.006538624060340226
OVA_Endometrium,NeuralNetTorch,1390,155,0.04448511824011803,0.08694501966238022,0.012289687991142273,0.01848032884299755,0.9677419066429138,0.006515154964290559
OVA_Endometrium,RandomForest,1390,155,0.06033170595765114,0.1174594908952713,0.020148389041423798,0.03700695186853409,0.9612902998924255,0.006996787036769092
OVA_Endometrium,XGBoost,1390,155,0.05577457323670387,0.10532409697771072,0.01784422993659973,0.02052895538508892,0.9612902998924255,0.006162010016851127
OVA_Kidney,CatBoost,1390,155,0.01416610088199377,0.04234011843800545,0.006385134533047676,0.014137547463178635,0.9935483932495117,0.0061094529228284955
OVA_Kidney,ExtraTrees,1390,155,0.01643064059317112,0.05618489161133766,0.008075525984168053,0.016433199867606163,0.9935483932495117,0.006310206954367459
OVA_Kidney,LightGBM,1390,155,0.013370858505368233,0.039505962282419205,0.00862584263086319,0.010785490274429321,0.9935483932495117,0.006753471912816167
OVA_Kidney,LinearModel,1390,155,0.014186139218509197,0.0470215380191803,0.01505108829587698,0.014882096089422703,0.9935483932495117,0.006880717002786696
OVA_Kidney,NeuralNetFastAI,1390,155,0.017058543860912323,0.04434121027588844,0.015852002426981926,0.022046025842428207,0.9935483932495117,0.0070620879996567965
OVA_Kidney,NeuralNetTorch,1390,155,0.014306840486824512,0.04205741733312607,0.010667303577065468,0.013700589537620544,0.9935483932495117,0.007142747985199094
OVA_Kidney,RandomForest,1390,155,0.01821744069457054,0.056746236979961395,0.010755445808172226,0.02209302969276905,0.9935483932495117,0.006979450001381338
OVA_Kidney,XGBoost,1390,155,0.013441874645650387,0.04339127615094185,0.011215785518288612,0.01335129514336586,0.9935483932495117,0.006858499953523278
OVA_Lung,CatBoost,1390,155,0.01701951213181019,0.05055296793580055,0.008572339080274105,0.009959912858903408,0.9870967864990234,0.007064182893373072
OVA_Lung,ExtraTrees,1390,155,0.03984872251749039,0.10333191603422165,0.027571672573685646,0.03179393708705902,0.9870967864990234,0.006788810947909951
OVA_Lung,LightGBM,1390,155,0.020628338679671288,0.0571049228310585,0.009514614008367062,0.011986138299107552,0.9870967864990234,0.006745601887814701
OVA_Lung,LinearModel,1390,155,0.028573621064424515,0.16861699521541595,0.024772536009550095,0.03074593096971512,0.9870967864990234,0.006809828104451299
OVA_Lung,NeuralNetFastAI,1390,155,0.03922392055392265,0.07462072372436523,0.01173922885209322,0.020730197429656982,0.9741935729980469,0.00679883302655071
OVA_Lung,NeuralNetTorch,1390,155,0.022956639528274536,0.06631923466920853,0.016138922423124313,0.01871306262910366,0.9870967864990234,0.006416192045435309
OVA_Lung,RandomForest,1390,155,0.07230393588542938,0.13988526165485382,0.04284926503896713,0.04685094580054283,0.9354838728904724,0.0066604119492694736
OVA_Lung,XGBoost,1390,155,0.0162153672426939,0.04863737151026726,0.0094645656645298,0.009923326782882214,0.9935483932495117,0.006350059062242508
OVA_Ovary,CatBoost,1390,155,0.1180143877863884,0.19498057663440704,0.03999566659331322,0.04859950393438339,0.9225806593894958,0.006261358968913555
OVA_Ovary,ExtraTrees,1390,155,0.12824402749538422,0.18885284662246704,0.05056937783956528,0.08630934357643127,0.896774172782898,0.006259792950004339
OVA_Ovary,LightGBM,1390,155,0.10858968645334244,0.17751924693584442,0.04025324061512947,0.05889727175235748,0.9225806593894958,0.006720877951011062
OVA_Ovary,LinearModel,1390,155,0.11210838705301285,0.19546319544315338,0.024897878989577293,0.06602747738361359,0.9290322661399841,0.006651905016042292
OVA_Ovary,NeuralNetFastAI,1390,155,0.11994915455579758,0.18579667806625366,0.03803183138370514,0.0745229721069336,0.9161290526390076,0.006501669995486736
OVA_Ovary,NeuralNetTorch,1390,155,0.0980367511510849,0.15675175189971924,0.024459946900606155,0.07619716972112656,0.9290322661399841,0.006623174995183945
OVA_Ovary,RandomForest,1390,155,0.13377049565315247,0.1924215853214264,0.057670291513204575,0.08757104724645615,0.8838709592819214,0.006757611990906298
OVA_Ovary,XGBoost,1390,155,0.10938382148742676,0.1951587051153183,0.035071466118097305,0.058534495532512665,0.9290322661399841,0.0067268130369484425
OVA_Prostate,CatBoost,1390,155,0.023433353751897812,0.044654782861471176,0.006344194523990154,0.01322928350418806,0.9870967864990234,0.006658521946519613
OVA_Prostate,ExtraTrees,1390,155,0.020753009244799614,0.04575582593679428,0.006419144570827484,0.01200098730623722,0.9870967864990234,0.0070441929856315255
OVA_Prostate,LightGBM,1390,155,0.013497315347194672,0.029801981523633003,0.006326992064714432,0.008265819400548935,0.9935483932495117,0.006716836942359805
OVA_Prostate,LinearModel,1390,155,0.016746869310736656,0.2383011430501938,0.00884973257780075,0.011984318494796753,0.9935483932495117,0.006757576018571854
OVA_Prostate,NeuralNetFastAI,1390,155,0.016491003334522247,0.07967148721218109,0.006697855889797211,0.011859658174216747,0.9935483932495117,0.0068950599525123835
OVA_Prostate,NeuralNetTorch,1390,155,0.01281918864697218,0.03603220358490944,0.006424460560083389,0.0062241624109447,0.9935483932495117,0.006765176076442003
OVA_Prostate,RandomForest,1390,155,0.020966507494449615,0.03994085639715195,0.006656749173998833,0.014036419801414013,0.9870967864990234,0.006720887031406164
OVA_Prostate,XGBoost,1390,155,0.02207217365503311,0.04577453434467316,0.006408043205738068,0.012646418064832687,0.9870967864990234,0.00656246196012944
PhishingWebsites,CatBoost,9949,1106,0.049094706773757935,0.08690885454416275,0.010293127037584782,0.019699586555361748,0.9629294872283936,0.030403029057197273
PhishingWebsites,ExtraTrees,9949,1106,0.05901971459388733,0.10287666320800781,0.017324090003967285,0.021212054416537285,0.9647377729415894,0.03074260801076889
PhishingWebsites,LightGBM,9949,1106,0.04757850989699364,0.08129456639289856,0.01031030248850584,0.0160366203635931,0.9683544039726257,0.03023218596354127
PhishingWebsites,LinearModel,9949,1106,0.09426040202379227,0.15242668986320496,0.009103143587708473,0.023098144680261612,0.9358047246932983,0.03069627401418984
PhishingWebsites,NeuralNetFastAI,9949,1106,0.049380313605070114,0.08244328200817108,0.008579844608902931,0.015809640288352966,0.965641975402832,0.030688812024891376
PhishingWebsites,NeuralNetTorch,9949,1106,0.04922521486878395,0.08252467215061188,0.011098435148596764,0.01808272860944271,0.9647377729415894,0.0306703100213781
PhishingWebsites,RandomForest,9949,1106,0.05835285782814026,0.10238520801067352,0.016867034137248993,0.016865374520421028,0.9638336300849915,0.030085621983744204
PhishingWebsites,XGBoost,9949,1106,0.048414673656225204,0.08622011542320251,0.010592644102871418,0.016208920627832413,0.965641975402832,0.030232687015086412
Run_or_walk_information,CatBoost,79729,8859,0.009184746071696281,0.017084766179323196,0.0016837161965668201,0.003399919020012021,0.9942431449890137,0.22103897493798286
Run_or_walk_information,ExtraTrees,79729,8859,0.012335272505879402,0.02475404553115368,0.004268141929060221,0.007784011773765087,0.9928885698318481,0.23069234401918948
Run_or_walk_information,LightGBM,79729,8859,0.008444475941359997,0.01626596413552761,0.0020239357836544514,0.002196543850004673,0.9943560361862183,0.22165496298111975
Run_or_walk_information,LinearModel,79729,8859,0.28372102975845337,0.4329476058483124,0.06434871256351471,0.12518343329429626,0.7234450578689575,0.2216405029175803
Run_or_walk_information,NeuralNetFastAI,79729,8859,0.013172916136682034,0.025553002953529358,0.0019003767520189285,0.003002692246809602,0.9916468858718872,0.21911356307100505
Run_or_walk_information,NeuralNetTorch,79729,8859,0.010798492468893528,0.02128119394183159,0.003684606868773699,0.005211240146309137,0.9936787486076355,0.22159181907773018
Run_or_walk_information,RandomForest,79729,8859,0.01379984151571989,0.027465539053082466,0.005246893502771854,0.008495527319610119,0.9922112822532654,0.3791039220523089
Run_or_walk_information,XGBoost,79729,8859,0.009935748763382435,0.018209077417850494,0.0019464995712041855,0.00273856520652771,0.9933401346206665,0.21461560996249318
Satellite,CatBoost,4590,510,0.016779959201812744,0.031472738832235336,0.00816906988620758,0.007087399251759052,0.9901960492134094,0.016512506059370935
Satellite,ExtraTrees,4590,510,0.01737073063850403,0.0292900949716568,0.00783577747642994,0.007807489484548569,0.9901960492134094,0.020294679910875857
Satellite,LightGBM,4590,510,0.017508698627352715,0.03169025853276253,0.008405635133385658,0.007854356430470943,0.9901960492134094,0.014676266931928694
Satellite,LinearModel,4590,510,0.015059766359627247,0.026471219956874847,0.006213072687387466,0.0073095811530947685,0.9921568632125854,0.015328098903410137
Satellite,NeuralNetFastAI,4590,510,0.013604431413114071,0.025142477825284004,0.005911331623792648,0.007623917888849974,0.9921568632125854,0.015367451007477939
Satellite,NeuralNetTorch,4590,510,0.01959414966404438,0.036980945616960526,0.009582387283444405,0.007575570605695248,0.9882352948188782,0.01443812099751085
Satellite,RandomForest,4590,510,0.013860618695616722,0.024801572784781456,0.005036425311118364,0.008077518083155155,0.9882352948188782,0.028869119007140398
Satellite,XGBoost,4590,510,0.01661783829331398,0.031284742057323456,0.00796869583427906,0.005703865084797144,0.9901960492134094,0.014886928955093026
SpeedDating,CatBoost,7540,838,0.17573106288909912,0.28932031989097595,0.012156503275036812,0.02259242534637451,0.8818615674972534,0.022343809017911553
SpeedDating,ExtraTrees,7540,838,0.19347476959228516,0.3112025558948517,0.014879979193210602,0.02280254103243351,0.8651551604270935,0.02361167606431991
SpeedDating,LightGBM,7540,838,0.17620231211185455,0.29028287529945374,0.019052991643548012,0.035280853509902954,0.8890214562416077,0.022337195929139853
SpeedDating,LinearModel,7540,838,0.19080522656440735,0.3134615123271942,0.034945059567689896,0.04726583883166313,0.879474937915802,0.022020810982212424
SpeedDating,NeuralNetFastAI,7540,838,0.18898269534111023,0.3078911304473877,0.028450563549995422,0.035520508885383606,0.8758949637413025,0.02272258698940277
SpeedDating,NeuralNetTorch,7540,838,0.1891413778066635,0.3082382082939148,0.023786446079611778,0.03222041204571724,0.8735083341598511,0.022496127989143133
SpeedDating,RandomForest,7540,838,0.19373755156993866,0.3140919804573059,0.022288575768470764,0.030660981312394142,0.8723150491714478,0.023128117085434496
SpeedDating,XGBoost,7540,838,0.17564262449741364,0.28962165117263794,0.018251946195960045,0.029938166961073875,0.8854415416717529,0.022918889997527003
Titanic,CatBoost,1980,221,0.2529783248901367,0.40876391530036926,0.06471335887908936,0.05065929517149925,0.8325791954994202,0.007972438004799187
Titanic,ExtraTrees,1980,221,0.26295551657676697,0.4289977550506592,0.07128079980611801,0.06954517215490341,0.8325791954994202,0.007733483915217221
Titanic,LightGBM,1980,221,0.25301286578178406,0.4094405472278595,0.06540650874376297,0.05130373314023018,0.8325791954994202,0.007698803907260299
Titanic,LinearModel,1980,221,0.2801123261451721,0.4547553062438965,0.062028974294662476,0.05936503782868385,0.8325791954994202,0.008251478080637753
Titanic,NeuralNetFastAI,1980,221,0.2534474730491638,0.4084577262401581,0.06690588593482971,0.05573864281177521,0.8325791954994202,0.008203755947761238
Titanic,NeuralNetTorch,1980,221,0.25396671891212463,0.4102977216243744,0.0658591017127037,0.05096714571118355,0.8325791954994202,0.00785650999750942
Titanic,RandomForest,1980,221,0.2575520873069763,0.4202481508255005,0.06688607484102249,0.05344286561012268,0.8325791954994202,0.007918349001556635
Titanic,XGBoost,1980,221,0.2530920207500458,0.4088682234287262,0.06685454398393631,0.05163471773266792,0.8325791954994202,0.007698931032791734
ada,CatBoost,3732,415,0.17008131742477417,0.2672562003135681,0.012762952595949173,0.03731829673051834,0.8867470026016235,0.012098520994186401
ada,ExtraTrees,3732,415,0.19891126453876495,0.31585225462913513,0.03691224753856659,0.0639650970697403,0.8578312993049622,0.013116682996042073
ada,LightGBM,3732,415,0.1714707463979721,0.2735198736190796,0.015055874362587929,0.04053950309753418,0.8819277286529541,0.012883002986200154
ada,LinearModel,3732,415,0.19699615240097046,0.3112744390964508,0.015080895274877548,0.04094920679926872,0.8602409362792969,0.012684877961874008
ada,NeuralNetFastAI,3732,415,0.18594998121261597,0.29504409432411194,0.022039266303181648,0.03495223447680473,0.87469881772995,0.012114931014366448
ada,NeuralNetTorch,3732,415,0.18484541773796082,0.2887296974658966,0.014463655650615692,0.032116085290908813,0.8722891807556152,0.01220969995483756
ada,RandomForest,3732,415,0.18241974711418152,0.28932058811187744,0.018312565982341766,0.04242441803216934,0.8722891807556152,0.013058713055215776
ada,XGBoost,3732,415,0.16964656114578247,0.2681320011615753,0.009171631187200546,0.02928290329873562,0.8819277286529541,0.012926577939651906
adult,CatBoost,43957,4885,0.171222984790802,0.270677775144577,0.005092266481369734,0.010296368040144444,0.8769702911376953,0.11927217897027731
adult,ExtraTrees,43957,4885,0.190336674451828,0.31698447465896606,0.007781967520713806,0.012729527428746223,0.863459587097168,0.11927875399123877
adult,LightGBM,43957,4885,0.1707923412322998,0.2689597010612488,0.0064613958820700645,0.011515780352056026,0.8771750330924988,0.11808752897195518
adult,LinearModel,43957,4885,0.2033810168504715,0.3193383812904358,0.00921125803142786,0.013284578919410706,0.8538382649421692,0.11869990010745823
adult,NeuralNetFastAI,43957,4885,0.18933574855327606,0.29955166578292847,0.007725507020950317,0.009205447509884834,0.8653019666671753,0.12053377891425043
adult,NeuralNetTorch,43957,4885,0.1911531388759613,0.30084294080734253,0.003510907292366028,0.006856875494122505,0.8642783761024475,0.11899045505560935
adult,RandomForest,43957,4885,0.18730434775352478,0.2945723831653595,0.010291146114468575,0.01215157750993967,0.8614124655723572,0.1288612149655819
adult,XGBoost,43957,4885,0.17020921409130096,0.26807543635368347,0.007248958572745323,0.011609727516770363,0.8763561844825745,0.11907894094474614
ailerons,CatBoost,12375,1375,0.15979301929473877,0.2605472207069397,0.012521367520093918,0.028327763080596924,0.8894545435905457,0.03584041399881244
ailerons,ExtraTrees,12375,1375,0.16838470101356506,0.27544811367988586,0.00823160633444786,0.022123342379927635,0.8807272911071777,0.036624452914111316
ailerons,LightGBM,12375,1375,0.15866395831108093,0.2579706013202667,0.009780477732419968,0.020884770900011063,0.8923636078834534,0.03523145604413003
ailerons,LinearModel,12375,1375,0.16969630122184753,0.2764267921447754,0.008076395839452744,0.020572790876030922,0.8843636512756348,0.035320929950103164
ailerons,NeuralNetFastAI,12375,1375,0.1665281355381012,0.2700965106487274,0.007211366668343544,0.02399958297610283,0.8814545273780823,0.03466322901658714
ailerons,NeuralNetTorch,12375,1375,0.16468948125839233,0.2675863802433014,0.008195385336875916,0.016364311799407005,0.8814545273780823,0.035859987954609096
ailerons,RandomForest,12375,1375,0.16358682513237,0.32784903049468994,0.008861779235303402,0.025444116443395615,0.8821818232536316,0.041488166083581746
ailerons,XGBoost,12375,1375,0.1591872274875641,0.25853314995765686,0.008418075740337372,0.021636400371789932,0.8872727155685425,0.03574967593885958
arcene,CatBoost,90,10,0.36713907122612,0.5899392366409302,0.15382984280586243,0.2615310549736023,0.699999988079071,0.0027780859963968396
arcene,ExtraTrees,90,10,0.28068193793296814,0.4976723790168762,0.10463669151067734,0.2483416199684143,0.8999999761581421,0.002648579073138535
arcene,LightGBM,90,10,0.3767582178115845,0.5817837715148926,0.12668663263320923,0.22292554378509521,0.699999988079071,0.002732257009483874
arcene,LinearModel,90,10,0.27602705359458923,0.4210888743400574,0.10809633880853653,0.28857675194740295,0.699999988079071,0.0026537120575085282
arcene,NeuralNetFastAI,90,10,0.3357868790626526,0.5424069166183472,0.1497802734375,0.27671778202056885,0.800000011920929,0.002988297026604414
arcene,NeuralNetTorch,90,10,0.306999534368515,0.7170003652572632,0.121150441467762,0.21119645237922668,0.800000011920929,0.0028193750185891986
arcene,RandomForest,90,10,0.3815820515155792,0.6300122141838074,0.09694527089595795,0.2763806879520416,0.800000011920929,0.0029793339781463146
arcene,XGBoost,90,10,0.37312108278274536,0.5694710612297058,0.09776642918586731,0.26467442512512207,0.800000011920929,0.0028221160173416138
