dataset,model,cal_size,test_size,CB-tiny_brier,CB-tiny_logloss,CB-tiny_kuiper,CB-tiny_ece-15,CB-tiny_accuracy,CB-tiny_time
delta_ailerons,NeuralNetTorch,6416,713,0.10080987914372873,0.19794793104407177,0.009840821847319603,0.022653279826045036,0.9453015327453613,0.08247500332072377
delta_ailerons,RandomForest,6416,713,0.09249814599772832,0.1815308812630319,0.009411138482391834,0.022702595219016075,0.9438990354537964,0.08396409125998616
delta_ailerons,XGBoost,6416,713,0.09202705254372115,0.18718895091750137,0.012717930600047112,0.029169738292694092,0.946704089641571,0.08132204273715615
delta_elevators,CatBoost,8565,952,0.17726133963974164,0.29755767589930554,0.010255341418087482,0.02378266304731369,0.8844537734985352,0.08925471967086196
delta_elevators,ExtraTrees,8565,952,0.18094226538017033,0.30223299507443857,0.01089317724108696,0.021501731127500534,0.8792017102241516,0.08975699683651328
delta_elevators,LightGBM,8565,952,0.1773519876014171,0.296620317980153,0.012333579361438751,0.03541899845004082,0.8844537734985352,0.0879623731598258
delta_elevators,LinearModel,8565,952,0.1822469184473301,0.30923723545853204,0.013268078677356243,0.028627648949623108,0.8792017102241516,0.08890614658594131
delta_elevators,NeuralNetFastAI,8565,952,0.1779008786849754,0.30036377576526285,0.008431263267993927,0.021221565082669258,0.8802521228790283,0.08770807692781091
delta_elevators,NeuralNetTorch,8565,952,0.17791584949614794,0.29841131235419593,0.010086484253406525,0.024739393964409828,0.8855041861534119,0.08881542785093188
delta_elevators,RandomForest,8565,952,0.18455870564612425,0.30513688626471014,0.014277744106948376,0.029910121113061905,0.8728991746902466,0.08752253372222185
delta_elevators,XGBoost,8565,952,0.17575262672409295,0.29690406013467585,0.011482362635433674,0.029848456382751465,0.881302535533905,0.08691537706181407
diabetes,CatBoost,691,77,0.2454390633608405,0.38739710980435466,0.03953096270561218,0.09969107061624527,0.8441558480262756,0.026097740046679974
diabetes,ExtraTrees,691,77,0.23477816974051946,0.37411345441199007,0.04674938693642616,0.09990820288658142,0.8181818127632141,0.02691331598907709
diabetes,LightGBM,691,77,0.24657652475885475,0.38781264969544665,0.04095027968287468,0.07224509865045547,0.7922077775001526,0.027133353985846043
diabetes,LinearModel,691,77,0.2281684474857385,0.36441051295345306,0.059461310505867004,0.1100505143404007,0.8311688303947449,0.026644816622138023
diabetes,NeuralNetFastAI,691,77,0.23988770136051907,0.37651191726237376,0.07253500074148178,0.1487084925174713,0.8311688303947449,0.026990004815161228
diabetes,NeuralNetTorch,691,77,0.23753570255223502,0.3701462815458221,0.03989530727267265,0.13487042486667633,0.8311688303947449,0.029350381810218096
diabetes,RandomForest,691,77,0.24138127785234897,0.38425403411945114,0.0391516387462616,0.08272496610879898,0.8181818127632141,0.027990550734102726
diabetes,XGBoost,691,77,0.2593855090283486,0.40721346098093525,0.04162803292274475,0.16200658679008484,0.8051947951316833,0.02726384298875928
dresses-sales,CatBoost,450,50,0.47461499447940475,0.6670542585092627,0.10764669626951218,0.14624257385730743,0.6399999856948853,0.024190906900912523
dresses-sales,ExtraTrees,450,50,0.51873253369996,0.7161130960726726,0.08588197082281113,0.1487475037574768,0.5799999833106995,0.02649166528135538
