dataset,model,cal_size,test_size,Scaling-Binning_brier,Scaling-Binning_logloss,Scaling-Binning_kuiper,Scaling-Binning_ece-15,Scaling-Binning_accuracy,Scaling-Binning_time
customer_satisfaction_in_airline,TabDPT_GPU,86586,43294,0.061738803869806555,0.09974631518442977,0.023303985595703125,0.0046171932481229305,0.9515406489372253,0.10657100100070238
diabetes,TabDPT_GPU,512,256,0.30822385606531444,0.4652349657162749,0.038750577718019485,0.04872113838791847,0.75390625,0.00320634339004755
hazelnut-spread-contaminant-detection,TabDPT_GPU,1600,800,0.07769092864693868,0.1400511051911305,0.01719817891716957,0.007870464585721493,0.9549999833106995,0.004019246436655521
heloc,TabDPT_GPU,6972,3487,0.36661094169370745,0.5471697998141358,0.025868572294712067,0.01732346974313259,0.7301405072212219,0.012078722007572651
in_vehicle_coupon_recommendation,TabDPT_GPU,8456,4228,0.3344576905906588,0.50579088390407,0.02665560692548752,0.014841614291071892,0.7540208101272583,0.011486753821372986
jm1,TabDPT_GPU,7256,3629,0.2580455195029612,0.4083709156553919,0.01994631439447403,0.014413012191653252,0.8170294761657715,0.012060456909239292
kddcup09_appetency,TabDPT_GPU,33333,16667,0.03427006796967236,0.08091819551642078,0.005813429597765207,0.0018117359140887856,0.9821803569793701,0.05307244695723057
online_shoppers_intention,TabDPT_GPU,8220,4110,0.15040043829914257,0.24401687562703286,0.027973607182502747,0.013923831284046173,0.8973236083984375,0.011806772090494633
polish_companies_bankruptcy,TabDPT_GPU,3940,1970,0.05003625356832638,0.0886889529889964,0.015236685052514076,0.011444994248449802,0.9680203199386597,0.007024828344583511
qsar-biodeg,TabDPT_GPU,702,352,0.1710477536810275,0.29481767278376514,0.02685818076133728,0.03882863372564316,0.8920454382896423,0.00368320569396019
seismic-bumps,TabDPT_GPU,1722,862,0.11044002527243663,0.20401008218174976,0.02335422858595848,0.011368541046977043,0.9338747262954712,0.0047521935775876045
taiwanese_bankruptcy_prediction,TabDPT_GPU,4546,2273,0.04973609108270043,0.08727727539248904,0.018973253667354584,0.004956424236297607,0.967883825302124,0.008341826498508453
