dataset,model,cal_size,test_size,Hist-uniform_brier,Hist-uniform_logloss,Hist-uniform_kuiper,Hist-uniform_ece-15,Hist-uniform_accuracy,Hist-uniform_time
diabetes,ModernNCA_GPU,512,256,0.3319107110844267,0.5051469738133257,0.04179508611559868,0.07215287536382675,0.7578125,0.0002986714243888855
hazelnut-spread-contaminant-detection,ModernNCA_GPU,1600,800,0.08866826305323261,0.1562227176332902,0.015991467982530594,0.024769248440861702,0.9487500190734863,0.00031301192939281464
heloc,ModernNCA_GPU,6972,3487,0.3651977348572604,0.5461876420491887,0.022933974862098694,0.018006309866905212,0.7344422340393066,0.0006506964564323425
in_vehicle_coupon_recommendation,ModernNCA_GPU,8456,4228,0.317528846653362,0.48995175579855277,0.029056034982204437,0.0380244255065918,0.7750709652900696,0.0007687415927648544
jm1,ModernNCA_GPU,7256,3629,0.2639081439953904,0.4189874379157969,0.036179594695568085,0.013340317644178867,0.8167539238929749,0.0005584545433521271
kddcup09_appetency,ModernNCA_GPU,33333,16667,0.03500420955414117,0.08942773939205742,0.0173339806497097,2.9465705665643327e-05,0.9821803569793701,0.0016487538814544678
online_shoppers_intention,ModernNCA_GPU,8220,4110,0.141379263100985,0.2385910431831183,0.017903612926602364,0.010105371475219727,0.899756669998169,0.0006196312606334686
polish_companies_bankruptcy,ModernNCA_GPU,3940,1970,0.04200198859801264,0.08673676721098858,0.009840944781899452,0.015178910456597805,0.9736040830612183,0.00038708001375198364
qsar-biodeg,ModernNCA_GPU,702,352,0.1937684706342633,0.33105773999261634,0.041848719120025635,0.06815160810947418,0.8693181872367859,0.00025797635316848755
seismic-bumps,ModernNCA_GPU,1722,862,0.11243104382433612,0.21021096586650723,0.02344319596886635,0.013915321789681911,0.9338747262954712,0.0003045368939638138
taiwanese_bankruptcy_prediction,ModernNCA_GPU,4546,2273,0.04617284183972342,0.12826880124816492,0.008654966950416565,0.005943269934505224,0.9718433618545532,0.0004308857023715973
Bank_Customer_Churn,Mitra_GPU,6666,3334,0.1976231140634564,0.3275465275725476,0.020936984568834305,0.016983872279524803,0.8686262965202332,0.0005935672670602798
E-CommereShippingData,Mitra_GPU,7332,3667,0.35438830028491886,0.4974159102521488,0.1204134002327919,0.009230710566043854,0.6891191601753235,0.0005950648337602615
Fitness_Club,Mitra_GPU,1000,500,0.31174672163995953,0.47830394807964693,0.0379902683198452,0.04234835132956505,0.7820000052452087,0.00028478726744651794
Is-this-a-good-customer,Mitra_GPU,1148,575,0.19688438257536336,0.3372858658418639,0.04091596603393555,0.03338025510311127,0.8782608509063721,0.0002805478870868683
Marketing_Campaign,Mitra_GPU,1493,747,0.13845395681695832,0.23246207504534333,0.015442155301570892,0.031180964782834053,0.8955823183059692,0.0003010537475347519
NATICUSdroid,Mitra_GPU,4994,2497,0.0857743231978692,0.15114742129246755,0.011538947001099586,0.009566474705934525,0.9407289028167725,0.00048792921006679535
blood-transfusion-service-center,Mitra_GPU,498,250,0.3120276714241836,0.5057007175530412,0.03982265293598175,0.08661069720983505,0.800000011920929,0.00024735182523727417
churn,Mitra_GPU,3333,1667,0.04250982319463767,0.09668974972329475,0.015417950227856636,0.009300971403717995,0.976604700088501,0.00037391670048236847
coil2000_insurance_policies,Mitra_GPU,6548,3274,0.10722789473047127,0.20922853343593945,0.02875349298119545,0.002898000879213214,0.9404398202896118,0.0005229134112596512
credit-g,Mitra_GPU,666,334,0.33683082580278023,0.52145896495032,0.048507560044527054,0.06678972393274307,0.7395209670066833,0.00025602616369724274
diabetes,Mitra_GPU,512,256,0.3255103531444503,0.490052200481818,0.0359482504427433,0.05216304585337639,0.75,0.00023516640067100525
hazelnut-spread-contaminant-detection,Mitra_GPU,1600,800,0.084569143118873,0.1532578625706186,0.01695878803730011,0.016903948038816452,0.9424999952316284,0.0003060959279537201
heloc,Mitra_GPU,6972,3487,0.363216822544832,0.5431315683997242,0.018985293805599213,0.01712854765355587,0.7358760833740234,0.0006883163005113602
in_vehicle_coupon_recommendation,Mitra_GPU,8456,4228,0.3229822292261261,0.494292295639192,0.035803645849227905,0.029423903673887253,0.7703405618667603,0.0007154308259487152
jm1,Mitra_GPU,7256,3629,0.2693585394338941,0.4283844710166052,0.03340018913149834,0.010577061213552952,0.8184072971343994,0.000620182603597641
online_shoppers_intention,Mitra_GPU,8220,4110,0.14237734533484278,0.2393193483928137,0.014863770455121994,0.012274680659174919,0.8995133638381958,0.0006491634994745255
polish_companies_bankruptcy,Mitra_GPU,3940,1970,0.04210597476671187,0.08393893157511455,0.011221096850931644,0.018691720440983772,0.9746192693710327,0.00037553906440734863
qsar-biodeg,Mitra_GPU,702,352,0.18816732369073585,0.31403273796437614,0.032336317002773285,0.027407238259911537,0.8664772510528564,0.0002746526151895523
seismic-bumps,Mitra_GPU,1722,862,0.11150487212255566,0.2121262378758402,0.026925694197416306,0.017610538750886917,0.9338747262954712,0.00031037256121635437
taiwanese_bankruptcy_prediction,Mitra_GPU,4546,2273,0.046113430695679074,0.09127680235333227,0.006961958482861519,0.002936811652034521,0.9705235362052917,0.0004319678992033005
APSFailure,TabDPT_GPU,50666,25334,0.011619036805704287,0.02398045432610647,0.001378556713461876,0.001386747695505619,0.9921449422836304,0.0022290777415037155
Amazon_employee_access,TabDPT_GPU,21846,10923,0.08182486104900932,0.16198475368006118,0.022678345441818237,0.0023536558728665113,0.9486404657363892,0.0012515019625425339
Bank_Customer_Churn,TabDPT_GPU,6666,3334,0.209059477500705,0.35467497121852953,0.05517568811774254,0.010972419753670692,0.8650270104408264,0.0005863532423973083
Bioresponse,TabDPT_GPU,2500,1251,0.27933785408535483,0.4390121673991714,0.025074684992432594,0.03247714415192604,0.8009592294692993,0.00040579773485660553
Diabetes130US,TabDPT_GPU,47678,23840,0.15680355155714645,0.28888904165987317,0.04784237965941429,0.005139700602740049,0.9119966626167297,0.0022670403122901917
E-CommereShippingData,TabDPT_GPU,7332,3667,0.35667631285190476,0.506214252706697,0.0484795942902565,0.01019474770873785,0.6893918514251709,0.0006711315363645554
Fitness_Club,TabDPT_GPU,1000,500,0.3386802825533893,0.5176341109975902,0.09274880588054657,0.042278144508600235,0.7540000081062317,0.00028123892843723297
GiveMeSomeCredit,TabDPT_GPU,100000,50000,0.09932225094242056,0.185885171152565,0.01973959617316723,0.0027565774507820606,0.9373999834060669,0.004176545888185501
HR_Analytics_Job_Change_of_Data_Scientists,TabDPT_GPU,12772,6386,0.26953370506910357,0.42632359479938553,0.01601181924343109,0.011761372908949852,0.8066082000732422,0.0009278599172830582
Is-this-a-good-customer,TabDPT_GPU,1148,575,0.20138052947926352,0.3490396314858698,0.07344508171081543,0.0190528966486454,0.8799999952316284,0.0002868473529815674
Marketing_Campaign,TabDPT_GPU,1493,747,0.14486067537601713,0.23454907242328157,0.016529621556401253,0.023376276716589928,0.9036144614219666,0.0002976842224597931
NATICUSdroid,TabDPT_GPU,4994,2497,0.08684147738397537,0.17428161952064664,0.018585817888379097,0.005571691785007715,0.9467360973358154,0.0004734378308057785
bank-marketing,TabDPT_GPU,30140,15071,0.17293809117502804,0.30303388172750073,0.036645397543907166,0.005704698618501425,0.8938358426094055,0.0015791188925504684
blood-transfusion-service-center,TabDPT_GPU,498,250,0.3029132595056159,0.48260522982264237,0.0424666628241539,0.07539153099060059,0.7919999957084656,0.0002640634775161743
churn,TabDPT_GPU,3333,1667,0.06756461493638585,0.1365644601215183,0.01372554711997509,0.010513932444155216,0.9604079127311707,0.00041243620216846466
coil2000_insurance_policies,TabDPT_GPU,6548,3274,0.11032171293388207,0.3230679156997404,0.04689176753163338,0.0025150219444185495,0.9404398202896118,0.00048237666487693787
credit-g,TabDPT_GPU,666,334,0.34501812282933203,0.519557344629587,0.04323374480009079,0.06268545240163803,0.727544903755188,0.00024121999740600586
credit_card_clients_default,TabDPT_GPU,20000,10000,0.2656450769958706,0.423718715312773,0.044924475252628326,0.00835192110389471,0.8205000162124634,0.0011905096471309662
customer_satisfaction_in_airline,TabDPT_GPU,86586,43294,0.05491260691785621,0.09611046149136371,0.004143759608268738,0.001594476867467165,0.9612186551094055,0.003954488784074783
diabetes,TabDPT_GPU,512,256,0.31533940760712365,0.47936800403423635,0.03702881187200546,0.03221447765827179,0.76171875,0.00032536499202251434
hazelnut-spread-contaminant-detection,TabDPT_GPU,1600,800,0.07198221693149588,0.13433479228174894,0.011959080584347248,0.018358424305915833,0.956250011920929,0.00033372826874256134
heloc,TabDPT_GPU,6972,3487,0.371242336737627,0.5547830473068411,0.027274347841739655,0.017458084970712662,0.7312876582145691,0.0006779134273529053
in_vehicle_coupon_recommendation,TabDPT_GPU,8456,4228,0.33611271553099537,0.5074508683133125,0.04197515919804573,0.025389887392520905,0.7528381943702698,0.000719171017408371
jm1,TabDPT_GPU,7256,3629,0.26153188035774194,0.42239843886762635,0.06762373447418213,0.00663479370996356,0.8236428499221802,0.000570293515920639
kddcup09_appetency,TabDPT_GPU,33333,16667,0.0350042094918044,0.08942773850020383,0.017333965748548508,2.8931977794854902e-05,0.9821803569793701,0.0016737468540668488
online_shoppers_intention,TabDPT_GPU,8220,4110,0.14422774117523798,0.2438628460863398,0.02002054452896118,0.012481581419706345,0.8999999761581421,0.0006576366722583771
polish_companies_bankruptcy,TabDPT_GPU,3940,1970,0.030226164558909956,0.06728735486950072,0.007033538538962603,0.007590312976390123,0.9796954393386841,0.0004150867462158203
qsar-biodeg,TabDPT_GPU,702,352,0.20804615580553165,0.3584160356727394,0.05481277033686638,0.03916032984852791,0.8778409361839294,0.0002420172095298767
seismic-bumps,TabDPT_GPU,1722,862,0.11495963793671156,0.3188135656019167,0.038680318742990494,0.01282669510692358,0.9338747262954712,0.0003066975623369217
taiwanese_bankruptcy_prediction,TabDPT_GPU,4546,2273,0.0451763382513871,0.09569639307243633,0.012084045447409153,0.007363400422036648,0.9705235362052917,0.00042635202407836914
