dataset,model,cal_size,test_size,Base-model_brier,Base-model_logloss,Base-model_kuiper,Base-model_ece-15,Base-model_accuracy,Base-model_time
credit_card_clients_default,RealTabPFN-v2.5,20000,10000,0.26917800307273865,0.43840786814689636,0.04893942177295685,0.05693277344107628,0.8228999972343445,0
customer_satisfaction_in_airline,RealTabPFN-v2.5,86586,43294,0.05399931222200394,0.08786340802907944,0.0022701453417539597,0.004633360542356968,0.9625352025032043,0
diabetes,RealTabPFN-v2.5,512,256,0.32777026295661926,0.48887941241264343,0.09698580950498581,0.09580383449792862,0.73828125,0
hazelnut-spread-contaminant-detection,RealTabPFN-v2.5,1600,800,0.06627371162176132,0.14040863513946533,0.018276793882250786,0.021472441032528877,0.9574999809265137,0
heloc,RealTabPFN-v2.5,6972,3487,0.37180209159851074,0.5549358129501343,0.040018707513809204,0.06480780243873596,0.7307140827178955,0
in_vehicle_coupon_recommendation,RealTabPFN-v2.5,8456,4228,0.3374598026275635,0.5142676830291748,0.09623958170413971,0.1154881939291954,0.765373706817627,0
jm1,RealTabPFN-v2.5,7256,3629,0.2692817747592926,0.4319351017475128,0.06363995373249054,0.06450727581977844,0.8178561329841614,0
kddcup09_appetency,RealTabPFN-v2.5,33333,16667,0.033332403749227524,0.07567653059959412,0.003055528039112687,0.0028021219186484814,0.9821803569793701,0
online_shoppers_intention,RealTabPFN-v2.5,8220,4110,0.14319948852062225,0.23619158565998077,0.02329661324620247,0.030482860282063484,0.9026764035224915,0
polish_companies_bankruptcy,RealTabPFN-v2.5,3940,1970,0.21728689968585968,0.3487890958786011,0.2347261756658554,0.23472115397453308,0.8497461676597595,0
qsar-biodeg,RealTabPFN-v2.5,702,352,0.19599762558937073,0.9786763787269592,0.057539649307727814,0.08955980837345123,0.8835227489471436,0
seismic-bumps,RealTabPFN-v2.5,1722,862,0.11707978695631027,0.354051798582077,0.05006563663482666,0.05006561800837517,0.9338747262954712,0
taiwanese_bankruptcy_prediction,RealTabPFN-v2.5,4546,2273,0.044775597751140594,0.09537892788648605,0.01482072938233614,0.01723167672753334,0.9709634780883789,0
APSFailure,TabICL_GPU,50666,25334,0.008714347146451473,0.016247473657131195,0.0007258318364620209,0.0013549174182116985,0.9945132732391357,0
Amazon_employee_access,TabICL_GPU,21846,10923,0.08116036653518677,0.15717343986034393,0.009959453716874123,0.010789824649691582,0.9479996562004089,0
Bank_Customer_Churn,TabICL_GPU,6666,3334,0.20005583763122559,0.3269626200199127,0.014019962400197983,0.01904703490436077,0.8647270798683167,0
Diabetes130US,TabICL_GPU,47678,23840,0.15728344023227692,0.28866010904312134,0.02150295302271843,0.02126539684832096,0.9119966626167297,0
E-CommereShippingData,TabICL_GPU,7332,3667,0.3560088872909546,0.49727004766464233,0.014128804206848145,0.01023714430630207,0.6853013634681702,0
Fitness_Club,TabICL_GPU,1000,500,0.316419392824173,0.48172324895858765,0.03298935666680336,0.05920780450105667,0.7799999713897705,0
GiveMeSomeCredit,TabICL_GPU,100000,50000,0.09825055301189423,0.17782936990261078,0.011161449365317822,0.01141243427991867,0.9373800158500671,0
HR_Analytics_Job_Change_of_Data_Scientists,TabICL_GPU,12772,6386,0.2693904936313629,0.4245363175868988,0.01884070225059986,0.020397359505295753,0.8033197522163391,0
Is-this-a-good-customer,TabICL_GPU,1148,575,0.18782788515090942,0.3217594623565674,0.021548522636294365,0.03844736889004707,0.886956512928009,0
Marketing_Campaign,TabICL_GPU,1493,747,0.14272260665893555,0.2257731556892395,0.020464610308408737,0.03050086833536625,0.904953122138977,0
NATICUSdroid,TabICL_GPU,4994,2497,0.07908254861831665,0.13816338777542114,0.0061032529920339584,0.009376616217195988,0.9467360973358154,0
bank-marketing,TabICL_GPU,30140,15071,0.17282287776470184,0.30174019932746887,0.017385080456733704,0.018517877906560898,0.8939021825790405,0
blood-transfusion-service-center,TabICL_GPU,498,250,0.31341639161109924,0.5022258758544922,0.04667387902736664,0.09852403402328491,0.7879999876022339,0
churn,TabICL_GPU,3333,1667,0.06702766567468643,0.13680808246135712,0.008603531867265701,0.009156023152172565,0.9604079127311707,0
coil2000_insurance_policies,TabICL_GPU,6548,3274,0.10591025650501251,0.20456624031066895,0.012158865109086037,0.011996003799140453,0.9404398202896118,0
credit-g,TabICL_GPU,666,334,0.33302077651023865,0.5031039714813232,0.030884496867656708,0.07628629356622696,0.7634730339050293,0
credit_card_clients_default,TabICL_GPU,20000,10000,0.26394200325012207,0.42235809564590454,0.016956767067313194,0.019610948860645294,0.8216000199317932,0
customer_satisfaction_in_airline,TabICL_GPU,86586,43294,0.057179566472768784,0.09166087210178375,0.0033298248890787363,0.004503145348280668,0.9597172737121582,0
diabetes,TabICL_GPU,512,256,0.31022459268569946,0.4664144217967987,0.02105003222823143,0.06008288264274597,0.76171875,0
hazelnut-spread-contaminant-detection,TabICL_GPU,1600,800,0.06607656925916672,0.11932731419801712,0.006450403016060591,0.020237157121300697,0.9587500095367432,0
heloc,TabICL_GPU,6972,3487,0.3659288287162781,0.5475456714630127,0.015568487346172333,0.027942756190896034,0.7310008406639099,0
in_vehicle_coupon_recommendation,TabICL_GPU,8456,4228,0.3071173429489136,0.4713200628757477,0.0070903003215789795,0.02234935387969017,0.7781456708908081,0
jm1,TabICL_GPU,7256,3629,0.25669246912002563,0.41013458371162415,0.020707597956061363,0.02278590388596058,0.8241940140724182,0
kddcup09_appetency,TabICL_GPU,33333,16667,0.034413449466228485,0.08110758662223816,0.00841514952480793,0.007578753866255283,0.9821803569793701,0
online_shoppers_intention,TabICL_GPU,8220,4110,0.1422065943479538,0.2276817411184311,0.012710178270936012,0.019191281870007515,0.9002432823181152,0
polish_companies_bankruptcy,TabICL_GPU,3940,1970,0.0422285720705986,0.08054765313863754,0.004821548238396645,0.006769645027816296,0.9705584049224854,0
qsar-biodeg,TabICL_GPU,702,352,0.17221541702747345,0.3008989095687866,0.03204154968261719,0.06100590527057648,0.8892045617103577,0
seismic-bumps,TabICL_GPU,1722,862,0.11119134724140167,0.20536428689956665,0.014009669423103333,0.013615713454782963,0.9338747262954712,0
taiwanese_bankruptcy_prediction,TabICL_GPU,4546,2273,0.04405868425965309,0.08040788769721985,0.0033273380249738693,0.008458678610622883,0.9722833037376404,0
Amazon_employee_access,LimiX_GPU,21846,10923,0.08469412475824356,0.16208453476428986,0.010059282183647156,0.00989715475589037,0.9470841288566589,0
Bank_Customer_Churn,LimiX_GPU,6666,3334,0.19690541923046112,0.32209715247154236,0.013219259679317474,0.018763793632388115,0.8677264451980591,0
Bioresponse,LimiX_GPU,2500,1251,0.27437180280685425,0.4238383173942566,0.01977144181728363,0.03510656952857971,0.7977617979049683,0
E-CommereShippingData,LimiX_GPU,7332,3667,0.3542023301124573,0.4948928654193878,0.011350085958838463,0.0068389917723834515,0.6891191601753235,0
Fitness_Club,LimiX_GPU,1000,500,0.3169085681438446,0.48333117365837097,0.028166331350803375,0.04561135917901993,0.7720000147819519,0
HR_Analytics_Job_Change_of_Data_Scientists,LimiX_GPU,12772,6386,0.268973708152771,0.42358437180519104,0.019130511209368706,0.01873142644762993,0.8011274933815002,0
Is-this-a-good-customer,LimiX_GPU,1148,575,0.18856945633888245,0.32497942447662354,0.02086261473596096,0.0367702916264534,0.8852173686027527,0
Marketing_Campaign,LimiX_GPU,1493,747,0.13171561062335968,0.20988629758358002,0.012946601957082748,0.02664315700531006,0.9076305031776428,0
NATICUSdroid,LimiX_GPU,4994,2497,0.08481234312057495,0.14479570090770721,0.00975850597023964,0.011580723337829113,0.9435322284698486,0
bank-marketing,LimiX_GPU,30140,15071,0.17276625335216522,0.3020743727684021,0.020658349618315697,0.021701108664274216,0.8943003416061401,0
blood-transfusion-service-center,LimiX_GPU,498,250,0.30272966623306274,0.48810651898384094,0.04157116264104843,0.10221469402313232,0.7960000038146973,0
churn,LimiX_GPU,3333,1667,0.06842312961816788,0.14211879670619965,0.014486521482467651,0.01925944909453392,0.9604079127311707,0
coil2000_insurance_policies,LimiX_GPU,6548,3274,0.10485822707414627,0.197869211435318,0.005981527268886566,0.006831115577369928,0.9404398202896118,0
credit-g,LimiX_GPU,666,334,0.3104352355003357,0.47725486755371094,0.033097170293331146,0.06616342812776566,0.7994012236595154,0
credit_card_clients_default,LimiX_GPU,20000,10000,0.26559197902679443,0.4250134229660034,0.028562325984239578,0.031575486063957214,0.8216000199317932,0
diabetes,LimiX_GPU,512,256,0.31132179498672485,0.4701949656009674,0.029031410813331604,0.07966238260269165,0.75390625,0
hazelnut-spread-contaminant-detection,LimiX_GPU,1600,800,0.07316424697637558,0.13033173978328705,0.012106912210583687,0.021711155772209167,0.9549999833106995,0
heloc,LimiX_GPU,6972,3487,0.36348190903663635,0.5445747375488281,0.020086288452148438,0.03160148113965988,0.7338686585426331,0
in_vehicle_coupon_recommendation,LimiX_GPU,8456,4228,0.3549693524837494,0.5340037941932678,0.024252794682979584,0.043947767466306686,0.745742678642273,0
jm1,LimiX_GPU,7256,3629,0.26735222339630127,0.4228043556213379,0.016717933118343353,0.02241857536137104,0.8131716847419739,0
online_shoppers_intention,LimiX_GPU,8220,4110,0.14351995289325714,0.2306259572505951,0.01322490070015192,0.021142998710274696,0.8987834453582764,0
polish_companies_bankruptcy,LimiX_GPU,3940,1970,0.05858304724097252,0.09999950975179672,0.0189508069306612,0.019249621778726578,0.9573603868484497,0
qsar-biodeg,LimiX_GPU,702,352,0.16956423223018646,0.31511715054512024,0.03111140988767147,0.05749376490712166,0.8920454382896423,0
seismic-bumps,LimiX_GPU,1722,862,0.10887612402439117,0.2047124058008194,0.011801708489656448,0.014387240633368492,0.9338747262954712,0
taiwanese_bankruptcy_prediction,LimiX_GPU,4546,2273,0.043639034032821655,0.07970553636550903,0.0034349309280514717,0.007799861021339893,0.9718433618545532,0
APSFailure,TabM_GPU,50666,25334,0.009066086262464523,0.017015714198350906,0.001470227143727243,0.002329963492229581,0.9940396547317505,0
Amazon_employee_access,TabM_GPU,21846,10923,0.09334731847047806,0.17334675788879395,0.013824887573719025,0.019147714599967003,0.9421404600143433,0
Bank_Customer_Churn,TabM_GPU,6666,3334,0.19594061374664307,0.3205631971359253,0.006770207546651363,0.01772115007042885,0.86652672290802,0
Bioresponse,TabM_GPU,2500,1251,0.2909616529941559,0.47742655873298645,0.045051828026771545,0.06879408657550812,0.79536372423172,0
Diabetes130US,TabM_GPU,47678,23840,0.15528835356235504,0.2832188606262207,0.007942629978060722,0.010491915978491306,0.9119966626167297,0
E-CommereShippingData,TabM_GPU,7332,3667,0.357688307762146,0.5021263957023621,0.02100299298763275,0.025826750323176384,0.6839378476142883,0
Fitness_Club,TabM_GPU,1000,500,0.31463801860809326,0.48139238357543945,0.017138559371232986,0.05459338426589966,0.7739999890327454,0
GiveMeSomeCredit,TabM_GPU,100000,50000,0.09687788784503937,0.17516107857227325,0.0019612303003668785,0.0038355463184416294,0.9387199878692627,0
HR_Analytics_Job_Change_of_Data_Scientists,TabM_GPU,12772,6386,0.27070754766464233,0.425767183303833,0.011507287621498108,0.021679231896996498,0.8022236227989197,0
Is-this-a-good-customer,TabM_GPU,1148,575,0.19374825060367584,0.3306930363178253,0.01965019851922989,0.03704071044921875,0.8799999952316284,0
Marketing_Campaign,TabM_GPU,1493,747,0.14353537559509277,0.225385382771492,0.01973010040819645,0.03287403658032417,0.8955823183059692,0
NATICUSdroid,TabM_GPU,4994,2497,0.08461201190948486,0.143719881772995,0.008219721727073193,0.016270624473690987,0.9411293268203735,0
bank-marketing,TabM_GPU,30140,15071,0.17199119925498962,0.29980701208114624,0.0065799374133348465,0.00944230705499649,0.8941676020622253,0
blood-transfusion-service-center,TabM_GPU,498,250,0.31355392932891846,0.4981819987297058,0.05134075507521629,0.10496459901332855,0.7919999957084656,0
churn,TabM_GPU,3333,1667,0.0709201991558075,0.15139324963092804,0.020612522959709167,0.03215697035193443,0.9634073376655579,0
coil2000_insurance_policies,TabM_GPU,6548,3274,0.1067236065864563,0.20367304980754852,0.013773842714726925,0.012981674633920193,0.9404398202896118,0
credit-g,TabM_GPU,666,334,0.3266562819480896,0.4962014853954315,0.028995193541049957,0.05184362083673477,0.7604790329933167,0
credit_card_clients_default,TabM_GPU,20000,10000,0.2640022039413452,0.42184901237487793,0.015605649910867214,0.019233494997024536,0.8234000205993652,0
customer_satisfaction_in_airline,TabM_GPU,86586,43294,0.05247221142053604,0.08301673084497452,0.0011583603918552399,0.003078724257647991,0.9624890089035034,0
diabetes,TabM_GPU,512,256,0.33321499824523926,0.5039116144180298,0.04450023174285889,0.08339017629623413,0.75390625,0
hazelnut-spread-contaminant-detection,TabM_GPU,1600,800,0.10590291768312454,0.17930389940738678,0.011160940863192081,0.02250760793685913,0.925000011920929,0
heloc,TabM_GPU,6972,3487,0.3659672141075134,0.545882523059845,0.01627206802368164,0.01924147829413414,0.7298537492752075,0
in_vehicle_coupon_recommendation,TabM_GPU,8456,4228,0.2999991476535797,0.4615645706653595,0.013750842772424221,0.0164963249117136,0.7857142686843872,0
jm1,TabM_GPU,7256,3629,0.27146801352500916,0.4312684237957001,0.006664663553237915,0.015286092646420002,0.814549446105957,0
kddcup09_appetency,TabM_GPU,33333,16667,0.03360949084162712,0.07662533223628998,0.0016635383944958448,0.0010807744693011045,0.9821803569793701,0
online_shoppers_intention,TabM_GPU,8220,4110,0.14182138442993164,0.22778934240341187,0.00656929612159729,0.010749497450888157,0.9017031788825989,0
polish_companies_bankruptcy,TabM_GPU,3940,1970,0.039684370160102844,0.07460130006074905,0.008238784968852997,0.01001750398427248,0.9746192693710327,0
qsar-biodeg,TabM_GPU,702,352,0.18053936958312988,0.31618741154670715,0.030890323221683502,0.053805574774742126,0.8806818127632141,0
seismic-bumps,TabM_GPU,1722,862,0.11166078597307205,0.20537841320037842,0.007352115586400032,0.010328710079193115,0.9327146410942078,0
taiwanese_bankruptcy_prediction,TabM_GPU,4546,2273,0.044666364789009094,0.08245044201612473,0.00649903854355216,0.009364006109535694,0.9714034199714661,0
APSFailure,RealMLP_GPU,50666,25334,0.011155238375067711,0.020656166598200798,0.001790462527424097,0.0032069284934550524,0.992697536945343,0
Amazon_employee_access,RealMLP_GPU,21846,10923,0.0791870579123497,0.15155263245105743,0.008470408618450165,0.009391671046614647,0.9502883553504944,0
Bank_Customer_Churn,RealMLP_GPU,6666,3334,0.1994314044713974,0.3273760676383972,0.01439850963652134,0.025613365694880486,0.8662267327308655,0
Bioresponse,RealMLP_GPU,2500,1251,0.2801303267478943,0.44428884983062744,0.03422718122601509,0.04767761752009392,0.8025579452514648,0
Diabetes130US,RealMLP_GPU,47678,23840,0.1534752994775772,0.27934974431991577,0.006552981212735176,0.008027225732803345,0.911912739276886,0
E-CommereShippingData,RealMLP_GPU,7332,3667,0.35654303431510925,0.5018541216850281,0.015531271696090698,0.025356579571962357,0.6872102618217468,0
Fitness_Club,RealMLP_GPU,1000,500,0.3172662556171417,0.4859325587749481,0.020097700878977776,0.044926777482032776,0.7739999890327454,0
GiveMeSomeCredit,RealMLP_GPU,100000,50000,0.09731757640838623,0.1758059412240982,0.001741180196404457,0.002724177436903119,0.9382200241088867,0
HR_Analytics_Job_Change_of_Data_Scientists,RealMLP_GPU,12772,6386,0.2721787691116333,0.4270627498626709,0.015171140432357788,0.019727986305952072,0.7989351749420166,0
Is-this-a-good-customer,RealMLP_GPU,1148,575,0.18836621940135956,0.3197551667690277,0.017170485109090805,0.04045388102531433,0.8799999952316284,0
Marketing_Campaign,RealMLP_GPU,1493,747,0.14916005730628967,0.24015289545059204,0.014290922321379185,0.03652571514248848,0.8888888955116272,0
NATICUSdroid,RealMLP_GPU,4994,2497,0.08352901041507721,0.1426282525062561,0.008579283021390438,0.011169654317200184,0.9415298104286194,0
bank-marketing,RealMLP_GPU,30140,15071,0.17193928360939026,0.3001328110694885,0.0080735944211483,0.012167246080935001,0.8942339420318604,0
blood-transfusion-service-center,RealMLP_GPU,498,250,0.30860888957977295,0.4953860342502594,0.05013545602560043,0.062206946313381195,0.7879999876022339,0
churn,RealMLP_GPU,3333,1667,0.06977912038564682,0.15179267525672913,0.019182899966835976,0.03163449466228485,0.9592081308364868,0
coil2000_insurance_policies,RealMLP_GPU,6548,3274,0.10552138090133667,0.20092615485191345,0.0053586335852742195,0.00584156671538949,0.9404398202896118,0
credit-g,RealMLP_GPU,666,334,0.32117751240730286,0.49895423650741577,0.031440794467926025,0.05605996400117874,0.7784430980682373,0
credit_card_clients_default,RealMLP_GPU,20000,10000,0.26418864727020264,0.4225420355796814,0.010483707301318645,0.017304059118032455,0.8230000138282776,0
customer_satisfaction_in_airline,RealMLP_GPU,86586,43294,0.05336247384548187,0.0850130170583725,0.0012744273990392685,0.002963315462693572,0.9619808793067932,0
diabetes,RealMLP_GPU,512,256,0.30965927243232727,0.4712527394294739,0.03770607337355614,0.07903078198432922,0.7734375,0
hazelnut-spread-contaminant-detection,RealMLP_GPU,1600,800,0.08706755936145782,0.15911951661109924,0.019837379455566406,0.029352586716413498,0.9474999904632568,0
heloc,RealMLP_GPU,6972,3487,0.36247608065605164,0.5420700311660767,0.015573952347040176,0.020849065855145454,0.734728991985321,0
in_vehicle_coupon_recommendation,RealMLP_GPU,8456,4228,0.3032280504703522,0.4681228697299957,0.014648841693997383,0.024572080001235008,0.7840586304664612,0
jm1,RealMLP_GPU,7256,3629,0.2691875398159027,0.4290980398654938,0.032028742134571075,0.033328354358673096,0.8162028193473816,0
kddcup09_appetency,RealMLP_GPU,33333,16667,0.03353281691670418,0.07560832798480988,0.0023118399549275637,0.0016865096986293793,0.9821803569793701,0
online_shoppers_intention,RealMLP_GPU,8220,4110,0.1441871076822281,0.23350878059864044,0.00588229950517416,0.014051156118512154,0.9012165665626526,0
polish_companies_bankruptcy,RealMLP_GPU,3940,1970,0.04400431737303734,0.08609870821237564,0.006003697868436575,0.010077618062496185,0.972588837146759,0
qsar-biodeg,RealMLP_GPU,702,352,0.17524756491184235,0.3028290569782257,0.01997552067041397,0.044182755053043365,0.8806818127632141,0
seismic-bumps,RealMLP_GPU,1722,862,0.10931805521249771,0.20565509796142578,0.016666516661643982,0.014429141767323017,0.9338747262954712,0
taiwanese_bankruptcy_prediction,RealMLP_GPU,4546,2273,0.04520567134022713,0.08200813829898834,0.008666176348924637,0.012277293018996716,0.968323826789856,0
APSFailure,BetaTabPFN_GPU,50666,25334,0.00936647318303585,0.017676502466201782,0.001034213462844491,0.0015172355342656374,0.9939212203025818,0
Amazon_employee_access,BetaTabPFN_GPU,21846,10923,0.08863856643438339,0.16805821657180786,0.00877160020172596,0.008602464571595192,0.9446122646331787,0
Bank_Customer_Churn,BetaTabPFN_GPU,6666,3334,0.1966468095779419,0.32184433937072754,0.013544611632823944,0.02061249129474163,0.8686262965202332,0
Bioresponse,BetaTabPFN_GPU,2500,1251,0.3098475933074951,0.4710444509983063,0.0263034850358963,0.03970443457365036,0.7769784331321716,0
Diabetes130US,BetaTabPFN_GPU,47678,23840,0.1555369347333908,0.2839706838130951,0.010435989126563072,0.011030263267457485,0.9119966626167297,0
E-CommereShippingData,BetaTabPFN_GPU,7332,3667,0.35470446944236755,0.49597805738449097,0.016496792435646057,0.013268419541418552,0.6853013634681702,0
Fitness_Club,BetaTabPFN_GPU,1000,500,0.314337819814682,0.4794675409793854,0.03001372329890728,0.058970384299755096,0.7760000228881836,0
GiveMeSomeCredit,BetaTabPFN_GPU,100000,50000,0.09757663309574127,0.1765722781419754,0.005986623466014862,0.005980800837278366,0.9379799962043762,0
HR_Analytics_Job_Change_of_Data_Scientists,BetaTabPFN_GPU,12772,6386,0.2724631130695343,0.4277363121509552,0.016331179067492485,0.01722560077905655,0.7994049191474915,0
Is-this-a-good-customer,BetaTabPFN_GPU,1148,575,0.18905459344387054,0.32217249274253845,0.025649379938840866,0.02570446766912937,0.8852173686027527,0
Marketing_Campaign,BetaTabPFN_GPU,1493,747,0.13792423903942108,0.22050601243972778,0.028844118118286133,0.03247667849063873,0.9009370803833008,0
NATICUSdroid,BetaTabPFN_GPU,4994,2497,0.08539339900016785,0.14619721472263336,0.0047156549990177155,0.013444454409182072,0.9423307776451111,0
bank-marketing,BetaTabPFN_GPU,30140,15071,0.172456294298172,0.3003465235233307,0.006054898723959923,0.008482883684337139,0.8932386636734009,0
