dataset,model,cal_size,test_size,Beta_brier,Beta_logloss,Beta_kuiper,Beta_ece-15,Beta_accuracy,Beta_time
polish_companies_bankruptcy,TabICLv2,3940,1970,0.0305464198328788,0.06178590824944712,0.008051618933677673,0.011433395557105541,0.9847715497016907,0.005616277456283569
qsar-biodeg,TabICLv2,702,352,0.17359685302165692,0.3020129107153214,0.03305491805076599,0.057524729520082474,0.8920454382896423,0.0032759830355644226
seismic-bumps,TabICLv2,1722,862,0.10918745238886088,0.20239452241497233,0.011318123899400234,0.014905033633112907,0.9338747262954712,0.007579196244478226
taiwanese_bankruptcy_prediction,TabICLv2,4546,2273,0.04246345366168254,0.07878208330228514,0.005846315994858742,0.007783451583236456,0.9705235362052917,0.005232442170381546
APSFailure,RealTabPFN-v2.5,50666,25334,0.008645809885182197,0.016251598747604387,0.00035996129736304283,0.0010022780625149608,0.9945132732391357,0.023900829255580902
Amazon_employee_access,RealTabPFN-v2.5,21846,10923,0.08279092783631986,0.15933296141203035,0.0038524754345417023,0.004395310301333666,0.9479081034660339,0.01880120113492012
Bank_Customer_Churn,RealTabPFN-v2.5,6666,3334,0.19431069094360087,0.31819974817227537,0.00844326987862587,0.019881632179021835,0.8692261576652527,0.007546614855527878
Bioresponse,RealTabPFN-v2.5,2500,1251,0.27103155833259857,0.42094805309481304,0.022510431706905365,0.03713960200548172,0.8129496574401855,0.003968935459852219
Diabetes130US,RealTabPFN-v2.5,47678,23840,0.1540127297036675,0.28149066227905123,0.00405912846326828,0.004877028521150351,0.9119547009468079,0.03781510144472122
E-CommereShippingData,RealTabPFN-v2.5,7332,3667,0.35454330885882923,0.49536681964663526,0.011701896786689758,0.0057016583159565926,0.6893918514251709,0.011090613901615143
Fitness_Club,RealTabPFN-v2.5,1000,500,0.31309131139617624,0.4752963254179798,0.019306983798742294,0.0524287074804306,0.7760000228881836,0.0033502988517284393
GiveMeSomeCredit,RealTabPFN-v2.5,100000,50000,0.0970251039743914,0.17541738025323086,0.0025945045053958893,0.004238907713443041,0.9384400248527527,0.04498954489827156
HR_Analytics_Job_Change_of_Data_Scientists,RealTabPFN-v2.5,12772,6386,0.26825925709000353,0.42343187251777764,0.009397856891155243,0.01244865171611309,0.8067647814750671,0.007862892001867294
Is-this-a-good-customer,RealTabPFN-v2.5,1148,575,0.19841156794756282,0.3372252918905585,0.020510241389274597,0.031834736466407776,0.8713043332099915,0.004739627242088318
Marketing_Campaign,RealTabPFN-v2.5,1493,747,0.13169975380976193,0.21124084963131842,0.01332404650747776,0.026655098423361778,0.9036144614219666,0.0033542923629283905
NATICUSdroid,RealTabPFN-v2.5,4994,2497,0.0840138985383616,0.14386712757159,0.0053618354722857475,0.011174919083714485,0.9431317448616028,0.005493871867656708
bank-marketing,RealTabPFN-v2.5,30140,15071,0.1711778816763606,0.2985154336852284,0.002891749143600464,0.005289134103804827,0.8941012620925903,0.01530713215470314
blood-transfusion-service-center,RealTabPFN-v2.5,498,250,0.31112560468231465,0.4999795897449129,0.05931796133518219,0.11215614527463913,0.800000011920929,0.005791358649730682
churn,RealTabPFN-v2.5,3333,1667,0.04950150594537956,0.1066986267263854,0.008551389910280704,0.01621324196457863,0.9694061279296875,0.005086082965135574
coil2000_insurance_policies,RealTabPFN-v2.5,6548,3274,0.10608202392011168,0.2015908661740834,0.008850039914250374,0.01017837692052126,0.9407452940940857,0.020385585725307465
credit-g,RealTabPFN-v2.5,666,334,0.33103729056818043,0.4996323431848443,0.03599613159894943,0.053564682602882385,0.7664670944213867,0.0026693083345890045
credit_card_clients_default,RealTabPFN-v2.5,20000,10000,0.26253114648762027,0.4195771003819963,0.004472767934203148,0.011518782004714012,0.8228999972343445,0.014196693897247314
customer_satisfaction_in_airline,RealTabPFN-v2.5,86586,43294,0.053932412853688716,0.08730744317668661,0.0015127270016819239,0.0031327377073466778,0.9625583291053772,0.05105612054467201
diabetes,RealTabPFN-v2.5,512,256,0.30667751786975656,0.46326125581892985,0.01938585937023163,0.07003498077392578,0.765625,0.0035673603415489197
hazelnut-spread-contaminant-detection,RealTabPFN-v2.5,1600,800,0.06498629067972922,0.11507533681943637,0.008010156452655792,0.010664286091923714,0.9599999785423279,0.0035526007413864136
heloc,RealTabPFN-v2.5,6972,3487,0.3635673282167649,0.543539697029151,0.013056829571723938,0.0187784805893898,0.7301405072212219,0.005311653017997742
in_vehicle_coupon_recommendation,RealTabPFN-v2.5,8456,4228,0.3060069081658145,0.47031202613841105,0.00932765007019043,0.016338136047124863,0.7833490967750549,0.007730189710855484
jm1,RealTabPFN-v2.5,7256,3629,0.25979241397831465,0.4117623449545286,0.007093250751495361,0.014693403616547585,0.8173050284385681,0.0056847259402275085
kddcup09_appetency,RealTabPFN-v2.5,33333,16667,0.033341907206353986,0.07534982847815075,0.0016658501699566841,0.001029094448313117,0.9821803569793701,0.01799604669213295
online_shoppers_intention,RealTabPFN-v2.5,8220,4110,0.13936068284494033,0.2234883548548929,0.004857745952904224,0.010582942515611649,0.9026764035224915,0.00777280330657959
polish_companies_bankruptcy,RealTabPFN-v2.5,3940,1970,0.022246268600252656,0.0503040593416134,0.00587330712005496,0.007729632314294577,0.9873096346855164,0.004466503858566284
qsar-biodeg,RealTabPFN-v2.5,702,352,0.18372473284180504,0.3080017076736892,0.03313085809350014,0.038838185369968414,0.8778409361839294,0.0035968534648418427
seismic-bumps,RealTabPFN-v2.5,1722,862,0.10963587900595712,0.20277319428202703,0.0102642010897398,0.009842396713793278,0.9338747262954712,0.009433392435312271
taiwanese_bankruptcy_prediction,RealTabPFN-v2.5,4546,2273,0.04288032424411635,0.07737386834844316,0.004282367415726185,0.0072372667491436005,0.9714034199714661,0.0058870986104011536
APSFailure,TabICL_GPU,50666,25334,0.00863258596998151,0.016070416304100225,0.0007255686796270311,0.0014482825063169003,0.9944738149642944,0.02661116048693657
Amazon_employee_access,TabICL_GPU,21846,10923,0.08073453473453632,0.15568379801834917,0.0025673843920230865,0.0053509012795984745,0.9480912089347839,0.01725785806775093
Bank_Customer_Churn,TabICL_GPU,6666,3334,0.19959489759300958,0.32645314102542355,0.007222028449177742,0.016525888815522194,0.8647270798683167,0.006553191691637039
Diabetes130US,TabICL_GPU,47678,23840,0.15594419023400038,0.2851432342988605,0.0023507028818130493,0.0020247765351086855,0.9119966626167297,0.024023815989494324
E-CommereShippingData,TabICL_GPU,7332,3667,0.35510652860842107,0.4962442329168855,0.012459002435207367,0.007318777497857809,0.6885737776756287,0.009984515607357025
Fitness_Club,TabICL_GPU,1000,500,0.31338170684918826,0.4768531534846294,0.022437211126089096,0.07033070176839828,0.7799999713897705,0.0034977495670318604
GiveMeSomeCredit,TabICL_GPU,100000,50000,0.09779419315088639,0.17617090375509367,0.0010043354704976082,0.0025260590482503176,0.9373400211334229,0.05978376418352127
HR_Analytics_Job_Change_of_Data_Scientists,TabICL_GPU,12772,6386,0.2686729641878573,0.42331639126703413,0.00874900072813034,0.013024411164224148,0.8047291040420532,0.007211390882730484
Is-this-a-good-customer,TabICL_GPU,1148,575,0.18738840174433513,0.3198293630270845,0.01646866276860237,0.020449893549084663,0.886956512928009,0.0031083375215530396
Marketing_Campaign,TabICL_GPU,1493,747,0.14321677790678045,0.22761685738396428,0.0144950021058321,0.042299021035432816,0.8995984196662903,0.003695279359817505
NATICUSdroid,TabICL_GPU,4994,2497,0.07883847571623213,0.1369718674741176,0.0029711853712797165,0.008106091059744358,0.9467360973358154,0.005632627755403519
bank-marketing,TabICL_GPU,30140,15071,0.17205741632019617,0.29982453816963306,0.0037478453014045954,0.008528715930879116,0.8940349221229553,0.023085355758666992
blood-transfusion-service-center,TabICL_GPU,498,250,0.3167696094050512,0.5010016070766106,0.05333951860666275,0.10114078223705292,0.7879999876022339,0.0028873905539512634
churn,TabICL_GPU,3333,1667,0.06797153552077008,0.13876843874737707,0.01004965603351593,0.018318284302949905,0.9604079127311707,0.005144890397787094
coil2000_insurance_policies,TabICL_GPU,6548,3274,0.10569942671044132,0.2028206742956053,0.005973733961582184,0.0040390584617853165,0.9404398202896118,0.005774896591901779
credit-g,TabICL_GPU,666,334,0.337158268994039,0.5085495852886683,0.04728884994983673,0.07936903834342957,0.757485032081604,0.003384467214345932
credit_card_clients_default,TabICL_GPU,20000,10000,0.26344245332061045,0.4209500978359174,0.005826949141919613,0.011851382441818714,0.8216000199317932,0.014060556888580322
customer_satisfaction_in_airline,TabICL_GPU,86586,43294,0.05708992558359276,0.09124961390933231,0.0015079900622367859,0.002526695840060711,0.9596480131149292,0.044313155114650726
diabetes,TabICL_GPU,512,256,0.3105225114013118,0.46717472635784274,0.02138974890112877,0.06731681525707245,0.76171875,0.0032255202531814575
hazelnut-spread-contaminant-detection,TabICL_GPU,1600,800,0.0659925885106597,0.11823791900580152,0.009943223558366299,0.01712081767618656,0.9574999809265137,0.0034075602889060974
heloc,TabICL_GPU,6972,3487,0.3651072966230098,0.5454984515432555,0.010659914463758469,0.01692960411310196,0.7301405072212219,0.006305839866399765
in_vehicle_coupon_recommendation,TabICL_GPU,8456,4228,0.30728677197053467,0.4718916182744746,0.00895344465970993,0.025967756286263466,0.7786187529563904,0.0071891359984874725
jm1,TabICL_GPU,7256,3629,0.2557642783468745,0.40784175023889896,0.006467273458838463,0.009185900911688805,0.822265088558197,0.007820352911949158
kddcup09_appetency,TabICL_GPU,33333,16667,0.03367178155704202,0.07704939541333326,0.001684024347923696,0.0009636780014261603,0.9821803569793701,0.01840081438422203
online_shoppers_intention,TabICL_GPU,8220,4110,0.14119384388652328,0.22560549495825596,0.0069226231426000595,0.0096412543207407,0.899756669998169,0.007445208728313446
polish_companies_bankruptcy,TabICL_GPU,3940,1970,0.04189844309605272,0.08055615156710386,0.005252768285572529,0.011911469511687756,0.9746192693710327,0.004884473979473114
qsar-biodeg,TabICL_GPU,702,352,0.17588919594345817,0.29943423210104925,0.03577982634305954,0.039408452808856964,0.8778409361839294,0.003270912915468216
seismic-bumps,TabICL_GPU,1722,862,0.11104654250024264,0.20495103364043987,0.010802337899804115,0.02031474933028221,0.9338747262954712,0.007579084485769272
taiwanese_bankruptcy_prediction,TabICL_GPU,4546,2273,0.04392149284751825,0.08031858211322336,0.005494738928973675,0.006662774831056595,0.9718433618545532,0.006502289324998856
Amazon_employee_access,LimiX_GPU,21846,10923,0.08292590957553125,0.16036715431497536,0.0034313914366066456,0.004334828816354275,0.9479996562004089,0.010405175387859344
Bank_Customer_Churn,LimiX_GPU,6666,3334,0.19651509864290087,0.3216331906762073,0.007875865325331688,0.019423754885792732,0.8674265146255493,0.00628235936164856
Bioresponse,LimiX_GPU,2500,1251,0.2747926850010771,0.4249983347514234,0.023958787322044373,0.035664308816194534,0.7993605136871338,0.003891829401254654
E-CommereShippingData,LimiX_GPU,7332,3667,0.35422484463129744,0.49500037733643454,0.008932381868362427,0.0030764276161789894,0.6888464689254761,0.00623108446598053
Fitness_Club,LimiX_GPU,1000,500,0.3142404883111702,0.4783685737985677,0.015424389392137527,0.0428035594522953,0.7720000147819519,0.0032401569187641144
HR_Analytics_Job_Change_of_Data_Scientists,LimiX_GPU,12772,6386,0.26838246391602044,0.4227556511928523,0.009036988019943237,0.014658457599580288,0.8036329746246338,0.007754441350698471
Is-this-a-good-customer,LimiX_GPU,1148,575,0.18771938474890035,0.32206534637492945,0.010118115693330765,0.021705113351345062,0.8852173686027527,0.0032223165035247803
Marketing_Campaign,LimiX_GPU,1493,747,0.13239911616396396,0.21359297097928445,0.013419212773442268,0.02929121069610119,0.904953122138977,0.00374443456530571
NATICUSdroid,LimiX_GPU,4994,2497,0.08402705327335382,0.14463650833183028,0.005705175921320915,0.008547952398657799,0.9435322284698486,0.005666658282279968
bank-marketing,LimiX_GPU,30140,15071,0.1716402136451597,0.2991749572908232,0.005339564755558968,0.008467926643788815,0.8941676020622253,0.022364791482686996
blood-transfusion-service-center,LimiX_GPU,498,250,0.307824177300961,0.48903192132892115,0.05289587378501892,0.08608746528625488,0.7919999957084656,0.003533918410539627
churn,LimiX_GPU,3333,1667,0.06670359879201593,0.13884020784613635,0.010856853798031807,0.017233526334166527,0.9604079127311707,0.005426287651062012
coil2000_insurance_policies,LimiX_GPU,6548,3274,0.10490845262678736,0.19772084491956143,0.004598609171807766,0.005762962158769369,0.9404398202896118,0.005376987159252167
credit-g,LimiX_GPU,666,334,0.31255086924444453,0.4791444325179017,0.04278046637773514,0.08223393559455872,0.7904191613197327,0.0032407380640506744
credit_card_clients_default,LimiX_GPU,20000,10000,0.263861489498019,0.4212323757972539,0.004196077585220337,0.007766278460621834,0.8226000070571899,0.010763417929410934
diabetes,LimiX_GPU,512,256,0.3105917082779262,0.46982323630960976,0.02538185566663742,0.05226844549179077,0.76171875,0.0029446743428707123
hazelnut-spread-contaminant-detection,LimiX_GPU,1600,800,0.07212755999655557,0.12536673950347024,0.009823024272918701,0.020155660808086395,0.956250011920929,0.0035357587039470673
heloc,LimiX_GPU,6972,3487,0.36272075911589696,0.542768037890346,0.017204470932483673,0.02347586303949356,0.734728991985321,0.006103847175836563
in_vehicle_coupon_recommendation,LimiX_GPU,8456,4228,0.3512654775133052,0.5288591311194849,0.010404527187347412,0.023189397528767586,0.7459791898727417,0.007577866315841675
jm1,LimiX_GPU,7256,3629,0.26597311088110787,0.4212603001184305,0.008737875148653984,0.01266277115792036,0.8137227892875671,0.009203653782606125
online_shoppers_intention,LimiX_GPU,8220,4110,0.14268940907055833,0.22816851650793696,0.007134922780096531,0.013053425587713718,0.8982968330383301,0.007292401045560837
polish_companies_bankruptcy,LimiX_GPU,3940,1970,0.05235100520023006,0.09328163040167121,0.004447797313332558,0.013055050745606422,0.9649746417999268,0.0053129643201828
qsar-biodeg,LimiX_GPU,702,352,0.17395627938576202,0.3048312792880404,0.03203537315130234,0.05247141048312187,0.8892045617103577,0.003197949379682541
seismic-bumps,LimiX_GPU,1722,862,0.10937526305184853,0.2042792680889584,0.011835204437375069,0.01340814121067524,0.9338747262954712,0.00522053986787796
taiwanese_bankruptcy_prediction,LimiX_GPU,4546,2273,0.043812979902696135,0.07966886098735307,0.005605881102383137,0.0065320516005158424,0.9722833037376404,0.005738839507102966
APSFailure,TabM_GPU,50666,25334,0.00897737076967041,0.016759755288501814,0.0010371060343459249,0.0014671667013317347,0.9941975474357605,0.02507396787405014
Amazon_employee_access,TabM_GPU,21846,10923,0.08906103843093527,0.16758008392533844,0.004882141947746277,0.00564860925078392,0.9437883496284485,0.017148509621620178
Bank_Customer_Churn,TabM_GPU,6666,3334,0.19594056821880995,0.3205805937601279,0.006823527626693249,0.01769430935382843,0.8662267327308655,0.006318002939224243
Bioresponse,TabM_GPU,2500,1251,0.28683244098039573,0.4472154909528085,0.029068857431411743,0.05754680559039116,0.79536372423172,0.0040882788598537445
Diabetes130US,TabM_GPU,47678,23840,0.1546373721758692,0.28178048852944687,0.002829134464263916,0.004076272249221802,0.9119966626167297,0.022182714194059372
E-CommereShippingData,TabM_GPU,7332,3667,0.3568858505311303,0.4983873936186091,0.02059907466173172,0.02247176691889763,0.6760294437408447,0.016489017754793167
Fitness_Club,TabM_GPU,1000,500,0.31536214098559906,0.4816527481797765,0.019115185365080833,0.0508112832903862,0.7699999809265137,0.0034801363945007324
GiveMeSomeCredit,TabM_GPU,100000,50000,0.09688584729691899,0.17513362584970374,0.0013419091701507568,0.0032458389177918434,0.9387000203132629,0.04818210378289223
HR_Analytics_Job_Change_of_Data_Scientists,TabM_GPU,12772,6386,0.2712674222802486,0.42644014396310287,0.014889515936374664,0.02557768113911152,0.8006576895713806,0.011536434292793274
Is-this-a-good-customer,TabM_GPU,1148,575,0.1915551689285139,0.3290662183524847,0.013372151181101799,0.032235343009233475,0.8852173686027527,0.0036204084753990173
Marketing_Campaign,TabM_GPU,1493,747,0.14240642202548706,0.22511761964073757,0.01471659541130066,0.03183511644601822,0.8995984196662903,0.00370783731341362
NATICUSdroid,TabM_GPU,4994,2497,0.08424784298235483,0.14304340035054097,0.0065782330930233,0.012937596067786217,0.9403284192085266,0.005706027150154114
bank-marketing,TabM_GPU,30140,15071,0.1719566228920984,0.29963082577393096,0.004169240593910217,0.007093685679137707,0.8941012620925903,0.019886985421180725
blood-transfusion-service-center,TabM_GPU,498,250,0.31402325528385183,0.4978399572561681,0.057098470628261566,0.11895067244768143,0.7919999957084656,0.0031638257205486298
churn,TabM_GPU,3333,1667,0.06568658836144935,0.13928248497942008,0.018096813932061195,0.02361765131354332,0.9634073376655579,0.005092974752187729
coil2000_insurance_policies,TabM_GPU,6548,3274,0.10586694875942422,0.20253503547689888,0.005493704229593277,0.007480110507458448,0.9404398202896118,0.005516961216926575
credit-g,TabM_GPU,666,334,0.3321438438378529,0.5055207611012983,0.04260573536157608,0.06750555336475372,0.7604790329933167,0.0031794123351573944
credit_card_clients_default,TabM_GPU,20000,10000,0.2634461080329973,0.4206335709308961,0.0058088768273591995,0.010454869829118252,0.8230999708175659,0.01602698490023613
customer_satisfaction_in_airline,TabM_GPU,86586,43294,0.05245626151328545,0.0829196683407195,0.0010320274159312248,0.002330225193873048,0.9626045227050781,0.04412296786904335
diabetes,TabM_GPU,512,256,0.3218158557439367,0.4861869417191964,0.026600301265716553,0.08478397876024246,0.77734375,0.0034214630722999573
hazelnut-spread-contaminant-detection,TabM_GPU,1600,800,0.10725904311031556,0.17841234417439497,0.016146793961524963,0.02432439662516117,0.9225000143051147,0.0036226660013198853
heloc,TabM_GPU,6972,3487,0.3656921191716552,0.5455421933929883,0.013218384236097336,0.02140977792441845,0.7310008406639099,0.006342392414808273
in_vehicle_coupon_recommendation,TabM_GPU,8456,4228,0.3009713107986286,0.4634620249052991,0.014901742339134216,0.02400500699877739,0.7831125855445862,0.006883416324853897
jm1,TabM_GPU,7256,3629,0.2713754084722237,0.4306366947937958,0.008951215073466301,0.016365351155400276,0.8104161024093628,0.008488118648529053
kddcup09_appetency,TabM_GPU,33333,16667,0.033583443128481084,0.07654820881711544,0.0012651481665670872,0.0010753062088042498,0.9821803569793701,0.016697265207767487
online_shoppers_intention,TabM_GPU,8220,4110,0.14174297181623396,0.22772677010393425,0.006307447794824839,0.009502321481704712,0.9017031788825989,0.009054936468601227
polish_companies_bankruptcy,TabM_GPU,3940,1970,0.04015460923883919,0.07651850222591583,0.008944837376475334,0.015047138556838036,0.9746192693710327,0.004920601844787598
qsar-biodeg,TabM_GPU,702,352,0.18474598163009445,0.30892621486678673,0.036180805414915085,0.042841631919145584,0.875,0.0033910833299160004
seismic-bumps,TabM_GPU,1722,862,0.11159098524734444,0.2059609073912765,0.009636562317609787,0.01773836277425289,0.9338747262954712,0.005910355597734451
taiwanese_bankruptcy_prediction,TabM_GPU,4546,2273,0.044016435794321095,0.0815162942647105,0.005281822290271521,0.008243739604949951,0.9731632471084595,0.005621742457151413
APSFailure,RealMLP_GPU,50666,25334,0.010801819173420022,0.019667621879993488,0.0009156648302450776,0.001415263395756483,0.9927765130996704,0.029787901788949966
Amazon_employee_access,RealMLP_GPU,21846,10923,0.08046085029425107,0.15253737509924678,0.006395395845174789,0.011668390594422817,0.9487320184707642,0.013592280447483063
Bank_Customer_Churn,RealMLP_GPU,6666,3334,0.1975410223853051,0.32303728642243457,0.008760813623666763,0.015847066417336464,0.8695260882377625,0.006934039294719696
Bioresponse,RealMLP_GPU,2500,1251,0.2819906735788082,0.4406579703415447,0.02996884100139141,0.05409606546163559,0.8017585873603821,0.0039973631501197815
Diabetes130US,RealMLP_GPU,47678,23840,0.15315608296591957,0.2787322420322999,0.004577212501317263,0.007932642474770546,0.911912739276886,0.019733987748622894
E-CommereShippingData,RealMLP_GPU,7332,3667,0.3554745645823441,0.49859084228706657,0.010989725589752197,0.015059315599501133,0.6863921284675598,0.012807540595531464
Fitness_Club,RealMLP_GPU,1000,500,0.31735390332932445,0.48512091519400236,0.0183726754039526,0.04153729975223541,0.7739999890327454,0.0034041889011859894
GiveMeSomeCredit,RealMLP_GPU,100000,50000,0.09728670315384758,0.1757621828926069,0.0011539118131622672,0.0026160390116274357,0.9382200241088867,0.053602010011672974
HR_Analytics_Job_Change_of_Data_Scientists,RealMLP_GPU,12772,6386,0.2714784062543464,0.42642345505403123,0.010109134018421173,0.016650943085551262,0.8017538189888,0.007654014974832535
Is-this-a-good-customer,RealMLP_GPU,1148,575,0.18638977210343227,0.316576173309779,0.013822231441736221,0.016804056242108345,0.8852173686027527,0.004120595753192902
Marketing_Campaign,RealMLP_GPU,1493,747,0.14750705714720222,0.2355749651057827,0.010036498308181763,0.027768556028604507,0.8995984196662903,0.003857020288705826
NATICUSdroid,RealMLP_GPU,4994,2497,0.08295285439217041,0.14105084010143118,0.004916477017104626,0.009911135770380497,0.9439327120780945,0.00548163428902626
bank-marketing,RealMLP_GPU,30140,15071,0.1714094144206951,0.2991305664718552,0.0038003576919436455,0.007315237540751696,0.8941676020622253,0.020178914070129395
blood-transfusion-service-center,RealMLP_GPU,498,250,0.3078439869704173,0.49840045352345214,0.03765304386615753,0.06786014884710312,0.8119999766349792,0.005476713180541992
churn,RealMLP_GPU,3333,1667,0.06345135125603116,0.13299545813222072,0.01676088385283947,0.01975255273282528,0.9610077738761902,0.00468088686466217
coil2000_insurance_policies,RealMLP_GPU,6548,3274,0.10553728139692406,0.20114367042228376,0.004405710846185684,0.0052442834712564945,0.9404398202896118,0.007834024727344513
credit-g,RealMLP_GPU,666,334,0.32322945248181895,0.49635863511609607,0.05266791954636574,0.06901847571134567,0.7754490971565247,0.003384266048669815
credit_card_clients_default,RealMLP_GPU,20000,10000,0.2637555340138402,0.42184214816500115,0.007750240154564381,0.01074213907122612,0.822700023651123,0.009889811277389526
customer_satisfaction_in_airline,RealMLP_GPU,86586,43294,0.053356086569618016,0.08504404450820899,0.001084845163859427,0.0036403087433427572,0.9622580409049988,0.044366538524627686
diabetes,RealMLP_GPU,512,256,0.30650532950104514,0.471342458126073,0.02406802773475647,0.04707453027367592,0.78125,0.003255944699048996
hazelnut-spread-contaminant-detection,RealMLP_GPU,1600,800,0.08576660770372564,0.15477032547342484,0.011350253596901894,0.027621407061815262,0.9512500166893005,0.00299018993973732
heloc,RealMLP_GPU,6972,3487,0.3620499742611734,0.5417049407355709,0.009731318801641464,0.019649026915431023,0.7353025674819946,0.0063139162957668304
in_vehicle_coupon_recommendation,RealMLP_GPU,8456,4228,0.30653341831583714,0.4706293139828765,0.025317229330539703,0.04300845041871071,0.7814569473266602,0.006107404828071594
jm1,RealMLP_GPU,7256,3629,0.26816544282263566,0.4248306678315481,0.014579091221094131,0.024174867197871208,0.814549446105957,0.008177407085895538
kddcup09_appetency,RealMLP_GPU,33333,16667,0.03338778909028881,0.07525030913567916,0.0011983016738668084,0.0012994477292522788,0.9821803569793701,0.015604924410581589
online_shoppers_intention,RealMLP_GPU,8220,4110,0.14421408710101538,0.23312868200193337,0.006920449901372194,0.0150478295981884,0.8992700576782227,0.008175048977136612
polish_companies_bankruptcy,RealMLP_GPU,3940,1970,0.0439839294424135,0.08686068256683926,0.003495175391435623,0.008530660532414913,0.9736040830612183,0.005548682063817978
qsar-biodeg,RealMLP_GPU,702,352,0.1810483714864317,0.3099618446310491,0.03421521559357643,0.04498147591948509,0.8892045617103577,0.0033690743148326874
seismic-bumps,RealMLP_GPU,1722,862,0.1110087289000239,0.20730389938900518,0.011414457112550735,0.016085874289274216,0.9338747262954712,0.00591195747256279
taiwanese_bankruptcy_prediction,RealMLP_GPU,4546,2273,0.04408938857089725,0.08014769434229865,0.007487850729376078,0.009810438379645348,0.9714034199714661,0.004349440336227417
APSFailure,BetaTabPFN_GPU,50666,25334,0.009372029395514495,0.017610722228489962,0.0009719785302877426,0.0016716478858143091,0.9939212203025818,0.027663517743349075
Amazon_employee_access,BetaTabPFN_GPU,21846,10923,0.0887288920327256,0.16815361824245936,0.007377631962299347,0.01290340255945921,0.9445207118988037,0.01728803664445877
Bank_Customer_Churn,BetaTabPFN_GPU,6666,3334,0.19636320320212047,0.321585389414785,0.008788193576037884,0.017201688140630722,0.8689262270927429,0.0063279494643211365
Bioresponse,BetaTabPFN_GPU,2500,1251,0.31010514890594504,0.4732922783849549,0.026785284280776978,0.03849335014820099,0.7761790752410889,0.003941968083381653
Diabetes130US,BetaTabPFN_GPU,47678,23840,0.15496518606131793,0.2829839729656563,0.0041498467326164246,0.006587667856365442,0.9119966626167297,0.02130308747291565
E-CommereShippingData,BetaTabPFN_GPU,7332,3667,0.35390959181024084,0.49524625837771674,0.012036725878715515,0.0059333122335374355,0.6913008093833923,0.009243283420801163
Fitness_Club,BetaTabPFN_GPU,1000,500,0.31378521465352827,0.4784656822334984,0.019452285021543503,0.053656332194805145,0.7820000052452087,0.0035619400441646576
GiveMeSomeCredit,BetaTabPFN_GPU,100000,50000,0.09732117540856249,0.1760894719395851,0.001593428780324757,0.0030209545511752367,0.9380000233650208,0.03486233577132225
HR_Analytics_Job_Change_of_Data_Scientists,BetaTabPFN_GPU,12772,6386,0.2717879909770856,0.42715738423050564,0.010683063417673111,0.01606917567551136,0.8025367856025696,0.007185652852058411
Is-this-a-good-customer,BetaTabPFN_GPU,1148,575,0.18927038619858141,0.3213606685139867,0.015935633331537247,0.027888208627700806,0.886956512928009,0.006148219108581543
Marketing_Campaign,BetaTabPFN_GPU,1493,747,0.13515238162364138,0.21914737842315804,0.014959931373596191,0.029860399663448334,0.9076305031776428,0.003780905157327652
NATICUSdroid,BetaTabPFN_GPU,4994,2497,0.08523474795306087,0.1454847033795824,0.00476089958101511,0.009553177282214165,0.9423307776451111,0.005576089024543762
