dataset,model,cal_size,test_size,CB_brier,CB_logloss,CB_kuiper,CB_ece-15,CB_accuracy,CB_time
bank-marketing,RealMLP_GPU,30140,15071,0.17215341120874456,0.30159380649211737,0.00310903531499207,0.004098823759704828,0.8940349221229553,0.3030193578451872
blood-transfusion-service-center,RealMLP_GPU,498,250,0.31380285061378693,0.500527101112019,0.03444384038448334,0.08233115822076797,0.8119999766349792,0.0527984369546175
churn,RealMLP_GPU,3333,1667,0.06572301206104213,0.138485493266931,0.020206443965435028,0.026120994240045547,0.9604079127311707,0.08243298530578613
coil2000_insurance_policies,RealMLP_GPU,6548,3274,0.10809239404451823,0.2065318567738834,0.008787740021944046,0.013817167840898037,0.9404398202896118,0.11956351157277822
credit-g,RealMLP_GPU,666,334,0.33015947485188024,0.5017782488969403,0.04124800115823746,0.05324656143784523,0.7544910311698914,0.05156392138451338
credit_card_clients_default,RealMLP_GPU,20000,10000,0.26494049043280654,0.4248562300319889,0.008382080122828484,0.015904560685157776,0.8226000070571899,0.22803357522934675
customer_satisfaction_in_airline,RealMLP_GPU,86586,43294,0.05351411694996535,0.08538906403471475,0.0010699707781895995,0.002875708043575287,0.9622811675071716,0.6992068970575929
diabetes,RealMLP_GPU,512,256,0.3036843267015841,0.46113124523857774,0.020734326913952827,0.038895342499017715,0.78125,0.04888367233797908
hazelnut-spread-contaminant-detection,RealMLP_GPU,1600,800,0.0908717055688783,0.16283348156172697,0.014011133462190628,0.023497087880969048,0.9399999976158142,0.06350307306274772
heloc,RealMLP_GPU,6972,3487,0.36302550391928473,0.542828569841427,0.00991550087928772,0.025327757000923157,0.7353025674819946,0.1266189138405025
in_vehicle_coupon_recommendation,RealMLP_GPU,8456,4228,0.305915511850193,0.47054087614297524,0.017463549971580505,0.030623659491539,0.7807474136352539,0.1388335470110178
jm1,RealMLP_GPU,7256,3629,0.2687778394000356,0.4255694480770216,0.008804630488157272,0.015841973945498466,0.8142738938331604,0.12703856592997909
kddcup09_appetency,RealMLP_GPU,33333,16667,0.03345374304972356,0.07623038412814293,0.0016998399514704943,0.001967289252206683,0.9821803569793701,0.32994185062125325
online_shoppers_intention,RealMLP_GPU,8220,4110,0.1447203635660509,0.23455607529172007,0.006137065589427948,0.013622071593999863,0.9012165665626526,0.14099259488284588
polish_companies_bankruptcy,RealMLP_GPU,3940,1970,0.04519811467380446,0.08828955123079597,0.007744179107248783,0.010415486060082912,0.9710659980773926,0.09058135701343417
qsar-biodeg,RealMLP_GPU,702,352,0.18299057451356268,0.3164534394321525,0.035431552678346634,0.07200761139392853,0.8892045617103577,0.05378423910588026
seismic-bumps,RealMLP_GPU,1722,862,0.11147750486185608,0.20873211512176476,0.008515968918800354,0.011661210097372532,0.9338747262954712,0.06366957630962133
taiwanese_bankruptcy_prediction,RealMLP_GPU,4546,2273,0.047747156834957456,0.08605091965698493,0.010003641247749329,0.012117174454033375,0.9718433618545532,0.09064162289723754
APSFailure,BetaTabPFN_GPU,50666,25334,0.009493804212768792,0.017736625282284604,0.001091974787414074,0.0014762399950996041,0.9940396547317505,0.4446878805756569
Amazon_employee_access,BetaTabPFN_GPU,21846,10923,0.08846419136754237,0.1675553607645202,0.005114369094371796,0.007624027319252491,0.9444291591644287,0.24572156462818384
Bank_Customer_Churn,BetaTabPFN_GPU,6666,3334,0.19831190739610044,0.32423236856236654,0.008105856366455555,0.0166164617985487,0.8674265146255493,0.11167720705270767
Bioresponse,BetaTabPFN_GPU,2500,1251,0.31404356847890535,0.477440726389966,0.02544248104095459,0.03605707734823227,0.7633892893791199,0.07549363607540727
Diabetes130US,BetaTabPFN_GPU,47678,23840,0.15521333154523875,0.28425930210715417,0.003647587262094021,0.004250270314514637,0.9119966626167297,0.4307313389144838
E-CommereShippingData,BetaTabPFN_GPU,7332,3667,0.35719386777767104,0.49877365488228914,0.018819674849510193,0.026561817154288292,0.6874829530715942,0.1287044668570161
Fitness_Club,BetaTabPFN_GPU,1000,500,0.3135041051121045,0.48100708636963063,0.01632092520594597,0.043008241802453995,0.777999997138977,0.05568686779588461
GiveMeSomeCredit,BetaTabPFN_GPU,100000,50000,0.09741889510383833,0.17621805862466586,0.0015805525472387671,0.0027964122127741575,0.9381399750709534,0.7988757970742881
HR_Analytics_Job_Change_of_Data_Scientists,BetaTabPFN_GPU,12772,6386,0.2733039661119461,0.43047859363180624,0.011311259120702744,0.02006518468260765,0.8026933670043945,0.17704863008111715
Is-this-a-good-customer,BetaTabPFN_GPU,1148,575,0.19054538906301713,0.32372021132789747,0.0195695161819458,0.032971058040857315,0.8765217661857605,0.06084281811490655
Marketing_Campaign,BetaTabPFN_GPU,1493,747,0.1372850304237811,0.220840362844473,0.015233136713504791,0.03115660697221756,0.9009370803833008,0.060195113997906446
NATICUSdroid,BetaTabPFN_GPU,4994,2497,0.08599657158905585,0.14901985413401206,0.004149947315454483,0.008752305991947651,0.9427312612533569,0.09845801070332527
bank-marketing,BetaTabPFN_GPU,30140,15071,0.17295825696972233,0.3014993897020238,0.00357193686068058,0.005171426106244326,0.8932386636734009,0.3064328748732805
blood-transfusion-service-center,BetaTabPFN_GPU,498,250,0.31491150414797303,0.5166624949548757,0.046370770782232285,0.0857134684920311,0.8119999766349792,0.05124463373795152
churn,BetaTabPFN_GPU,3333,1667,0.06022924670038132,0.12653005650828072,0.008721740916371346,0.012721684761345387,0.9610077738761902,0.08072409173473716
coil2000_insurance_policies,BetaTabPFN_GPU,6548,3274,0.10666344747297764,0.20615256347134797,0.007038707844913006,0.006489978171885014,0.9404398202896118,0.12321103317663074
credit-g,BetaTabPFN_GPU,666,334,0.3496807363624219,0.5243581958067282,0.05470807105302811,0.07265500724315643,0.727544903755188,0.05367169622331858
credit_card_clients_default,BetaTabPFN_GPU,20000,10000,0.26470805488635624,0.42264972856949423,0.00647331029176712,0.008432216942310333,0.8216999769210815,0.22980921296402812
customer_satisfaction_in_airline,BetaTabPFN_GPU,86586,43294,0.07088751235411804,0.11634881591157989,0.0017673001857474446,0.002336727688089013,0.949438750743866,0.7016177629120648
diabetes,BetaTabPFN_GPU,512,256,0.31927503514770605,0.48321235015153363,0.026737496256828308,0.06026700884103775,0.76953125,0.04887168621644378
hazelnut-spread-contaminant-detection,BetaTabPFN_GPU,1600,800,0.126645746050129,0.21722069328697663,0.01517321914434433,0.028713401407003403,0.9200000166893005,0.06597141781821847
heloc,BetaTabPFN_GPU,6972,3487,0.3658086511717679,0.5466229230354737,0.016384784132242203,0.029555372893810272,0.7289934158325195,0.12700586207211018
in_vehicle_coupon_recommendation,BetaTabPFN_GPU,8456,4228,0.3221659852331992,0.4917658056008474,0.011181154288351536,0.025340378284454346,0.7651371955871582,0.14207615377381444
jm1,BetaTabPFN_GPU,7256,3629,0.2699768762430293,0.4281817673821389,0.007124926894903183,0.016508394852280617,0.8112427592277527,0.12508430192247033
kddcup09_appetency,BetaTabPFN_GPU,33333,16667,0.033822084617532305,0.07898358512220773,0.0014365618117153645,0.0011588804190978408,0.9821803569793701,0.3336380491964519
online_shoppers_intention,BetaTabPFN_GPU,8220,4110,0.1424779906490087,0.23087806573515032,0.005542842671275139,0.010141320526599884,0.9014598727226257,0.14142329478636384
polish_companies_bankruptcy,BetaTabPFN_GPU,3940,1970,0.04702737300729228,0.09047600565620885,0.007884875871241093,0.01075753290206194,0.9710659980773926,0.0888841631822288
qsar-biodeg,BetaTabPFN_GPU,702,352,0.20078014376181,0.33221470756156485,0.035150233656167984,0.058956049382686615,0.8664772510528564,0.05352073768153787
seismic-bumps,BetaTabPFN_GPU,1722,862,0.11070599892932996,0.20336808367317777,0.009782401844859123,0.018391450867056847,0.9338747262954712,0.0644692680798471
taiwanese_bankruptcy_prediction,BetaTabPFN_GPU,4546,2273,0.043874640928250976,0.07919189219718019,0.003923064097762108,0.007504075765609741,0.9714034199714661,0.09171952307224274
APSFailure,ModernNCA_GPU,50666,25334,0.00948906547827805,0.017916039101652736,0.0020691438112407923,0.003063699696213007,0.9938027858734131,0.4369472279213369
Amazon_employee_access,ModernNCA_GPU,21846,10923,0.08178010496064525,0.15747426479817933,0.012955896556377411,0.016312606632709503,0.9488235712051392,0.25160758616402745
Bank_Customer_Churn,ModernNCA_GPU,6666,3334,0.20097680520426456,0.32841395079531105,0.0073356060311198235,0.018697373569011688,0.865626871585846,0.10991442203521729
Bioresponse,ModernNCA_GPU,2500,1251,0.29284915547179136,0.45676437895744343,0.018903639167547226,0.044027119874954224,0.7873700857162476,0.07461321260780096
Diabetes130US,ModernNCA_GPU,47678,23840,0.1548475396112619,0.28349684812375253,0.0044767167419195175,0.0051642293110489845,0.9119966626167297,0.4356887429021299
E-CommereShippingData,ModernNCA_GPU,7332,3667,0.3626710641798056,0.5070511339235225,0.025239288806915283,0.03703715279698372,0.6806653738021851,0.12845320207998157
Fitness_Club,ModernNCA_GPU,1000,500,0.33466541835007707,0.5103328720960176,0.030851587653160095,0.06890895962715149,0.7519999742507935,0.05713529884815216
GiveMeSomeCredit,ModernNCA_GPU,100000,50000,0.09702360611495986,0.17552484550755929,0.001358439214527607,0.002777127083390951,0.9387400150299072,0.8036907888017595
HR_Analytics_Job_Change_of_Data_Scientists,ModernNCA_GPU,12772,6386,0.27059111062700664,0.4264649802003908,0.013121210038661957,0.027803858742117882,0.8023802042007446,0.17705041216686368
Is-this-a-good-customer,ModernNCA_GPU,1148,575,0.1944182264081514,0.3347346850258155,0.02473011054098606,0.03139326348900795,0.8852173686027527,0.060386789962649345
Marketing_Campaign,ModernNCA_GPU,1493,747,0.1361168552068049,0.2212293315704043,0.022535303607583046,0.03863530978560448,0.9089692234992981,0.06051132129505277
NATICUSdroid,ModernNCA_GPU,4994,2497,0.08775522702899348,0.1498207688298322,0.008782167918980122,0.01314055360853672,0.9411293268203735,0.09663264872506261
bank-marketing,ModernNCA_GPU,30140,15071,0.17257424060032983,0.30105274440716334,0.003309352323412895,0.006021246779710054,0.8940349221229553,0.30495188804343343
blood-transfusion-service-center,ModernNCA_GPU,498,250,0.30624106125295236,0.49231907044352236,0.03479424864053726,0.07359229773283005,0.800000011920929,0.051909090019762516
churn,ModernNCA_GPU,3333,1667,0.06347297758195736,0.13160075084672787,0.012850011698901653,0.016312189400196075,0.9610077738761902,0.08113351697102189
coil2000_insurance_policies,ModernNCA_GPU,6548,3274,0.10886972852138621,0.20980041267747015,0.009865822270512581,0.016738740727305412,0.9404398202896118,0.11872297013178468
credit-g,ModernNCA_GPU,666,334,0.3431927930385342,0.5176497358507202,0.04639551043510437,0.06851479411125183,0.7485029697418213,0.053587728179991245
credit_card_clients_default,ModernNCA_GPU,20000,10000,0.26494163782086355,0.4233244275848894,0.006511959712952375,0.012499138712882996,0.8227999806404114,0.22686972096562386
customer_satisfaction_in_airline,ModernNCA_GPU,86586,43294,0.05498066616716921,0.08827122364424181,0.001566378166899085,0.0027008233591914177,0.9609183669090271,0.6925836950540543
diabetes,ModernNCA_GPU,512,256,0.33137349217101575,0.5062067548064276,0.029194848611950874,0.06364306062459946,0.76171875,0.05148840835317969
hazelnut-spread-contaminant-detection,ModernNCA_GPU,1600,800,0.08896547153273705,0.15964888906759941,0.016602499410510063,0.027530701830983162,0.9462500214576721,0.061970141250640154
heloc,ModernNCA_GPU,6972,3487,0.3642289892102464,0.5443211993525885,0.01110386848449707,0.016337603330612183,0.7327215075492859,0.12440935615450144
in_vehicle_coupon_recommendation,ModernNCA_GPU,8456,4228,0.31744777038366434,0.48682779373560897,0.02476494014263153,0.04858379438519478,0.7710501551628113,0.13757963478565216
jm1,ModernNCA_GPU,7256,3629,0.26664656989013497,0.42321617018992386,0.00925510935485363,0.01796257495880127,0.8101405501365662,0.1257395539432764
kddcup09_appetency,ModernNCA_GPU,33333,16667,0.03383705542324412,0.07821842839583829,0.0013319854624569416,0.001521963975392282,0.9821803569793701,0.334234535228461
online_shoppers_intention,ModernNCA_GPU,8220,4110,0.14157997709977124,0.23046331809177864,0.0065352837555110455,0.013282328844070435,0.8992700576782227,0.14014906762167811
polish_companies_bankruptcy,ModernNCA_GPU,3940,1970,0.03983978805311864,0.07971711069369354,0.009191799908876419,0.01513235829770565,0.9756345152854919,0.09192971186712384
qsar-biodeg,ModernNCA_GPU,702,352,0.18993726627208177,0.31905047681456594,0.03494538366794586,0.08080225437879562,0.8664772510528564,0.05222307797521353
seismic-bumps,ModernNCA_GPU,1722,862,0.11191047460669136,0.20923212849460457,0.011950923129916191,0.016334760934114456,0.9338747262954712,0.06371896620839834
taiwanese_bankruptcy_prediction,ModernNCA_GPU,4546,2273,0.04518529744617357,0.08367011481440097,0.006117360666394234,0.0075003099627792835,0.9727232456207275,0.08775725914165378
Bank_Customer_Churn,Mitra_GPU,6666,3334,0.1980151140112899,0.3232756695058922,0.010147974826395512,0.019108066335320473,0.8671265840530396,0.1095120101235807
E-CommereShippingData,Mitra_GPU,7332,3667,0.35665194054625265,0.49817611227903486,0.01692230999469757,0.02054615505039692,0.6724843382835388,0.12775819702073932
Fitness_Club,Mitra_GPU,1000,500,0.3110425888763436,0.47478434528825864,0.0181917492300272,0.04020785167813301,0.7760000228881836,0.04852625587955117
Is-this-a-good-customer,Mitra_GPU,1148,575,0.19511255650490014,0.33156723824621914,0.013227865099906921,0.02526918053627014,0.8782608509063721,0.046976407058537006
Marketing_Campaign,Mitra_GPU,1493,747,0.14414844968122031,0.23048615041378,0.019271593540906906,0.034880973398685455,0.8929049372673035,0.06038962537422776
NATICUSdroid,Mitra_GPU,4994,2497,0.08653253595755431,0.14620119791239908,0.007265787571668625,0.010439872741699219,0.9399279356002808,0.09991177404299378
blood-transfusion-service-center,Mitra_GPU,498,250,0.3060087859842265,0.49005618993207,0.04106052219867706,0.083460234105587,0.8040000200271606,0.03479325585067272
churn,Mitra_GPU,3333,1667,0.0418357760351064,0.09680501810927684,0.010966533794999123,0.011489604599773884,0.976604700088501,0.07559838378801942
coil2000_insurance_policies,Mitra_GPU,6548,3274,0.10662625902901708,0.2029888164568152,0.00597045011818409,0.0037122888024896383,0.9404398202896118,0.10972201311960816
credit-g,Mitra_GPU,666,334,0.3381499157422041,0.5216023954264862,0.04111598804593086,0.0913499966263771,0.757485032081604,0.04551549535244703
diabetes,Mitra_GPU,512,256,0.3196575166254614,0.48222309866514057,0.022647976875305176,0.049903642386198044,0.76171875,0.04223378095775843
hazelnut-spread-contaminant-detection,Mitra_GPU,1600,800,0.08520171726685404,0.14626700293117337,0.013842234387993813,0.023079006001353264,0.9424999952316284,0.06623846711590886
heloc,Mitra_GPU,6972,3487,0.36502811349852254,0.5460482511944965,0.01338009163737297,0.02450508438050747,0.7361629009246826,0.11940144980326295
in_vehicle_coupon_recommendation,Mitra_GPU,8456,4228,0.32308855234530526,0.4942469979828852,0.01727183908224106,0.03135444596409798,0.7703405618667603,0.13414645893499255
jm1,Mitra_GPU,7256,3629,0.2668917383612595,0.42423832387205035,0.008961357176303864,0.01514390017837286,0.8184072971343994,0.11883636610582471
online_shoppers_intention,Mitra_GPU,8220,4110,0.14157787039901942,0.22693964129599697,0.006411823444068432,0.01590791903436184,0.8978102207183838,0.14134221663698554
polish_companies_bankruptcy,Mitra_GPU,3940,1970,0.04167092095245638,0.07832972707837682,0.010479602962732315,0.018268657848238945,0.9746192693710327,0.0897820838727057
qsar-biodeg,Mitra_GPU,702,352,0.1847484743095035,0.31250454609863415,0.03034989722073078,0.040944408625364304,0.8806818127632141,0.054040847811847925
seismic-bumps,Mitra_GPU,1722,862,0.11016208306607324,0.20363437914037427,0.006594248116016388,0.012390679679811,0.9350348114967346,0.051588654052466154
taiwanese_bankruptcy_prediction,Mitra_GPU,4546,2273,0.04441918801144297,0.08108310976425949,0.004081250634044409,0.005326480139046907,0.9705235362052917,0.09182986430823803
APSFailure,TabDPT_GPU,50666,25334,0.011433832171466096,0.02046839275942199,0.0010715383104979992,0.0011445736745372415,0.9923028349876404,0.45360170723870397
Amazon_employee_access,TabDPT_GPU,21846,10923,0.08133695801802379,0.15820165106971487,0.0033088885247707367,0.002134190406650305,0.9485489130020142,0.2547682337462902
Bank_Customer_Churn,TabDPT_GPU,6666,3334,0.19971934225146742,0.32767739344145996,0.006980743259191513,0.013872683979570866,0.86652672290802,0.11399395018815994
Bioresponse,TabDPT_GPU,2500,1251,0.28123068714929816,0.43902714404733884,0.02248547598719597,0.03475819528102875,0.8049560189247131,0.07567062601447105
Diabetes130US,TabDPT_GPU,47678,23840,0.15589261246647396,0.2856490981824108,0.0027828216552734375,0.003174808342009783,0.9119966626167297,0.43767399713397026
E-CommereShippingData,TabDPT_GPU,7332,3667,0.3600187837302114,0.5032791057025279,0.026234842836856842,0.029242156073451042,0.6782110929489136,0.1280714231543243
Fitness_Club,TabDPT_GPU,1000,500,0.319039072929181,0.4844268176280948,0.025075823068618774,0.056628793478012085,0.7540000081062317,0.05485452897846699
GiveMeSomeCredit,TabDPT_GPU,100000,50000,0.0980538337770545,0.17718711764322964,0.0011376970214769244,0.001843305304646492,0.9373199939727783,0.8026200160384178
HR_Analytics_Job_Change_of_Data_Scientists,TabDPT_GPU,12772,6386,0.27025396540585694,0.42598532530980965,0.010777078568935394,0.019813720136880875,0.8036329746246338,0.17748740687966347
Is-this-a-good-customer,TabDPT_GPU,1148,575,0.19460296114023978,0.33039398250502233,0.019355066120624542,0.028109176084399223,0.8852173686027527,0.057644635904580355
Marketing_Campaign,TabDPT_GPU,1493,747,0.14330048556800296,0.22882197485894895,0.014058876782655716,0.03379455581307411,0.9009370803833008,0.06092449277639389
NATICUSdroid,TabDPT_GPU,4994,2497,0.08073205925212101,0.14129994325243386,0.005448088049888611,0.010232387110590935,0.9471365809440613,0.09840721543878317
bank-marketing,TabDPT_GPU,30140,15071,0.17291246483152078,0.302874939559097,0.00568389892578125,0.009354833513498306,0.8926414847373962,0.3010918078944087
blood-transfusion-service-center,TabDPT_GPU,498,250,0.30873563399025844,0.4960591659514164,0.05436185002326965,0.09923987835645676,0.7960000038146973,0.052564109209924936
churn,TabDPT_GPU,3333,1667,0.06815289834357242,0.1388230672361647,0.008784763514995575,0.010806652717292309,0.9598080515861511,0.07766350219026208
coil2000_insurance_policies,TabDPT_GPU,6548,3274,0.10817658460474848,0.20875713009972707,0.008443236351013184,0.01141018234193325,0.9404398202896118,0.12119023874402046
credit-g,TabDPT_GPU,666,334,0.3539439724724186,0.526761370424974,0.03276326134800911,0.07223992794752121,0.71856290102005,0.053403784055262804
credit_card_clients_default,TabDPT_GPU,20000,10000,0.2655213109218416,0.42381913792055803,0.00452310498803854,0.009525736793875694,0.8188999891281128,0.22930088685825467
customer_satisfaction_in_airline,TabDPT_GPU,86586,43294,0.05449724779134438,0.08850786760363087,0.00152194919064641,0.0019202743424102664,0.9615882039070129,0.6966187208890915
diabetes,TabDPT_GPU,512,256,0.31383758015910135,0.4736189822422348,0.02920772321522236,0.05736418440937996,0.73828125,0.052286592312157154
hazelnut-spread-contaminant-detection,TabDPT_GPU,1600,800,0.06943548696413085,0.12726385489892866,0.008294758386909962,0.01594216376543045,0.956250011920929,0.06197648914530873
heloc,TabDPT_GPU,6972,3487,0.3693806921525251,0.5511938830573707,0.015436116605997086,0.0270624291151762,0.7315744161605835,0.12670506117865443
in_vehicle_coupon_recommendation,TabDPT_GPU,8456,4228,0.3373778075859386,0.5089765919256347,0.009444964118301868,0.02648308500647545,0.747398316860199,0.13957413472235203
jm1,TabDPT_GPU,7256,3629,0.2558867838206124,0.4084489725626404,0.005714548751711845,0.00885301548987627,0.8228161931037903,0.12283700564876199
kddcup09_appetency,TabDPT_GPU,33333,16667,0.03424138097155844,0.08119051534324337,0.0016912124119699001,0.001379156019538641,0.9821803569793701,0.3322418122552335
online_shoppers_intention,TabDPT_GPU,8220,4110,0.14356440129271464,0.23294330464803562,0.0073114121332764626,0.01671263948082924,0.9012165665626526,0.14237230643630028
polish_companies_bankruptcy,TabDPT_GPU,3940,1970,0.029805827092607946,0.06126313021966032,0.002931077964603901,0.00597453722730279,0.9812182784080505,0.09118280420079827
qsar-biodeg,TabDPT_GPU,702,352,0.17742218821762248,0.2981915940970893,0.03055933676660061,0.05068304017186165,0.875,0.05329786939546466
seismic-bumps,TabDPT_GPU,1722,862,0.11386055397491028,0.20987332925559066,0.009335769340395927,0.02400577813386917,0.9269141554832458,0.06455450784415007
taiwanese_bankruptcy_prediction,TabDPT_GPU,4546,2273,0.04414532422232381,0.08150557408896059,0.0059178657829761505,0.008485079742968082,0.9709634780883789,0.08807922806590796
