dataset,model,cal_size,test_size,CIR_brier,CIR_logloss,CIR_kuiper,CIR_ece-15,CIR_accuracy,CIR_time
churn,TabPFN-v2.6,3333,1667,0.0587799124850059,0.12105753244195104,0.0067100124433636665,0.015592653304338455,0.9646070599555969,0.0023020949447527528
coil2000_insurance_policies,TabPFN-v2.6,6548,3274,0.10554264115826198,0.20073441318606783,0.005507316440343857,0.008087139576673508,0.9404398202896118,0.003253930015489459
credit-g,TabPFN-v2.6,666,334,0.33271113876320335,0.49705336692892943,0.045415524393320084,0.0780230313539505,0.7455089688301086,0.0018511459929868579
credit_card_clients_default,TabPFN-v2.6,20000,10000,0.26218510959015595,0.4192052383477479,0.004316970705986023,0.01038145087659359,0.8238999843597412,0.006605783011764288
customer_satisfaction_in_airline,TabPFN-v2.6,86586,43294,0.052698204397024995,0.08398979131017571,0.0012019393034279346,0.0024241621140390635,0.9628816843032837,0.02216756797861308
diabetes,TabPFN-v2.6,512,256,0.31267072806039226,0.47929034418496025,0.027087867259979248,0.0834224671125412,0.78125,0.0017690559616312385
hazelnut-spread-contaminant-detection,TabPFN-v2.6,1600,800,0.06676111532218443,0.22028818185101517,0.010172163136303425,0.016895819455385208,0.9612500071525574,0.0020013080211356282
heloc,TabPFN-v2.6,6972,3487,0.3638392265594659,0.545532236471783,0.013319000601768494,0.02052377723157406,0.7327215075492859,0.0036738929338753223
in_vehicle_coupon_recommendation,TabPFN-v2.6,8456,4228,0.298532743018514,0.48201819344147634,0.013776980340480804,0.025187183171510696,0.789262056350708,0.004144949023611844
jm1,TabPFN-v2.6,7256,3629,0.2578996707991039,0.5938767894966354,0.009143739938735962,0.018582189455628395,0.8219895362854004,0.0035912729799747467
kddcup09_appetency,TabPFN-v2.6,33333,16667,0.03334122433283653,0.07541538943539164,0.0019027702510356903,0.0010369702940806746,0.9821803569793701,0.00911645998712629
online_shoppers_intention,TabPFN-v2.6,8220,4110,0.1388476432502188,0.24226674210953092,0.005328011699020863,0.00984244979918003,0.901946485042572,0.0036766589619219303
polish_companies_bankruptcy,TabPFN-v2.6,3940,1970,0.02480766561357403,0.17430691200330903,0.003798208897933364,0.005383864976465702,0.9868020415306091,0.0024443899746984243
qsar-biodeg,TabPFN-v2.6,702,352,0.18804983838915182,1.0191014311043576,0.03592634201049805,0.03935239464044571,0.8806818127632141,0.001822375925257802
seismic-bumps,TabPFN-v2.6,1722,862,0.11029336578627995,0.2980820420720183,0.009573448449373245,0.008332489989697933,0.9338747262954712,0.0019618059741333127
taiwanese_bankruptcy_prediction,TabPFN-v2.6,4546,2273,0.043281361682733374,0.07768272732728558,0.0039270417764782906,0.010894848965108395,0.9709634780883789,0.0026715550338849425
APSFailure,TabICLv2,50666,25334,0.007960272010087878,0.014627356732335929,0.00046901166206225753,0.000897419115062803,0.9947896003723145,0.012302394025027752
Amazon_employee_access,TabICLv2,21846,10923,0.08079885611738999,0.1628749673458391,0.0020755883306264877,0.0038191669154912233,0.9484573602676392,0.00698439497500658
Bank_Customer_Churn,TabICLv2,6666,3334,0.19707021283129325,0.32191355912782704,0.010553679428994656,0.022912126034498215,0.8674265146255493,0.0035122589906677604
Bioresponse,TabICLv2,2500,1251,0.29177206026803526,0.4504246199996705,0.028969520702958107,0.04303499683737755,0.7993605136871338,0.002450954052619636
Diabetes130US,TabICLv2,47678,23840,0.15406755377593773,0.28095736141712874,0.0034556910395622253,0.004316399339586496,0.9119547009468079,0.011852471972815692
E-CommereShippingData,TabICLv2,7332,3667,0.35435799471405016,0.5175864205816483,0.010694295167922974,0.013329421170055866,0.6888464689254761,0.0032351959962397814
Fitness_Club,TabICLv2,1000,500,0.3139888353573515,0.47774240035141796,0.02245408669114113,0.05088178068399429,0.7760000228881836,0.0018983850022777915
GiveMeSomeCredit,TabICLv2,100000,50000,0.09735664169786035,0.1754825142826482,0.0009180601336993277,0.0021375392097979784,0.9376800060272217,0.029387417947873473
HR_Analytics_Job_Change_of_Data_Scientists,TabICLv2,12772,6386,0.2669211940281253,0.42117885083424,0.006856396794319153,0.011674867942929268,0.8091136813163757,0.004864039947278798
Is-this-a-good-customer,TabICLv2,1148,575,0.19138777482936367,0.3222136039018803,0.014308271929621696,0.02783380262553692,0.8765217661857605,0.0018437450053170323
Marketing_Campaign,TabICLv2,1493,747,0.1344148696056206,0.2115014686020456,0.014235572889447212,0.028140127658843994,0.8955823183059692,0.0019615410128608346
NATICUSdroid,TabICLv2,4994,2497,0.08044149125753827,0.20112791680875516,0.004427928477525711,0.008882925845682621,0.945134162902832,0.002785393036901951
bank-marketing,TabICLv2,30140,15071,0.17126501488708593,0.29905834961616434,0.006475700065493584,0.012429163791239262,0.8943666815757751,0.00879333692137152
blood-transfusion-service-center,TabICLv2,498,250,0.30267440084280334,0.4962602377787334,0.046150077134370804,0.09884428977966309,0.7919999957084656,0.0016274289228022099
churn,TabICLv2,3333,1667,0.050448818198643934,0.21109637452863955,0.01253252848982811,0.012298695743083954,0.9682063460350037,0.0023052439792081714
coil2000_insurance_policies,TabICLv2,6548,3274,0.10577196073256805,0.2003297906189247,0.00554528646171093,0.00556359626352787,0.9404398202896118,0.003248885041102767
credit-g,TabICLv2,666,334,0.3332293249413801,0.5061714253660022,0.049260810017585754,0.0693860724568367,0.7634730339050293,0.001781984930858016
credit_card_clients_default,TabICLv2,20000,10000,0.2612883737852231,0.4175899882561895,0.0044480361975729465,0.007488973438739777,0.823199987411499,0.006733627989888191
customer_satisfaction_in_airline,TabICLv2,86586,43294,0.05306845566140052,0.08610709811351461,0.0016018734313547611,0.003142516128718853,0.9621425867080688,0.024593668058514595
diabetes,TabICLv2,512,256,0.3059886182568856,0.47536732916314767,0.021882571280002594,0.054264750331640244,0.75390625,0.00181409006472677
hazelnut-spread-contaminant-detection,TabICLv2,1600,800,0.04947082427771697,0.1884228510138412,0.0066147856414318085,0.01670967787504196,0.96875,0.0019156279740855098
heloc,TabICLv2,6972,3487,0.36327899550635157,0.5439518937597129,0.013961099088191986,0.026565004140138626,0.7307140827178955,0.0039056960958987474
in_vehicle_coupon_recommendation,TabICLv2,8456,4228,0.31105480331572893,0.5360325520376972,0.00912591814994812,0.023045700043439865,0.7790917754173279,0.004105908912606537
jm1,TabICLv2,7256,3629,0.2611614135759063,0.5489589066074727,0.01702188327908516,0.01706908643245697,0.8206117153167725,0.003713178914040327
kddcup09_appetency,TabICLv2,33333,16667,0.03353548387694932,0.0765923187888138,0.0016334436368197203,0.0008729267283342779,0.9821803569793701,0.009283715044148266
online_shoppers_intention,TabICLv2,8220,4110,0.14084652788113497,0.22459497997240463,0.006925665307790041,0.01363709568977356,0.8999999761581421,0.003695911029353738
polish_companies_bankruptcy,TabICLv2,3940,1970,0.030094281169093292,0.10124528718041352,0.007815993390977383,0.011800849810242653,0.9837563633918762,0.002443845965899527
qsar-biodeg,TabICLv2,702,352,0.1752054587936258,1.0003566806138726,0.03464950621128082,0.06374472379684448,0.8892045617103577,0.0017548049800097942
seismic-bumps,TabICLv2,1722,862,0.11017133916649866,0.2987413896372169,0.012978680431842804,0.014937229454517365,0.9338747262954712,0.001931270002387464
taiwanese_bankruptcy_prediction,TabICLv2,4546,2273,0.04194851065910936,0.07712644570138509,0.0049238852225244045,0.007622258737683296,0.9727232456207275,0.002574305050075054
APSFailure,RealTabPFN-v2.5,50666,25334,0.00865122894557129,0.016297857519546877,0.0004723810125142336,0.0011427081190049648,0.9945527911186218,0.011861812905408442
Amazon_employee_access,RealTabPFN-v2.5,21846,10923,0.08248791143239585,0.16630496509498682,0.0022693127393722534,0.003934688866138458,0.9481827616691589,0.006748814019374549
Bank_Customer_Churn,RealTabPFN-v2.5,6666,3334,0.194942170437655,0.31901200603694746,0.007480232510715723,0.020511610433459282,0.8698260188102722,0.003427283954806626
Bioresponse,RealTabPFN-v2.5,2500,1251,0.2724244768151498,0.42185399798353385,0.021601011976599693,0.036930151283741,0.7993605136871338,0.0024426430463790894
Diabetes130US,RealTabPFN-v2.5,47678,23840,0.1542537947814299,0.2851675327368657,0.004024792928248644,0.003956083673983812,0.9119547009468079,0.011522650951519608
E-CommereShippingData,RealTabPFN-v2.5,7332,3667,0.3555651528828145,0.5190893579570759,0.01546180248260498,0.01968318410217762,0.6855740547180176,0.0030560700688511133
Fitness_Club,RealTabPFN-v2.5,1000,500,0.31485581224102743,0.6449240225678775,0.026990260928869247,0.0709671899676323,0.7620000243186951,0.0018987449584528804
GiveMeSomeCredit,RealTabPFN-v2.5,100000,50000,0.09701886058112388,0.17542210997397578,0.002538256347179413,0.003750148229300976,0.9384400248527527,0.029388048918917775
HR_Analytics_Job_Change_of_Data_Scientists,RealTabPFN-v2.5,12772,6386,0.26775289127985696,0.42285598813755915,0.008015457540750504,0.010518747381865978,0.8075477480888367,0.004544052062556148
Is-this-a-good-customer,RealTabPFN-v2.5,1148,575,0.20817713178784525,0.7979124139528256,0.021520424634218216,0.038934867829084396,0.8695651888847351,0.0018966459902003407
Marketing_Campaign,RealTabPFN-v2.5,1493,747,0.13170741177631728,0.20917265176966926,0.013715384528040886,0.025603927671909332,0.9009370803833008,0.0020151350181549788
NATICUSdroid,RealTabPFN-v2.5,4994,2497,0.08436241672958955,0.3062695403148134,0.006348036229610443,0.011458939872682095,0.9411293268203735,0.0029828299302607775
bank-marketing,RealTabPFN-v2.5,30140,15071,0.17124017123832405,0.2986379117962073,0.002685796469449997,0.006052438169717789,0.8941012620925903,0.008811220992356539
blood-transfusion-service-center,RealTabPFN-v2.5,498,250,0.30022924836403636,0.5174360202651946,0.0479443185031414,0.10698803514242172,0.8119999766349792,0.0016264539444819093
churn,RealTabPFN-v2.5,3333,1667,0.04976294932016042,0.10631698773322786,0.008445586077868938,0.012827461585402489,0.9682063460350037,0.002213269006460905
coil2000_insurance_policies,RealTabPFN-v2.5,6548,3274,0.10579764320223113,0.20148640676007393,0.008662482723593712,0.008210746571421623,0.9404398202896118,0.0031800420256331563
credit-g,RealTabPFN-v2.5,666,334,0.33037299811856075,0.499000854179281,0.034541770815849304,0.06197533383965492,0.7544910311698914,0.0017838400090113282
credit_card_clients_default,RealTabPFN-v2.5,20000,10000,0.26233622814998436,0.41935071907723576,0.004858194850385189,0.009148769080638885,0.8227999806404114,0.006707971915602684
customer_satisfaction_in_airline,RealTabPFN-v2.5,86586,43294,0.05391944697171246,0.0871238887426381,0.0013774298131465912,0.003185819135978818,0.9625121355056763,0.022495463024824858
diabetes,RealTabPFN-v2.5,512,256,0.3096774417048641,0.47235154864211226,0.022484373301267624,0.07404903322458267,0.77734375,0.0018092080717906356
hazelnut-spread-contaminant-detection,RealTabPFN-v2.5,1600,800,0.06487828051236479,0.21688912056074638,0.009303940460085869,0.014351018704473972,0.9574999809265137,0.0020145400194451213
heloc,RealTabPFN-v2.5,6972,3487,0.3642226526589899,0.6161038300712223,0.013634070754051208,0.021200591698288918,0.7338686585426331,0.0036759519716724753
in_vehicle_coupon_recommendation,RealTabPFN-v2.5,8456,4228,0.3071191385142965,0.4911666184736105,0.011334182694554329,0.02743876725435257,0.7816934585571289,0.004098678007721901
jm1,RealTabPFN-v2.5,7256,3629,0.26060947553706165,0.5038773593364625,0.00802183523774147,0.01649383269250393,0.818682849407196,0.003503857064060867
kddcup09_appetency,RealTabPFN-v2.5,33333,16667,0.0333438846903795,0.0753201595998465,0.0016556018963456154,0.0005481091211549938,0.9821803569793701,0.009270328097045422
online_shoppers_intention,RealTabPFN-v2.5,8220,4110,0.1393808482800824,0.24344732199704958,0.006179269403219223,0.011650659143924713,0.9021897912025452,0.003710226039402187
polish_companies_bankruptcy,RealTabPFN-v2.5,3940,1970,0.022330680462411212,0.17126254596402704,0.0058610886335372925,0.00858757272362709,0.9868020415306091,0.0024052789667621255
qsar-biodeg,RealTabPFN-v2.5,702,352,0.18461956421008108,1.0131457128760315,0.035223960876464844,0.05061519145965576,0.8778409361839294,0.001787523040547967
seismic-bumps,RealTabPFN-v2.5,1722,862,0.10887613729464796,0.20185838843055845,0.007335054688155651,0.00877717137336731,0.9338747262954712,0.0019054509466513991
taiwanese_bankruptcy_prediction,RealTabPFN-v2.5,4546,2273,0.04310802818600203,0.07764357126013519,0.0026382410433143377,0.00546845281496644,0.9714034199714661,0.002540825051255524
APSFailure,TabICL_GPU,50666,25334,0.008761525274768475,0.02273634138966234,0.0006907193455845118,0.0012007078621536493,0.9944343566894531,0.012208414962515235
Amazon_employee_access,TabICL_GPU,21846,10923,0.08052597691713394,0.17058469061227688,0.0019266195595264435,0.0038693358656018972,0.9477249979972839,0.006514854030683637
Bank_Customer_Churn,TabICL_GPU,6666,3334,0.20016790755783584,0.3276242830022379,0.007154269143939018,0.013835490681231022,0.8659268021583557,0.003502791980281472
Diabetes130US,TabICL_GPU,47678,23840,0.15602101271031887,0.2993208468498378,0.0034881755709648132,0.002378954319283366,0.911912739276886,0.012236024951562285
E-CommereShippingData,TabICL_GPU,7332,3667,0.35632120072550205,0.520358746131014,0.016769982874393463,0.01297044288367033,0.6863921284675598,0.010277315974235535
Fitness_Club,TabICL_GPU,1000,500,0.31565411054198883,0.6479307569070558,0.02373998984694481,0.05874742940068245,0.7799999713897705,0.0019624960841611028
GiveMeSomeCredit,TabICL_GPU,100000,50000,0.09779089581115019,0.17614757332896078,0.0011185556650161743,0.0020662664901465178,0.9373999834060669,0.030526603921316564
HR_Analytics_Job_Change_of_Data_Scientists,TabICL_GPU,12772,6386,0.2684026572876864,0.42306123320955974,0.007989749312400818,0.010772123001515865,0.8078609704971313,0.00482228200417012
Is-this-a-good-customer,TabICL_GPU,1148,575,0.1928297906330228,0.4751735097026092,0.016193319112062454,0.031525883823633194,0.8799999952316284,0.0018948849756270647
Marketing_Campaign,TabICL_GPU,1493,747,0.14291512174706844,0.22612431465571217,0.014522375538945198,0.026630159467458725,0.891566276550293,0.0020741859916597605
NATICUSdroid,TabICL_GPU,4994,2497,0.07896057840804811,0.2996571980953268,0.003645532764494419,0.009033321402966976,0.9467360973358154,0.0030290099093690515
bank-marketing,TabICL_GPU,30140,15071,0.17192168599009397,0.2996814587176685,0.003919899929314852,0.006194393150508404,0.8932386636734009,0.009125233977101743
blood-transfusion-service-center,TabICL_GPU,498,250,0.3104659434588707,0.4998833550861988,0.04327020421624184,0.09458242356777191,0.8080000281333923,0.0016294459346681833
churn,TabICL_GPU,3333,1667,0.06635341250113148,0.23377178237697777,0.006251552142202854,0.00893599446862936,0.9604079127311707,0.0023772879503667355
coil2000_insurance_policies,TabICL_GPU,6548,3274,0.10579516620883848,0.20316688056428028,0.006328831426799297,0.005392435938119888,0.9404398202896118,0.0031537649920210242
credit-g,TabICL_GPU,666,334,0.3336338876447469,0.5020051849469354,0.04933776706457138,0.07587045431137085,0.7634730339050293,0.0018289890140295029
credit_card_clients_default,TabICL_GPU,20000,10000,0.2635288097766105,0.421099761215802,0.005665798671543598,0.013187899254262447,0.8224999904632568,0.0065671829506754875
customer_satisfaction_in_airline,TabICL_GPU,86586,43294,0.05706775001852909,0.09289170811091081,0.0010724235326051712,0.001583578996360302,0.9599482417106628,0.02425016602501273
diabetes,TabICL_GPU,512,256,0.31244608647394784,0.7940332569865894,0.024839993566274643,0.06682479381561279,0.76171875,0.0017235209234058857
hazelnut-spread-contaminant-detection,TabICL_GPU,1600,800,0.06754909739934946,0.12444110918994265,0.011067917570471764,0.027888042852282524,0.9574999809265137,0.0019976390758529305
heloc,TabICL_GPU,6972,3487,0.365710431824944,0.5949975525541437,0.010938569903373718,0.017117835581302643,0.7312876582145691,0.0038676559925079346
in_vehicle_coupon_recommendation,TabICL_GPU,8456,4228,0.3076308102466159,0.49267527756490204,0.010708361864089966,0.026740601286292076,0.7755439877510071,0.004138137097470462
jm1,TabICL_GPU,7256,3629,0.25671883012663943,0.5446231966112319,0.00584590807557106,0.011127157136797905,0.8228161931037903,0.0035906570265069604
kddcup09_appetency,TabICL_GPU,33333,16667,0.03366416638569196,0.0769359394932326,0.0016606890130788088,0.0006321014952845871,0.9821803569793701,0.008722838014364243
online_shoppers_intention,TabICL_GPU,8220,4110,0.14102606796545225,0.2448463087289022,0.007121744565665722,0.012365642003715038,0.8987834453582764,0.0037864899495616555
polish_companies_bankruptcy,TabICL_GPU,3940,1970,0.041865120319852143,0.12112867210488716,0.005726964678615332,0.00944080576300621,0.9746192693710327,0.0024641980417072773
qsar-biodeg,TabICL_GPU,702,352,0.17496446947328037,0.7644503133267364,0.03428354859352112,0.055712055414915085,0.8863636255264282,0.001809456036426127
seismic-bumps,TabICL_GPU,1722,862,0.11064432886656532,0.20532019274792182,0.011275219731032848,0.007743161637336016,0.9338747262954712,0.002030196017585695
taiwanese_bankruptcy_prediction,TabICL_GPU,4546,2273,0.04415966642164149,0.08055910060320151,0.004979842342436314,0.006044704467058182,0.9718433618545532,0.0025841830065473914
Amazon_employee_access,LimiX_GPU,21846,10923,0.08273069181908756,0.174945325886793,0.002966552972793579,0.0030055490788072348,0.9483658075332642,0.00677822798024863
Bank_Customer_Churn,LimiX_GPU,6666,3334,0.19740367493688477,0.3473178271719696,0.008868593722581863,0.018164925277233124,0.8689262270927429,0.0035816989839076996
Bioresponse,LimiX_GPU,2500,1251,0.2758012056636111,0.42579282261528645,0.02198094129562378,0.038243841379880905,0.8001598715782166,0.0023949790047481656
E-CommereShippingData,LimiX_GPU,7332,3667,0.35464889619636625,0.518373296171641,0.010729951784014702,0.011679373681545258,0.6880283355712891,0.0033092990051954985
Fitness_Club,LimiX_GPU,1000,500,0.3151521650936438,0.4803672212058176,0.020613498985767365,0.03684483468532562,0.777999997138977,0.0018528909422457218
HR_Analytics_Job_Change_of_Data_Scientists,LimiX_GPU,12772,6386,0.26797230202728844,0.42231330868521116,0.007016319781541824,0.012110777199268341,0.8075477480888367,0.004349483991973102
Is-this-a-good-customer,LimiX_GPU,1148,575,0.1891558412797268,0.32556768957206195,0.012011583894491196,0.02843470126390457,0.8852173686027527,0.0018837080569937825
Marketing_Campaign,LimiX_GPU,1493,747,0.1321330779239957,0.21027663424932638,0.012025397270917892,0.018785223364830017,0.9036144614219666,0.0019177660578861833
NATICUSdroid,LimiX_GPU,4994,2497,0.0846559934203635,0.27583118247503524,0.006819847971200943,0.011912121437489986,0.9427312612533569,0.0029096719808876514
bank-marketing,LimiX_GPU,30140,15071,0.17167576342357302,0.29938856090490334,0.005398645997047424,0.007757897023111582,0.8944330215454102,0.008730024099349976
blood-transfusion-service-center,LimiX_GPU,498,250,0.3084611616232246,0.4978847094046169,0.049862440675497055,0.08142474293708801,0.800000011920929,0.0016483130166307092
churn,LimiX_GPU,3333,1667,0.06622908124315546,0.3361951073489716,0.009180333465337753,0.012160270474851131,0.9592081308364868,0.0023664829786866903
coil2000_insurance_policies,LimiX_GPU,6548,3274,0.1054209581463528,0.19822850157971122,0.004519733600318432,0.005494170822203159,0.9404398202896118,0.0030879989499226213
credit-g,LimiX_GPU,666,334,0.314071267492692,0.4869804247600607,0.04568151384592056,0.08417442440986633,0.796407163143158,0.001957161002792418
credit_card_clients_default,LimiX_GPU,20000,10000,0.26347313749398765,0.42079855093694407,0.0034796372056007385,0.009457632899284363,0.8226000070571899,0.0066593370866030455
diabetes,LimiX_GPU,512,256,0.3137199953082156,0.8009968273460917,0.025842653587460518,0.06333761662244797,0.7734375,0.0016251909546554089
hazelnut-spread-contaminant-detection,LimiX_GPU,1600,800,0.07264960805267316,0.1260447399495014,0.008473578840494156,0.018092002719640732,0.9524999856948853,0.002024474088102579
heloc,LimiX_GPU,6972,3487,0.3639798991224428,0.5931928256833902,0.019635561853647232,0.026779089123010635,0.7324347496032715,0.0035486870910972357
in_vehicle_coupon_recommendation,LimiX_GPU,8456,4228,0.3518950483481793,0.5300140253723892,0.011408492922782898,0.024172188714146614,0.7393566966056824,0.004124836064875126
jm1,LimiX_GPU,7256,3629,0.2663469946208676,0.5351778374974142,0.00856107473373413,0.01313509326428175,0.814549446105957,0.0035277779679745436
online_shoppers_intention,LimiX_GPU,8220,4110,0.14312724050338207,0.22898581725322106,0.006717856042087078,0.011403973214328289,0.9002432823181152,0.0038142328849062324
polish_companies_bankruptcy,LimiX_GPU,3940,1970,0.05238770143174824,0.1747609023829241,0.003349682316184044,0.013873584568500519,0.9634518027305603,0.002457675989717245
qsar-biodeg,LimiX_GPU,702,352,0.1769810779603444,1.0006158982585567,0.031786829233169556,0.051229748874902725,0.8721590638160706,0.0018581240437924862
seismic-bumps,LimiX_GPU,1722,862,0.10886549829670324,0.2995849626822714,0.011617335490882397,0.017649855464696884,0.9338747262954712,0.0019378970609977841
taiwanese_bankruptcy_prediction,LimiX_GPU,4546,2273,0.04411126904578428,0.11673382761319433,0.00452448520809412,0.008673182688653469,0.9709634780883789,0.0026356970192864537
APSFailure,TabM_GPU,50666,25334,0.008886817535504046,0.01656417475810917,0.0008251185063272715,0.001396754290908575,0.9942370057106018,0.012948842020705342
Amazon_employee_access,TabM_GPU,21846,10923,0.08910344025738916,0.16749244027811688,0.004271794576197863,0.005194511730223894,0.9434221386909485,0.006756410002708435
Bank_Customer_Churn,TabM_GPU,6666,3334,0.196322336229786,0.32110791873359634,0.006954956334084272,0.021620355546474457,0.8686262965202332,0.0035110480384901166
Bioresponse,TabM_GPU,2500,1251,0.28582044924910677,0.44434777084912486,0.01936963200569153,0.03842449188232422,0.7881694436073303,0.002169209998100996
Diabetes130US,TabM_GPU,47678,23840,0.15461223042144123,0.281717989351697,0.003169724717736244,0.003966010641306639,0.9119547009468079,0.012999465106986463
E-CommereShippingData,TabM_GPU,7332,3667,0.3571372277534929,0.49847090979431186,0.020136453211307526,0.02809855155646801,0.6863921284675598,0.0033431040355935693
Fitness_Club,TabM_GPU,1000,500,0.3157706945769165,0.4826440722881989,0.021676763892173767,0.04105568304657936,0.7580000162124634,0.0019366919295862317
GiveMeSomeCredit,TabM_GPU,100000,50000,0.09688668682650356,0.17520521821103877,0.001255297102034092,0.0021450924687087536,0.9386399984359741,0.030631506931968033
HR_Analytics_Job_Change_of_Data_Scientists,TabM_GPU,12772,6386,0.2703420483934969,0.42528027848963457,0.013326570391654968,0.01862521469593048,0.8047291040420532,0.004894637037068605
Is-this-a-good-customer,TabM_GPU,1148,575,0.1947149863681479,0.33376561373923685,0.02183997631072998,0.04358629882335663,0.8799999952316284,0.0019011650001630187
Marketing_Campaign,TabM_GPU,1493,747,0.14419972440184692,0.22610156555955913,0.017708158120512962,0.03032681904733181,0.8955823183059692,0.0020636150147765875
NATICUSdroid,TabM_GPU,4994,2497,0.08479937315340255,0.2736510441608903,0.007677348330616951,0.015164336189627647,0.9407289028167725,0.002862777910195291
bank-marketing,TabM_GPU,30140,15071,0.1720870676502314,0.2999798993992307,0.004139423370361328,0.008195102214813232,0.8935040831565857,0.008877190994098783
blood-transfusion-service-center,TabM_GPU,498,250,0.3059225575504711,0.4933380547208648,0.04550423473119736,0.09352854639291763,0.800000011920929,0.0016690690536051989
churn,TabM_GPU,3333,1667,0.06558193455459145,0.13720550408489846,0.015255851671099663,0.016899380832910538,0.9628074169158936,0.002368709072470665
coil2000_insurance_policies,TabM_GPU,6548,3274,0.1061131520283072,0.20325677105649234,0.007236190140247345,0.009343157522380352,0.9404398202896118,0.003168756957165897
credit-g,TabM_GPU,666,334,0.33457297185859947,0.5096331571242421,0.04641382396221161,0.07655506581068039,0.742514967918396,0.001751877018250525
credit_card_clients_default,TabM_GPU,20000,10000,0.2638811025579294,0.4213584299149776,0.006819435395300388,0.0131702721118927,0.8220999836921692,0.006554543972015381
customer_satisfaction_in_airline,TabM_GPU,86586,43294,0.05250686814140963,0.0847551632684635,0.0010530641302466393,0.0028359745629131794,0.9624428153038025,0.021647537942044437
diabetes,TabM_GPU,512,256,0.34228039893549134,0.5152981596553163,0.05713671073317528,0.08967646211385727,0.765625,0.0018575560534372926
hazelnut-spread-contaminant-detection,TabM_GPU,1600,800,0.10671422620606666,0.2833177409883609,0.011448928155004978,0.021394776180386543,0.925000011920929,0.0019026810768991709
heloc,TabM_GPU,6972,3487,0.3663354660761003,0.5703005850952301,0.01358870044350624,0.02493204176425934,0.7252652645111084,0.003765836008824408
in_vehicle_coupon_recommendation,TabM_GPU,8456,4228,0.30072593630036903,0.48289253414027095,0.013333320617675781,0.024324266240000725,0.7819299697875977,0.00413622404448688
jm1,TabM_GPU,7256,3629,0.2711370487439717,0.4302107568714657,0.006410747766494751,0.009791161864995956,0.8106916546821594,0.0036888200556859374
kddcup09_appetency,TabM_GPU,33333,16667,0.03353479236453908,0.07643960104842193,0.0009806165471673012,0.0003573829890228808,0.9821803569793701,0.008864321978762746
