dataset,model,cal_size,test_size,Spline_brier,Spline_logloss,Spline_kuiper,Spline_ece-15,Spline_accuracy,Spline_time
in_vehicle_coupon_recommendation,TabICLv2,8456,4228,0.31174003140879325,0.47823038832622133,0.010725066065788269,0.02501404471695423,0.7786187529563904,0.6547135002911091
jm1,TabICLv2,7256,3629,0.26055614808442645,0.41210957960229583,0.016642065718770027,0.01595448888838291,0.8206117153167725,0.6442459225654602
kddcup09_appetency,TabICLv2,33333,16667,0.0335214221808984,0.07643030567360394,0.0018652151338756084,0.0018872834043577313,0.9821803569793701,2.2385018430650234
online_shoppers_intention,TabICLv2,8220,4110,0.14022315390336243,0.224174182608565,0.005243049934506416,0.008748624473810196,0.9009732604026794,0.8787934482097626
polish_companies_bankruptcy,TabICLv2,3940,1970,0.030800130295833908,0.06068470422359021,0.006362394895404577,0.010386350564658642,0.9832487106323242,0.6125268749892712
qsar-biodeg,TabICLv2,702,352,0.18009650147350167,0.36252914371402606,0.034857362508773804,0.06152808293700218,0.8920454382896423,0.31190137565135956
seismic-bumps,TabICLv2,1722,862,0.10964240380574364,0.20323391440654417,0.012282182462513447,0.01737932488322258,0.9338747262954712,0.1963431052863598
taiwanese_bankruptcy_prediction,TabICLv2,4546,2273,0.042137617680380754,0.07827727910916106,0.0045261988416314125,0.007585945073515177,0.9709634780883789,0.5513249598443508
APSFailure,RealTabPFN-v2.5,50666,25334,0.008656829688613622,0.016319024837408994,0.0005032969638705254,0.0012777545489370823,0.9943159222602844,2.7856079153716564
Amazon_employee_access,RealTabPFN-v2.5,21846,10923,0.08246845414003302,0.1580887545479571,0.0026949644088745117,0.004921407904475927,0.9479081034660339,2.094819188117981
Bank_Customer_Churn,RealTabPFN-v2.5,6666,3334,0.19441338462707677,0.31972467849959046,0.009906623512506485,0.01943822391331196,0.8692261576652527,0.43404194340109825
Bioresponse,RealTabPFN-v2.5,2500,1251,0.2714802746595013,0.4228976038962066,0.024986810982227325,0.044766150414943695,0.808952808380127,0.44118135794997215
Diabetes130US,RealTabPFN-v2.5,47678,23840,0.1540873746117024,0.2815678313107161,0.004659948870539665,0.005313243251293898,0.911912739276886,2.7171388156712055
E-CommereShippingData,RealTabPFN-v2.5,7332,3667,0.3543030452927549,0.4950894573617548,0.010286599397659302,0.006936849094927311,0.6899372935295105,0.34767555445432663
Fitness_Club,RealTabPFN-v2.5,1000,500,0.31279636456295706,0.47501981267103793,0.01940206065773964,0.054234229028224945,0.7760000228881836,0.2651362754404545
GiveMeSomeCredit,RealTabPFN-v2.5,100000,50000,0.09700407885709075,0.17540297337984695,0.0025275982916355133,0.0038279991131275892,0.9384599924087524,5.791479874402285
HR_Analytics_Job_Change_of_Data_Scientists,RealTabPFN-v2.5,12772,6386,0.2677440782064758,0.42294689865914753,0.006776504218578339,0.013602811843156815,0.8070780038833618,0.816615853458643
Is-this-a-good-customer,RealTabPFN-v2.5,1148,575,0.19718096161968826,0.3356182126310129,0.017435207962989807,0.026589956134557724,0.8713043332099915,0.15512029081583023
Marketing_Campaign,RealTabPFN-v2.5,1493,747,0.13278708380071955,0.21496504343582676,0.016878318041563034,0.03243056684732437,0.9009370803833008,0.41490866243839264
NATICUSdroid,RealTabPFN-v2.5,4994,2497,0.0843039576846447,0.14586632254093126,0.006111025810241699,0.010342500172555447,0.9411293268203735,0.6891919858753681
bank-marketing,RealTabPFN-v2.5,30140,15071,0.17120059491734793,0.29856534870421886,0.002673845738172531,0.006592055317014456,0.8940349221229553,1.990741390734911
blood-transfusion-service-center,RealTabPFN-v2.5,498,250,0.3022087202592613,0.4862983821209458,0.0478823147714138,0.10039692372083664,0.8119999766349792,0.38228664919734
churn,RealTabPFN-v2.5,3333,1667,0.049192557077693606,0.10731161395360853,0.011339387856423855,0.016032636165618896,0.9676064848899841,0.3290475867688656
coil2000_insurance_policies,RealTabPFN-v2.5,6548,3274,0.10550667209352342,0.20113952292832632,0.007199226878583431,0.008795550093054771,0.9404398202896118,1.0026602409780025
credit-g,RealTabPFN-v2.5,666,334,0.3529636762321494,0.5209490964667978,0.06129493564367294,0.10033758729696274,0.7155688405036926,0.10947944968938828
credit_card_clients_default,RealTabPFN-v2.5,20000,10000,0.26234472769127226,0.4193250303125082,0.0053639174439013,0.011094888672232628,0.8227999806404114,1.234110914170742
customer_satisfaction_in_airline,RealTabPFN-v2.5,86586,43294,0.053921633051106165,0.08708524749519841,0.001378803513944149,0.002763365861028433,0.9625813961029053,11.940885961055756
diabetes,RealTabPFN-v2.5,512,256,0.30759551973700383,0.46386833744624145,0.023181036114692688,0.05120151862502098,0.765625,0.17553886771202087
hazelnut-spread-contaminant-detection,RealTabPFN-v2.5,1600,800,0.06498429716523596,0.11569008105620929,0.008811265230178833,0.015283031389117241,0.9599999785423279,0.48463157191872597
heloc,RealTabPFN-v2.5,6972,3487,0.3632866131433423,0.5430294307913551,0.011775560677051544,0.01979556679725647,0.7324347496032715,0.42776037752628326
in_vehicle_coupon_recommendation,RealTabPFN-v2.5,8456,4228,0.3066894076254701,0.4712892980081843,0.01158047467470169,0.023018214851617813,0.7814569473266602,0.6474745124578476
jm1,RealTabPFN-v2.5,7256,3629,0.2598639657164447,0.41183543972033093,0.008545294404029846,0.013436621986329556,0.8170294761657715,0.3936530202627182
kddcup09_appetency,RealTabPFN-v2.5,33333,16667,0.033341141789891705,0.07536883758322939,0.0017711855471134186,0.000928344379644841,0.9821803569793701,1.8551085367798805
online_shoppers_intention,RealTabPFN-v2.5,8220,4110,0.1391465405169206,0.2228726961928386,0.004516184329986572,0.005893480032682419,0.9021897912025452,1.0020443424582481
polish_companies_bankruptcy,RealTabPFN-v2.5,3940,1970,0.02251464470605267,0.04916572639437073,0.007146403659135103,0.009433912113308907,0.9873096346855164,0.3844228610396385
qsar-biodeg,RealTabPFN-v2.5,702,352,0.18380634348496125,0.3078901545540073,0.031140467151999474,0.04031959921121597,0.8778409361839294,0.6278130821883678
seismic-bumps,RealTabPFN-v2.5,1722,862,0.110543827781696,0.20119879769590657,0.01048414409160614,0.015794266015291214,0.9338747262954712,0.7762084156274796
taiwanese_bankruptcy_prediction,RealTabPFN-v2.5,4546,2273,0.04261467139508962,0.07715861789126525,0.003510233946144581,0.00851196888834238,0.9709634780883789,0.6091876067221165
APSFailure,TabICL_GPU,50666,25334,0.00871795447519217,0.016179823590196592,0.001028694212436676,0.001473169308155775,0.9944343566894531,3.9049815982580185
Amazon_employee_access,TabICL_GPU,21846,10923,0.08062208792467085,0.1550373465218337,0.002134086564183235,0.005003425758332014,0.9480912089347839,1.5607841424643993
Bank_Customer_Churn,TabICL_GPU,6666,3334,0.20002185143098042,0.3293989840394962,0.013791173696517944,0.020205345004796982,0.8638272285461426,0.6784130297601223
Diabetes130US,TabICL_GPU,47678,23840,0.15593516991030007,0.2851440144910891,0.002463212236762047,0.001716166501864791,0.9119966626167297,2.3120612129569054
E-CommereShippingData,TabICL_GPU,7332,3667,0.355186365956413,0.4962517575833827,0.011842191219329834,0.010213177651166916,0.6880283355712891,0.421090692281723
Fitness_Club,TabICL_GPU,1000,500,0.3129461150270222,0.4764543794420066,0.021694105118513107,0.07382877916097641,0.7839999794960022,0.17109182104468346
GiveMeSomeCredit,TabICL_GPU,100000,50000,0.09778416183652983,0.17618379809007964,0.0010099057108163834,0.0025905033107846975,0.9373800158500671,6.1826369278132915
HR_Analytics_Job_Change_of_Data_Scientists,TabICL_GPU,12772,6386,0.26815275799044247,0.42298814299291754,0.008061852306127548,0.009901032783091068,0.8072345852851868,0.6327852606773376
Is-this-a-good-customer,TabICL_GPU,1148,575,0.18744260835140988,0.3199472087830491,0.0148598812520504,0.024903757497668266,0.8852173686027527,0.1466757394373417
Marketing_Campaign,TabICL_GPU,1493,747,0.1436521618814798,0.22948432541933972,0.015107521787285805,0.042600665241479874,0.9036144614219666,0.24693725630640984
NATICUSdroid,TabICL_GPU,4994,2497,0.0788768766268063,0.14069703322602584,0.003759288229048252,0.008544868789613247,0.9467360973358154,0.7296672873198986
bank-marketing,TabICL_GPU,30140,15071,0.17207472389826986,0.29983496305083973,0.0033814883790910244,0.008868182078003883,0.8931059837341309,1.3395106717944145
blood-transfusion-service-center,TabICL_GPU,498,250,0.3118903142826332,0.4956151849392429,0.047010086476802826,0.08873090147972107,0.8119999766349792,0.1787233129143715
