dataset,model,cal_size,test_size,CB-tiny-monotone_brier,CB-tiny-monotone_logloss,CB-tiny-monotone_kuiper,CB-tiny-monotone_ece-15,CB-tiny-monotone_accuracy,CB-tiny-monotone_time
credit-g,TabPFN-v2.6,666,334,0.3377234421954649,0.5078686672400926,0.045124903321266174,0.0723440945148468,0.7455089688301086,0.05456440523266792
credit_card_clients_default,TabPFN-v2.6,20000,10000,0.26276538656246473,0.41989000420198264,0.0058424388989806175,0.007121411617845297,0.8234000205993652,0.23757509887218475
customer_satisfaction_in_airline,TabPFN-v2.6,86586,43294,0.052715190774775274,0.08419185132585766,0.0013536596670746803,0.002164035104215145,0.9630664587020874,0.7904425710439682
diabetes,TabPFN-v2.6,512,256,0.31245343637551165,0.4726768501305547,0.028255434706807137,0.08527089655399323,0.7734375,0.04980112612247467
hazelnut-spread-contaminant-detection,TabPFN-v2.6,1600,800,0.06613097590857132,0.11956574723120324,0.012045439332723618,0.01448102854192257,0.9599999785423279,0.06428951025009155
heloc,TabPFN-v2.6,6972,3487,0.36335348078937424,0.5431307217250233,0.012683749198913574,0.022451292723417282,0.7312876582145691,0.12986699119210243
in_vehicle_coupon_recommendation,TabPFN-v2.6,8456,4228,0.2984387766891837,0.4615400695946698,0.012465879321098328,0.02568920888006687,0.7897350788116455,0.14912056177854538
jm1,TabPFN-v2.6,7256,3629,0.2575951411846313,0.4102295260435292,0.008896725252270699,0.019937237724661827,0.8217139840126038,0.1343400813639164
kddcup09_appetency,TabPFN-v2.6,33333,16667,0.03332598548722358,0.07528760094776318,0.0018605636432766914,0.0006150292465463281,0.9821803569793701,0.3484576381742954
online_shoppers_intention,TabPFN-v2.6,8220,4110,0.1387069817758331,0.22273608386549537,0.006395432166755199,0.011250756680965424,0.9031630158424377,0.1457524672150612
polish_companies_bankruptcy,TabPFN-v2.6,3940,1970,0.024452768013023197,0.051012401139505864,0.0038023842498660088,0.00597482779994607,0.9862943887710571,0.08944761380553246
qsar-biodeg,TabPFN-v2.6,702,352,0.18646740329026645,0.3132907568197145,0.032073698937892914,0.04410461336374283,0.8778409361839294,0.051470257341861725
seismic-bumps,TabPFN-v2.6,1722,862,0.10974374418470452,0.20213036613897187,0.011473863385617733,0.010949978604912758,0.9338747262954712,0.06594498455524445
taiwanese_bankruptcy_prediction,TabPFN-v2.6,4546,2273,0.04341946982897262,0.0778035497503444,0.0045428648591041565,0.0063740890473127365,0.9722833037376404,0.09331837296485901
APSFailure,TabICLv2,50666,25334,0.007989320934876703,0.014474544253072662,0.0008817128837108612,0.0008333494188264012,0.9947106838226318,0.44699230790138245
Amazon_employee_access,TabICLv2,21846,10923,0.0810115825565549,0.15571372817275167,0.0031886808574199677,0.0036426009610295296,0.9484573602676392,0.2516365312039852
Bank_Customer_Churn,TabICLv2,6666,3334,0.19690046195669805,0.3217756769673976,0.01077663991600275,0.020275019109249115,0.8680263757705688,0.11646779254078865
Bioresponse,TabICLv2,2500,1251,0.29261389883410094,0.4531838023623181,0.02910689264535904,0.04414631426334381,0.7993605136871338,0.07515902444720268
Diabetes130US,TabICLv2,47678,23840,0.1541228645359597,0.2810996142265966,0.004325784742832184,0.005356907844543457,0.9119966626167297,0.45619943737983704
E-CommereShippingData,TabICLv2,7332,3667,0.35422854624880734,0.4955015918222673,0.012150764465332031,0.005502759478986263,0.6888464689254761,0.1310133896768093
Fitness_Club,TabICLv2,1000,500,0.3141295600570694,0.4780030003003386,0.02312125265598297,0.07409558445215225,0.7820000052452087,0.05679865926504135
GiveMeSomeCredit,TabICLv2,100000,50000,0.09744093130016543,0.17568483126178616,0.002148834988474846,0.0028522787615656853,0.937720000743866,0.8933649845421314
HR_Analytics_Job_Change_of_Data_Scientists,TabICLv2,12772,6386,0.26714061672637235,0.42169853796317047,0.013813339173793793,0.01187034510076046,0.8086439371109009,0.17739241942763329
Is-this-a-good-customer,TabICLv2,1148,575,0.19080372377141297,0.323300128981995,0.015795070677995682,0.02957921288907528,0.8782608509063721,0.055750612169504166
Marketing_Campaign,TabICLv2,1493,747,0.13510586734076227,0.21553053665489508,0.013919642195105553,0.02649693749845028,0.8955823183059692,0.06193627789616585
NATICUSdroid,TabICLv2,4994,2497,0.08012234633313513,0.13679068384743684,0.00498034805059433,0.011355983093380928,0.945134162902832,0.10233145207166672
bank-marketing,TabICLv2,30140,15071,0.17120237725840778,0.2988241645337064,0.007744745351374149,0.00996987335383892,0.8942339420318604,0.33211152628064156
blood-transfusion-service-center,TabICLv2,498,250,0.30120735874929677,0.4844027528118475,0.041705671697854996,0.09473665058612823,0.800000011920929,0.051185473799705505
churn,TabICLv2,3333,1667,0.05046829932362473,0.11177146709859166,0.013330988585948944,0.01203946489840746,0.9694061279296875,0.07824733108282089
coil2000_insurance_policies,TabICLv2,6548,3274,0.1058757644584274,0.20053360073628224,0.006629034876823425,0.0045952084474265575,0.9404398202896118,0.126319769769907
credit-g,TabICLv2,666,334,0.3306722748084107,0.5026804973311689,0.04292217642068863,0.05751347169280052,0.7544910311698914,0.05365242809057236
