dataset,model,cal_size,test_size,Venn-Abers_brier,Venn-Abers_logloss,Venn-Abers_kuiper,Venn-Abers_ece-15,Venn-Abers_accuracy,Venn-Abers_time
customer_satisfaction_in_airline,TabPFN-v2.6,86586,43294,0.05267065118287419,0.08410157355457154,0.0014357790350914001,0.0025231516920030117,0.9629278779029846,1.1327913720160723
diabetes,TabPFN-v2.6,512,256,0.3130953094713834,0.47356672439387304,0.03398524224758148,0.07751496881246567,0.78125,0.006007837131619453
hazelnut-spread-contaminant-detection,TabPFN-v2.6,1600,800,0.06879701805806207,0.12441670970900333,0.0141508299857378,0.021480387076735497,0.9599999785423279,0.03860653191804886
heloc,TabPFN-v2.6,6972,3487,0.36348647428780795,0.543042537523686,0.01364179328083992,0.01932506635785103,0.7330083250999451,0.026576092466711998
in_vehicle_coupon_recommendation,TabPFN-v2.6,8456,4228,0.29856963135401504,0.4617569352832463,0.017508715391159058,0.02758307196199894,0.7894985675811768,0.0417316909879446
jm1,TabPFN-v2.6,7256,3629,0.2576457955743162,0.410148400703704,0.014458570629358292,0.01846723072230816,0.8219895362854004,0.027188047766685486
kddcup09_appetency,TabPFN-v2.6,33333,16667,0.03335896804902455,0.07551012177670831,0.0037934156134724617,0.0008315820596180856,0.9821803569793701,0.13001150265336037
online_shoppers_intention,TabPFN-v2.6,8220,4110,0.13888380598467362,0.22338017219060724,0.008296580985188484,0.012033352628350258,0.9031630158424377,0.14200527034699917
polish_companies_bankruptcy,TabPFN-v2.6,3940,1970,0.025306177390066263,0.05219899636524217,0.006521489936858416,0.009315455332398415,0.9862943887710571,0.09726792015135288
qsar-biodeg,TabPFN-v2.6,702,352,0.19097418932143623,0.3192759181319828,0.028838202357292175,0.04253170266747475,0.8721590638160706,0.011237438768148422
seismic-bumps,TabPFN-v2.6,1722,862,0.10948883541369478,0.20209389004855519,0.01242854818701744,0.016845954582095146,0.9338747262954712,0.016363482922315598
taiwanese_bankruptcy_prediction,TabPFN-v2.6,4546,2273,0.04330802007868907,0.07908905632228967,0.006919626146554947,0.009219430387020111,0.9696436524391174,0.07639967650175095
