dataset,model,cal_size,test_size,Quadratic_brier,Quadratic_logloss,Quadratic_kuiper,Quadratic_ece-15,Quadratic_accuracy,Quadratic_time
E-CommereShippingData,LimiX_GPU,7332,3667,0.354169734906691,0.49501220721605466,0.008714213967323303,0.004138938616961241,0.6888464689254761,0.009213610552251339
Fitness_Club,LimiX_GPU,1000,500,0.31443821994835697,0.47855921444415683,0.01632021740078926,0.04515118524432182,0.7720000147819519,0.0032327547669410706
HR_Analytics_Job_Change_of_Data_Scientists,LimiX_GPU,12772,6386,0.26845591160967885,0.42284931950385474,0.009109199047088623,0.013912917114794254,0.8037895560264587,0.01745034195482731
Is-this-a-good-customer,LimiX_GPU,1148,575,0.18790210359938644,0.32207775318337833,0.009984789416193962,0.026417529210448265,0.886956512928009,0.004226856864988804
Marketing_Campaign,LimiX_GPU,1493,747,0.13240026938885963,0.21362147874452875,0.013537345454096794,0.030275383964180946,0.904953122138977,0.004389812238514423
NATICUSdroid,LimiX_GPU,4994,2497,0.08406742214228749,0.14502058169295562,0.005820993334054947,0.009279867634177208,0.9435322284698486,0.009157322347164154
bank-marketing,LimiX_GPU,30140,15071,0.17165525326074388,0.2992064581311267,0.005575310438871384,0.008330020122230053,0.8941676020622253,0.026416175067424774
blood-transfusion-service-center,LimiX_GPU,498,250,0.3044361313635661,0.4825694705389401,0.04909367114305496,0.08044767379760742,0.7960000038146973,0.003255804069340229
churn,LimiX_GPU,3333,1667,0.06600100306586015,0.13588412751589432,0.0077993678860366344,0.013868673704564571,0.9604079127311707,0.007227858528494835
coil2000_insurance_policies,LimiX_GPU,6548,3274,0.10485473916482894,0.19768686020780843,0.004223373718559742,0.004156497772783041,0.9404398202896118,0.009459458291530609
credit-g,LimiX_GPU,666,334,0.3125989487429123,0.4791459644862323,0.04298154264688492,0.08378339558839798,0.796407163143158,0.0025074901059269905
credit_card_clients_default,LimiX_GPU,20000,10000,0.2638520776767109,0.42120645574603877,0.0040855687111616135,0.008769392035901546,0.8222000002861023,0.01778906863182783
diabetes,LimiX_GPU,512,256,0.31077275370679736,0.47053895822234376,0.025637097656726837,0.058623313903808594,0.7578125,0.0026526525616645813
hazelnut-spread-contaminant-detection,LimiX_GPU,1600,800,0.07217585382017216,0.12646866556918368,0.009778738021850586,0.0199288297444582,0.956250011920929,0.004938249476253986
heloc,LimiX_GPU,6972,3487,0.36271820543632793,0.5427526918691419,0.017148412764072418,0.023536277934908867,0.734728991985321,0.006183250807225704
in_vehicle_coupon_recommendation,LimiX_GPU,8456,4228,0.35123002134106296,0.5287976157976362,0.010260850191116333,0.0228562168776989,0.7452696561813354,0.005909952335059643
jm1,LimiX_GPU,7256,3629,0.2659685705633018,0.42156341650596835,0.00902768224477768,0.013835025951266289,0.8148249983787537,0.010023239068686962
online_shoppers_intention,LimiX_GPU,8220,4110,0.14266683034633343,0.22823255408482623,0.006954406388103962,0.012682745233178139,0.8987834453582764,0.010834427550435066
polish_companies_bankruptcy,LimiX_GPU,3940,1970,0.05241072196197097,0.09294777592235254,0.004835126921534538,0.013122252188622952,0.965482234954834,0.008715159259736538
qsar-biodeg,LimiX_GPU,702,352,0.17340098061950177,0.30302200732248674,0.031237564980983734,0.04598316550254822,0.8920454382896423,0.003545457497239113
seismic-bumps,LimiX_GPU,1722,862,0.10911774443806072,0.20392140507867268,0.01128152385354042,0.012279713526368141,0.9338747262954712,0.005627165548503399
taiwanese_bankruptcy_prediction,LimiX_GPU,4546,2273,0.043758962176357274,0.07963382728917544,0.005648698192089796,0.007492962758988142,0.9722833037376404,0.009011034853756428
APSFailure,TabM_GPU,50666,25334,0.00897679788156695,0.01676560304016702,0.0009454761166125536,0.0014906631549820304,0.9940001368522644,0.04671666119247675
Amazon_employee_access,TabM_GPU,21846,10923,0.08902323632904104,0.16717048680786306,0.004052102565765381,0.0053276000544428825,0.9438799023628235,0.03259310033172369
Bank_Customer_Churn,TabM_GPU,6666,3334,0.1959404399079291,0.3206154394608939,0.007055456750094891,0.018519965931773186,0.86652672290802,0.009634329006075859
Bioresponse,TabM_GPU,2500,1251,0.28681502754336363,0.4471639837443829,0.02903817594051361,0.056861069053411484,0.79536372423172,0.007401503622531891
Diabetes130US,TabM_GPU,47678,23840,0.15463596888628342,0.2818042114128254,0.003109181299805641,0.0042848181910812855,0.9119966626167297,0.054777832701802254
E-CommereShippingData,TabM_GPU,7332,3667,0.35550130681080405,0.4967222112542038,0.016839422285556793,0.014669820666313171,0.6863921284675598,0.010618409141898155
Fitness_Club,TabM_GPU,1000,500,0.31479813557932584,0.4806457948641773,0.01914263516664505,0.057210806757211685,0.7720000147819519,0.0031555630266666412
GiveMeSomeCredit,TabM_GPU,100000,50000,0.0968767879521937,0.17512513065597007,0.0012758533703163266,0.003283935831859708,0.9387199878692627,0.07428520545363426
HR_Analytics_Job_Change_of_Data_Scientists,TabM_GPU,12772,6386,0.2714897476993025,0.42671523045851667,0.015249170362949371,0.023903073742985725,0.8009708523750305,0.014668256044387817
Is-this-a-good-customer,TabM_GPU,1148,575,0.1916907771584917,0.3290061322577042,0.014130553230643272,0.0327170230448246,0.8852173686027527,0.004918143153190613
Marketing_Campaign,TabM_GPU,1493,747,0.14251423273185007,0.22502208175731703,0.014994174242019653,0.03303363919258118,0.898259699344635,0.0041663795709609985
NATICUSdroid,TabM_GPU,4994,2497,0.08424434783444361,0.14327808783714258,0.0065176766365766525,0.01427534967660904,0.9403284192085266,0.00938694179058075
bank-marketing,TabM_GPU,30140,15071,0.1719681110925861,0.29965023267651775,0.004218987189233303,0.007025926373898983,0.8941676020622253,0.026179397478699684
blood-transfusion-service-center,TabM_GPU,498,250,0.30898583833943244,0.48962335470745244,0.050034649670124054,0.09748666733503342,0.7879999876022339,0.0031210053712129593
churn,TabM_GPU,3333,1667,0.06574567807928038,0.13904991808237424,0.015816647559404373,0.0186601672321558,0.9634073376655579,0.010427385568618774
coil2000_insurance_policies,TabM_GPU,6548,3274,0.10583807713633417,0.2024997041612155,0.0048803240060806274,0.008036763407289982,0.9404398202896118,0.017912643030285835
credit-g,TabM_GPU,666,334,0.330618747293513,0.5027184669312906,0.04031083732843399,0.05274120718240738,0.757485032081604,0.0035055456683039665
credit_card_clients_default,TabM_GPU,20000,10000,0.26344729029789987,0.4206325060755498,0.005807786248624325,0.009892972186207771,0.8228999972343445,0.016772015020251274
customer_satisfaction_in_airline,TabM_GPU,86586,43294,0.052457958587336546,0.08292966699882601,0.001084667630493641,0.002243728842586279,0.9626045227050781,0.15267912950366735
diabetes,TabM_GPU,512,256,0.3217339461165682,0.4863732124639424,0.02700166404247284,0.08424980193376541,0.77734375,0.002963232807815075
hazelnut-spread-contaminant-detection,TabM_GPU,1600,800,0.10635209554956201,0.17846284332444484,0.012286634184420109,0.020694192498922348,0.925000011920929,0.010194787755608559
heloc,TabM_GPU,6972,3487,0.36568603388422105,0.5455228271730644,0.013192854821681976,0.021130748093128204,0.7310008406639099,0.005978580564260483
in_vehicle_coupon_recommendation,TabM_GPU,8456,4228,0.30093482988134745,0.46348934267249087,0.01468050479888916,0.023755669593811035,0.7831125855445862,0.010275473818182945
jm1,TabM_GPU,7256,3629,0.27141269915956645,0.4305505049380265,0.009176556020975113,0.014762389473617077,0.8104161024093628,0.008488555438816547
kddcup09_appetency,TabM_GPU,33333,16667,0.03360964550130939,0.07654840083052455,0.0012402916327118874,0.0008195019327104092,0.9821803569793701,0.030450738966464996
online_shoppers_intention,TabM_GPU,8220,4110,0.14172418178658355,0.2276307689420056,0.005914478562772274,0.009185600094497204,0.9012165665626526,0.008878769353032112
polish_companies_bankruptcy,TabM_GPU,3940,1970,0.04015703133069674,0.0765135721821552,0.008998907171189785,0.015138722956180573,0.9746192693710327,0.009288201108574867
qsar-biodeg,TabM_GPU,702,352,0.1839306730506653,0.31018700445225633,0.03297179937362671,0.049236979335546494,0.8835227489471436,0.005560914054512978
seismic-bumps,TabM_GPU,1722,862,0.11209352123908034,0.20702356106856998,0.012711003422737122,0.017080241814255714,0.9338747262954712,0.005292435176670551
taiwanese_bankruptcy_prediction,TabM_GPU,4546,2273,0.044149616915389434,0.0817116109132779,0.00547803845256567,0.007755844388157129,0.9731632471084595,0.007197249680757523
APSFailure,RealMLP_GPU,50666,25334,0.010797188303370817,0.019626010058485407,0.0008602425805293024,0.0013938602060079575,0.9928159713745117,0.12595656793564558
Amazon_employee_access,RealMLP_GPU,21846,10923,0.08067010291268979,0.15293742537654118,0.007116429507732391,0.012835877016186714,0.9480912089347839,0.021379653364419937
Bank_Customer_Churn,RealMLP_GPU,6666,3334,0.1975548413161471,0.32311129744360295,0.00882759690284729,0.01601281203329563,0.8692261576652527,0.008732848800718784
Bioresponse,RealMLP_GPU,2500,1251,0.2819948983649092,0.4406512022958609,0.02976859360933304,0.053189732134342194,0.8017585873603821,0.005869570188224316
Diabetes130US,RealMLP_GPU,47678,23840,0.15312590222605427,0.2788056057590202,0.004251062870025635,0.006780656054615974,0.911912739276886,0.04523961804807186
E-CommereShippingData,RealMLP_GPU,7332,3667,0.3555598693805474,0.498551465250872,0.010925885289907455,0.013863889500498772,0.6861194372177124,0.010009813122451305
Fitness_Club,RealMLP_GPU,1000,500,0.31799181140328,0.48570156859912716,0.0214760173112154,0.03653567284345627,0.7739999890327454,0.0032110223546624184
GiveMeSomeCredit,RealMLP_GPU,100000,50000,0.0972852762792396,0.17575970247133257,0.001147691160440445,0.0026277550496160984,0.9381999969482422,0.08390715159475803
HR_Analytics_Job_Change_of_Data_Scientists,RealMLP_GPU,12772,6386,0.27157221766916556,0.4265453005163633,0.0104745551943779,0.015503338538110256,0.8009708523750305,0.01580515131354332
Is-this-a-good-customer,RealMLP_GPU,1148,575,0.18645917092631087,0.3168515546797818,0.013393908739089966,0.019559025764465332,0.8852173686027527,0.004578008316457272
Marketing_Campaign,RealMLP_GPU,1493,747,0.14754383299793636,0.2355534165134811,0.010577138513326645,0.028456315398216248,0.8969210386276245,0.004785533994436264
NATICUSdroid,RealMLP_GPU,4994,2497,0.0829087531149008,0.14118564612271084,0.004582587629556656,0.010247083380818367,0.9435322284698486,0.009705880656838417
bank-marketing,RealMLP_GPU,30140,15071,0.17140012647916153,0.29913435564726587,0.003855689661577344,0.006842900533229113,0.8940349221229553,0.018622797913849354
blood-transfusion-service-center,RealMLP_GPU,498,250,0.31054971085460203,0.5073210432932093,0.0420522540807724,0.07659522444009781,0.8080000281333923,0.0024583591148257256
churn,RealMLP_GPU,3333,1667,0.06396457756893932,0.13320395544227015,0.014929336495697498,0.0185261033475399,0.9598080515861511,0.007087821140885353
coil2000_insurance_policies,RealMLP_GPU,6548,3274,0.10551901360053918,0.20135286187164772,0.003732404438778758,0.00404694676399231,0.9404398202896118,0.010864398442208767
credit-g,RealMLP_GPU,666,334,0.32479009389327385,0.49730734850271574,0.05476200208067894,0.06556393951177597,0.772455096244812,0.006809606216847897
credit_card_clients_default,RealMLP_GPU,20000,10000,0.26376721331842795,0.4218636443471928,0.007934886030852795,0.010972474701702595,0.822700023651123,0.01795264519751072
customer_satisfaction_in_airline,RealMLP_GPU,86586,43294,0.05339641335765874,0.08529396469749355,0.0014821513323113322,0.0038343770429491997,0.9620963931083679,0.1688487147912383
diabetes,RealMLP_GPU,512,256,0.3065253874743997,0.472156273340107,0.02403876557946205,0.062361810356378555,0.78125,0.0035274233669042587
hazelnut-spread-contaminant-detection,RealMLP_GPU,1600,800,0.08567379280560448,0.15482713543149074,0.010992582887411118,0.02551715262234211,0.9524999856948853,0.0034615080803632736
heloc,RealMLP_GPU,6972,3487,0.36204078829959097,0.5416801630316601,0.009640704840421677,0.02014058455824852,0.7353025674819946,0.005490622483193874
in_vehicle_coupon_recommendation,RealMLP_GPU,8456,4228,0.3064784940802736,0.4705242000028235,0.025264538824558258,0.04344513639807701,0.7828760743141174,0.014045916497707367
jm1,RealMLP_GPU,7256,3629,0.26784782873662255,0.424353108530907,0.013612788170576096,0.022313296794891357,0.8151005506515503,0.010094525292515755
kddcup09_appetency,RealMLP_GPU,33333,16667,0.033365593335612675,0.07521428812964005,0.0012761158868670464,0.0010863934876397252,0.9821803569793701,0.047776179388165474
online_shoppers_intention,RealMLP_GPU,8220,4110,0.14422653632603546,0.23311670833954745,0.006727518048137426,0.014055640436708927,0.899756669998169,0.01035528164356947
polish_companies_bankruptcy,RealMLP_GPU,3940,1970,0.04402001279780023,0.08657385475535195,0.003821801394224167,0.008501647040247917,0.9741116762161255,0.007449466735124588
qsar-biodeg,RealMLP_GPU,702,352,0.18023755884870843,0.30774222818776265,0.0351429209113121,0.057456400245428085,0.8892045617103577,0.004185996949672699
seismic-bumps,RealMLP_GPU,1722,862,0.11141404251838034,0.2081861196846816,0.012822054326534271,0.01915016770362854,0.9338747262954712,0.004935148172080517
taiwanese_bankruptcy_prediction,RealMLP_GPU,4546,2273,0.04355133392980254,0.07941690995614703,0.006622643209993839,0.010108682326972485,0.9718433618545532,0.007867573760449886
APSFailure,BetaTabPFN_GPU,50666,25334,0.009390683959725659,0.01762929664704199,0.0010718973353505135,0.0016590207815170288,0.9938422441482544,0.05748062487691641
Amazon_employee_access,BetaTabPFN_GPU,21846,10923,0.08847298735214652,0.16760267578693164,0.006231546401977539,0.011501983739435673,0.9447038173675537,0.023017247207462788
Bank_Customer_Churn,BetaTabPFN_GPU,6666,3334,0.19636860942810785,0.32159969806445626,0.00880828220397234,0.017284519970417023,0.8689262270927429,0.009119060821831226
Bioresponse,BetaTabPFN_GPU,2500,1251,0.31010298060770136,0.47329503908450143,0.026717662811279297,0.039101675152778625,0.7761790752410889,0.004174611531198025
Diabetes130US,BetaTabPFN_GPU,47678,23840,0.1548781744176376,0.28296277643085643,0.004294555634260178,0.005102129187434912,0.9119966626167297,0.050078997388482094
E-CommereShippingData,BetaTabPFN_GPU,7332,3667,0.35395504721946863,0.49531308678041974,0.012234732508659363,0.006361802574247122,0.6910281181335449,0.009109163656830788
Fitness_Club,BetaTabPFN_GPU,1000,500,0.3137815122495208,0.47848106928547457,0.019554823637008667,0.05371331050992012,0.7820000052452087,0.003559206612408161
GiveMeSomeCredit,BetaTabPFN_GPU,100000,50000,0.09729126112728563,0.17603503790246505,0.0014026019489392638,0.002980621065944433,0.9379799962043762,0.08263010811060667
HR_Analytics_Job_Change_of_Data_Scientists,BetaTabPFN_GPU,12772,6386,0.2719291341621061,0.4273223694920408,0.01119941845536232,0.017940517514944077,0.8014406561851501,0.015293978154659271
Is-this-a-good-customer,BetaTabPFN_GPU,1148,575,0.189264158636478,0.3212596443793705,0.015436505898833275,0.02579541504383087,0.886956512928009,0.0039438894018530846
Marketing_Campaign,BetaTabPFN_GPU,1493,747,0.13519095094102987,0.21892407497144162,0.014477653428912163,0.03014107421040535,0.9089692234992981,0.004104768857359886
NATICUSdroid,BetaTabPFN_GPU,4994,2497,0.08522642418739455,0.14555757935503374,0.004676289856433868,0.010596396401524544,0.9423307776451111,0.00889827311038971
bank-marketing,BetaTabPFN_GPU,30140,15071,0.17237719535869364,0.3002674369322518,0.0034919101744890213,0.007691053673624992,0.8931059837341309,0.02468465082347393
blood-transfusion-service-center,BetaTabPFN_GPU,498,250,0.30721021913263086,0.49935178146939063,0.05536229908466339,0.10949800163507462,0.8080000281333923,0.003103642724454403
churn,BetaTabPFN_GPU,3333,1667,0.05846778763686624,0.12472975677638462,0.009028921835124493,0.017125433310866356,0.9652069807052612,0.007078980095684528
coil2000_insurance_policies,BetaTabPFN_GPU,6548,3274,0.10555283945470945,0.20137123951241148,0.004780440591275692,0.003730623982846737,0.9404398202896118,0.013511652126908302
credit-g,BetaTabPFN_GPU,666,334,0.3434588265399309,0.5193666794004588,0.04927922785282135,0.07535325735807419,0.7455089688301086,0.0029739197343587875
credit_card_clients_default,BetaTabPFN_GPU,20000,10000,0.2638912807043019,0.421331548790107,0.006375632248818874,0.010592333972454071,0.8223000168800354,0.01762349996715784
customer_satisfaction_in_airline,BetaTabPFN_GPU,86586,43294,0.07077193762791004,0.11607340434215585,0.0017176385736092925,0.0042777713388204575,0.9493463039398193,0.08989013638347387
diabetes,BetaTabPFN_GPU,512,256,0.3124764485010443,0.47097310845309653,0.018916063010692596,0.0686580017209053,0.76171875,0.002834158018231392
hazelnut-spread-contaminant-detection,BetaTabPFN_GPU,1600,800,0.12432480264315622,0.21356274809501272,0.014940396882593632,0.02729322575032711,0.9200000166893005,0.005402513779699802
heloc,BetaTabPFN_GPU,6972,3487,0.3637178697173554,0.543100468936921,0.011997323483228683,0.019252503290772438,0.728419840335846,0.005868509411811829
in_vehicle_coupon_recommendation,BetaTabPFN_GPU,8456,4228,0.31989122120163527,0.48846532320740255,0.01019422709941864,0.023814961314201355,0.768684983253479,0.008154821582138538
jm1,BetaTabPFN_GPU,7256,3629,0.26847901338631563,0.42542594324228306,0.006684560328722,0.01754097454249859,0.8142738938331604,0.009349512867629528
kddcup09_appetency,BetaTabPFN_GPU,33333,16667,0.03375018963106872,0.07772887611695846,0.002040809951722622,0.000827234354801476,0.9821803569793701,0.03125134576112032
online_shoppers_intention,BetaTabPFN_GPU,8220,4110,0.14168781541738523,0.22832242366273225,0.005467358510941267,0.0072819944471120834,0.8999999761581421,0.008954447694122791
polish_companies_bankruptcy,BetaTabPFN_GPU,3940,1970,0.04549827457592508,0.08639210457225427,0.00769520178437233,0.012926123104989529,0.9741116762161255,0.007472247816622257
qsar-biodeg,BetaTabPFN_GPU,702,352,0.19717113260541683,0.32770535423421354,0.032562095671892166,0.04623501002788544,0.8721590638160706,0.0036178957670927048
seismic-bumps,BetaTabPFN_GPU,1722,862,0.10938273780581932,0.20245552131790368,0.008502081967890263,0.008911951445043087,0.9338747262954712,0.0058183493092656136
taiwanese_bankruptcy_prediction,BetaTabPFN_GPU,4546,2273,0.04350151678157463,0.07918910800849453,0.003998061642050743,0.008015496656298637,0.9731632471084595,0.007954332046210766
APSFailure,ModernNCA_GPU,50666,25334,0.009231812259093131,0.017699492231771998,0.00201646750792861,0.003290763357654214,0.9940791130065918,0.07246543001383543
Amazon_employee_access,ModernNCA_GPU,21846,10923,0.08353787425506673,0.16025401277858886,0.017971117049455643,0.02438591793179512,0.9461686611175537,0.028495018370449543
Bank_Customer_Churn,ModernNCA_GPU,6666,3334,0.1983512549784483,0.3244957533821276,0.0070520853623747826,0.016008717939257622,0.8686262965202332,0.00947941467165947
Bioresponse,ModernNCA_GPU,2500,1251,0.29653137726650153,0.46366790309696587,0.03510625660419464,0.06695560365915298,0.7945643663406372,0.005958522669970989
Diabetes130US,ModernNCA_GPU,47678,23840,0.1545892816214587,0.2822291260997294,0.0038459294009953737,0.006408202927559614,0.9119966626167297,0.04746944922953844
E-CommereShippingData,ModernNCA_GPU,7332,3667,0.3583503207615722,0.5021909732585813,0.019238010048866272,0.024976229295134544,0.6817561984062195,0.01999533735215664
Fitness_Club,ModernNCA_GPU,1000,500,0.31970830262050404,0.48779271021125703,0.01922784373164177,0.061047010123729706,0.765999972820282,0.0033355029299855232
GiveMeSomeCredit,ModernNCA_GPU,100000,50000,0.09691129380239123,0.17527102856319382,0.001494818483479321,0.0030146583449095488,0.9385799765586853,0.0949131716042757
HR_Analytics_Job_Change_of_Data_Scientists,ModernNCA_GPU,12772,6386,0.26946478109110783,0.42416620605473343,0.011544078588485718,0.018952110782265663,0.8015972375869751,0.014313585124909878
Is-this-a-good-customer,ModernNCA_GPU,1148,575,0.18951972501021758,0.32507962844654636,0.013634386472404003,0.020038573071360588,0.8852173686027527,0.005116598680615425
Marketing_Campaign,ModernNCA_GPU,1493,747,0.139121802626274,0.22464689431835938,0.02341608516871929,0.038743652403354645,0.904953122138977,0.004691028967499733
NATICUSdroid,ModernNCA_GPU,4994,2497,0.08683720813081464,0.1474648611121688,0.01011891383677721,0.014006932266056538,0.9403284192085266,0.009437423199415207
bank-marketing,ModernNCA_GPU,30140,15071,0.1716786621911579,0.2991280386083875,0.004730388056486845,0.006628722883760929,0.8941676020622253,0.021210559643805027
blood-transfusion-service-center,ModernNCA_GPU,498,250,0.31863546352883093,0.5114229939257229,0.04025958850979805,0.07500340044498444,0.7839999794960022,0.003944768570363522
churn,ModernNCA_GPU,3333,1667,0.0628725177619041,0.1295116364009394,0.013402317650616169,0.01940116286277771,0.9610077738761902,0.0066375769674777985
coil2000_insurance_policies,ModernNCA_GPU,6548,3274,0.10619034660233719,0.20297897837272863,0.006042381748557091,0.002836645347997546,0.9404398202896118,0.01152406632900238
credit-g,ModernNCA_GPU,666,334,0.3416252253587263,0.5176744032741946,0.042489394545555115,0.0499783419072628,0.7514970302581787,0.0027323253452777863
credit_card_clients_default,ModernNCA_GPU,20000,10000,0.2635058792762265,0.42111985860208806,0.007786870002746582,0.014332140795886517,0.8233000040054321,0.01781330071389675
customer_satisfaction_in_airline,ModernNCA_GPU,86586,43294,0.05486818378360161,0.08797970631325791,0.0016623426927253604,0.0035315467976033688,0.9610800743103027,0.09983661398291588
diabetes,ModernNCA_GPU,512,256,0.32004404368305467,0.47819225248773856,0.03021905943751335,0.03733782097697258,0.7421875,0.004403598606586456
hazelnut-spread-contaminant-detection,ModernNCA_GPU,1600,800,0.08507828188363875,0.1581338433676245,0.01425265520811081,0.03324953094124794,0.9487500190734863,0.006397552788257599
heloc,ModernNCA_GPU,6972,3487,0.3625131178945698,0.5420057173030456,0.012755919247865677,0.020026495680212975,0.735589325428009,0.0053389109671115875
in_vehicle_coupon_recommendation,ModernNCA_GPU,8456,4228,0.3175667343486593,0.48687303448146174,0.030383892357349396,0.06006481871008873,0.7734153270721436,0.011794756166636944
jm1,ModernNCA_GPU,7256,3629,0.2640990829313693,0.4204932725153317,0.013288905844092369,0.02162090316414833,0.8128961324691772,0.010348382405936718
kddcup09_appetency,ModernNCA_GPU,33333,16667,0.03374540578106312,0.07754790859920338,0.0014284770004451275,0.0005429223529063165,0.9821803569793701,0.03256659395992756
online_shoppers_intention,ModernNCA_GPU,8220,4110,0.1401534169459899,0.22662148126800138,0.006089335307478905,0.011515716090798378,0.9007299542427063,0.010255536064505577
polish_companies_bankruptcy,ModernNCA_GPU,3940,1970,0.04095708094778551,0.08100083910523642,0.012285975739359856,0.01891329512000084,0.9771573543548584,0.008196273818612099
qsar-biodeg,ModernNCA_GPU,702,352,0.19536825538537464,0.3251619298733639,0.03163370490074158,0.05849568545818329,0.8579545617103577,0.0034943604841828346
seismic-bumps,ModernNCA_GPU,1722,862,0.11138040883299767,0.20585975987277175,0.01273610070347786,0.010946307331323624,0.9338747262954712,0.004996156319975853
taiwanese_bankruptcy_prediction,ModernNCA_GPU,4546,2273,0.04352582077247312,0.08065043233427018,0.005096049048006535,0.008749546483159065,0.9727232456207275,0.009735009633004665
Bank_Customer_Churn,Mitra_GPU,6666,3334,0.1959641460079676,0.32051313424496936,0.007807574234902859,0.014888052828609943,0.8671265840530396,0.011351395398378372
E-CommereShippingData,Mitra_GPU,7332,3667,0.3547907888512533,0.4955214710249189,0.012925222516059875,0.011741583235561848,0.6839378476142883,0.010562854818999767
Fitness_Club,Mitra_GPU,1000,500,0.31369980846364776,0.47703748782361904,0.025012921541929245,0.04362643510103226,0.7739999890327454,0.0031923269852995872
Is-this-a-good-customer,Mitra_GPU,1148,575,0.1900561709938087,0.3235024292442896,0.011116698384284973,0.020545626059174538,0.8852173686027527,0.003980537876486778
Marketing_Campaign,Mitra_GPU,1493,747,0.13520897151652997,0.21827758418656099,0.015691086649894714,0.03750111162662506,0.8969210386276245,0.00477778073400259
NATICUSdroid,Mitra_GPU,4994,2497,0.08416183222507131,0.14216248534911638,0.005935564637184143,0.008709928952157497,0.9411293268203735,0.008947299793362617
blood-transfusion-service-center,Mitra_GPU,498,250,0.30634690006759663,0.4874036113267697,0.04811723902821541,0.09507373720407486,0.800000011920929,0.0028507476672530174
churn,Mitra_GPU,3333,1667,0.041480205759407966,0.09609296375489618,0.011167122982442379,0.014347134158015251,0.976604700088501,0.006218765862286091
coil2000_insurance_policies,Mitra_GPU,6548,3274,0.10600538524583292,0.2021540148875276,0.005316224880516529,0.0039026725571602583,0.9404398202896118,0.010460441932082176
credit-g,Mitra_GPU,666,334,0.33310230681925035,0.510100618938336,0.046646133065223694,0.07537424564361572,0.7485029697418213,0.0025658821687102318
diabetes,Mitra_GPU,512,256,0.30914288976632315,0.4657090489848747,0.02268117666244507,0.0417620912194252,0.765625,0.002832825295627117
hazelnut-spread-contaminant-detection,Mitra_GPU,1600,800,0.08378042652604865,0.1430992423084243,0.012921512126922607,0.0201705452054739,0.9412500262260437,0.004900628700852394
