dataset,model,cal_size,test_size,Hist-quantile_brier,Hist-quantile_logloss,Hist-quantile_kuiper,Hist-quantile_ece-15,Hist-quantile_accuracy,Hist-quantile_time
online_shoppers_intention,TabPFN-v2.6,8220,4110,0.1450906030433812,0.2319572832385799,0.02861337922513485,0.007593815680593252,0.8982968330383301,0.0011752545833587646
polish_companies_bankruptcy,TabPFN-v2.6,3940,1970,0.04902907777670914,0.12315483463311974,0.016260407865047455,0.005743274465203285,0.9664974808692932,0.0007532723248004913
qsar-biodeg,TabPFN-v2.6,702,352,0.1895349129715185,0.5496648348451908,0.03258298337459564,0.04003794491291046,0.8778409361839294,0.0004221722483634949
seismic-bumps,TabPFN-v2.6,1722,862,0.11076132974578416,0.20238608361374774,0.01617080718278885,0.011134450323879719,0.9338747262954712,0.0005574487149715424
taiwanese_bankruptcy_prediction,TabPFN-v2.6,4546,2273,0.0513580677021923,0.08883258148679093,0.015811026096343994,0.0031170009169727564,0.967883825302124,0.0008634589612483978
APSFailure,TabICLv2,50666,25334,0.029663814282262724,0.0512146219103884,0.0135586466640234,0.0006403838633559644,0.9818820357322693,0.004805408418178558
Amazon_employee_access,TabICLv2,21846,10923,0.08915097913897414,0.16494371694008791,0.013848427683115005,0.0018980175955221057,0.9421404600143433,0.0024175867438316345
Bank_Customer_Churn,TabICLv2,6666,3334,0.20173219147172142,0.33007373911683396,0.026402924209833145,0.020975608378648758,0.8668266534805298,0.0010801516473293304
Bioresponse,TabICLv2,2500,1251,0.29403414476125916,0.4555665841874155,0.027677707374095917,0.03724267706274986,0.7929656505584717,0.0006286725401878357
Diabetes130US,TabICLv2,47678,23840,0.15489371120973847,0.2824036382649207,0.014189839363098145,0.0022489591501653194,0.9119966626167297,0.004418913275003433
E-CommereShippingData,TabICLv2,7332,3667,0.35900248090434045,0.5065591623659766,0.028431132435798645,0.005061151925474405,0.6877556443214417,0.0011380910873413086
Fitness_Club,TabICLv2,1000,500,0.32056439999999997,0.48803913518454145,0.03607999533414841,0.053619999438524246,0.777999997138977,0.0004910007119178772
GiveMeSomeCredit,TabICLv2,100000,50000,0.1019140472891802,0.1806992424184538,0.02271265909075737,0.0009019133867695928,0.9331600069999695,0.00825560837984085
HR_Analytics_Job_Change_of_Data_Scientists,TabICLv2,12772,6386,0.2689580827882916,0.42454615583095595,0.02133800834417343,0.00919900182634592,0.8080175518989563,0.0016604475677013397
Is-this-a-good-customer,TabICLv2,1148,575,0.18902330758946817,0.32484169403540286,0.024371705949306488,0.02928571030497551,0.8852173686027527,0.0004941150546073914
Marketing_Campaign,TabICLv2,1493,747,0.14238831886325604,0.2234736209352684,0.027815967798233032,0.020632291212677956,0.8955823183059692,0.0005125552415847778
NATICUSdroid,TabICLv2,4994,2497,0.08952102201499314,0.18134288800382461,0.02828936092555523,0.011049779132008553,0.9363235831260681,0.0008442550897598267
bank-marketing,TabICLv2,30140,15071,0.17604018520507378,0.30390561739477545,0.019400574266910553,0.011057191528379917,0.8830203413963318,0.003015037626028061
blood-transfusion-service-center,TabICLv2,498,250,0.30691871079154065,1.4931913777152515,0.043623100966215134,0.055783092975616455,0.7919999957084656,0.00040748342871665955
churn,TabICLv2,3333,1667,0.06431579695402166,0.13508578278793215,0.016441775485873222,0.009740603156387806,0.9640071988105774,0.0006915554404258728
coil2000_insurance_policies,TabICLv2,6548,3274,0.10595860917156376,0.20045736899403502,0.014273926615715027,0.003441872773692012,0.9404398202896118,0.0010122768580913544
credit-g,TabICLv2,666,334,0.33702671771804776,0.5088620592723905,0.05009792372584343,0.07329912483692169,0.7544910311698914,0.0004096962511539459
credit_card_clients_default,TabICLv2,20000,10000,0.2637319563303331,0.42096892838097294,0.015709295868873596,0.005674895364791155,0.8233000040054321,0.0022200867533683777
customer_satisfaction_in_airline,TabICLv2,86586,43294,0.060531828274298295,0.09517128798055877,0.02266695909202099,0.0013750228099524975,0.9514482617378235,0.006580844521522522
diabetes,TabICLv2,512,256,0.3053218727285989,0.46964509117017983,0.02948835864663124,0.05677613615989685,0.78515625,0.00046954303979873657
hazelnut-spread-contaminant-detection,TabICLv2,1600,800,0.06243789062499999,0.21134056776591165,0.013828124850988388,0.0057343835942447186,0.9637500047683716,0.0005219988524913788
heloc,TabICLv2,6972,3487,0.36559647254911476,0.546171942119671,0.024832285940647125,0.02603653259575367,0.7367364764213562,0.0011013001203536987
in_vehicle_coupon_recommendation,TabICLv2,8456,4228,0.31392873445478797,0.4807524277242124,0.025629252195358276,0.01779123768210411,0.7776726484298706,0.0011956579983234406
jm1,TabICLv2,7256,3629,0.26445789338806674,0.41496196293708654,0.033296965062618256,0.014194062910974026,0.8098649978637695,0.001119166612625122
kddcup09_appetency,TabICLv2,33333,16667,0.033833259295537564,0.07749743068515207,0.005578541196882725,0.0005205009365454316,0.9821803569793701,0.003286793828010559
online_shoppers_intention,TabICLv2,8220,4110,0.14502055064921143,0.23151239991399397,0.026310402899980545,0.008108483627438545,0.8999999761581421,0.001175854355096817
polish_companies_bankruptcy,TabICLv2,3940,1970,0.06088337351231914,0.09927555312071279,0.01975315809249878,0.0030817908700555563,0.9532994627952576,0.0007298178970813751
qsar-biodeg,TabICLv2,702,352,0.1747773654916512,0.7669566292864299,0.03234579414129257,0.052759718149900436,0.8977272510528564,0.00046680495142936707
seismic-bumps,TabICLv2,1722,862,0.11141806711319596,0.20648035272323348,0.019714869558811188,0.013913550414144993,0.9338747262954712,0.0005487538874149323
taiwanese_bankruptcy_prediction,TabICLv2,4546,2273,0.051558714488668736,0.08980512458944992,0.016167819499969482,0.0020758244208991528,0.967883825302124,0.0008012652397155762
APSFailure,RealTabPFN-v2.5,50666,25334,0.029252062145233276,0.04700974643568626,0.013194367289543152,0.0019121208461001515,0.9818820357322693,0.004458799958229065
Amazon_employee_access,RealTabPFN-v2.5,21846,10923,0.09033126336238413,0.16754741849773921,0.013801869004964828,0.002210726495832205,0.9421404600143433,0.002390533685684204
Bank_Customer_Churn,RealTabPFN-v2.5,6666,3334,0.19737604134504141,0.32467599400791713,0.021353814750909805,0.01908385381102562,0.8677264451980591,0.0010113157331943512
Bioresponse,RealTabPFN-v2.5,2500,1251,0.274746346922462,0.4276941161902805,0.027210235595703125,0.035187847912311554,0.798561155796051,0.0006302781403064728
Diabetes130US,RealTabPFN-v2.5,47678,23840,0.1551595644238751,0.28329947128395766,0.017309218645095825,0.0030771035235375166,0.9119966626167297,0.004327680915594101
E-CommereShippingData,RealTabPFN-v2.5,7332,3667,0.3615579723589329,0.5105669971440328,0.03031037747859955,0.005851861089468002,0.6883010864257812,0.0010694228112697601
Fitness_Club,RealTabPFN-v2.5,1000,500,0.3160448,0.4836886859137925,0.03240000084042549,0.036320000886917114,0.777999997138977,0.0004891827702522278
GiveMeSomeCredit,RealTabPFN-v2.5,100000,50000,0.1018641733810209,0.18095648806862868,0.016943685710430145,0.0018808066379278898,0.9331600069999695,0.00822959840297699
HR_Analytics_Job_Change_of_Data_Scientists,RealTabPFN-v2.5,12772,6386,0.26860647215205,0.4241298364820166,0.023661740124225616,0.009678656235337257,0.8084872961044312,0.0016696527600288391
Is-this-a-good-customer,RealTabPFN-v2.5,1148,575,0.19480019307582694,0.34178758364277834,0.02555764839053154,0.023242130875587463,0.8852173686027527,0.0005109123885631561
Marketing_Campaign,RealTabPFN-v2.5,1493,747,0.13930793289653198,0.2218234307450868,0.029442153871059418,0.03014913760125637,0.9036144614219666,0.0005478337407112122
NATICUSdroid,RealTabPFN-v2.5,4994,2497,0.09343484284703966,0.18892194954880953,0.023716457188129425,0.012640134431421757,0.9319183230400085,0.0008166059851646423
bank-marketing,RealTabPFN-v2.5,30140,15071,0.17731277664144576,0.3052887405644607,0.02012774348258972,0.0037706729490309954,0.8830203413963318,0.003282010555267334
blood-transfusion-service-center,RealTabPFN-v2.5,498,250,0.3012553542690546,0.4720170857328327,0.04530937969684601,0.10073795169591904,0.7960000038146973,0.0004095025360584259
churn,RealTabPFN-v2.5,3333,1667,0.06185703029028971,0.1251724557850504,0.014060250483453274,0.007257837802171707,0.9646070599555969,0.000680338591337204
coil2000_insurance_policies,RealTabPFN-v2.5,6548,3274,0.1058626687489418,0.20164954466364762,0.01685836911201477,0.00651346193626523,0.9404398202896118,0.0010052584111690521
credit-g,RealTabPFN-v2.5,666,334,0.33753834277199746,0.50939722986246,0.042477499693632126,0.05798511579632759,0.7514970302581787,0.0004695579409599304
credit_card_clients_default,RealTabPFN-v2.5,20000,10000,0.26375890057527296,0.42156577233141906,0.013845100998878479,0.007537126541137695,0.8235999941825867,0.0022585727274417877
customer_satisfaction_in_airline,RealTabPFN-v2.5,86586,43294,0.061601266800811114,0.09821517149416172,0.021586520597338676,0.0018372335471212864,0.9511248469352722,0.0066141895949840546
diabetes,RealTabPFN-v2.5,512,256,0.3063192053075001,0.4669150159049792,0.03638174384832382,0.06422923505306244,0.75390625,0.0004623234272003174
hazelnut-spread-contaminant-detection,RealTabPFN-v2.5,1600,800,0.07104208984374999,0.1228743109602406,0.01640624925494194,0.006679709069430828,0.9587500095367432,0.0005189068615436554
heloc,RealTabPFN-v2.5,6972,3487,0.3666715127925015,0.5471889191818496,0.023629553616046906,0.028341710567474365,0.7358760833740234,0.0009864196181297302
in_vehicle_coupon_recommendation,RealTabPFN-v2.5,8456,4228,0.3091479823828743,0.47573915929059524,0.02349572256207466,0.024904541671276093,0.7790917754173279,0.0012362226843833923
jm1,RealTabPFN-v2.5,7256,3629,0.2622081474549678,0.41514408887427195,0.020595315843820572,0.011064071208238602,0.8151005506515503,0.0010902993381023407
kddcup09_appetency,RealTabPFN-v2.5,33333,16667,0.03387746149204606,0.07703776345483844,0.007211402989923954,0.0008409296278841794,0.9821803569793701,0.0032483860850334167
online_shoppers_intention,RealTabPFN-v2.5,8220,4110,0.14637667978680385,0.23407460846357148,0.027182068675756454,0.006725877057760954,0.8973236083984375,0.0011831000447273254
polish_companies_bankruptcy,RealTabPFN-v2.5,3940,1970,0.05413182613322095,0.17105110781021185,0.017787117511034012,0.0015699556097388268,0.9604060649871826,0.0007655955851078033
qsar-biodeg,RealTabPFN-v2.5,702,352,0.1868087137116178,0.31079028099530004,0.03165584057569504,0.029264088720083237,0.8778409361839294,0.000451013445854187
seismic-bumps,RealTabPFN-v2.5,1722,862,0.10857294546702498,0.19681301443807514,0.015305070206522942,0.008361339569091797,0.9338747262954712,0.0005456767976284027
taiwanese_bankruptcy_prediction,RealTabPFN-v2.5,4546,2273,0.051432804748266725,0.08994146814280803,0.018581243231892586,0.0018067158525809646,0.967883825302124,0.0007837116718292236
APSFailure,TabICL_GPU,50666,25334,0.029853656815636686,0.05176100238943486,0.01255684345960617,0.00022719254775438458,0.9818820357322693,0.0046229735016822815
Amazon_employee_access,TabICL_GPU,21846,10923,0.08888950183051718,0.16447156084123005,0.016609780490398407,0.0010402248008176684,0.9421404600143433,0.0024549104273319244
Bank_Customer_Churn,TabICL_GPU,6666,3334,0.20550185189582282,0.3360936823599697,0.02501337230205536,0.011662928387522697,0.8635272979736328,0.0010333731770515442
Diabetes130US,TabICL_GPU,47678,23840,0.15643951624377883,0.28611602945435766,0.017546042799949646,0.002142807003110647,0.9119966626167297,0.004440225660800934
E-CommereShippingData,TabICL_GPU,7332,3667,0.35999759577446894,0.508149429722588,0.02955544739961624,0.018911490216851234,0.6896646022796631,0.0010645538568496704
Fitness_Club,TabICL_GPU,1000,500,0.314864,0.4810823613065939,0.026179984211921692,0.021080000326037407,0.7760000228881836,0.0004485808312892914
GiveMeSomeCredit,TabICL_GPU,100000,50000,0.1020753312657039,0.18119667861238112,0.017362991347908974,0.0009652834269218147,0.9331600069999695,0.008477423340082169
HR_Analytics_Job_Change_of_Data_Scientists,TabICL_GPU,12772,6386,0.26904115012412416,0.42420438226263163,0.025921396911144257,0.010564851574599743,0.8070780038833618,0.0016274861991405487
Is-this-a-good-customer,TabICL_GPU,1148,575,0.18842939827120686,0.32347913136602247,0.0214073546230793,0.01197811122983694,0.8852173686027527,0.0005069486796855927
Marketing_Campaign,TabICL_GPU,1493,747,0.14845976355576065,0.23522157153928014,0.024617481976747513,0.01331879012286663,0.898259699344635,0.0005207844078540802
NATICUSdroid,TabICL_GPU,4994,2497,0.09051954056491761,0.1858304950489586,0.02352246269583702,0.01083023939281702,0.9355226159095764,0.0008322522044181824
bank-marketing,TabICL_GPU,30140,15071,0.17780743344557134,0.3059923250842652,0.01997896283864975,0.0032454896718263626,0.8830203413963318,0.002986989915370941
blood-transfusion-service-center,TabICL_GPU,498,250,0.318156733393957,0.507494136396338,0.052859921008348465,0.10434161871671677,0.8119999766349792,0.0003962963819503784
churn,TabICL_GPU,3333,1667,0.08113777216766481,0.15684065829508922,0.01672278344631195,0.01040543895214796,0.9508098363876343,0.0006795041263103485
coil2000_insurance_policies,TabICL_GPU,6548,3274,0.10654841426341355,0.20480347697549717,0.010615340434014797,0.00272481725551188,0.9404398202896118,0.00101514533162117
credit-g,TabICL_GPU,666,334,0.334360032190136,0.5023457431570292,0.04882773011922836,0.038593098521232605,0.7604790329933167,0.0004419982433319092
credit_card_clients_default,TabICL_GPU,20000,10000,0.2647723701990493,0.42318092516532263,0.013320554047822952,0.009754899889230728,0.8227999806404114,0.002276252955198288
customer_satisfaction_in_airline,TabICL_GPU,86586,43294,0.06399725619697477,0.10349564553477256,0.023879509419202805,0.001678640954196453,0.949508011341095,0.00677991658449173
diabetes,TabICL_GPU,512,256,0.31407147896575965,0.47069946171045884,0.025122549384832382,0.06369604170322418,0.75,0.00044514238834381104
hazelnut-spread-contaminant-detection,TabICL_GPU,1600,800,0.07190078125,0.1304931811720941,0.01816406100988388,0.010374960489571095,0.9587500095367432,0.0005709044635295868
heloc,TabICL_GPU,6972,3487,0.36620289929612726,0.5465286228238325,0.023750245571136475,0.016517961397767067,0.7301405072212219,0.0011170879006385803
in_vehicle_coupon_recommendation,TabICL_GPU,8456,4228,0.3101987882870862,0.4759141138530418,0.023967355489730835,0.012620952911674976,0.7767266035079956,0.0011738426983356476
jm1,TabICL_GPU,7256,3629,0.25865655561356604,0.40942108534479815,0.016780760139226913,0.007074405439198017,0.8203361630439758,0.0010525137186050415
kddcup09_appetency,TabICL_GPU,33333,16667,0.03397361346675929,0.07815304792035335,0.0055166142992675304,0.0009157424210570753,0.9821803569793701,0.0032828524708747864
online_shoppers_intention,TabICL_GPU,8220,4110,0.14837189690494546,0.23660867990101817,0.026462964713573456,0.009891044348478317,0.8958637714385986,0.0011839047074317932
polish_companies_bankruptcy,TabICL_GPU,3940,1970,0.06532019431883834,0.15108523078004082,0.016568321734666824,0.0017637964338064194,0.9517766237258911,0.0007477588951587677
qsar-biodeg,TabICL_GPU,702,352,0.18408163265306127,0.774345791131875,0.02885553240776062,0.031087636947631836,0.8778409361839294,0.00045225396752357483
seismic-bumps,TabICL_GPU,1722,862,0.11152038136473398,0.2982540288249831,0.021840939298272133,0.00979113020002842,0.9338747262954712,0.0005414634943008423
taiwanese_bankruptcy_prediction,TabICL_GPU,4546,2273,0.05269456911637834,0.09299846790751312,0.017816413193941116,0.003281680168583989,0.967883825302124,0.000789690762758255
Amazon_employee_access,LimiX_GPU,21846,10923,0.08918861766729662,0.16652326939750664,0.019659336656332016,0.002328893169760704,0.9421404600143433,0.00240904837846756
Bank_Customer_Churn,LimiX_GPU,6666,3334,0.20120161543494838,0.3298669188470235,0.024492397904396057,0.01649225316941738,0.8653269410133362,0.0010257996618747711
Bioresponse,LimiX_GPU,2500,1251,0.2778182446043166,0.43128658330833564,0.027772963047027588,0.028882494196295738,0.7969624400138855,0.0006148740649223328
E-CommereShippingData,LimiX_GPU,7332,3667,0.36035147904781456,0.5081161786239846,0.0406903401017189,0.01744568720459938,0.6883010864257812,0.0010795816779136658
Fitness_Club,LimiX_GPU,1000,500,0.32367880000000004,0.49421354530531564,0.026399997994303703,0.040300000458955765,0.7699999809265137,0.0004695616662502289
HR_Analytics_Job_Change_of_Data_Scientists,LimiX_GPU,12772,6386,0.27066523665314807,0.42596145500686133,0.028703894466161728,0.02022569254040718,0.8056686520576477,0.0016295164823532104
Is-this-a-good-customer,LimiX_GPU,1148,575,0.1908556007888879,0.3287624356482272,0.021136736497282982,0.01393824815750122,0.8852173686027527,0.00047635287046432495
Marketing_Campaign,LimiX_GPU,1493,747,0.14126955984062503,0.22676939547564495,0.02340458519756794,0.019353080540895462,0.904953122138977,0.00048632919788360596
NATICUSdroid,LimiX_GPU,4994,2497,0.09063022999385881,0.18463437660050386,0.02164517715573311,0.013498442247509956,0.936724066734314,0.0007800720632076263
bank-marketing,LimiX_GPU,30140,15071,0.17773191038468264,0.3062891024514979,0.019266756251454353,0.006991216912865639,0.8830203413963318,0.0029820986092090607
blood-transfusion-service-center,LimiX_GPU,498,250,0.3123419558201682,0.504611405211147,0.04799182713031769,0.06987539678812027,0.7960000038146973,0.00042833760380744934
churn,LimiX_GPU,3333,1667,0.07622411405572689,0.15428540867760313,0.017061421647667885,0.008213089779019356,0.9556089043617249,0.0006959214806556702
coil2000_insurance_policies,LimiX_GPU,6548,3274,0.10531973007242812,0.19872361078748585,0.01589297130703926,0.0020755426958203316,0.9404398202896118,0.0010279566049575806
credit-g,LimiX_GPU,666,334,0.32521549379824366,2.005396576653942,0.049088407307863235,0.07112300395965576,0.796407163143158,0.0004223920404911041
credit_card_clients_default,LimiX_GPU,20000,10000,0.26559745879999996,0.42367983951252447,0.017270833253860474,0.002890900010243058,0.8222000002861023,0.0022293105721473694
diabetes,LimiX_GPU,512,256,0.30492605931890104,0.7879188548184727,0.04564950615167618,0.06020219251513481,0.75390625,0.00041345134377479553
hazelnut-spread-contaminant-detection,LimiX_GPU,1600,800,0.08337236328125,0.14149208482101605,0.02480468899011612,0.009914073161780834,0.9487500190734863,0.0005432218313217163
heloc,LimiX_GPU,6972,3487,0.36454595741966545,0.5449572193355139,0.023722052574157715,0.020484162494540215,0.7341554164886475,0.0010881461203098297
in_vehicle_coupon_recommendation,LimiX_GPU,8456,4228,0.35329722225414373,0.5315702654762035,0.03330886363983154,0.02230263501405716,0.7464522123336792,0.0011735856533050537
jm1,LimiX_GPU,7256,3629,0.2681605850266547,0.4223206463111117,0.01839272305369377,0.008867867290973663,0.8065582513809204,0.0011418014764785767
online_shoppers_intention,LimiX_GPU,8220,4110,0.14880803276776136,0.23780864931059417,0.02717897668480873,0.009121986106038094,0.8948904871940613,0.001147627830505371
polish_companies_bankruptcy,LimiX_GPU,3940,1970,0.06618826838141185,0.10886511392512727,0.018279263749718666,0.003426993265748024,0.9512690305709839,0.0007118098437786102
qsar-biodeg,LimiX_GPU,702,352,0.17601105857754906,0.7725684327411407,0.03133116662502289,0.03869808465242386,0.8920454382896423,0.0004222653806209564
seismic-bumps,LimiX_GPU,1722,862,0.10958277668689592,0.20441497328745792,0.01783725991845131,0.00990730058401823,0.9338747262954712,0.0005202628672122955
taiwanese_bankruptcy_prediction,LimiX_GPU,4546,2273,0.05255186891496481,0.1640830524619233,0.01689106971025467,0.004463345278054476,0.967883825302124,0.0008330307900905609
APSFailure,TabM_GPU,50666,25334,0.030314536340560465,0.05012918173201919,0.013684738427400589,0.0015410020714625716,0.9818820357322693,0.00464862585067749
Amazon_employee_access,TabM_GPU,21846,10923,0.09309292664453013,0.17178935724896383,0.02310623973608017,0.00430184556171298,0.9421404600143433,0.0024254210293293
Bank_Customer_Churn,TabM_GPU,6666,3334,0.20166150212313308,0.33042713249015815,0.023373760282993317,0.01450386829674244,0.8641271591186523,0.001034509390592575
Bioresponse,TabM_GPU,2500,1251,0.28631589448441247,0.4463523980752199,0.025061551481485367,0.028137490153312683,0.7937650084495544,0.0005950592458248138
Diabetes130US,TabM_GPU,47678,23840,0.1549451561253865,0.2823990484457544,0.014286022633314133,0.0036635485012084246,0.9119966626167297,0.004328746348619461
E-CommereShippingData,TabM_GPU,7332,3667,0.36098464984838147,0.5100024351705691,0.03519298508763313,0.022990234196186066,0.6904826760292053,0.001111295074224472
Fitness_Club,TabM_GPU,1000,500,0.32372159999999994,0.4932058763286159,0.026760002598166466,0.03420000150799751,0.7620000243186951,0.0004749894142150879
GiveMeSomeCredit,TabM_GPU,100000,50000,0.1019708430428,0.1809652792985502,0.019348958507180214,0.0012356099905446172,0.9331600069999695,0.008842833340168
HR_Analytics_Job_Change_of_Data_Scientists,TabM_GPU,12772,6386,0.271701300661273,0.4271016217967507,0.028110750019550323,0.019617149606347084,0.8066082000732422,0.0016650184988975525
Is-this-a-good-customer,TabM_GPU,1148,575,0.1930805614073539,0.33203523782895744,0.03169927000999451,0.029077837243676186,0.8852173686027527,0.0005339905619621277
Marketing_Campaign,TabM_GPU,1493,747,0.143377536122633,0.2273804757649769,0.025488976389169693,0.022789154201745987,0.898259699344635,0.0005098804831504822
NATICUSdroid,TabM_GPU,4994,2497,0.0925925870292386,0.15639922472485504,0.030997145920991898,0.016469256952404976,0.9359230995178223,0.0008200332522392273
bank-marketing,TabM_GPU,30140,15071,0.1771035675151871,0.30525240466352793,0.018231112509965897,0.0033055217936635017,0.8830203413963318,0.003092154860496521
blood-transfusion-service-center,TabM_GPU,498,250,0.30245025065489184,0.47968332301175126,0.035030387341976166,0.04987447336316109,0.8040000200271606,0.000434141606092453
churn,TabM_GPU,3333,1667,0.07268042433097961,0.15303878207257207,0.016917716711759567,0.01275344006717205,0.9598080515861511,0.0006869286298751831
coil2000_insurance_policies,TabM_GPU,6548,3274,0.10628329938771267,0.2045497074230301,0.016973890364170074,0.009082971140742302,0.9404398202896118,0.0010032206773757935
credit-g,TabM_GPU,666,334,0.33762484751229027,0.5120217975705901,0.06319990754127502,0.048988182097673416,0.7455089688301086,0.00045204535126686096
credit_card_clients_default,TabM_GPU,20000,10000,0.2655783057,0.4234854967922529,0.014534153044223785,0.010256700217723846,0.8223000168800354,0.0022195614874362946
customer_satisfaction_in_airline,TabM_GPU,86586,43294,0.06024782998565421,0.09466218301556602,0.022577453404664993,0.0007728643249720335,0.9512172341346741,0.006560944020748138
diabetes,TabM_GPU,512,256,0.35714882699729733,0.5362569778199322,0.058287374675273895,0.1042020171880722,0.765625,0.00045643746852874756
hazelnut-spread-contaminant-detection,TabM_GPU,1600,800,0.11522783203124998,0.18949914554720448,0.024492187425494194,0.011960961855947971,0.925000011920929,0.0005358569324016571
heloc,TabM_GPU,6972,3487,0.36746400751615244,0.5479533583420209,0.023405253887176514,0.01775186136364937,0.7212503552436829,0.001064155250787735
in_vehicle_coupon_recommendation,TabM_GPU,8456,4228,0.30125667438555837,0.4647230729791432,0.0331730991601944,0.022217774763703346,0.785950779914856,0.0011793039739131927
jm1,TabM_GPU,7256,3629,0.2722804079209583,0.4316094398780559,0.018399007618427277,0.010861408896744251,0.8065582513809204,0.001093149185180664
kddcup09_appetency,TabM_GPU,33333,16667,0.033926603621848246,0.07754048845275821,0.00600135512650013,0.0004536024061962962,0.9821803569793701,0.0033156760036945343
online_shoppers_intention,TabM_GPU,8220,4110,0.14792091225183063,0.23731267761605002,0.026120489463210106,0.009058700874447823,0.8963503837585449,0.0011385530233383179
polish_companies_bankruptcy,TabM_GPU,3940,1970,0.06789840077129003,0.11039610261992724,0.019763458520174026,0.006343928165733814,0.9451776742935181,0.0007436051964759827
qsar-biodeg,TabM_GPU,702,352,0.1834230055658627,0.7804372663600758,0.03656655550003052,0.039448030292987823,0.875,0.0004404783248901367
seismic-bumps,TabM_GPU,1722,862,0.11326900813542715,0.20891652384157428,0.015499373897910118,0.00530665647238493,0.9338747262954712,0.0005485154688358307
