dataset,model,cal_size,test_size,Isotonic_brier,Isotonic_logloss,Isotonic_kuiper,Isotonic_ece-15,Isotonic_accuracy,Isotonic_time
Is-this-a-good-customer,TabM_GPU,1148,575,0.19488983099611498,0.33446612383776053,0.03248745948076248,0.03951762244105339,0.8852173686027527,0.0073470770148560405
Marketing_Campaign,TabM_GPU,1493,747,0.14484647561865696,0.22749436256589115,0.017424900084733963,0.030939429998397827,0.8955823183059692,0.00750249600969255
NATICUSdroid,TabM_GPU,4994,2497,0.08438837941752937,0.2737901570968649,0.006790421903133392,0.015049329027533531,0.9399279356002808,0.010275270091369748
bank-marketing,TabM_GPU,30140,15071,0.17210437613135243,0.3000051924359874,0.009610937908291817,0.006730175577104092,0.8936367630958557,0.034003552980721
blood-transfusion-service-center,TabM_GPU,498,250,0.3059500282790258,0.49327305828397117,0.04164017364382744,0.08127594739198685,0.8080000281333923,0.006595041020773351
churn,TabM_GPU,3333,1667,0.06570162457150504,0.13745508506012766,0.013445901684463024,0.014405930414795876,0.9616076946258545,0.009281567065045238
coil2000_insurance_policies,TabM_GPU,6548,3274,0.10625554931073289,0.20344889643935232,0.00818493403494358,0.009184928610920906,0.9404398202896118,0.01246216194704175
credit-g,TabM_GPU,666,334,0.3387467759747661,0.516811869794121,0.04816854000091553,0.06637277454137802,0.742514967918396,0.00646064302418381
credit_card_clients_default,TabM_GPU,20000,10000,0.2639879322994976,0.4216455624319523,0.010876931250095367,0.013577263802289963,0.8233000040054321,0.0250248130178079
customer_satisfaction_in_airline,TabM_GPU,86586,43294,0.052568547823208564,0.0848695764353737,0.0016805566847324371,0.002961291465908289,0.9624890089035034,0.08141591399908066
diabetes,TabM_GPU,512,256,0.3493923200633208,0.5258749414330797,0.05370764806866646,0.09562655538320541,0.765625,0.006916208076290786
hazelnut-spread-contaminant-detection,TabM_GPU,1600,800,0.11056852871726765,0.28693552078741613,0.014841302298009396,0.019186483696103096,0.925000011920929,0.007295301998965442
heloc,TabM_GPU,6972,3487,0.3660591571047113,0.5702491868962152,0.01543404906988144,0.020931245759129524,0.7252652645111084,0.012902493006549776
in_vehicle_coupon_recommendation,TabM_GPU,8456,4228,0.30037655128755536,0.4824658842653223,0.023995935916900635,0.02692628651857376,0.7835856080055237,0.013712856103666127
jm1,TabM_GPU,7256,3629,0.2712782481721604,0.43106878239058183,0.01272192969918251,0.010011034086346626,0.8120694160461426,0.012934180907905102
kddcup09_appetency,TabM_GPU,33333,16667,0.03351289701885174,0.07642002698969501,0.002551126293838024,0.0004268476041033864,0.9821803569793701,0.037428985000588
online_shoppers_intention,TabM_GPU,8220,4110,0.1423763698938994,0.2476905848650075,0.010440632700920105,0.00971871055662632,0.9014598727226257,0.014110794058069587
polish_companies_bankruptcy,TabM_GPU,3940,1970,0.04122026326623263,0.07697121917305495,0.009671829640865326,0.01155916415154934,0.972588837146759,0.009929963969625533
qsar-biodeg,TabM_GPU,702,352,0.18290179591979588,0.5453663608580567,0.033967386931180954,0.043071199208498,0.8806818127632141,0.006594183971174061
seismic-bumps,TabM_GPU,1722,862,0.11292368673270524,0.21064691556660378,0.017851978540420532,0.012765388004481792,0.9338747262954712,0.00976936100050807
taiwanese_bankruptcy_prediction,TabM_GPU,4546,2273,0.04500751684260048,0.08290199999154921,0.007030108943581581,0.008455432020127773,0.9736031889915466,0.010329051990993321
APSFailure,RealMLP_GPU,50666,25334,0.010882110889559485,0.022843692589098148,0.0007198461680673063,0.001300881733186543,0.9927765130996704,0.05269681697245687
Amazon_employee_access,RealMLP_GPU,21846,10923,0.07947068498734615,0.15112817151328053,0.005888896994292736,0.007788296788930893,0.9504714608192444,0.025422570994123816
Bank_Customer_Churn,RealMLP_GPU,6666,3334,0.19881881454937453,0.32435640942290755,0.011406966485083103,0.019075559452176094,0.86652672290802,0.012140857987105846
Bioresponse,RealMLP_GPU,2500,1251,0.2805450326086437,0.4382853301672553,0.022944122552871704,0.042898889631032944,0.7993605136871338,0.008231671992689371
Diabetes130US,RealMLP_GPU,47678,23840,0.15304634574907688,0.27870760622562346,0.0077598243951797485,0.006137115880846977,0.9119547009468079,0.05148722301237285
E-CommereShippingData,RealMLP_GPU,7332,3667,0.3585770565953328,0.5020568248829574,0.02640472911298275,0.03054853342473507,0.6722115874290466,0.013138006906956434
