dataset,model,cal_size,test_size,CB-monotone_brier,CB-monotone_logloss,CB-monotone_kuiper,CB-monotone_ece-15,CB-monotone_accuracy,CB-monotone_time
blood-transfusion-service-center,TabPFN-v2.6,498,250,0.3117272345409741,0.4945693664861263,0.0499986968934536,0.0831429585814476,0.7879999876022339,0.17227303236722946
churn,TabPFN-v2.6,3333,1667,0.059321381104614115,0.12136328073647122,0.00850352831184864,0.018499484285712242,0.9646070599555969,0.205570288002491
coil2000_insurance_policies,TabPFN-v2.6,6548,3274,0.1054927996215053,0.20031624836926776,0.0072917640209198,0.007543193642050028,0.9404398202896118,0.2585776224732399
credit-g,TabPFN-v2.6,666,334,0.3379654131213414,0.5075955693803733,0.04769408702850342,0.06913156807422638,0.7455089688301086,0.17596322670578957
credit_card_clients_default,TabPFN-v2.6,20000,10000,0.2627536219910248,0.4198595397013958,0.006651055067777634,0.008423792198300362,0.8234000205993652,0.40568002685904503
customer_satisfaction_in_airline,TabPFN-v2.6,86586,43294,0.05278604262264937,0.08422221220268168,0.001207185909152031,0.002720577409490943,0.9628354907035828,1.1219002418220043
diabetes,TabPFN-v2.6,512,256,0.31038463642968694,0.46912244518760904,0.025640234351158142,0.0834902673959732,0.78125,0.1710268259048462
hazelnut-spread-contaminant-detection,TabPFN-v2.6,1600,800,0.06563938010900826,0.11920416960916252,0.012241199612617493,0.016976848244667053,0.9612500071525574,0.18360261991620064
heloc,TabPFN-v2.6,6972,3487,0.3629806987347541,0.5426205999478734,0.01333964616060257,0.020759189501404762,0.7335819005966187,0.2612292245030403
in_vehicle_coupon_recommendation,TabPFN-v2.6,8456,4228,0.2986850538074745,0.461689969166835,0.014126628637313843,0.0270681232213974,0.789262056350708,0.2845945656299591
jm1,TabPFN-v2.6,7256,3629,0.257973092986282,0.41122617550941404,0.009942879900336266,0.017672915011644363,0.8233672976493835,0.2651987001299858
kddcup09_appetency,TabPFN-v2.6,33333,16667,0.03332896521884322,0.07532288875239902,0.002001292072236538,0.0007144166738726199,0.9821803569793701,0.542361456900835
online_shoppers_intention,TabPFN-v2.6,8220,4110,0.13897958159829113,0.2231362268513974,0.007853711023926735,0.010717838071286678,0.9017031788825989,0.2797701843082905
polish_companies_bankruptcy,TabPFN-v2.6,3940,1970,0.024379644375474796,0.050549402807326456,0.0036329778376966715,0.0061648087576031685,0.9862943887710571,0.217694953083992
qsar-biodeg,TabPFN-v2.6,702,352,0.18608818172052002,0.31177079436128347,0.028245488181710243,0.039739906787872314,0.8778409361839294,0.17790811508893967
seismic-bumps,TabPFN-v2.6,1722,862,0.10989197290991025,0.20264662655945978,0.011188879609107971,0.011523814871907234,0.9338747262954712,0.18706705421209335
taiwanese_bankruptcy_prediction,TabPFN-v2.6,4546,2273,0.04350642226479524,0.07828662994320175,0.005476692691445351,0.007128546014428139,0.9722833037376404,0.21974671632051468
APSFailure,TabICLv2,50666,25334,0.008007655264946045,0.014592319644155844,0.0008153512608259916,0.0008399644284509122,0.9947106838226318,0.668963648378849
Amazon_employee_access,TabICLv2,21846,10923,0.08105894512594798,0.15563659857400888,0.0023405486717820168,0.003349981037899852,0.9484573602676392,0.4233558252453804
Bank_Customer_Churn,TabICLv2,6666,3334,0.19699027664625662,0.3218417045531013,0.010825921781361103,0.024191102012991905,0.8674265146255493,0.2602570094168186
Bioresponse,TabICLv2,2500,1251,0.29122366503695285,0.45151577079019767,0.02869795821607113,0.04923717677593231,0.7993605136871338,0.20826861634850502
Diabetes130US,TabICLv2,47678,23840,0.15409066604214516,0.28108787887102027,0.004133995622396469,0.0057745869271457195,0.9119966626167297,0.6943847574293613
E-CommereShippingData,TabICLv2,7332,3667,0.35425078264553017,0.4954936060336994,0.0119762122631073,0.0054973335936665535,0.6891191601753235,0.26729127019643784
Fitness_Club,TabICLv2,1000,500,0.31482072278035717,0.4787364590894019,0.021387979388237,0.05602677911520004,0.777999997138977,0.18373364582657814
GiveMeSomeCredit,TabICLv2,100000,50000,0.0974288161640964,0.17561927535462227,0.001537822186946869,0.002763127675279975,0.9380000233650208,1.288910735398531
HR_Analytics_Job_Change_of_Data_Scientists,TabICLv2,12772,6386,0.2671209384743947,0.42166791708964146,0.010273493826389313,0.01293229777365923,0.8086439371109009,0.337443258613348
Is-this-a-good-customer,TabICLv2,1148,575,0.1903564727413473,0.3226823094753084,0.015161361545324326,0.028168419376015663,0.8782608509063721,0.18059037625789642
