dataset,model,cal_size,test_size,Affine_brier,Affine_logloss,Affine_kuiper,Affine_ece-15,Affine_accuracy,Affine_time
jm1,TabM_GPU,7256,3629,0.2713975859622103,0.43061586950642194,0.00894660223275423,0.01659199222922325,0.8098649978637695,0.006058645434677601
kddcup09_appetency,TabM_GPU,33333,16667,0.03356920361842357,0.07653263498216369,0.0012140627950429916,0.0008583742892369628,0.9821803569793701,0.017755376175045967
online_shoppers_intention,TabM_GPU,8220,4110,0.1417528143516076,0.22775301263913747,0.00651986338198185,0.009858495555818081,0.9014598727226257,0.005730926990509033
polish_companies_bankruptcy,TabM_GPU,3940,1970,0.0399910414981321,0.07624004102041558,0.008714995346963406,0.01441881526261568,0.9746192693710327,0.004031715914607048
qsar-biodeg,TabM_GPU,702,352,0.18409922434423,0.3124784755236465,0.032551977783441544,0.052235908806324005,0.8892045617103577,0.0027654245495796204
seismic-bumps,TabM_GPU,1722,862,0.11218561418527197,0.20747265667115083,0.012161236256361008,0.016658440232276917,0.9338747262954712,0.0032193511724472046
taiwanese_bankruptcy_prediction,TabM_GPU,4546,2273,0.04439837912159236,0.08205667112493768,0.0060767317190766335,0.010244552046060562,0.9714034199714661,0.004580705426633358
APSFailure,RealMLP_GPU,50666,25334,0.01082353330254953,0.019720826975721473,0.0009518149308860302,0.0016247963067144156,0.9928159713745117,0.02179594524204731
Amazon_employee_access,RealMLP_GPU,21846,10923,0.08064042842147956,0.15306571413463438,0.008042953908443451,0.014089586213231087,0.9489151239395142,0.009885520674288273
Bank_Customer_Churn,RealMLP_GPU,6666,3334,0.19757140412586385,0.322980255967022,0.00794917531311512,0.01789095625281334,0.8689262270927429,0.005667407996952534
Bioresponse,RealMLP_GPU,2500,1251,0.28199208987075547,0.44064036394966016,0.029741086065769196,0.05316369980573654,0.8017585873603821,0.003670264035463333
Diabetes130US,RealMLP_GPU,47678,23840,0.15314115531045283,0.27875767764082876,0.004429497290402651,0.007514162454754114,0.9119966626167297,0.02668343298137188
E-CommereShippingData,RealMLP_GPU,7332,3667,0.35659229017430816,0.5016840813589938,0.01666468009352684,0.025178292766213417,0.6855740547180176,0.0053627220913767815
Fitness_Club,RealMLP_GPU,1000,500,0.316478898956835,0.48457683191558876,0.014024564996361732,0.0384039506316185,0.7739999890327454,0.0026133349165320396
GiveMeSomeCredit,RealMLP_GPU,100000,50000,0.09728431527054174,0.17576306218721638,0.001063628471456468,0.002757814945653081,0.9382200241088867,0.036535521037876606
HR_Analytics_Job_Change_of_Data_Scientists,RealMLP_GPU,12772,6386,0.2715991606684896,0.4265866587886901,0.01055406779050827,0.01545021589845419,0.8009708523750305,0.007989560253918171
Is-this-a-good-customer,RealMLP_GPU,1148,575,0.1863905165535481,0.3165825455876964,0.013805314898490906,0.01682906225323677,0.8852173686027527,0.0032138191163539886
Marketing_Campaign,RealMLP_GPU,1493,747,0.1476754084079776,0.23652675229766743,0.011143671348690987,0.034036725759506226,0.8969210386276245,0.003087112680077553
NATICUSdroid,RealMLP_GPU,4994,2497,0.08304071711254396,0.1410679461990229,0.005272067151963711,0.010563252493739128,0.9431317448616028,0.004905831068754196
bank-marketing,RealMLP_GPU,30140,15071,0.1714803463167945,0.29929268761269895,0.004706166218966246,0.008954680524766445,0.8941676020622253,0.015450160950422287
blood-transfusion-service-center,RealMLP_GPU,498,250,0.30482297745270526,0.4873904933220903,0.032273925840854645,0.0643865242600441,0.800000011920929,0.002714681439101696
churn,RealMLP_GPU,3333,1667,0.071167684139616,0.15130197621251526,0.026831164956092834,0.03404299169778824,0.962207555770874,0.003936690278351307
coil2000_insurance_policies,RealMLP_GPU,6548,3274,0.10553799647695408,0.20113596800995243,0.00441201776266098,0.00537302577868104,0.9404398202896118,0.005978002212941647
credit-g,RealMLP_GPU,666,334,0.32590611331266245,0.49871916236909686,0.05668226256966591,0.06352489441633224,0.772455096244812,0.0029391804710030556
