dataset,model,cal_size,test_size,ETS_brier,ETS_logloss,ETS_kuiper,ETS_ece-15,ETS_accuracy,ETS_time
Is-this-a-good-customer,TabICL_GPU,1148,575,0.18723856644951156,0.31965374093176496,0.015109725296497345,0.022758781909942627,0.886956512928009,0.004511874169111252
Marketing_Campaign,TabICL_GPU,1493,747,0.14295042146745598,0.23022029855117448,0.016871921718120575,0.0416649654507637,0.904953122138977,0.0049905069172382355
NATICUSdroid,TabICL_GPU,4994,2497,0.07891401908628372,0.13670692164174703,0.004898518789559603,0.008101020008325577,0.9467360973358154,0.010292306542396545
bank-marketing,TabICL_GPU,30140,15071,0.17212959489897256,0.29998229298101997,0.004407722037285566,0.008680898696184158,0.8939021825790405,0.060689378529787064
blood-transfusion-service-center,TabICL_GPU,498,250,0.3138309566477227,0.4968131420104534,0.050621069967746735,0.10261215269565582,0.7879999876022339,0.009564917534589767
churn,TabICL_GPU,3333,1667,0.0667531379904398,0.13542123910498546,0.007954005151987076,0.011412778869271278,0.9604079127311707,0.009898565709590912
coil2000_insurance_policies,TabICL_GPU,6548,3274,0.10568512819796841,0.20276670199617927,0.005843076854944229,0.00339848967269063,0.9404398202896118,0.01943366229534149
credit-g,TabICL_GPU,666,334,0.3332341459250043,0.5029782295116475,0.03250109404325485,0.07578268647193909,0.7634730339050293,0.0038399435579776764
credit_card_clients_default,TabICL_GPU,20000,10000,0.263488754345493,0.4210143904353699,0.0052518052980303764,0.01210075058043003,0.8216000199317932,0.07391684874892235
customer_satisfaction_in_airline,TabICL_GPU,86586,43294,0.05710018405027359,0.09136785416983323,0.0016214778879657388,0.003434832440689206,0.9597172737121582,0.14625929668545723
diabetes,TabICL_GPU,512,256,0.3100481493757347,0.46764715823614333,0.01963571086525917,0.06721088290214539,0.76171875,0.010130248963832855
hazelnut-spread-contaminant-detection,TabICL_GPU,1600,800,0.06629525342087421,0.11929565302183753,0.007078475784510374,0.020834559574723244,0.9587500095367432,0.00521329790353775
heloc,TabICL_GPU,6972,3487,0.36510977197773853,0.5452396322279368,0.011044241487979889,0.01683102361857891,0.7310008406639099,0.031831808388233185
in_vehicle_coupon_recommendation,TabICL_GPU,8456,4228,0.3072760940639922,0.47148465932138395,0.009386435151100159,0.025138990953564644,0.7781456708908081,0.01610494777560234
jm1,TabICL_GPU,7256,3629,0.25591353089418395,0.4078078643260806,0.007804561406373978,0.014033075422048569,0.8241940140724182,0.024027280509471893
kddcup09_appetency,TabICL_GPU,33333,16667,0.03404924804892907,0.08008134295321033,0.005952389910817146,0.005008692387491465,0.9821803569793701,0.06597637757658958
online_shoppers_intention,TabICL_GPU,8220,4110,0.1411669901172278,0.22556421770663196,0.006153048016130924,0.009569451212882996,0.9002432823181152,0.015429843217134476
polish_companies_bankruptcy,TabICL_GPU,3940,1970,0.04245333402481889,0.08118734611514149,0.005862084217369556,0.01149556040763855,0.9705584049224854,0.019591163843870163
qsar-biodeg,TabICL_GPU,702,352,0.17324029556522233,0.2971547908238245,0.030432038009166718,0.03960032761096954,0.8892045617103577,0.004274673759937286
seismic-bumps,TabICL_GPU,1722,862,0.11070596589395093,0.2044807919581578,0.01045338436961174,0.021075613796710968,0.9338747262954712,0.016414720565080643
taiwanese_bankruptcy_prediction,TabICL_GPU,4546,2273,0.04423071470036357,0.08080745119529582,0.005521463230252266,0.007785656489431858,0.9722833037376404,0.022793758660554886
Amazon_employee_access,LimiX_GPU,21846,10923,0.0844392484241665,0.16211189483442298,0.008157601580023766,0.013167077675461769,0.9470841288566589,0.03130277991294861
Bank_Customer_Churn,LimiX_GPU,6666,3334,0.19672467951625125,0.32215047029667465,0.009395670145750046,0.016211722046136856,0.8677264451980591,0.030745677649974823
Bioresponse,LimiX_GPU,2500,1251,0.2746134280806393,0.42515748067511366,0.020548328757286072,0.03446248173713684,0.7977617979049683,0.01731286570429802
E-CommereShippingData,LimiX_GPU,7332,3667,0.3541589177789902,0.4948503549409004,0.010046439245343208,0.00523464335128665,0.6891191601753235,0.014231830835342407
Fitness_Club,LimiX_GPU,1000,500,0.31504241120600274,0.47968260467087054,0.017517102882266045,0.0420110747218132,0.7720000147819519,0.01063469797372818
HR_Analytics_Job_Change_of_Data_Scientists,LimiX_GPU,12772,6386,0.26884822744721476,0.42331359578004374,0.011698998510837555,0.016856461763381958,0.8011274933815002,0.049797479063272476
Is-this-a-good-customer,LimiX_GPU,1148,575,0.18812818357979702,0.3223334744224572,0.010476700961589813,0.024689750745892525,0.8852173686027527,0.0046229287981987
Marketing_Campaign,LimiX_GPU,1493,747,0.13255409179053101,0.21491572945139067,0.01640397496521473,0.02985418029129505,0.9076305031776428,0.005490634590387344
NATICUSdroid,LimiX_GPU,4994,2497,0.08479332674639502,0.1450842782019159,0.008993166498839855,0.011185315437614918,0.9435322284698486,0.012720245867967606
bank-marketing,LimiX_GPU,30140,15071,0.1717290238075403,0.2993998359796649,0.006043670699000359,0.00887095183134079,0.8943003416061401,0.04820047691464424
blood-transfusion-service-center,LimiX_GPU,498,250,0.303031786932745,0.481846855204947,0.049468930810689926,0.07204808294773102,0.7960000038146973,0.009696479886770248
churn,LimiX_GPU,3333,1667,0.06574627602214521,0.13465016027942564,0.007341975346207619,0.010737848468124866,0.9604079127311707,0.010727010667324066
coil2000_insurance_policies,LimiX_GPU,6548,3274,0.1048737370600769,0.19772808042285034,0.004632946103811264,0.005902449134737253,0.9404398202896118,0.036526892334222794
credit-g,LimiX_GPU,666,334,0.3114895256899612,0.4770974521915308,0.04094678908586502,0.052775319665670395,0.7994012236595154,0.003848642110824585
credit_card_clients_default,LimiX_GPU,20000,10000,0.2640456732668952,0.4215148129410651,0.007805103436112404,0.009922767989337444,0.8216000199317932,0.045609381049871445
diabetes,LimiX_GPU,512,256,0.3107494960387799,0.46948359494661196,0.027119599282741547,0.0500517338514328,0.75390625,0.010261692106723785
hazelnut-spread-contaminant-detection,LimiX_GPU,1600,800,0.0725125328060075,0.13008276672239216,0.010281205177307129,0.02747226320207119,0.9549999833106995,0.006582267582416534
heloc,LimiX_GPU,6972,3487,0.36269201267447493,0.5426182333274829,0.016324494034051895,0.024732310324907303,0.7338686585426331,0.03514331579208374
in_vehicle_coupon_recommendation,LimiX_GPU,8456,4228,0.3518786564776459,0.5301132772239139,0.015735268592834473,0.02646419033408165,0.745742678642273,0.02516043186187744
jm1,LimiX_GPU,7256,3629,0.26664569230397844,0.42207570176822445,0.013169260695576668,0.01836017519235611,0.8131716847419739,0.013817969709634781
online_shoppers_intention,LimiX_GPU,8220,4110,0.14271419542628433,0.22890847456719923,0.007364383898675442,0.01475003082305193,0.8987834453582764,0.03339825198054314
polish_companies_bankruptcy,LimiX_GPU,3940,1970,0.057944500258367365,0.09953393580540398,0.01638069376349449,0.02010868303477764,0.9573603868484497,0.008805662393569946
qsar-biodeg,LimiX_GPU,702,352,0.17081299391546156,0.2960984184428802,0.02700641006231308,0.051437802612781525,0.8920454382896423,0.010505560785531998
seismic-bumps,LimiX_GPU,1722,862,0.10873313576036292,0.20358856908270673,0.011127641424536705,0.011243005283176899,0.9338747262954712,0.017934121191501617
taiwanese_bankruptcy_prediction,LimiX_GPU,4546,2273,0.04373344783585104,0.08016745856007156,0.005309028550982475,0.00791624654084444,0.9718433618545532,0.020428620278835297
APSFailure,TabM_GPU,50666,25334,0.008965536246953525,0.016942792291195587,0.0008393307216465473,0.0014506643638014793,0.9940396547317505,0.09447125717997551
Amazon_employee_access,TabM_GPU,21846,10923,0.09291740892001288,0.17596416103124232,0.018463648855686188,0.02725023590028286,0.9421404600143433,0.031778328120708466
Bank_Customer_Churn,TabM_GPU,6666,3334,0.1959566696307123,0.32068509029931663,0.0063127754256129265,0.01588439755141735,0.86652672290802,0.011778518557548523
Bioresponse,TabM_GPU,2500,1251,0.28367321255792066,0.4423708217509029,0.02151934802532196,0.035050954669713974,0.79536372423172,0.01647772639989853
Diabetes130US,TabM_GPU,47678,23840,0.15524415323816448,0.2833472245325699,0.007450487464666367,0.012157060205936432,0.9119966626167297,0.06536522880196571
E-CommereShippingData,TabM_GPU,7332,3667,0.3573947898549506,0.5005232305737244,0.01896190270781517,0.02683383785188198,0.6839378476142883,0.01913195475935936
Fitness_Club,TabM_GPU,1000,500,0.315043683350308,0.4809087985195361,0.022277796640992165,0.044428348541259766,0.7739999890327454,0.0046538375318050385
GiveMeSomeCredit,TabM_GPU,100000,50000,0.0968744668826992,0.1751417268915222,0.0015940169105306268,0.0036370395682752132,0.9387199878692627,0.12829957529902458
HR_Analytics_Job_Change_of_Data_Scientists,TabM_GPU,12772,6386,0.2707481726253905,0.4259052574594975,0.011527970433235168,0.023022936657071114,0.8022236227989197,0.05179408937692642
Is-this-a-good-customer,TabM_GPU,1148,575,0.19363061643727023,0.33047147362657786,0.018918946385383606,0.045072395354509354,0.8799999952316284,0.011821243911981583
Marketing_Campaign,TabM_GPU,1493,747,0.14359269352016488,0.22806458659086754,0.01882042922079563,0.038147296756505966,0.8955823183059692,0.014140892773866653
NATICUSdroid,TabM_GPU,4994,2497,0.08456276934398484,0.1431811098829646,0.008123930543661118,0.01685972698032856,0.9411293268203735,0.022917989641427994
bank-marketing,TabM_GPU,30140,15071,0.17196750486820678,0.2996506612333275,0.0043061585165560246,0.007212822325527668,0.8941676020622253,0.042068444192409515
blood-transfusion-service-center,TabM_GPU,498,250,0.3141162722924943,0.4971367358560115,0.055653370916843414,0.10768606513738632,0.7919999957084656,0.0036067962646484375
churn,TabM_GPU,3333,1667,0.06732308990817021,0.1419800880590757,0.012222770601511002,0.019215090200304985,0.9634073376655579,0.009785555303096771
coil2000_insurance_policies,TabM_GPU,6548,3274,0.10621602858247621,0.2028961972760717,0.008434653282165527,0.010505881160497665,0.9404398202896118,0.020678076893091202
credit-g,TabM_GPU,666,334,0.3269764508873053,0.496379281505847,0.030699484050273895,0.056009113788604736,0.7604790329933167,0.0037123076617717743
credit_card_clients_default,TabM_GPU,20000,10000,0.2634242891564877,0.4206066474766335,0.006183817982673645,0.009658747352659702,0.8234000205993652,0.033356837928295135
customer_satisfaction_in_airline,TabM_GPU,86586,43294,0.0524635798885891,0.08293646121523864,0.0012061912566423416,0.002757587004452944,0.9624890089035034,0.15053892508149147
diabetes,TabM_GPU,512,256,0.3275906810780833,0.493669943005481,0.05197741091251373,0.09652532637119293,0.75390625,0.006559915840625763
hazelnut-spread-contaminant-detection,TabM_GPU,1600,800,0.10582232620197499,0.17801668509891688,0.00979679822921753,0.020807335153222084,0.925000011920929,0.015010423958301544
heloc,TabM_GPU,6972,3487,0.36595569717895987,0.5458474790062455,0.016197748482227325,0.020630672574043274,0.7298537492752075,0.01749778911471367
in_vehicle_coupon_recommendation,TabM_GPU,8456,4228,0.3006386868933261,0.4630544086319985,0.01870252564549446,0.02287939563393593,0.7857142686843872,0.040285874158144
jm1,TabM_GPU,7256,3629,0.27141990106564307,0.4304795229775423,0.011325524188578129,0.017396187409758568,0.814549446105957,0.03482987731695175
kddcup09_appetency,TabM_GPU,33333,16667,0.03359643636967968,0.07667933929674069,0.0015534646809101105,0.0017694411799311638,0.9821803569793701,0.053335972130298615
online_shoppers_intention,TabM_GPU,8220,4110,0.14176703094845503,0.2278413713980769,0.005919186398386955,0.0111973462626338,0.9017031788825989,0.019460216164588928
polish_companies_bankruptcy,TabM_GPU,3940,1970,0.040517845338360656,0.07685656990410038,0.013095506466925144,0.015793055295944214,0.9746192693710327,0.008942864835262299
qsar-biodeg,TabM_GPU,702,352,0.18115116081662525,0.30571154366273756,0.02464260905981064,0.04882542043924332,0.8806818127632141,0.009879220277071
seismic-bumps,TabM_GPU,1722,862,0.11179549979031415,0.2069841119282651,0.014274852350354195,0.0164768286049366,0.9327146410942078,0.00480617955327034
taiwanese_bankruptcy_prediction,TabM_GPU,4546,2273,0.044557673013863194,0.08215058257970773,0.005212863907217979,0.009629121981561184,0.9714034199714661,0.008613236248493195
APSFailure,RealMLP_GPU,50666,25334,0.011041645425148508,0.019917227551159624,0.0017801278736442327,0.002053567674010992,0.992697536945343,0.09463638439774513
Amazon_employee_access,RealMLP_GPU,21846,10923,0.07907134675473786,0.15109324494754467,0.006563358008861542,0.008003178052604198,0.9502883553504944,0.039824046194553375
Bank_Customer_Churn,RealMLP_GPU,6666,3334,0.19901966410725797,0.32551748785015444,0.018359994515776634,0.024484386667609215,0.8662267327308655,0.013578619807958603
Bioresponse,RealMLP_GPU,2500,1251,0.2781798819386764,0.4359088150306609,0.026108667254447937,0.035337742418050766,0.8025579452514648,0.017083607614040375
Diabetes130US,RealMLP_GPU,47678,23840,0.153449771342676,0.2794329586650331,0.0063502490520477295,0.009850007481873035,0.911912739276886,0.06446589156985283
E-CommereShippingData,RealMLP_GPU,7332,3667,0.35692955248623637,0.5042735606821058,0.01826212927699089,0.02823217771947384,0.6872102618217468,0.014550182968378067
Fitness_Club,RealMLP_GPU,1000,500,0.317356278650611,0.4855932319000455,0.020558014512062073,0.048470549285411835,0.7739999890327454,0.007110416889190674
GiveMeSomeCredit,RealMLP_GPU,100000,50000,0.09731985980014018,0.17583568253074858,0.0016060322523117065,0.003362989518791437,0.9382200241088867,0.1264553926885128
HR_Analytics_Job_Change_of_Data_Scientists,RealMLP_GPU,12772,6386,0.2722198051599082,0.4271963266428402,0.015216216444969177,0.022399812936782837,0.7989351749420166,0.027717620134353638
Is-this-a-good-customer,RealMLP_GPU,1148,575,0.18821868171489936,0.31881168192856496,0.018420908600091934,0.03334224224090576,0.8799999952316284,0.011927798390388489
Marketing_Campaign,RealMLP_GPU,1493,747,0.14914163825314308,0.239787322088155,0.01473266538232565,0.035809773951768875,0.8888888955116272,0.0044844187796115875
NATICUSdroid,RealMLP_GPU,4994,2497,0.0833884871811672,0.14155636018196266,0.00782988965511322,0.010357283055782318,0.9415298104286194,0.021941538900136948
bank-marketing,RealMLP_GPU,30140,15071,0.1719382671696433,0.30026083472100495,0.007223406806588173,0.013982506468892097,0.8942339420318604,0.04220879450440407
blood-transfusion-service-center,RealMLP_GPU,498,250,0.3087671086914959,0.48775709854426713,0.03571201115846634,0.07502170652151108,0.7879999876022339,0.004146095365285873
churn,RealMLP_GPU,3333,1667,0.06668505921971332,0.1370788315894645,0.016608746722340584,0.02183603309094906,0.9592081308364868,0.011575974524021149
coil2000_insurance_policies,RealMLP_GPU,6548,3274,0.1055406573176843,0.20115008545480753,0.005118664354085922,0.005211938638240099,0.9404398202896118,0.009984191507101059
credit-g,RealMLP_GPU,666,334,0.31907437553101387,0.48854044314615963,0.036040447652339935,0.03901585564017296,0.7784430980682373,0.010536503046751022
credit_card_clients_default,RealMLP_GPU,20000,10000,0.26406303223444577,0.4222234668045783,0.009269051253795624,0.014145996421575546,0.8230000138282776,0.046326059848070145
customer_satisfaction_in_airline,RealMLP_GPU,86586,43294,0.0533633017887323,0.08520974117499877,0.001262204721570015,0.0031974888406693935,0.9619808793067932,0.136691614985466
diabetes,RealMLP_GPU,512,256,0.3096165105404026,0.4711337284861462,0.03814678639173508,0.08157986402511597,0.7734375,0.005187343806028366
hazelnut-spread-contaminant-detection,RealMLP_GPU,1600,800,0.08825631172652178,0.16160368549182125,0.02191316708922386,0.03595235198736191,0.9474999904632568,0.005231264978647232
heloc,RealMLP_GPU,6972,3487,0.3624275498856294,0.5421247071988821,0.016068805009126663,0.028341395780444145,0.734728991985321,0.02212466299533844
in_vehicle_coupon_recommendation,RealMLP_GPU,8456,4228,0.3038194246769311,0.46728646126414336,0.016793467104434967,0.02971796691417694,0.7840586304664612,0.03470921888947487
jm1,RealMLP_GPU,7256,3629,0.26741882466790384,0.4237657924934061,0.010476227849721909,0.017242489382624626,0.8162028193473816,0.030826326459646225
kddcup09_appetency,RealMLP_GPU,33333,16667,0.03348930077553188,0.07571871308304662,0.0024174926802515984,0.003553720423951745,0.9821803569793701,0.05299120396375656
online_shoppers_intention,RealMLP_GPU,8220,4110,0.14425750852834818,0.23336891100036178,0.008422940969467163,0.014738787896931171,0.9012165665626526,0.015902306884527206
polish_companies_bankruptcy,RealMLP_GPU,3940,1970,0.04429542650215655,0.09227002678243383,0.014796752482652664,0.019945811480283737,0.972588837146759,0.010764077305793762
qsar-biodeg,RealMLP_GPU,702,352,0.17573728422951787,0.30135228128920266,0.02182694524526596,0.04711718112230301,0.8806818127632141,0.010738298296928406
seismic-bumps,RealMLP_GPU,1722,862,0.10907760882191164,0.20474467988193254,0.013460244983434677,0.014106972143054008,0.9338747262954712,0.004767220467329025
taiwanese_bankruptcy_prediction,RealMLP_GPU,4546,2273,0.045287259416672616,0.08250308495421356,0.009832547046244144,0.013741966336965561,0.968323826789856,0.00847751647233963
APSFailure,BetaTabPFN_GPU,50666,25334,0.009388851551031077,0.01790764679064872,0.0014703436754643917,0.0023232020903378725,0.9939212203025818,0.0772612877190113
Amazon_employee_access,BetaTabPFN_GPU,21846,10923,0.08852532741351155,0.1675002369303896,0.005930311977863312,0.009901637211441994,0.9446122646331787,0.07111335545778275
Bank_Customer_Churn,BetaTabPFN_GPU,6666,3334,0.19655747050849512,0.32211599049978595,0.010844533331692219,0.019162984564900398,0.8686262965202332,0.015015382319688797
Bioresponse,BetaTabPFN_GPU,2500,1251,0.3100254477251404,0.4733495014655943,0.02513614296913147,0.044437259435653687,0.7769784331321716,0.008357319980859756
Diabetes130US,BetaTabPFN_GPU,47678,23840,0.15528830318688946,0.2837469241720842,0.006484244018793106,0.00955569464713335,0.9119966626167297,0.06442632526159286
E-CommereShippingData,BetaTabPFN_GPU,7332,3667,0.35469885812997454,0.49597031673701986,0.016562804579734802,0.012618139386177063,0.6853013634681702,0.012442979961633682
Fitness_Club,BetaTabPFN_GPU,1000,500,0.31377426789223123,0.478520626958217,0.025939349085092545,0.05838560312986374,0.7760000228881836,0.004243798553943634
GiveMeSomeCredit,BetaTabPFN_GPU,100000,50000,0.09750005537319978,0.1769215000999285,0.004543492570519447,0.007985319942235947,0.9379799962043762,0.14482784271240234
HR_Analytics_Job_Change_of_Data_Scientists,BetaTabPFN_GPU,12772,6386,0.2724509384433655,0.4278860016012983,0.014938954263925552,0.020565306767821312,0.7994049191474915,0.056390032172203064
Is-this-a-good-customer,BetaTabPFN_GPU,1148,575,0.18845274390460412,0.32133537493612635,0.013016416691243649,0.03379809856414795,0.8852173686027527,0.0045891329646110535
Marketing_Campaign,BetaTabPFN_GPU,1493,747,0.13787856977059149,0.2234901332010387,0.024111881852149963,0.03141583129763603,0.9009370803833008,0.012585770338773727
NATICUSdroid,BetaTabPFN_GPU,4994,2497,0.0852043294248511,0.14541108558394156,0.004296708852052689,0.009065598249435425,0.9423307776451111,0.02174106240272522
bank-marketing,BetaTabPFN_GPU,30140,15071,0.17241201155038577,0.3003522079195246,0.0038763433694839478,0.008141863159835339,0.8932386636734009,0.04239649698138237
blood-transfusion-service-center,BetaTabPFN_GPU,498,250,0.31261478140466603,0.5006351213888105,0.055546313524246216,0.12150593847036362,0.7879999876022339,0.003567904233932495
churn,BetaTabPFN_GPU,3333,1667,0.05821271731370873,0.12386539479558978,0.008463310077786446,0.012334579601883888,0.9628074169158936,0.010008484125137329
coil2000_insurance_policies,BetaTabPFN_GPU,6548,3274,0.1054977078984308,0.20140252374951043,0.0038625113666057587,0.005007563624531031,0.9404398202896118,0.011549413204193115
credit-g,BetaTabPFN_GPU,666,334,0.34097500012987797,0.5148260953151489,0.044479481875896454,0.07867696136236191,0.7514970302581787,0.0077667199075222015
credit_card_clients_default,BetaTabPFN_GPU,20000,10000,0.264094120338622,0.42155794846320915,0.007283441722393036,0.011602027341723442,0.8223000168800354,0.0692533366382122
customer_satisfaction_in_airline,BetaTabPFN_GPU,86586,43294,0.07084592644760757,0.11646170968002141,0.0035646725445985794,0.005098170135170221,0.9498544931411743,0.11238566413521767
diabetes,BetaTabPFN_GPU,512,256,0.314123993054656,0.47386581101273145,0.038411930203437805,0.05945393815636635,0.76171875,0.010653514415025711
hazelnut-spread-contaminant-detection,BetaTabPFN_GPU,1600,800,0.12414834285199942,0.21253081943959018,0.00936746597290039,0.026887038722634315,0.9175000190734863,0.013999316841363907
heloc,BetaTabPFN_GPU,6972,3487,0.36361056026279426,0.5430891432284402,0.008936382830142975,0.022629577666521072,0.728419840335846,0.013861041516065598
in_vehicle_coupon_recommendation,BetaTabPFN_GPU,8456,4228,0.31996741394127587,0.48822599441256054,0.016348574310541153,0.021961910650134087,0.7675023674964905,0.035950858145952225
jm1,BetaTabPFN_GPU,7256,3629,0.2686142983379353,0.4256650188783479,0.008196385577321053,0.019318457692861557,0.8142738938331604,0.014568720012903214
kddcup09_appetency,BetaTabPFN_GPU,33333,16667,0.033951660308869105,0.08000312432662583,0.005648362450301647,0.0052537876181304455,0.9821803569793701,0.05222730711102486
online_shoppers_intention,BetaTabPFN_GPU,8220,4110,0.14168604188851325,0.22840026524039334,0.0059733022935688496,0.006958689074963331,0.9007299542427063,0.02086680382490158
polish_companies_bankruptcy,BetaTabPFN_GPU,3940,1970,0.04550513520798292,0.08673650300441403,0.0076522789895534515,0.013203928247094154,0.9751269221305847,0.007911425083875656
qsar-biodeg,BetaTabPFN_GPU,702,352,0.19969785695531306,0.3319195926314725,0.04101841524243355,0.056299250572919846,0.8693181872367859,0.00458468496799469
seismic-bumps,BetaTabPFN_GPU,1722,862,0.10987715846927185,0.20415554600554603,0.010534681379795074,0.016830021515488625,0.9338747262954712,0.004864577203989029
taiwanese_bankruptcy_prediction,BetaTabPFN_GPU,4546,2273,0.04364040669325097,0.07952296158290552,0.003413073718547821,0.009381463751196861,0.9727232456207275,0.011293567717075348
APSFailure,ModernNCA_GPU,50666,25334,0.009344062705134559,0.018012405355245866,0.002108818618580699,0.004047838505357504,0.9940791130065918,0.09506020322442055
Amazon_employee_access,ModernNCA_GPU,21846,10923,0.08463725378123059,0.16103674735739118,0.028933778405189514,0.02872338891029358,0.9494644403457642,0.07645753026008606
Bank_Customer_Churn,ModernNCA_GPU,6666,3334,0.19881092845515813,0.32535248256137667,0.012328811921179295,0.023696377873420715,0.8680263757705688,0.012040719389915466
Bioresponse,ModernNCA_GPU,2500,1251,0.28950900084495795,0.45378874278577835,0.022771060466766357,0.0457635298371315,0.7977617979049683,0.017888367176055908
Diabetes130US,ModernNCA_GPU,47678,23840,0.15442986458042388,0.2818857561653726,0.0032690847292542458,0.0029103397391736507,0.9119966626167297,0.07580050081014633
E-CommereShippingData,ModernNCA_GPU,7332,3667,0.35799231670139403,0.5019405823173588,0.015955328941345215,0.02459719032049179,0.6861194372177124,0.01960253342986107
Fitness_Club,ModernNCA_GPU,1000,500,0.3197554377152222,0.4888339589696225,0.016922879964113235,0.06016213446855545,0.7599999904632568,0.006438653916120529
GiveMeSomeCredit,ModernNCA_GPU,100000,50000,0.0969215478957166,0.17528780285136705,0.0015355744399130344,0.002817490603774786,0.9387400150299072,0.12293895706534386
HR_Analytics_Job_Change_of_Data_Scientists,ModernNCA_GPU,12772,6386,0.26902176605307015,0.4237313707583419,0.008984824642539024,0.017835212871432304,0.8033197522163391,0.05238625779747963
Is-this-a-good-customer,ModernNCA_GPU,1148,575,0.19431337090018172,0.33043203647815717,0.03235408663749695,0.03825657069683075,0.8834782838821411,0.007081713527441025
Marketing_Campaign,ModernNCA_GPU,1493,747,0.1398357004786869,0.22895484345904754,0.026094086468219757,0.04272836819291115,0.9022757411003113,0.005020663142204285
NATICUSdroid,ModernNCA_GPU,4994,2497,0.08650544018637854,0.1476193386491358,0.008965853601694107,0.015169961377978325,0.9403284192085266,0.011626802384853363
bank-marketing,ModernNCA_GPU,30140,15071,0.1718366174823818,0.2995183043914867,0.006487390026450157,0.009318809024989605,0.8937695026397705,0.04239816591143608
blood-transfusion-service-center,ModernNCA_GPU,498,250,0.3228843961216488,0.5157538276557563,0.03936655819416046,0.08726078271865845,0.7680000066757202,0.005745604634284973
churn,ModernNCA_GPU,3333,1667,0.06310028942264272,0.13012631822371937,0.009591829031705856,0.01881139725446701,0.9610077738761902,0.009879261255264282
coil2000_insurance_policies,ModernNCA_GPU,6548,3274,0.10634805640348571,0.20350237324754616,0.007622702978551388,0.005925274454057217,0.9404398202896118,0.027273088693618774
credit-g,ModernNCA_GPU,666,334,0.3398932481312565,0.515147779658536,0.034993574023246765,0.05367789417505264,0.7514970302581787,0.0038432031869888306
