dataset,model,cal_size,test_size,Kernel_brier,Kernel_logloss,Kernel_kuiper,Kernel_ece-15,Kernel_accuracy,Kernel_time
hazelnut-spread-contaminant-detection,TabM_GPU,1600,800,0.1091906949877739,0.18172740936279297,0.021819405257701874,0.027880121022462845,0.9200000166893005,0.08729984005913138
heloc,TabM_GPU,6972,3487,0.3658082187175751,0.5457662343978882,0.013005506247282028,0.024216175079345703,0.7312876582145691,0.9513196391053498
in_vehicle_coupon_recommendation,TabM_GPU,8456,4228,0.300555020570755,0.4632503092288971,0.010896697640419006,0.021391451358795166,0.7824030518531799,1.7461208538152277
jm1,TabM_GPU,7256,3629,0.2722717225551605,0.4312346279621124,0.017664272338151932,0.01860709674656391,0.811793863773346,1.0100213163532317
kddcup09_appetency,TabM_GPU,33333,16667,0.03440636023879051,0.08249255269765854,0.010029242374002934,0.00895934458822012,0.9821803569793701,6.396047835238278
online_shoppers_intention,TabM_GPU,8220,4110,0.14309854805469513,0.23334647715091705,0.01753131113946438,0.020981427282094955,0.9014598727226257,1.776510232128203
polish_companies_bankruptcy,TabM_GPU,3940,1970,0.03988930210471153,0.07727348059415817,0.006031207274645567,0.010273643769323826,0.9756345152854919,0.3515137122012675
qsar-biodeg,TabM_GPU,702,352,0.183821901679039,0.3161514103412628,0.04563238099217415,0.054110053926706314,0.8892045617103577,0.010994972195476294
seismic-bumps,TabM_GPU,1722,862,0.1143689751625061,0.21241427958011627,0.024958351626992226,0.019006583839654922,0.9338747262954712,0.05264426814392209
taiwanese_bankruptcy_prediction,TabM_GPU,4546,2273,0.04506848379969597,0.08566416054964066,0.00937479455024004,0.012157664634287357,0.9714034199714661,0.4023513561114669
