dataset,model,cal_size,test_size,CatBoost_brier,CatBoost_logloss,CatBoost_kuiper,CatBoost_ece-15,CatBoost_accuracy,CatBoost_time
taiwanese_bankruptcy_prediction,BetaTabPFN_GPU,4546,2273,0.0438059201189053,0.07989996537562245,0.005634225904941559,0.009442294016480446,0.9722833037376404,1.171780782751739
APSFailure,ModernNCA_GPU,50666,25334,0.009386355981922292,0.017778401702245164,0.002087361179292202,0.003429894568398595,0.9938422441482544,13.420281199738383
Amazon_employee_access,ModernNCA_GPU,21846,10923,0.08139929929271052,0.15666910441469592,0.014097128063440323,0.017198819667100906,0.9486404657363892,3.724525317084044
Bank_Customer_Churn,ModernNCA_GPU,6666,3334,0.19917576973075968,0.32659344174718874,0.007101616822183132,0.021012965589761734,0.8647270798683167,1.1398563459515572
Bioresponse,ModernNCA_GPU,2500,1251,0.2910666208688433,0.4556811011624645,0.022578008472919464,0.05367981269955635,0.7969624400138855,0.8214754951186478
Diabetes130US,ModernNCA_GPU,47678,23840,0.1545598733941216,0.28227385807372884,0.003648387501016259,0.00470697320997715,0.9119966626167297,8.423135122749954
E-CommereShippingData,ModernNCA_GPU,7332,3667,0.3592357638567876,0.5038802410694816,0.022338882088661194,0.035137444734573364,0.6823015809059143,0.9845838989131153
Fitness_Club,ModernNCA_GPU,1000,500,0.3285506193031106,0.4995536291835014,0.022445984184741974,0.05115123465657234,0.7559999823570251,0.6422262601554394
GiveMeSomeCredit,ModernNCA_GPU,100000,50000,0.09697439406763343,0.17539800243334058,0.0013248635223135352,0.0029565757140517235,0.9387400150299072,16.207128511741757
HR_Analytics_Job_Change_of_Data_Scientists,ModernNCA_GPU,12772,6386,0.2692207704517646,0.42424944880930476,0.00950533151626587,0.016896672546863556,0.8031631708145142,2.841628551017493
Is-this-a-good-customer,ModernNCA_GPU,1148,575,0.19319769309212534,0.3310868894276658,0.028193406760692596,0.028501801192760468,0.8852173686027527,0.6151385889388621
Marketing_Campaign,ModernNCA_GPU,1493,747,0.1382291132477159,0.22603550531724437,0.024078454822301865,0.04530830308794975,0.9062918424606323,0.5306053520180285
NATICUSdroid,ModernNCA_GPU,4994,2497,0.0869558584863577,0.14975766057150416,0.009335920214653015,0.015148376114666462,0.9399279356002808,0.977627411019057
bank-marketing,ModernNCA_GPU,30140,15071,0.1716889184066008,0.29911542498271654,0.004165213089436293,0.005342799238860607,0.8940349221229553,5.440369232092053
blood-transfusion-service-center,ModernNCA_GPU,498,250,0.30746505140988356,0.48873159506510605,0.036611057817935944,0.07815023511648178,0.7960000038146973,0.48498618602752686
churn,ModernNCA_GPU,3333,1667,0.06267507199921675,0.1308367958586803,0.013295555487275124,0.019742606207728386,0.9610077738761902,0.8765048575587571
coil2000_insurance_policies,ModernNCA_GPU,6548,3274,0.10694194098129399,0.20522451737396288,0.007609947584569454,0.008628332056105137,0.9404398202896118,1.1643759566359222
credit-g,ModernNCA_GPU,666,334,0.34290822269043925,0.5154321502127485,0.04491383954882622,0.07181791216135025,0.742514967918396,0.4594234093092382
credit_card_clients_default,ModernNCA_GPU,20000,10000,0.2634600315147859,0.4210524918399784,0.006865012459456921,0.012547843158245087,0.8224999904632568,4.531673155259341
customer_satisfaction_in_airline,ModernNCA_GPU,86586,43294,0.05488069418494025,0.08803309775954346,0.0016852776752784848,0.004009561147540808,0.9611031413078308,15.530857905745506
diabetes,ModernNCA_GPU,512,256,0.3312638387258283,0.5024957152624441,0.030745429918169975,0.0823465958237648,0.76171875,0.603919230401516
hazelnut-spread-contaminant-detection,ModernNCA_GPU,1600,800,0.08777656097118519,0.15782582112223245,0.01585628092288971,0.023809168487787247,0.9449999928474426,0.8865711581893265
heloc,ModernNCA_GPU,6972,3487,0.3628950204223618,0.5428079270981991,0.012081433087587357,0.01950809359550476,0.7324347496032715,0.9099843092262745
in_vehicle_coupon_recommendation,ModernNCA_GPU,8456,4228,0.3152981088168224,0.48465325192894393,0.02653232216835022,0.04770651087164879,0.7753074765205383,1.3601532578468323
jm1,ModernNCA_GPU,7256,3629,0.2635498612453291,0.41807182164198453,0.008019987493753433,0.012410838156938553,0.8131716847419739,1.2566190450452268
kddcup09_appetency,ModernNCA_GPU,33333,16667,0.033725798616877196,0.07752836795766493,0.0014866008423268795,0.0004730891087092459,0.9821803569793701,6.001041516195983
online_shoppers_intention,ModernNCA_GPU,8220,4110,0.14014308497496428,0.22777020839377446,0.006836176849901676,0.009848013520240784,0.8995133638381958,1.4053959888406098
polish_companies_bankruptcy,ModernNCA_GPU,3940,1970,0.040066906642445485,0.08165344569010331,0.012563147582113743,0.019386589527130127,0.9761421084403992,0.8203917178325355
qsar-biodeg,ModernNCA_GPU,702,352,0.19023423372028206,0.32043449273679414,0.031554825603961945,0.05801692232489586,0.8721590638160706,0.42972615314647555
seismic-bumps,ModernNCA_GPU,1722,862,0.11213832608757977,0.20850602443159705,0.01568293198943138,0.013783817179501057,0.9338747262954712,0.5029089548625052
taiwanese_bankruptcy_prediction,ModernNCA_GPU,4546,2273,0.04435182986314709,0.0824091272968439,0.0065048690885305405,0.010992264375090599,0.9731632471084595,0.7964299232698977
Bank_Customer_Churn,Mitra_GPU,6666,3334,0.19676916819786283,0.32258018903305613,0.009500812739133835,0.025160983204841614,0.8686262965202332,1.115934934001416
E-CommereShippingData,Mitra_GPU,7332,3667,0.35481291594033265,0.4958054787551192,0.017581917345523834,0.016611889004707336,0.6896646022796631,1.4008450862020254
Fitness_Club,Mitra_GPU,1000,500,0.3102458475541631,0.4736926107135062,0.01921238750219345,0.05711492896080017,0.7799999713897705,0.48105768533423543
Is-this-a-good-customer,Mitra_GPU,1148,575,0.1916038576603659,0.3258130148779598,0.01169880572706461,0.015781961381435394,0.8799999952316284,0.4787188251502812
Marketing_Campaign,Mitra_GPU,1493,747,0.14011620135074618,0.22622927637372836,0.01563359797000885,0.03917970135807991,0.8929049372673035,0.5745812710374594
NATICUSdroid,Mitra_GPU,4994,2497,0.08514801620472114,0.1442015953967805,0.007816735655069351,0.012789029628038406,0.9407289028167725,0.9709086967632174
blood-transfusion-service-center,Mitra_GPU,498,250,0.30598595711688426,0.48574059069089726,0.05304475128650665,0.09708086401224136,0.8080000281333923,0.5621910686604679
churn,Mitra_GPU,3333,1667,0.04181357214883806,0.09798960419569967,0.013656390830874443,0.017965784296393394,0.9772045612335205,0.7021974842064083
coil2000_insurance_policies,Mitra_GPU,6548,3274,0.10618510333387787,0.20252198290730664,0.005661015398800373,0.004586505703628063,0.9404398202896118,1.0258891391567886
credit-g,Mitra_GPU,666,334,0.33577915618754034,0.5142651410617005,0.04365576431155205,0.0706448182463646,0.757485032081604,0.5124999722465873
diabetes,Mitra_GPU,512,256,0.316134500395726,0.4760913056308681,0.022576510906219482,0.04575900360941887,0.76953125,0.42838640604168177
hazelnut-spread-contaminant-detection,Mitra_GPU,1600,800,0.08474211976020962,0.14534683346356247,0.015751130878925323,0.023884227499365807,0.9412500262260437,0.6098677031695843
heloc,Mitra_GPU,6972,3487,0.3628333929187248,0.5425875756373069,0.012388646602630615,0.025247588753700256,0.735589325428009,1.3245359607972205
in_vehicle_coupon_recommendation,Mitra_GPU,8456,4228,0.3215488387995445,0.4921170572982377,0.018857881426811218,0.03256799653172493,0.767029345035553,1.3753675827756524
jm1,Mitra_GPU,7256,3629,0.26667469319139175,0.42380352497183754,0.008469761349260807,0.013734184205532074,0.8173050284385681,1.2996080559678376
online_shoppers_intention,Mitra_GPU,8220,4110,0.14070061428371802,0.22566557222104164,0.0063923983834683895,0.01928827539086342,0.8987834453582764,1.3969590198248625
polish_companies_bankruptcy,Mitra_GPU,3940,1970,0.04047498434436008,0.07756547448504933,0.00987306609749794,0.019270382821559906,0.9741116762161255,1.0168688581325114
qsar-biodeg,Mitra_GPU,702,352,0.18461074840443334,0.31332160581469437,0.031063996255397797,0.03572573512792587,0.8806818127632141,0.5598054169677198
seismic-bumps,Mitra_GPU,1722,862,0.10988577028185673,0.20399968355071413,0.009347684681415558,0.013983652926981449,0.9338747262954712,0.6758812149055302
taiwanese_bankruptcy_prediction,Mitra_GPU,4546,2273,0.0435861556502908,0.08069781173342619,0.005168508738279343,0.008294757455587387,0.9718433618545532,0.7539031798951328
APSFailure,TabDPT_GPU,50666,25334,0.011403115456373436,0.020391927530761578,0.0010225409641861916,0.0013661960838362575,0.9923422932624817,8.450421462766826
Amazon_employee_access,TabDPT_GPU,21846,10923,0.08116549154638174,0.15665769514535896,0.004030600190162659,0.0057823266834020615,0.9486404657363892,3.8983273110352457
Bank_Customer_Churn,TabDPT_GPU,6666,3334,0.19923548129284896,0.32665351399732545,0.005989747121930122,0.01499911118298769,0.8641271591186523,1.3354592355899513
Bioresponse,TabDPT_GPU,2500,1251,0.27982110134062105,0.43838485540919503,0.02526138722896576,0.04335876926779747,0.8033573031425476,0.6375968982465565
Diabetes130US,TabDPT_GPU,47678,23840,0.1555612924049443,0.2845961699376031,0.0036527924239635468,0.0024468107149004936,0.9119966626167297,8.282547739334404
E-CommereShippingData,TabDPT_GPU,7332,3667,0.3564815636364031,0.49951625164090496,0.020754985511302948,0.012468603439629078,0.6869375705718994,1.8231553980149329
Fitness_Club,TabDPT_GPU,1000,500,0.3145926652677207,0.47962219756498725,0.019655898213386536,0.05343889445066452,0.7680000066757202,0.4911663099192083
GiveMeSomeCredit,TabDPT_GPU,100000,50000,0.09807433324150248,0.17718047306742113,0.0012281935196369886,0.002375560812652111,0.9373599886894226,14.953864373732358
HR_Analytics_Job_Change_of_Data_Scientists,TabDPT_GPU,12772,6386,0.26880632694674755,0.4241238640902319,0.008720025420188904,0.015967022627592087,0.8061384558677673,2.798590181861073
Is-this-a-good-customer,TabDPT_GPU,1148,575,0.19026064437987542,0.322634222683903,0.012424459680914879,0.024196524173021317,0.8852173686027527,0.5655459156259894
Marketing_Campaign,TabDPT_GPU,1493,747,0.14314058690321513,0.23063085414882814,0.01547987386584282,0.03196975961327553,0.898259699344635,0.5478246812708676
NATICUSdroid,TabDPT_GPU,4994,2497,0.07945982443487051,0.13733714850103618,0.004842786118388176,0.013048136606812477,0.9467360973358154,0.9709418248385191
bank-marketing,TabDPT_GPU,30140,15071,0.17199893299062308,0.3002235332428882,0.00410178629681468,0.00687236525118351,0.8935040831565857,6.797341601923108
blood-transfusion-service-center,TabDPT_GPU,498,250,0.30542631485161564,0.4854410875608767,0.05814111977815628,0.08862341195344925,0.800000011920929,0.4324913499876857
churn,TabDPT_GPU,3333,1667,0.06739457834664161,0.13731332406210214,0.010159457102417946,0.01652042753994465,0.9598080515861511,0.6613595942035317
coil2000_insurance_policies,TabDPT_GPU,6548,3274,0.1072048453522262,0.20709514657460235,0.007723059505224228,0.010620929300785065,0.9404398202896118,1.238254793919623
credit-g,TabDPT_GPU,666,334,0.3486826339905549,0.5197643663139969,0.03519241884350777,0.056341156363487244,0.7245509028434753,0.4855503817088902
credit_card_clients_default,TabDPT_GPU,20000,10000,0.2644346905825137,0.42200854551625444,0.0066898236982524395,0.011880050413310528,0.8203999996185303,4.69429853791371
customer_satisfaction_in_airline,TabDPT_GPU,86586,43294,0.05436143359450307,0.08808528255360538,0.0013324832543730736,0.0020260526798665524,0.9615651369094849,16.617795221041888
diabetes,TabDPT_GPU,512,256,0.31209806686954344,0.47115469781237734,0.03268740698695183,0.05947359651327133,0.73046875,0.5149397710338235
hazelnut-spread-contaminant-detection,TabDPT_GPU,1600,800,0.06791109264941797,0.12381826212358427,0.00624844990670681,0.01995251700282097,0.956250011920929,0.7075598519295454
heloc,TabDPT_GPU,6972,3487,0.3661768593344199,0.5465852500015174,0.011603489518165588,0.01549671683460474,0.7315744161605835,1.3225205331109464
in_vehicle_coupon_recommendation,TabDPT_GPU,8456,4228,0.3340985320250756,0.5037798506291761,0.012322485446929932,0.02216138318181038,0.75,1.6765043484047055
jm1,TabDPT_GPU,7256,3629,0.2541081739321448,0.4041135607683997,0.00829743966460228,0.018223125487565994,0.8233672976493835,1.0495853959582746
kddcup09_appetency,TabDPT_GPU,33333,16667,0.03420059786257256,0.08065029735864335,0.001308297854848206,0.0007932382286526263,0.9821803569793701,5.704640810377896
online_shoppers_intention,TabDPT_GPU,8220,4110,0.1424159238625101,0.23037329817180233,0.007944999262690544,0.014058140106499195,0.9002432823181152,1.3786623231135309
polish_companies_bankruptcy,TabDPT_GPU,3940,1970,0.02949936019322439,0.060949208088760136,0.003688136814162135,0.00846605934202671,0.9802030324935913,1.0713626598007977
qsar-biodeg,TabDPT_GPU,702,352,0.17808029596855549,0.29952215664585186,0.029933983460068703,0.05928964540362358,0.875,0.4900839030742645
seismic-bumps,TabDPT_GPU,1722,862,0.11253360258174348,0.2079966003897916,0.0077109793201088905,0.006725818384438753,0.9338747262954712,0.7008926309645176
taiwanese_bankruptcy_prediction,TabDPT_GPU,4546,2273,0.044106249706852424,0.08048999579832573,0.004865545313805342,0.008174920454621315,0.9705235362052917,0.7451187879778445
